date,offset,statistical_unc,systematic_unc_numerator,systematic_unc_denominator
2025-02-27,-123.04992213771808,3.063951411761696,0.8652869584817057,1.1802713686778192
2025-02-28,-113.92216699095547,2.8588836318250026,0.8652869584817057,1.132481849949372
2025-03-04,-118.91698580632783,3.7910200911750325,0.7850026015091761,1.0516094407627925
2025-03-06,-120.70859996995779,4.187164026666539,0.7760821174011173,1.6217040462927144
2025-03-07,-126.4818892553451,2.9181295440122534,0.8117640538333526,1.2480735115253663
2025-03-13,-120.40125777556335,3.225753513087958,1.6056871394505876,1.1868934477823339
2025-03-18,-118.11882515146566,7.125486377128813,0.8028435697252938,1.1243750039833988
2025-03-20,-122.769793917926,3.0205524960329693,0.749320665076941,1.2205248032293439
2025-03-21,-119.74242163600027,3.5622022433703093,0.749320665076941,1.335026040761365
