,Timestamp + left,Timestamp + right,Timestamp - left,Timestamp - right,probe frequency,splitting,density + servo shift,Z2 shift,Z2 shift uncertainty
0,1742324231.950431,1742324236.29104,1742324229.77257,1742324234.108765,-235611409.79741895,-21.99180456995964,0.020112461303649364,-0.05913929068318327,7.191649154889826e-05
1,1742324240.599018,1742324244.949081,1742324238.440833,1742324242.752168,-235611409.79144266,-21.9876646399498,-0.010077492403055064,-0.05923964873302467,7.203104319865742e-05
2,1742324249.26104,1742324253.586274,1742324247.080687,1742324251.419279,-235611409.7901785,-21.972983300685883,-0.015208296821705908,-0.05909113278850123,7.186152242167292e-05
3,1742324257.919331,1742324262.243304,1742324255.73574,1742324260.067207,-235611409.7997707,-21.963138073682785,0.0006178140193747463,-0.059098642011125344,7.187009372641491e-05
4,1742324573.795061,1742324578.135418,1742324571.618128,1742324575.956297,-235611409.74200594,-22.001913219690323,-0.007481594402138615,-0.05897805851382364,7.173245472101957e-05
5,1742324582.456219,1742324586.790136,1742324580.268223,1742324584.615798,-235611409.7490526,-21.942299783229828,0.026503376958508854,-0.059137424420930694,7.191436133443205e-05
6,1742324591.100623,1742324595.434731,1742324588.933591,1742324593.254209,-235611409.74665362,-21.95027706027031,0.024274975727278263,-0.059091443012235664,7.186187652261761e-05
7,1742324599.756569,1742324604.083025,1742324597.593071,1742324601.912069,-235611409.71883968,-21.942518770694733,0.018694029186621768,-0.05900552454442663,7.176380568841775e-05
8,1742324608.421567,1742324612.744136,1742324606.233066,1742324610.560223,-235611409.70565853,-21.943321883678436,-0.02518374902841272,-0.059478590846918256,7.230377564528768e-05
9,1742324617.079556,1742324621.398348,1742324614.895704,1742324619.220046,-235611409.69659138,-21.948295921087265,-0.0912853411727788,-0.05929222985373115,7.209106053269062e-05
10,1742324625.727264,1742324630.053336,1742324623.550686,1742324627.870141,-235611409.73487332,-21.99123603105545,-0.03858437222523046,-0.05949367664882886,7.232099467852685e-05
11,1742324634.370813,1742324638.706937,1742324632.195412,1742324636.541605,-235611409.7692406,-22.006427228450775,-0.055757734978790566,-0.05903902804911639,7.180204802071887e-05
12,1742324643.027779,1742324647.37049,1742324640.861792,1742324645.188139,-235611409.80525362,-22.012490272521973,0.01243776129129436,-0.059240455149621105,7.203196366325006e-05
13,1742324651.696767,1742324656.023201,1742324649.508691,1742324653.83608,-235611409.80852765,-21.963828712701797,0.07410236050745352,-0.0590707309120816,7.183823494213499e-05
14,1742324660.344672,1742324664.664709,1742324658.160973,1742324662.49017,-235611409.7763043,-21.94778835773468,0.05494142350622742,-0.05908495093605395,7.185446622307185e-05
15,1742324668.997479,1742324673.312277,1742324666.832767,1742324671.148924,-235611409.73980385,-21.9520203769207,0.031418456372044753,-0.05911031149347762,7.188341369685675e-05
16,1742324677.64688,1742324681.976759,1742324675.469036,1742324679.795331,-235611409.71413904,-21.951424330472946,0.0037432177591158154,-0.05932906391498344,7.213310367259077e-05
17,1742324686.30306,1742324690.627756,1742324684.129732,1742324688.458251,-235611409.70441264,-21.968083292245865,-0.027753245716148567,-0.05941822233249378,7.223487045108625e-05
18,1742324694.954429,1742324699.297445,1742324692.78968,1742324697.116226,-235611409.71075127,-21.99435919523239,-0.03375002042432656,-0.059417747006263566,7.223432790810633e-05
19,1742324703.617404,1742324707.948949,1742324701.443306,1742324705.767444,-235611409.72442096,-22.00111696124077,-0.03673428369337259,-0.05894304836217989,7.169249246681097e-05
20,1742324712.261857,1742324716.601894,1742324710.0939,1742324714.422704,-235611409.74668878,-21.979103088378906,0.00887474778283343,-0.05937901912271465,7.219012338506742e-05
21,1742324720.927902,1742324725.260097,1742324718.745775,1742324723.079123,-235611409.758496,-21.974327832460403,0.030108774237945626,-0.05888040736856869,7.162099081162194e-05
22,1742324729.585771,1742324733.897138,1742324727.400892,1742324731.729073,-235611409.74894285,-21.97192057967186,0.060079686789576606,-0.059253476461595796,7.204682651578739e-05
23,1742324738.229505,1742324742.548759,1742324736.052075,1742324740.387336,-235611409.7101425,-21.93951654434204,0.005029398031174098,-0.05923297763332128,7.202342863235483e-05
24,1742324746.897099,1742324751.215583,1742324744.714369,1742324749.030097,-235611409.68893427,-21.954684615135193,-0.02170186865136546,-0.059406375215932235,7.222134800693508e-05
25,1742324755.548003,1742324759.855074,1742324753.35777,1742324757.685299,-235611409.7040249,-21.994537383317947,-0.04216654992749903,-0.059525596436188884,7.235742807531303e-05
26,1742324764.203072,1742324768.515359,1742324762.030814,1742324766.342298,-235611409.72698632,-22.022708117961884,-0.03044026224543488,-0.05944965105584274,7.227074352877449e-05
27,1742324772.858057,1742324777.182452,1742324770.668707,1742324775.007383,-235611409.74393895,-22.013075470924377,-0.00046738220017264394,-0.05930188062220551,7.210207612454377e-05
28,1742324781.502334,1742324785.829657,1742324779.328587,1742324783.642393,-235611409.75788003,-22.011856228113174,0.013417971407301965,-0.0590632905708598,7.182974224486355e-05
29,1742324790.148743,1742324794.482635,1742324787.988585,1742324792.31892,-235611409.74854442,-21.97379171848297,0.01591202251142377,-0.059683447828778956,7.253759925273954e-05
30,1742324798.800993,1742324803.133925,1742324796.633476,1742324800.973136,-235611409.73955685,-21.987883776426315,0.031239699804712345,-0.05926269709065595,7.205735116538665e-05
31,1742324807.488721,1742324811.790036,1742324805.292136,1742324809.619696,-235611409.72468165,-22.017965257167816,-0.0020498817611923595,-0.05936935076447447,7.217908777383003e-05
32,1742324816.115973,1742324820.43752,1742324813.93859,1742324818.263657,-235611409.71596384,-21.999619990587234,-0.07177255406735954,-0.05944816134717969,7.226904316125365e-05
33,1742324824.782544,1742324829.090166,1742324822.596097,1742324826.926119,-235611409.7495469,-22.0083147585392,-0.038325908389763186,-0.05927239557529155,7.206842124377355e-05
34,1742324833.421442,1742324837.7504,1742324831.248706,1742324835.586836,-235611409.77662975,-21.99740383028984,0.02479831318874252,-0.05949576043488196,7.232337312421405e-05
35,1742324842.092145,1742324846.398902,1742324839.900685,1742324844.242547,-235611409.77850354,-22.009630471467972,0.05520893130415505,-0.059509203868519614,7.23387175305839e-05
36,1742324850.729577,1742324855.064353,1742324848.557123,1742324852.882922,-235611409.7499386,-22.02416029572487,0.0033550717660879234,-0.05943568516163113,7.225480271864201e-05
37,1742324859.396411,1742324863.717257,1742324857.211987,1742324861.552356,-235611409.73094052,-22.017224550247192,-0.025639673827262177,-0.05920476811615642,7.199122951905544e-05
38,1742324868.055563,1742324872.38167,1742324865.880074,1742324870.197136,-235611409.7451036,-22.001076370477676,0.05778686062942879,-0.0593387083705311,7.214411203110658e-05
39,1742324876.709868,1742324881.033644,1742324874.52203,1742324878.899669,-235611409.7385108,-22.000750720500946,0.030817656334638305,-0.05950983520091862,7.233943813638607e-05
40,1742324885.344214,1742324889.682438,1742324883.174341,1742324887.503876,-235611409.69088572,-21.9789517223835,-0.09371767418044677,-0.05936418486124326,7.217319133028994e-05
41,1742324894.014542,1742324898.333632,1742324891.82507,1742324896.146372,-235611409.72568575,-22.013959765434265,-0.02028167481597934,-0.059327439629856676,7.213124968303387e-05
42,1742324902.65899,1742324907.000084,1742324900.484264,1742324904.811311,-235611409.76353008,-22.01795881986618,0.0005010411616348412,-0.05940012665370326,7.221421581698849e-05
43,1742324911.328165,1742324915.645162,1742324909.144734,1742324913.468889,-235611409.75131437,-21.988541543483734,-0.018313312360481976,-0.059400408705524016,7.221453775465896e-05
44,1742324919.979144,1742324924.305349,1742324917.787064,1742324922.120696,-235611409.76330525,-22.012896686792374,0.020550022860114425,-0.05960864611978296,7.245222101094353e-05
45,1742324928.622436,1742324932.950216,1742324926.448874,1742324930.781171,-235611409.761445,-22.029325991868973,0.05433550763761892,-0.059554589046485244,7.239052031029828e-05
46,1742324937.289902,1742324941.614491,1742324935.110054,1742324939.423603,-235611409.7267267,-22.020470023155212,0.04299657319309161,-0.059282960206698355,7.208047995410713e-05
47,1742324945.931306,1742324950.257282,1742324943.766164,1742324948.075976,-235611409.69903833,-22.019665509462357,-0.002893409201089515,-0.05939254002027028,7.220555633115446e-05
48,1742324954.580017,1742324958.920026,1742324952.409144,1742324956.749076,-235611409.6884516,-22.008693903684616,-0.02387192719591897,-0.05917892793677933,7.196173477801493e-05
49,1742324963.246535,1742324967.561053,1742324961.070223,1742324965.385153,-235611409.6980441,-21.99112844467163,0.034391815085834346,-0.059260271311207084,7.205458232254401e-05
50,1742324971.885344,1742324976.231428,1742324969.724131,1742324974.054828,-235611409.6937887,-21.97620388865471,0.0019980050221392463,-0.05953487726998939,7.236802124833078e-05
51,1742324980.548443,1742324984.888735,1742324978.379243,1742324982.691156,-235611409.68384874,-22.000076979398727,0.002842841092045536,-0.05937127532356259,7.218128449544096e-05
52,1742324989.197367,1742324993.53353,1742324987.018411,1742324991.351593,-235611409.6814372,-22.01804342865944,0.013898571114806862,-0.059220146059352684,7.20087823311032e-05
53,1742324997.8666,1742325002.18243,1742324995.675624,1742325000.020897,-235611409.66955644,-21.992881298065186,-0.007609222992353889,-0.05918686682142352,7.197079646009458e-05
54,1742325006.503632,1742325010.828988,1742325004.347807,1742325008.66264,-235611409.67174453,-21.98580828309059,-0.020475149894350203,-0.05911380210583473,7.188739800633716e-05
55,1742325015.1768,1742325019.500492,1742325012.989376,1742325017.32395,-235611409.6688937,-21.948787182569504,-0.011060566518883463,-0.059388173115591074,7.220057188516969e-05
56,1742325023.818795,1742325028.141124,1742325021.638916,1742325025.973278,-235611409.67838758,-21.96670588850975,0.0077579049172691854,-0.059660334700396014,7.25112181062498e-05
57,1742325032.465824,1742325036.793777,1742325030.309737,1742325034.625378,-235611409.6786204,-22.021023899316788,0.0069725767136372165,-0.059566797516764206,7.240445506823142e-05
58,1742325041.138604,1742325045.455937,1742325038.96393,1742325043.286466,-235611409.6725362,-22.048885196447372,0.011665363575893033,-0.059095076724479126,7.186602417678009e-05
59,1742325049.773961,1742325054.117052,1742325047.604683,1742325051.942739,-235611409.66460145,-22.01626679301262,-0.004796671816343446,-0.05940877674905497,7.222408914717497e-05
60,1742325058.433833,1742325062.770255,1742325056.266274,1742325060.579011,-235611409.65992558,-21.983694821596146,-0.020029973180621625,-0.05908707777157137,7.185689387336382e-05
61,1742325067.095889,1742325071.421654,1742325064.922797,1742325069.241077,-235611409.6645654,-21.97035640478134,-0.014551403540446128,-0.059501582851890895,7.233001886354254e-05
62,1742325075.733573,1742325080.059696,1742325073.575532,1742325077.899785,-235611409.67279816,-21.984122693538666,-0.019889048526367522,-0.05936374385323975,7.217268795669338e-05
63,1742325084.398353,1742325088.726647,1742325082.217058,1742325086.565182,-235611409.68288583,-22.018073171377182,-0.00024671874814614724,-0.059319258008543894,7.212191102365194e-05
64,1742325093.047382,1742325097.375239,1742325090.876718,1742325095.203271,-235611409.68135107,-21.998010456562042,-0.0022518771196352256,-0.05924089931220512,7.203247064179723e-05
65,1742325101.71284,1742325106.028997,1742325099.538614,1742325103.863411,-235611409.678724,-21.978461354970932,-0.018207759815437888,-0.05909660604284708,7.186776979727561e-05
66,1742325110.369385,1742325114.689398,1742325108.181691,1742325112.52677,-235611409.69220468,-21.983207046985626,0.05792203053194261,-0.05919328737689373,7.197812507191023e-05
67,1742325119.022592,1742325123.347674,1742325116.849213,1742325121.180053,-235611409.6618046,-21.945722341537476,0.0024754863678046863,-0.0591882858685871,7.197241620275407e-05
68,1742325127.660281,1742325132.003486,1742325125.508561,1742325129.816797,-235611409.64899862,-21.96577814221382,-0.012354551802409243,-0.059158336091923065,7.19382306029976e-05
69,1742325136.326505,1742325140.644803,1742325134.143504,1742325138.46455,-235611409.65908772,-21.97973296046257,0.008869280607636929,-0.05905942592069857,7.182533097988336e-05
70,1742325144.991175,1742325149.317699,1742325142.791888,1742325147.138659,-235611409.65741712,-21.965983271598816,0.017756902850736205,-0.059274664871817796,7.20710114711242e-05
71,1742325153.632262,1742325157.952882,1742325151.467175,1742325155.786594,-235611409.63829535,-21.946734875440598,-0.018672535046830585,-0.059117600405453406,7.189173351994842e-05
72,1742325162.286668,1742325166.622229,1742325160.115979,1742325164.43275,-235611409.6475461,-21.97269520163536,0.008683249433598585,-0.059044986720370354,7.180884949351195e-05
73,1742325170.935754,1742325175.271481,1742325168.759013,1742325173.08718,-235611409.6459422,-21.955692619085312,0.006728641016767982,-0.059336826425796844,7.214196394542513e-05
74,1742325179.596233,1742325183.92995,1742325177.429409,1742325181.746003,-235611409.64084518,-21.96158292889595,0.011788715064137117,-0.05917057637808498,7.195220205201794e-05
75,1742325188.256034,1742325192.568893,1742325186.08662,1742325190.409525,-235611409.63064176,-21.971745133399963,-0.036998301869256504,-0.05947541108615491,7.230014624325725e-05
76,1742325196.913505,1742325201.227146,1742325194.727067,1742325199.057376,-235611409.6330305,-21.979553699493408,-0.025942680038063565,-0.05946029894111667,7.228289712047677e-05
77,1742325205.564899,1742325209.875248,1742325203.388005,1742325207.716386,-235611409.65898806,-22.02142959833145,0.0033477237245832345,-0.05940294535257558,7.221743311680284e-05
78,1742325214.222225,1742325218.540982,1742325212.048879,1742325216.363593,-235611409.6556241,-22.014562994241714,-0.024534385102378573,-0.059157709834028134,7.193751577215129e-05
79,1742325222.866272,1742325227.185346,1742325220.692043,1742325225.031039,-235611409.66878706,-22.01068887114525,0.05240229769354715,-0.05908416191559747,7.18535656052675e-05
80,1742325231.526211,1742325235.853419,1742325229.33638,1742325233.676729,-235611409.64665326,-21.9573135972023,0.0018300964161370114,-0.05925423205398901,7.204768896751673e-05
81,1742325240.179159,1742325244.502676,1742325238.000161,1742325242.317957,-235611409.63172495,-21.957191705703735,-0.028033100798367624,-0.059260668222722086,7.205503536689812e-05
82,1742325248.824944,1742325253.150641,1742325246.653144,1742325250.990528,-235611409.64674437,-21.98519179224968,0.0431435356564409,-0.05939571832520213,7.220918409185951e-05
83,1742325257.48787,1742325261.801915,1742325255.306955,1742325259.638794,-235611409.62877056,-21.97851127386093,0.025693089161709485,-0.05948723805987625,7.231364563301752e-05
84,1742325266.130264,1742325270.459912,1742325263.968002,1742325268.29363,-235611409.61404228,-22.013662219047546,-0.033971500528324906,-0.05910119068303601,7.18730028738944e-05
85,1742325274.800354,1742325279.123961,1742325272.61017,1742325276.938676,-235611409.62091988,-22.004507541656494,-0.024985664606241114,-0.059605292064930065,7.244839270192005e-05
86,1742325283.449371,1742325287.764946,1742325281.27816,1742325285.604273,-235611409.63336608,-21.988376080989838,-0.007045558469430845,-0.0591316401372914,7.190775895692198e-05
87,1742325292.090292,1742325296.424461,1742325289.924917,1742325294.249406,-235611409.63717943,-21.988639444112778,-0.015582728501840325,-0.05918684304038496,7.197076931570816e-05
88,1742325300.761784,1742325305.086058,1742325298.591375,1742325302.907469,-235611409.65285778,-21.990249276161194,0.026550965296757656,-0.05930407210544354,7.210457752898835e-05
89,1742325309.415345,1742325313.739963,1742325307.224342,1742325311.554172,-235611409.64332268,-21.98204070329666,-0.009027378373659757,-0.05921657767669703,7.200470928154476e-05
90,1742325318.067271,1742325322.390821,1742325315.879211,1742325320.221895,-235611409.63367927,-21.97822692990303,-0.010447957378049806,-0.05951772195276863,7.234844010986006e-05
91,1742325326.724726,1742325331.051109,1742325324.549769,1742325328.873763,-235611409.6353312,-21.988204330205917,-0.029969094769601436,-0.05937170958659423,7.2181780169965e-05
92,1742325335.37216,1742325339.700259,1742325333.196865,1742325337.524737,-235611409.64044628,-21.999665439128876,0.0264423393936887,-0.05917558524903451,7.195791933205367e-05
93,1742325344.037457,1742325348.341695,1742325341.857969,1742325346.17223,-235611409.64288723,-21.999416828155518,0.018377000021285863,-0.05919933548327454,7.198502855637526e-05
94,1742325352.677263,1742325357.012705,1742325350.504214,1742325354.826851,-235611409.62695807,-21.984862327575684,-0.009527835953688736,-0.059098082110770535,7.186945463557178e-05
95,1742325361.334751,1742325365.657284,1742325359.16863,1742325363.477344,-235611409.6232338,-21.964595049619675,0.007369598724994329,-0.05909155308064936,7.186200215880976e-05
96,1742325369.978401,1742325374.312601,1742325367.80334,1742325372.141424,-235611409.6241464,-21.951523572206497,-0.009039214399110155,-0.05920994743130168,7.199714133547107e-05
97,1742325378.64789,1742325382.965125,1742325376.478932,1742325380.796046,-235611409.6223496,-21.954754769802094,-0.00412462825145052,-0.05933242685420964,7.213694219394664e-05
98,1742325387.302153,1742325391.628698,1742325385.113007,1742325389.456386,-235611409.6231323,-21.97210329771042,-0.03330019387524852,-0.05915809903595132,7.193796001971233e-05
99,1742325395.945924,1742325400.269815,1742325393.766527,1742325398.10206,-235611409.6269561,-21.96571636199951,-0.0017417432486569499,-0.05898102374308168,7.173583937044175e-05
100,1742325404.594508,1742325408.92394,1742325402.429285,1742325406.750575,-235611409.64291018,-21.96146059036255,0.0019614381936405713,-0.059186021796356944,7.196983192326308e-05
101,1742325413.248496,1742325417.596244,1742325411.082197,1742325415.419809,-235611409.6369728,-21.94918191432953,0.010313219755614212,-0.059137282896873554,7.191419979410501e-05
102,1742325421.918469,1742325426.231805,1742325419.746113,1742325424.065027,-235611409.64143795,-21.97756600379944,0.0010995214759727148,-0.0592946957382689,7.209387514629913e-05
103,1742325430.564921,1742325434.884237,1742325428.400514,1742325432.70809,-235611409.62407935,-21.95938378572464,-0.03590967545173469,-0.05906505257830217,7.183175346965571e-05
104,1742325439.219083,1742325443.548381,1742325437.037995,1742325441.373073,-235611409.63882458,-21.968540519475937,-0.014904880834110602,-0.0592571175731266,7.20509825695738e-05
105,1742325447.86812,1742325452.206454,1742325445.701053,1742325450.025523,-235611409.64975032,-21.964210152626038,-0.018701877615626302,-0.059198091049892716,7.198360812416653e-05
106,1742325456.540768,1742325460.848152,1742325454.36424,1742325458.691709,-235611409.65666872,-21.97070136666298,0.005943253388081531,-0.05899057534069861,7.174674199972821e-05
107,1742325465.182752,1742325469.506886,1742325463.004715,1742325467.341852,-235611409.6591826,-21.959017902612686,0.03808340133556226,-0.0589114009050993,7.165636846880735e-05
108,1742325473.837156,1742325478.171865,1742325471.667196,1742325475.989659,-235611409.6456744,-21.93897506594658,0.03475428547187675,-0.059120873416509144,7.189546944969475e-05
