02/28/2025	11:05:08	(analyzed:  2/28/2025)
MJD	timer	SDR:fb_Al_TiS	SDR:fb_Yb_TiS	SDR:frep_TiS	fo_TiS	fb_Si_TiS	fb_Al_TiS	fb_Yb_TiS
60734.753570	23.000000	NaN	nan	379043.158585	10000000.000050	640000000.003000
60734.753583	1084.000000	NaN	142220118.960845	379043.158289	10000000.000580	639999999.996000
60734.753595	2143.000000	NaN	142220118.955355	379043.158087	10000000.000030	640000000.003000
60734.753607	3200.000000	NaN	142220118.958898	379043.158244	10000000.000290	640000000.004000
60734.753619	4257.000000	NaN	142220118.935936	379043.158484	10000000.000550	640000000.006000
60734.753632	5314.000000	NaN	142220118.965762	379043.158251	10000000.000050	639999999.997000
60734.753644	6371.000000	NaN	142220118.95982	379043.158376	10000000.000110	640000000.000000
60734.753656	7429.000000	NaN	142220118.949756	379043.158282	10000000.000710	640000000.001000
60734.753668	8486.000000	NaN	142220118.943654	379043.158192	9999999.999990	640000000.007000
60734.753681	9543.000000	NaN	142220118.95756298	379043.158334	9999999.999900	640000000.001000
60734.753693	10599.000000	NaN	142220118.946395	379043.158294	10000000.000350	639999999.999000
60734.753705	11657.000000	NaN	142220118.957383	379043.158356	10000000.000010	640000000.003000
60734.753717	12714.000000	NaN	142220118.957435	379043.158211	9999999.999930	639999999.999000
60734.753729	13769.000000	NaN	142220118.948629	379043.158372	10000000.000690	639999999.998000
60734.753742	14827.000000	NaN	142220118.9715	379043.158206	9999999.999850	640000000.000000
60734.753754	15886.000000	NaN	142220118.941714	379043.158194	10000000.000020	640000000.003000
60734.753766	16941.000000	NaN	142220118.953193	379043.158227	10000000.000500	640000000.000000
60734.753778	17996.000000	NaN	142220118.950182	379043.158376	9999999.999960	640000000.002000
60734.753791	19054.000000	NaN	142220118.94469202	379043.158345	10000000.000040	640000000.000000
60734.753803	20111.000000	NaN	142220118.965584	379043.158236	10000000.000670	639999999.997000
60734.753815	21168.000000	NaN	142220118.935767	379043.158148	10000000.000120	640000000.001000
60734.753827	22225.000000	NaN	142220118.959461	379043.158207	9999999.999990	640000000.003000
60734.753840	23283.000000	NaN	142220118.963425	379043.158579	10000000.000430	639999999.999000
60734.753852	24338.000000	NaN	142220118.943469	379043.158118	9999999.999960	640000000.002000
60734.753864	25394.000000	NaN	142220118.947663	379043.158086	9999999.999980	640000000.002000
60734.753876	26452.000000	NaN	142220118.94151598	379043.158593	10000000.000560	639999999.999000
60734.753889	27509.000000	NaN	142220118.959129	379043.158113	9999999.999870	640000000.004000
60734.753901	28566.000000	NaN	142220118.954646	379043.158341	10000000.000210	639999999.999000
60734.753913	29623.000000	NaN	142220118.951766	379043.158477	10000000.000530	640000000.002000
60734.753925	30681.000000	NaN	142220118.96758	379043.157849	9999999.999940	639999999.997000
60734.753937	31735.000000	NaN	142220118.937779	379043.158378	10000000.000090	639999999.997000
60734.753950	32791.000000	NaN	142220118.962046	379043.158606	10000000.000430	639999999.999000
60734.753962	33848.000000	NaN	142220118.946746	379043.158457	10000000.000100	640000000.004000
60734.753974	34905.000000	NaN	142220118.952313	379043.157829	9999999.999890	640000000.001000
60734.753986	35964.000000	NaN	142220118.942379	379043.158197	10000000.000470	640000000.002000
60734.753999	37020.000000	NaN	142220118.950658	379043.158193	9999999.999850	640000000.001000
60734.754011	38075.000000	NaN	142220118.944612	379043.158094	10000000.000020	640000000.000000
60734.754023	39132.000000	NaN	142220118.958885	379043.158500	10000000.000600	639999999.998000
60734.754035	40190.000000	NaN	142220118.958835	379043.158061	9999999.999950	639999999.998000
60734.754048	41246.000000	NaN	142220118.9423	379043.158161	10000000.000030	639999999.999000
60734.754060	42303.000000	NaN	142220118.950851	379043.158632	10000000.000470	640000000.002000
60734.754072	43359.000000	NaN	142220118.954416	379043.158197	9999999.999940	639999999.998000
60734.754084	44416.000000	NaN	142220118.965703	379043.157945	9999999.999960	640000000.000000
60734.754096	45472.000000	NaN	142220118.944198	379043.158684	10000000.000710	639999999.999000
60734.754109	46529.000000	NaN	142220118.96025	379043.158191	9999999.999990	640000000.005000
60734.754121	47586.000000	NaN	142220118.945936	379043.157992	9999999.999970	640000000.001000
60734.754133	48644.000000	NaN	142220118.961124	379043.158443	10000000.000690	640000000.002000
60734.754145	49701.000000	NaN	142220118.942062	379043.158149	9999999.999850	639999999.999000
60734.754158	50758.000000	NaN	142220118.95403498	379043.158256	9999999.999990	639999999.999000
60734.754170	51815.000000	NaN	142220118.945667	379043.158353	10000000.000910	640000000.001000
60734.754182	52874.000000	NaN	142220118.953484	379043.158417	10000000.000030	640000000.004000
60734.754194	53931.000000	NaN	142220118.958924	379043.158182	10000000.000070	639999999.999000
60734.754207	54986.000000	NaN	142220118.945184	379043.158298	10000000.000360	640000000.001000
60734.754219	56043.000000	NaN	142220118.951177	379043.158277	10000000.000070	640000000.000000
60734.754231	57099.000000	NaN	142220118.968333	379043.158532	9999999.999970	640000000.000000
60734.754243	58156.000000	NaN	142220118.932705	379043.157948	10000000.000450	639999999.997000
60734.754255	59214.000000	NaN	142220118.973279	379043.158298	10000000.000020	640000000.005000
60734.754268	60271.000000	NaN	142220118.949384	379043.158678	10000000.000060	640000000.000000
60734.754280	61328.000000	NaN	142220118.967488	379043.157885	10000000.000350	640000000.003000
60734.754292	62385.000000	NaN	142220118.93738002	379043.158160	10000000.000090	640000000.000000
60734.754304	63441.000000	NaN	142220118.972455	379043.158525	10000000.000180	640000000.001000
60734.754317	64498.000000	NaN	142220118.952526	379043.158437	10000000.000650	639999999.998000
