# Readme Information 
# Data taken on 250228, analyzed on 06-Mar-2025 by script Saveshifts_forTara_v3_250228.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2293), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0613), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0007), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0803), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.873144e+04 s, uptime fraction 8.490146e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0734756133989998e+04	   6.3000000179184996e+07	   1.0000000000000000e+00	
   6.0734756141480000e+04	   6.3000000184420340e+07	   1.0000000000000000e+00	
   6.0734756152720001e+04	   6.3000000195131160e+07	   1.0000000000000000e+00	
   6.0734756163929997e+04	   6.3000000211963572e+07	   1.0000000000000000e+00	
   6.0734756175169998e+04	   6.3000000226183407e+07	   1.0000000000000000e+00	
   6.0734756186409999e+04	   6.3000000238460511e+07	   1.0000000000000000e+00	
   6.0734756197620001e+04	   6.3000000231492661e+07	   1.0000000000000000e+00	
   6.0734756208840001e+04	   6.3000000214506716e+07	   1.0000000000000000e+00	
   6.0734756220069998e+04	   6.3000000201190658e+07	   1.0000000000000000e+00	
   6.0734756231300002e+04	   6.3000000199353538e+07	   1.0000000000000000e+00	
   6.0734756242529998e+04	   6.3000000196980655e+07	   1.0000000000000000e+00	
   6.0734756253799998e+04	   6.3000000193769395e+07	   1.0000000000000000e+00	
   6.0734756264969998e+04	   6.3000000193049274e+07	   1.0000000000000000e+00	
   6.0734756276209999e+04	   6.3000000195862316e+07	   1.0000000000000000e+00	
   6.0734756287429998e+04	   6.3000000192006133e+07	   1.0000000000000000e+00	
   6.0734756298649998e+04	   6.3000000192920968e+07	   1.0000000000000000e+00	
   6.0734756309880002e+04	   6.3000000190869503e+07	   1.0000000000000000e+00	
   6.0734756321109999e+04	   6.3000000196959704e+07	   1.0000000000000000e+00	
   6.0734756332340003e+04	   6.3000000201431543e+07	   1.0000000000000000e+00	
   6.0734756343569999e+04	   6.3000000202756405e+07	   1.0000000000000000e+00	
   6.0734756354789999e+04	   6.3000000201868162e+07	   1.0000000000000000e+00	
