02/28/2025	11:05:08	(analyzed:  2/28/2025)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb	fb_Al_ErYb
60734.753570	23.000000	113927.227937	105000000.001300	100000000.000700	28854992.000200	22737008.000010
60734.753583	1084.000000	113927.228273	105000000.001100	99999999.998000	28854991.999940	22737007.999930
60734.753595	2143.000000	113927.228432	105000000.000800	100000000.000000	28854991.999770	22737007.999990
60734.753607	3200.000000	113927.228279	105000000.001200	100000000.000800	28854992.000220	22737008.000080
60734.753619	4257.000000	113927.228112	105000000.001400	99999999.999500	28854992.000240	22737007.999860
60734.753632	5314.000000	113927.228346	104999999.998900	100000000.000700	28854992.000250	22737008.000230
60734.753644	6371.000000	113927.228129	105000000.001200	99999999.998300	28854991.999690	22737007.999940
60734.753656	7429.000000	113927.228284	105000000.000700	100000000.000200	28854992.000210	22737008.000060
60734.753668	8486.000000	113927.228396	105000000.000700	100000000.000600	28854991.999730	22737008.000140
60734.753681	9543.000000	113927.228196	104999999.999200	99999999.999500	28854991.999980	22737008.000170
60734.753693	10599.000000	113927.228266	105000000.001600	100000000.000600	28854992.000100	22737008.000080
60734.753705	11657.000000	113927.228201	104999999.999200	99999999.998200	28854992.000010	22737007.999920
60734.753717	12714.000000	113927.228361	104999999.999900	100000000.000100	28854992.000090	22737008.000060
60734.753729	13769.000000	113927.228207	105000000.000100	100000000.000600	28854991.999710	22737008.000000
60734.753742	14827.000000	113927.228348	105000000.001500	99999999.999400	28854992.000070	22737007.999890
60734.753754	15886.000000	113927.228348	104999999.999600	100000000.001000	28854992.000030	22737008.000050
60734.753766	16941.000000	113927.228332	105000000.001100	99999999.998300	28854991.999880	22737007.999800
60734.753778	17996.000000	113927.228170	105000000.000800	100000000.000500	28854991.999840	22737008.000120
60734.753791	19054.000000	113927.228230	104999999.999400	100000000.000500	28854992.000040	22737007.999850
60734.753803	20111.000000	113927.228340	105000000.001300	99999999.999400	28854992.000010	22737008.000060
60734.753815	21168.000000	113927.228414	105000000.000800	100000000.000700	28854991.999900	22737008.000160
60734.753827	22225.000000	113927.228339	104999999.999300	99999999.998200	28854991.999660	22737008.000000
60734.753840	23283.000000	113927.227940	105000000.001000	100000000.000300	28854991.999780	22737007.999970
60734.753852	24338.000000	113927.228452	104999999.999900	100000000.000300	28854991.999850	22737008.000050
60734.753864	25394.000000	113927.228439	105000000.000100	99999999.999900	28854992.000080	22737007.999930
60734.753876	26452.000000	113927.227951	105000000.000300	100000000.001000	28854991.999890	22737008.000110
60734.753889	27509.000000	113927.228390	105000000.000400	99999999.998600	28854991.999650	22737008.000030
60734.753901	28566.000000	113927.228186	105000000.001500	100000000.000300	28854991.999860	22737008.000110
60734.753913	29623.000000	113927.228091	105000000.001100	100000000.000300	28854991.999630	22737008.000000
60734.753925	30681.000000	113927.228708	105000000.000600	99999999.999600	28854992.000550	22737007.999930
60734.753937	31735.000000	113927.228199	104999999.999300	100000000.000400	28854991.999620	22737007.999950
60734.753950	32791.000000	113927.227904	105000000.000300	99999999.998600	28854992.000450	22737008.000000
60734.753962	33848.000000	113927.228094	105000000.001300	99999999.999800	28854991.999880	22737007.999970
60734.753974	34905.000000	113927.228748	105000000.000500	100000000.000100	28854992.000000	22737008.000020
60734.753986	35964.000000	113927.228338	104999999.999100	99999999.999900	28854991.999780	22737007.999840
60734.753999	37020.000000	113927.228385	105000000.000600	100000000.000600	28854991.999960	22737008.000110
60734.754011	38075.000000	113927.228464	105000000.001700	99999999.998300	28854992.000210	22737007.999890
60734.754023	39132.000000	113927.228022	104999999.999600	100000000.000000	28854991.999860	22737008.000110
60734.754035	40190.000000	113927.228482	105000000.000000	100000000.000600	28854991.999800	22737008.000050
