03/20/2025	10:40:23	(analyzed:  3/20/2025)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb	fb_Al_ErYb
60754.695989	107850.000000	113927.228219	105000000.000000	100000000.000100	NaN	22737007.999960
60754.696001	108908.000000	113927.228544	105000000.001600	100000000.000200	NaN	22737008.000010
60754.696013	109964.000000	113927.228135	105000000.000800	100000000.000400	NaN	22737008.000010
60754.696026	111020.000000	113927.227969	105000000.000200	99999999.998400	NaN	22737008.000010
60754.696038	112079.000000	113927.228040	105000000.001000	100000000.000400	NaN	22737007.999990
60754.696050	113134.000000	113927.228362	104999999.999300	100000000.000000	NaN	22737007.999990
60754.696062	114191.000000	113927.228080	105000000.000300	99999999.999700	NaN	22737007.999880
60754.696074	115249.000000	113927.228437	105000000.001700	100000000.000700	NaN	22737007.999920
60754.696087	116306.000000	113927.228047	105000000.000700	99999999.998000	NaN	22737007.999970
60754.696099	117364.000000	113927.228356	105000000.000500	100000000.000400	NaN	22737008.000070
60754.696111	118420.000000	113927.228146	105000000.000500	100000000.000100	NaN	22737008.000040
60754.696123	119476.000000	113927.228238	105000000.001700	99999999.999600	NaN	22737008.000150
60754.696136	120533.000000	113927.228228	105000000.000500	100000000.000500	NaN	22737008.000080
60754.696148	121590.000000	113927.228021	105000000.000500	99999999.999100	NaN	22737007.999890
60754.696160	122647.000000	113927.228199	105000000.000400	100000000.000800	NaN	22737008.000080
60754.696172	123704.000000	113927.228302	104999999.999200	99999999.999800	NaN	22737007.999980
60754.696185	124760.000000	113927.228302	105000000.000000	99999999.999900	NaN	22737007.999950
60754.696197	125818.000000	113927.228157	104999999.999800	100000000.000800	NaN	22737008.000030
60754.696209	126873.000000	113927.228335	105000000.001100	99999999.998700	NaN	22737007.999920
60754.696221	127930.000000	113927.228274	104999999.999300	100000000.000700	NaN	22737007.999990
60754.696233	128985.000000	113927.228222	105000000.001700	99999999.999300	NaN	22737007.999990
60754.696246	130041.000000	113927.228344	105000000.001500	99999999.999800	NaN	22737008.000150
60754.696258	131100.000000	113927.228242	105000000.001200	100000000.000800	NaN	22737007.999950
60754.696270	132159.000000	113927.227895	104999999.999500	99999999.999000	NaN	22737008.000200
60754.696282	133216.000000	113927.228273	105000000.001100	100000000.000000	NaN	22737008.000000
60754.696295	134272.000000	113927.228365	104999999.999100	99999999.999400	NaN	22737007.999970
60754.696307	135330.000000	113927.228434	105000000.000700	99999999.999900	NaN	22737007.999910
60754.696319	136387.000000	113927.227976	105000000.001200	100000000.000400	NaN	22737008.000090
60754.696331	137444.000000	113927.228079	104999999.999200	99999999.999100	NaN	22737008.000120
60754.696344	138502.000000	113927.228202	105000000.001400	100000000.000500	NaN	22737008.000220
60754.696356	139559.000000	113927.228211	105000000.000200	99999999.999000	NaN	22737007.999950
60754.696368	140616.000000	113927.228029	105000000.000800	99999999.999800	NaN	22737007.999990
60754.696380	141674.000000	113927.228505	104999999.999300	100000000.000700	NaN	22737007.999980
60754.696393	142732.000000	113927.228391	105000000.000000	99999999.999100	NaN	22737008.000040
60754.696405	143786.000000	113927.227995	104999999.999700	100000000.000700	NaN	22737008.000060
60754.696417	144844.000000	113927.228200	105000000.000700	99999999.998900	NaN	22737008.000150
60754.696429	145901.000000	113927.228002	105000000.000000	100000000.000000	NaN	22737008.000050
60754.696441	146957.000000	113927.228248	105000000.000700	100000000.000900	NaN	22737008.000000
60754.696454	148014.000000	113927.228340	104999999.999700	99999999.999300	NaN	22737007.999930
60754.696466	149070.000000	113927.227994	105000000.001600	100000000.000700	NaN	22737008.000120
60754.696478	150128.000000	113927.228379	105000000.000100	99999999.998900	NaN	22737007.999920
60754.696490	151184.000000	113927.227991	105000000.001000	100000000.000000	NaN	22737008.000130
60754.696503	152239.000000	113927.228054	105000000.000600	100000000.000000	NaN	22737008.000070
60754.696515	153297.000000	113927.228520	105000000.000000	99999999.999600	NaN	22737008.000070
60754.696527	154353.000000	113927.227756	105000000.000000	100000000.000700	NaN	22737008.000020
60754.696539	155410.000000	113927.228077	104999999.999600	99999999.998200	NaN	22737008.000060
60754.696552	156467.000000	113927.228410	105000000.001700	100000000.000600	NaN	22737008.000060
60754.696564	157524.000000	113927.228226	105000000.001000	100000000.000600	NaN	22737008.000000
60754.696576	158582.000000	113927.228247	105000000.000100	99999999.999700	NaN	22737007.999990
60754.696588	159638.000000	113927.227972	104999999.999300	100000000.000700	NaN	22737007.999920
60754.696600	160694.000000	113927.228379	105000000.000100	99999999.998300	NaN	22737008.000090
60754.696613	161751.000000	113927.228128	105000000.001400	100000000.000200	NaN	22737007.999930
60754.696625	162807.000000	113927.228186	105000000.000700	100000000.000600	NaN	22737008.000080
60754.696637	163864.000000	113927.228254	105000000.001000	99999999.999900	NaN	22737008.000010
60754.696649	164922.000000	113927.228148	104999999.999300	100000000.000400	NaN	22737008.000050
60754.696662	165980.000000	113927.228262	105000000.001400	99999999.998300	NaN	22737008.000100
60754.696674	167036.000000	113927.228015	105000000.000200	100000000.000500	NaN	22737007.999960
60754.696686	168095.000000	113927.228238	104999999.998900	100000000.000700	NaN	22737008.000030
60754.696698	169152.000000	113927.228133	105000000.000700	100000000.000000	NaN	22737007.999990
60754.696711	170208.000000	113927.228346	104999999.999300	100000000.000700	NaN	22737007.999980
60754.696723	171267.000000	113927.228264	105000000.000200	99999999.997800	NaN	22737007.999970
60754.696735	172323.000000	113927.228110	105000000.000400	100000000.000400	NaN	22737008.000050
60754.696747	173380.000000	113927.228137	105000000.001500	100000000.000600	NaN	22737008.000070
60754.696759	174434.000000	113927.228276	104999999.999600	99999999.999900	NaN	22737008.000120
60754.696772	175491.000000	113927.227985	105000000.001000	100000000.000200	NaN	22737008.000000
60754.696784	176548.000000	113927.228391	105000000.000000	99999999.998500	NaN	22737008.000040
60754.696796	177607.000000	113927.227831	105000000.001000	100000000.000000	NaN	22737008.000050
60754.696808	178663.000000	113927.228190	105000000.000300	100000000.000600	NaN	22737008.000100
60754.696821	179720.000000	113927.228271	105000000.000000	99999999.999500	NaN	22737007.999980
60754.696833	180777.000000	113927.228266	105000000.000900	100000000.001000	NaN	22737008.000020
60754.696845	181833.000000	113927.228096	105000000.001200	99999999.998200	NaN	22737008.000030
60754.696857	182891.000000	113927.228386	105000000.000200	100000000.000400	NaN	22737008.000050
60754.696870	183948.000000	113927.228234	105000000.001000	100000000.000000	NaN	22737007.999940
60754.696882	185004.000000	113927.227994	105000000.001100	99999999.999700	NaN	22737007.999970
60754.696894	186061.000000	113927.228364	105000000.001200	100000000.000800	NaN	22737007.999890
60754.696906	187117.000000	113927.228260	104999999.998900	99999999.998900	NaN	22737008.000050
60754.696919	188175.000000	113927.228242	104999999.999900	100000000.000000	NaN	22737007.999920
60754.696931	189233.000000	113927.228066	105000000.001700	99999999.999900	NaN	22737007.999790
60754.696943	190290.000000	113927.228059	104999999.999700	100000000.000100	NaN	22737008.000150
60754.696955	191348.000000	113927.228272	105000000.001500	100000000.000600	NaN	22737008.000060
60754.696967	192403.000000	113927.228441	104999999.998300	99999999.998400	NaN	22737008.000110
60754.696980	193458.000000	113927.228052	104999999.999600	100000000.000500	NaN	22737008.000030
60754.696992	194514.000000	113927.227924	105000000.001100	99999999.999500	NaN	22737008.000030
60754.697004	195570.000000	113927.228503	105000000.000800	99999999.999900	NaN	22737008.000140
60754.697016	196628.000000	113927.228260	105000000.000800	100000000.000500	NaN	22737008.000020
60754.697029	197686.000000	113927.227978	105000000.000400	99999999.999100	NaN	22737007.999920
60754.697041	198744.000000	113927.228318	105000000.001200	100000000.001000	NaN	22737008.000260
60754.697053	199802.000000	113927.227973	104999999.999900	99999999.999100	NaN	22737007.999980
60754.697065	200859.000000	113927.228186	105000000.000300	99999999.999600	NaN	22737007.999940
60754.697078	201917.000000	113927.228236	105000000.000600	100000000.000800	NaN	22737008.000080
60754.697090	202973.000000	113927.228327	104999999.999300	99999999.999000	NaN	22737007.999920
60754.697102	204031.000000	113927.228038	105000000.001200	100000000.000200	NaN	22737007.999940
60754.697114	205089.000000	113927.228134	105000000.000100	99999999.999200	NaN	22737007.999940
60754.697127	206144.000000	113927.228136	104999999.999800	99999999.999700	NaN	22737008.000010
60754.697139	207198.000000	113927.228119	105000000.001900	100000000.000700	NaN	22737008.000060
60754.697151	208257.000000	113927.228361	104999999.999400	99999999.999300	NaN	22737008.000190
60754.697163	209313.000000	113927.228152	105000000.000200	100000000.000600	NaN	22737007.999940
60754.697175	210371.000000	113927.228205	105000000.001300	99999999.999100	NaN	22737007.999810
60754.697188	211427.000000	113927.228287	104999999.999300	100000000.000000	NaN	22737008.000230
60754.697200	212484.000000	113927.228000	105000000.001700	100000000.000200	NaN	22737008.000000
60754.697212	213541.000000	113927.228285	105000000.000900	99999999.999100	NaN	22737008.000000
60754.697224	214598.000000	113927.227889	105000000.001400	100000000.000600	NaN	22737007.999930
60754.697237	215655.000000	113927.228208	105000000.000700	99999999.998400	NaN	22737008.000070
60754.697249	216712.000000	113927.228090	105000000.001100	100000000.000000	NaN	22737007.999890
60754.697261	217767.000000	113927.228089	104999999.999500	100000000.000500	NaN	22737007.999980
60754.697273	218825.000000	113927.228380	105000000.000200	99999999.999500	NaN	22737007.999870
60754.697286	219882.000000	113927.227969	105000000.000100	100000000.000900	NaN	22737007.999980
60754.697298	220939.000000	113927.228305	105000000.001300	99999999.998500	NaN	22737008.000160
60754.697310	221997.000000	113927.228289	104999999.999300	100000000.000000	NaN	22737007.999980
60754.697322	223054.000000	113927.228101	105000000.001300	100000000.000500	NaN	22737008.000100
60754.697334	224112.000000	113927.228310	105000000.000900	99999999.999900	NaN	22737008.000140
60754.697347	225167.000000	113927.227991	105000000.000400	100000000.000400	NaN	22737007.999890
60754.697359	226224.000000	113927.228012	105000000.000400	99999999.998300	NaN	22737008.000090
60754.697371	227281.000000	113927.228439	104999999.999200	99999999.999800	NaN	22737008.000070
60754.697383	228337.000000	113927.228168	105000000.000200	100000000.000300	NaN	22737008.000090
60754.697396	229394.000000	113927.228089	105000000.000600	99999999.999700	NaN	22737007.999960
60754.697408	230453.000000	113927.228129	105000000.000400	100000000.000500	NaN	22737008.000090
60754.697420	231510.000000	113927.228539	104999999.999800	99999999.998100	NaN	22737007.999950
60754.697432	232569.000000	113927.228021	104999999.999600	100000000.000200	NaN	22737008.000100
60754.697445	233626.000000	113927.228335	105000000.001800	100000000.000300	NaN	22737008.000230
60754.697457	234682.000000	113927.228193	104999999.999600	100000000.000000	NaN	22737008.000130
60754.697469	235740.000000	113927.227968	105000000.001500	100000000.000600	NaN	22737007.999950
60754.697481	236797.000000	113927.228154	105000000.001400	99999999.998300	NaN	22737007.999860
60754.697494	237855.000000	113927.228142	104999999.999800	99999999.999800	NaN	22737007.999990
60754.697506	238912.000000	113927.228146	105000000.001400	100000000.000400	NaN	22737007.999860
60754.697518	239969.000000	113927.228473	105000000.001100	99999999.999400	NaN	22737008.000020
60754.697530	241026.000000	113927.228119	105000000.001000	100000000.000700	NaN	22737007.999980
60754.697542	242080.000000	113927.227997	104999999.999900	99999999.998200	NaN	22737008.000060
60754.697555	243138.000000	113927.228280	104999999.999400	99999999.999800	NaN	22737008.000060
60754.697567	244194.000000	113927.228388	105000000.001100	100000000.000300	NaN	22737008.000150
60754.697579	245251.000000	113927.228001	105000000.001100	99999999.999300	NaN	22737008.000230
60754.697591	246308.000000	113927.228173	105000000.000600	100000000.001100	NaN	22737008.000090
60754.697604	247364.000000	113927.228184	105000000.000700	99999999.998600	NaN	22737007.999840
60754.697616	248423.000000	113927.228067	104999999.998800	100000000.000300	NaN	22737008.000140
60754.697628	249479.000000	113927.228444	104999999.999200	99999999.999800	NaN	22737008.000010
60754.697640	250535.000000	113927.227983	105000000.001600	99999999.999500	NaN	22737007.999910
60754.697653	251591.000000	113927.228165	104999999.999700	100000000.000800	NaN	22737007.999940
60754.697665	252647.000000	113927.228040	105000000.000100	99999999.998300	NaN	22737007.999970
60754.697677	253705.000000	113927.228165	105000000.000700	100000000.000100	NaN	22737008.000140
60754.697689	254762.000000	113927.228386	105000000.000800	100000000.000000	NaN	22737008.000050
60754.697701	255818.000000	113927.227956	105000000.000100	99999999.999600	NaN	22737008.000130
60754.697714	256876.000000	113927.228282	105000000.000000	100000000.000700	NaN	22737007.999970
60754.697726	257934.000000	113927.228465	105000000.000100	99999999.998600	NaN	22737007.999900
60754.697738	258989.000000	113927.227945	105000000.001400	100000000.000100	NaN	22737007.999850
60754.697750	260047.000000	113927.228367	105000000.000500	99999999.999700	NaN	22737008.000110
60754.697763	261103.000000	113927.228404	104999999.999200	99999999.999900	NaN	22737008.000110
60754.697775	262162.000000	113927.228130	105000000.001200	100000000.000800	NaN	22737008.000050
60754.697787	263218.000000	113927.228040	104999999.999700	99999999.998700	NaN	22737008.000040
60754.697799	264274.000000	113927.228332	105000000.001800	100000000.000500	NaN	22737007.999900
60754.697812	265333.000000	113927.228412	104999999.998900	99999999.999400	NaN	22737007.999980
60754.697824	266391.000000	113927.227920	105000000.000500	99999999.999900	NaN	22737008.000100
60754.697836	267448.000000	113927.227969	104999999.999200	100000000.000700	NaN	22737007.999930
60754.697848	268504.000000	113927.228339	105000000.000000	99999999.999200	NaN	22737008.000020
60754.697861	269562.000000	113927.228400	104999999.999700	100000000.000500	NaN	22737007.999940
60754.697873	270620.000000	113927.227998	105000000.002100	99999999.998800	NaN	22737008.000060
60754.697885	271677.000000	113927.228046	105000000.001100	100000000.000400	NaN	22737007.999960
60754.697897	272734.000000	113927.228176	105000000.001100	100000000.000400	NaN	22737007.999950
60754.697909	273790.000000	113927.228392	104999999.999200	99999999.999200	NaN	22737007.999980
60754.697922	274846.000000	113927.227913	105000000.000900	100000000.001000	NaN	22737008.000130
60754.697934	275902.000000	113927.228201	104999999.999900	99999999.998600	NaN	22737008.000000
60754.697946	276959.000000	113927.228246	105000000.000900	99999999.999400	NaN	22737008.000140
60754.697958	278016.000000	113927.228186	104999999.999300	100000000.001000	NaN	22737008.000140
60754.697971	279072.000000	113927.228188	104999999.999900	99999999.999300	NaN	22737007.999900
60754.697983	280129.000000	113927.228150	105000000.001200	100000000.000700	NaN	22737008.000050
60754.697995	281186.000000	113927.228190	104999999.999200	99999999.999100	NaN	22737008.000000
60754.698007	282242.000000	113927.228122	105000000.002600	99999999.999800	NaN	22737008.000120
60754.698020	283299.000000	113927.228062	104999999.999500	100000000.000900	NaN	22737007.999920
60754.698032	284357.000000	113927.228233	104999999.999400	99999999.999600	NaN	22737008.000010
60754.698044	285413.000000	113927.228265	105000000.001400	100000000.001000	NaN	22737007.999970
60754.698056	286471.000000	113927.228088	104999999.999300	99999999.998500	NaN	22737007.999950
60754.698068	287528.000000	113927.228115	104999999.999600	100000000.000200	NaN	22737007.999940
60754.698081	288583.000000	113927.228177	105000000.000100	100000000.000700	NaN	22737007.999870
60754.698093	289641.000000	113927.228440	105000000.001000	99999999.999300	NaN	22737007.999910
60754.698105	290697.000000	113927.228331	105000000.001900	100000000.000600	NaN	22737008.000120
60754.698117	291752.000000	113927.228221	105000000.000500	99999999.998500	NaN	22737007.999890
60754.698130	292809.000000	113927.228054	105000000.000600	100000000.000200	NaN	22737007.999970
60754.698142	293866.000000	113927.228170	105000000.000300	100000000.000600	NaN	22737007.999860
60754.698154	294923.000000	113927.228266	104999999.999400	99999999.999700	NaN	22737007.999960
60754.698166	295980.000000	113927.228197	105000000.000100	100000000.000700	NaN	22737007.999850
60754.698179	297037.000000	113927.228121	105000000.000300	99999999.998500	NaN	22737008.000190
60754.698191	298094.000000	113927.228435	105000000.001600	100000000.000100	NaN	22737007.999830
60754.698203	299150.000000	113927.228229	105000000.000000	100000000.000300	NaN	22737008.000140
60754.698215	300205.000000	113927.227918	105000000.000600	99999999.999900	NaN	22737008.000010
60754.698227	301263.000000	113927.228176	105000000.000100	100000000.000500	NaN	22737008.000140
60754.698240	302319.000000	113927.228152	105000000.001400	99999999.998200	NaN	22737007.999990
60754.698252	303376.000000	113927.228412	105000000.000100	100000000.000600	NaN	22737007.999960
60754.698264	304433.000000	113927.228056	105000000.001000	100000000.000100	NaN	22737008.000040
60754.698276	305488.000000	113927.228036	104999999.999700	99999999.999800	NaN	22737008.000090
60754.698289	306545.000000	113927.228240	105000000.000100	100000000.000800	NaN	22737008.000110
60754.698301	307601.000000	113927.228131	105000000.000000	99999999.998500	NaN	22737007.999870
60754.698313	308657.000000	113927.228052	105000000.001600	100000000.000000	NaN	22737008.000050
60754.698325	309714.000000	113927.228216	105000000.000200	100000000.000100	NaN	22737008.000060
60754.698337	310771.000000	113927.228190	104999999.999400	100000000.000000	NaN	22737007.999850
60754.698350	311830.000000	113927.227955	105000000.001400	100000000.000700	NaN	22737008.000050
60754.698362	312885.000000	113927.228359	104999999.999900	99999999.998700	NaN	22737007.999970
60754.698374	313942.000000	113927.228194	105000000.001400	100000000.000400	NaN	22737007.999980
60754.698386	315001.000000	113927.228244	104999999.999300	100000000.000200	NaN	22737008.000190
60754.698399	316056.000000	113927.228249	105000000.000800	99999999.999400	NaN	22737008.000100
60754.698411	317114.000000	113927.228306	105000000.001800	100000000.000700	NaN	22737008.000040
60754.698423	318172.000000	113927.228281	105000000.000400	99999999.998500	NaN	22737007.999960
60754.698435	319228.000000	113927.228050	105000000.001100	100000000.000400	NaN	22737008.000150
60754.698448	320286.000000	113927.228080	104999999.999200	99999999.999900	NaN	22737007.999990
60754.698460	321343.000000	113927.228275	104999999.999800	99999999.999600	NaN	22737007.999950
60754.698472	322400.000000	113927.228302	105000000.000200	100000000.000700	NaN	22737007.999910
60754.698484	323457.000000	113927.228142	105000000.000600	99999999.998400	NaN	22737008.000080
60754.698497	324515.000000	113927.228134	105000000.001000	100000000.000300	NaN	22737008.000000
60754.698509	325572.000000	113927.227819	105000000.000500	99999999.999400	NaN	22737007.999820
60754.698521	326628.000000	113927.228324	105000000.001700	100000000.000000	NaN	22737008.000170
60754.698533	327685.000000	113927.228418	105000000.000600	100000000.000800	NaN	22737008.000080
60754.698545	328742.000000	113927.228300	105000000.000000	99999999.998900	NaN	22737007.999960
60754.698558	329799.000000	113927.227941	104999999.999800	100000000.000300	NaN	22737007.999920
60754.698570	330856.000000	113927.228110	105000000.001100	99999999.999200	NaN	22737008.000050
60754.698582	331912.000000	113927.228418	105000000.001000	100000000.000500	NaN	22737007.999900
60754.698594	332968.000000	113927.228288	105000000.000600	100000000.000400	NaN	22737007.999850
60754.698607	334024.000000	113927.228249	105000000.000300	99999999.999200	NaN	22737008.000040
60754.698619	335080.000000	113927.228281	104999999.999400	100000000.000600	NaN	22737008.000080
60754.698631	336138.000000	113927.228407	105000000.001900	99999999.999600	NaN	22737007.999880
60754.698643	337196.000000	113927.228143	105000000.000100	99999999.999700	NaN	22737008.000060
60754.698656	338253.000000	113927.227869	104999999.999800	100000000.000700	NaN	22737007.999960
