# Readme Information 
# Data taken on 250320, analyzed on 03-Apr-2025 by script Saveshifts_forTara_v3_250320.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2275), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.2458), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0006), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0791), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.693045e+04 s, uptime fraction 9.793365e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0754769288860000e+04	   6.3000000344748691e+07	   1.0000000000000000e+00	
   6.0754769294960002e+04	   6.3000000290421285e+07	   1.0000000000000000e+00	
   6.0754769305160000e+04	   6.3000000239869624e+07	   1.0000000000000000e+00	
   6.0754769315320002e+04	   6.3000000189777866e+07	   1.0000000000000000e+00	
   6.0754769325480003e+04	   6.3000000167875744e+07	   1.0000000000000000e+00	
   6.0754769335669997e+04	   6.3000000159787543e+07	   1.0000000000000000e+00	
   6.0754769345840003e+04	   6.3000000206783883e+07	   1.0000000000000000e+00	
   6.0754769356019999e+04	   6.3000000249127612e+07	   1.0000000000000000e+00	
   6.0754769366180000e+04	   6.3000000287235558e+07	   1.0000000000000000e+00	
   6.0754769376359996e+04	   6.3000000316523604e+07	   1.0000000000000000e+00	
   6.0754769386530003e+04	   6.3000000332593136e+07	   1.0000000000000000e+00	
   6.0754769396709999e+04	   6.3000000351147257e+07	   1.0000000000000000e+00	
   6.0754769406879997e+04	   6.3000000365189306e+07	   1.0000000000000000e+00	
   6.0754769417050004e+04	   6.3000000370499276e+07	   1.0000000000000000e+00	
   6.0754769427230000e+04	   6.3000000362916216e+07	   1.0000000000000000e+00	
   6.0754769437410003e+04	   6.3000000355977431e+07	   1.0000000000000000e+00	
   6.0754769447580002e+04	   6.3000000346203923e+07	   1.0000000000000000e+00	
   6.0754769457750001e+04	   6.3000000340883113e+07	   1.0000000000000000e+00	
   6.0754769467919999e+04	   6.3000000340148084e+07	   1.0000000000000000e+00	
   6.0754769478100003e+04	   6.3000000340378053e+07	   1.0000000000000000e+00	
   6.0754769488270002e+04	   6.3000000341810003e+07	   1.0000000000000000e+00	
   6.0754769498440000e+04	   6.3000000349973127e+07	   1.0000000000000000e+00	
   6.0754769508630001e+04	   6.3000000361346669e+07	   1.0000000000000000e+00	
   6.0754769518800000e+04	   6.3000000369357057e+07	   1.0000000000000000e+00	
   6.0754769528960001e+04	   6.3000000367875673e+07	   1.0000000000000000e+00	
   6.0754769539150002e+04	   6.3000000354713462e+07	   1.0000000000000000e+00	
   6.0754769549320001e+04	   6.3000000337591901e+07	   1.0000000000000000e+00	
   6.0754769559480002e+04	   6.3000000320901833e+07	   1.0000000000000000e+00	
   6.0754769569659999e+04	   6.3000000313910529e+07	   1.0000000000000000e+00	
   6.0754769579829997e+04	   6.3000000314050481e+07	   1.0000000000000000e+00	
   6.0754769590019998e+04	   6.3000000326125942e+07	   1.0000000000000000e+00	
   6.0754769600180000e+04	   6.3000000332800932e+07	   1.0000000000000000e+00	
   6.0754769610360003e+04	   6.3000000337443583e+07	   1.0000000000000000e+00	
   6.0754769620530002e+04	   6.3000000344248757e+07	   1.0000000000000000e+00	
   6.0754769630709998e+04	   6.3000000353156805e+07	   1.0000000000000000e+00	
   6.0754769640899998e+04	   6.3000000361518972e+07	   1.0000000000000000e+00	
   6.0754769651050003e+04	   6.3000000369964562e+07	   1.0000000000000000e+00	
   6.0754769661229999e+04	   6.3000000379822701e+07	   1.0000000000000000e+00	
   6.0754769671390000e+04	   6.3000000384264305e+07	   1.0000000000000000e+00	
   6.0754769681569996e+04	   6.3000000387708001e+07	   1.0000000000000000e+00	
   6.0754769691740003e+04	   6.3000000382576704e+07	   1.0000000000000000e+00	
   6.0754769701930003e+04	   6.3000000373588875e+07	   1.0000000000000000e+00	
   6.0754769712100002e+04	   6.3000000365268826e+07	   1.0000000000000000e+00	
   6.0754769722260004e+04	   6.3000000349027276e+07	   1.0000000000000000e+00	
   6.0754769732449997e+04	   6.3000000340028770e+07	   1.0000000000000000e+00	
   6.0754769742620003e+04	   6.3000000342719510e+07	   1.0000000000000000e+00	
   6.0754769752790002e+04	   6.3000000352493033e+07	   1.0000000000000000e+00	
   6.0754769762969998e+04	   6.3000000355340719e+07	   1.0000000000000000e+00	
   6.0754769773150001e+04	   6.3000000353054397e+07	   1.0000000000000000e+00	
   6.0754769783320000e+04	   6.3000000350693621e+07	   1.0000000000000000e+00	
   6.0754769793500003e+04	   6.3000000359500505e+07	   1.0000000000000000e+00	
   6.0754769803659998e+04	   6.3000000365723871e+07	   1.0000000000000000e+00	
   6.0754769813840001e+04	   6.3000000370018438e+07	   1.0000000000000000e+00	
   6.0754769824000003e+04	   6.3000000375482641e+07	   1.0000000000000000e+00	
   6.0754769834179999e+04	   6.3000000385392949e+07	   1.0000000000000000e+00	
   6.0754769844349998e+04	   6.3000000391949452e+07	   1.0000000000000000e+00	
   6.0754769854539998e+04	   6.3000000396087579e+07	   1.0000000000000000e+00	
   6.0754769864700000e+04	   6.3000000391548686e+07	   1.0000000000000000e+00	
   6.0754769874880003e+04	   6.3000000383249782e+07	   1.0000000000000000e+00	
   6.0754769885050002e+04	   6.3000000374564521e+07	   1.0000000000000000e+00	
   6.0754769895220001e+04	   6.3000000370129257e+07	   1.0000000000000000e+00	
   6.0754769905390000e+04	   6.3000000365228698e+07	   1.0000000000000000e+00	
   6.0754769915570003e+04	   6.3000000359864108e+07	   1.0000000000000000e+00	
   6.0754769925740002e+04	   6.3000000353522487e+07	   1.0000000000000000e+00	
   6.0754769935919998e+04	   6.3000000347289927e+07	   1.0000000000000000e+00	
   6.0754769946089997e+04	   6.3000000342862785e+07	   1.0000000000000000e+00	
   6.0754769956260003e+04	   6.3000000343420587e+07	   1.0000000000000000e+00	
   6.0754769966439999e+04	   6.3000000345991701e+07	   1.0000000000000000e+00	
   6.0754769976620002e+04	   6.3000000348573215e+07	   1.0000000000000000e+00	
   6.0754769986790001e+04	   6.3000000346402481e+07	   1.0000000000000000e+00	
   6.0754769996969997e+04	   6.3000000342344053e+07	   1.0000000000000000e+00	
   6.0754770007140003e+04	   6.3000000342627443e+07	   1.0000000000000000e+00	
   6.0754770017310002e+04	   6.3000000347525150e+07	   1.0000000000000000e+00	
   6.0754770027480001e+04	   6.3000000352523565e+07	   1.0000000000000000e+00	
   6.0754770037670001e+04	   6.3000000355760463e+07	   1.0000000000000000e+00	
   6.0754770047830003e+04	   6.3000000358725235e+07	   1.0000000000000000e+00	
   6.0754770058000002e+04	   6.3000000363155559e+07	   1.0000000000000000e+00	
   6.0754770068179998e+04	   6.3000000366446733e+07	   1.0000000000000000e+00	
   6.0754770078369998e+04	   6.3000000370979659e+07	   1.0000000000000000e+00	
   6.0754770088530000e+04	   6.3000000374393843e+07	   1.0000000000000000e+00	
   6.0754770098720001e+04	   6.3000000378356859e+07	   1.0000000000000000e+00	
   6.0754770108889999e+04	   6.3000000376369454e+07	   1.0000000000000000e+00	
   6.0754770119059998e+04	   6.3000000367804602e+07	   1.0000000000000000e+00	
   6.0754770129229997e+04	   6.3000000364792414e+07	   1.0000000000000000e+00	
   6.0754770139400003e+04	   6.3000000368165381e+07	   1.0000000000000000e+00	
   6.0754770149579999e+04	   6.3000000372789308e+07	   1.0000000000000000e+00	
   6.0754770159749998e+04	   6.3000000379594572e+07	   1.0000000000000000e+00	
   6.0754770169939999e+04	   6.3000000384304397e+07	   1.0000000000000000e+00	
   6.0754770180109997e+04	   6.3000000388301902e+07	   1.0000000000000000e+00	
   6.0754770190269999e+04	   6.3000000387044959e+07	   1.0000000000000000e+00	
   6.0754770200460000e+04	   6.3000000392848238e+07	   1.0000000000000000e+00	
   6.0754770210620001e+04	   6.3000000395076416e+07	   1.0000000000000000e+00	
   6.0754770220790000e+04	   6.3000000399371237e+07	   1.0000000000000000e+00	
   6.0754770230970003e+04	   6.3000000406660058e+07	   1.0000000000000000e+00	
   6.0754770241140002e+04	   6.3000000415980920e+07	   1.0000000000000000e+00	
   6.0754770251319998e+04	   6.3000000424448781e+07	   1.0000000000000000e+00	
   6.0754770261480000e+04	   6.3000000428354368e+07	   1.0000000000000000e+00	
   6.0754770271679998e+04	   6.3000000433251753e+07	   1.0000000000000000e+00	
   6.0754770281839999e+04	   6.3000000430796191e+07	   1.0000000000000000e+00	
   6.0754770292009998e+04	   6.3000000432498664e+07	   1.0000000000000000e+00	
   6.0754770302170000e+04	   6.3000000429997899e+07	   1.0000000000000000e+00	
   6.0754770312369998e+04	   6.3000000428611480e+07	   1.0000000000000000e+00	
   6.0754770322520002e+04	   6.3000000425034568e+07	   1.0000000000000000e+00	
   6.0754770332699998e+04	   6.3000000418245815e+07	   1.0000000000000000e+00	
   6.0754770342889999e+04	   6.3000000409398228e+07	   1.0000000000000000e+00	
   6.0754770353050000e+04	   6.3000000401707970e+07	   1.0000000000000000e+00	
   6.0754770363219999e+04	   6.3000000389820524e+07	   1.0000000000000000e+00	
   6.0754770373400002e+04	   6.3000000375601113e+07	   1.0000000000000000e+00	
   6.0754770383570001e+04	   6.3000000360038444e+07	   1.0000000000000000e+00	
   6.0754770393740000e+04	   6.3000000348909751e+07	   1.0000000000000000e+00	
   6.0754770403909999e+04	   6.3000000342356816e+07	   1.0000000000000000e+00	
   6.0754770414099999e+04	   6.3000000338035144e+07	   1.0000000000000000e+00	
   6.0754770424260001e+04	   6.3000000338652343e+07	   1.0000000000000000e+00	
   6.0754770434430000e+04	   6.3000000348167352e+07	   1.0000000000000000e+00	
   6.0754770444599999e+04	   6.3000000366523765e+07	   1.0000000000000000e+00	
   6.0754770454789999e+04	   6.3000000385945745e+07	   1.0000000000000000e+00	
   6.0754770464959998e+04	   6.3000000403221510e+07	   1.0000000000000000e+00	
   6.0754770475140002e+04	   6.3000000409831554e+07	   1.0000000000000000e+00	
   6.0754770485310000e+04	   6.3000000410365596e+07	   1.0000000000000000e+00	
   6.0754770495470002e+04	   6.3000000413185425e+07	   1.0000000000000000e+00	
   6.0754770505649998e+04	   6.3000000417575479e+07	   1.0000000000000000e+00	
   6.0754770515819997e+04	   6.3000000414744064e+07	   1.0000000000000000e+00	
   6.0754770525990003e+04	   6.3000000406315565e+07	   1.0000000000000000e+00	
   6.0754770536190001e+04	   6.3000000398341738e+07	   1.0000000000000000e+00	
   6.0754770546360000e+04	   6.3000000399726093e+07	   1.0000000000000000e+00	
   6.0754770556520001e+04	   6.3000000407351844e+07	   1.0000000000000000e+00	
   6.0754770566699997e+04	   6.3000000418220043e+07	   1.0000000000000000e+00	
   6.0754770576870003e+04	   6.3000000424014062e+07	   1.0000000000000000e+00	
   6.0754770587040002e+04	   6.3000000427021489e+07	   1.0000000000000000e+00	
   6.0754770597219998e+04	   6.3000000423630022e+07	   1.0000000000000000e+00	
   6.0754770607400002e+04	   6.3000000420068309e+07	   1.0000000000000000e+00	
   6.0754770617560003e+04	   6.3000000414759383e+07	   1.0000000000000000e+00	
   6.0754770627739999e+04	   6.3000000409566455e+07	   1.0000000000000000e+00	
   6.0754770637920003e+04	   6.3000000402032003e+07	   1.0000000000000000e+00	
   6.0754770648099999e+04	   6.3000000398151234e+07	   1.0000000000000000e+00	
   6.0754770658269998e+04	   6.3000000394188561e+07	   1.0000000000000000e+00	
   6.0754770668459998e+04	   6.3000000391570680e+07	   1.0000000000000000e+00	
   6.0754770678620000e+04	   6.3000000395723566e+07	   1.0000000000000000e+00	
   6.0754770688780001e+04	   6.3000000399681553e+07	   1.0000000000000000e+00	
   6.0754770698990003e+04	   6.3000000407629274e+07	   1.0000000000000000e+00	
   6.0754770709140001e+04	   6.3000000410810664e+07	   1.0000000000000000e+00	
   6.0754770719310000e+04	   6.3000000413714655e+07	   1.0000000000000000e+00	
   6.0754770729500000e+04	   6.3000000418361023e+07	   1.0000000000000000e+00	
   6.0754770739660002e+04	   6.3000000420504838e+07	   1.0000000000000000e+00	
   6.0754770749830001e+04	   6.3000000422486119e+07	   1.0000000000000000e+00	
   6.0754770760009997e+04	   6.3000000425833493e+07	   1.0000000000000000e+00	
   6.0754770770180003e+04	   6.3000000435351431e+07	   1.0000000000000000e+00	
   6.0754770780370003e+04	   6.3000000436557680e+07	   1.0000000000000000e+00	
   6.0754770790529998e+04	   6.3000000430353060e+07	   1.0000000000000000e+00	
   6.0754770800699996e+04	   6.3000000424920410e+07	   1.0000000000000000e+00	
   6.0754770810870003e+04	   6.3000000422168851e+07	   1.0000000000000000e+00	
   6.0754770821049999e+04	   6.3000000418674797e+07	   1.0000000000000000e+00	
   6.0754770831219997e+04	   6.3000000415074408e+07	   1.0000000000000000e+00	
   6.0754770841400001e+04	   6.3000000411314040e+07	   1.0000000000000000e+00	
   6.0754770851570000e+04	   6.3000000407558002e+07	   1.0000000000000000e+00	
   6.0754770861739999e+04	   6.3000000406914875e+07	   1.0000000000000000e+00	
   6.0754770871920002e+04	   6.3000000414108247e+07	   1.0000000000000000e+00	
   6.0754770882099998e+04	   6.3000000422086917e+07	   1.0000000000000000e+00	
   6.0754770892260000e+04	   6.3000000428909868e+07	   1.0000000000000000e+00	
   6.0754770902450000e+04	   6.3000000436689772e+07	   1.0000000000000000e+00	
   6.0754770912610002e+04	   6.3000000439786285e+07	   1.0000000000000000e+00	
   6.0754770922780001e+04	   6.3000000439817615e+07	   1.0000000000000000e+00	
   6.0754770932959997e+04	   6.3000000431230009e+07	   1.0000000000000000e+00	
   6.0754770943140000e+04	   6.3000000424038649e+07	   1.0000000000000000e+00	
   6.0754770953300002e+04	   6.3000000417056382e+07	   1.0000000000000000e+00	
   6.0754770963479998e+04	   6.3000000413924910e+07	   1.0000000000000000e+00	
   6.0754770973649996e+04	   6.3000000411734931e+07	   1.0000000000000000e+00	
   6.0754770983839997e+04	   6.3000000405901931e+07	   1.0000000000000000e+00	
