"Date","ratio","adev","adev_lower","adev_upper","type"
2025-02-27,"AlSr",3.66484953210232e-18,1.45730800780407e-18,6.06215725018285e-18,"Complex Spectral Model"
2025-02-28,"AlSr",4.44888135407236e-18,1.84968070875662e-18,5.4845930271878e-18,"Complex Spectral Model"
2025-03-04,"AlSr",7.06611897491121e-18,6.76224914463709e-18,7.38513176040694e-18,"Complex Spectral Model"
2025-03-06,"AlSr",5.98553448704289e-18,5.71137139922733e-18,6.27592494372836e-18,"Complex Spectral Model"
2025-03-07,"AlSr",6.2366810561744e-18,5.97045101339345e-18,6.51096905789731e-18,"Complex Spectral Model"
2025-03-13,"AlSr",6.8404434807308e-18,6.53788434880493e-18,7.15023488068708e-18,"Complex Spectral Model"
2025-03-18,"AlSr",8.04892082197129e-18,7.51781044077286e-18,8.63368349847415e-18,"Complex Spectral Model"
2025-03-20,"AlSr",4.39287062015204e-18,1.53197756447882e-18,5.52076123119133e-18,"Complex Spectral Model"
2025-03-21,"AlSr",4.00059119134306e-18,1.57073740612907e-18,6.37883558033704e-18,"Complex Spectral Model"
