M	14
s1	1.02787582346
s2	1.09255511496
s3	1.00674379464
s4	1.05287183314
s5	1.54675342648
s6	1.07200737363
s7	1.23890923183
s8	1.13664797435
s9	1.02519722218
s10	1.03623010444
s11	1.00000014488
s12	1.04424333452
s13	60140.6317128
s14	0.743495745495
N	106
q70	nu8		518295836590863.30	0.378	[Luo2020]
q71	nu7		642121496772645.14	0.257	[Baynham2018]
q72	nu12		429228004229873.1	0.429	[Hobson2020]
q73	nu12		429228004229873.00	0.0708	[Schwarz2020-1.65E-16unc]
q74	nu1		1267402452901040.1	3.24	[Ohtsubo2020,Uncertx3]
q75	nu8		518295836590863.71	0.11	[McGrew2019]
q76	nu8		518295836590863.61	0.13	[Pizzocaro2020]
q77	nu11_over_nu12	1.000000144883682831	2.80e-17	[Origlia2018]
q78	nu1_over_nu12	2.9527487498748633	6.81e-15	[Ohtsubo2020,Uncertx3]
q79	nu3_over_nu8	2.17747319413456507	1.92E-16	[Ohmae2020]
q80	nu8_over_nu12	1.20750703934333790	7.00E-16	[Fujieda2018]
q81	nu8_over_nu12	1.20750703934333841	3.40E-16	[Grotti2018]
q82	nu8_over_nu12	1.20750703934333805	3.38E-16	[Pizzocaro2020b]
q83	nu8_over_nu12	1.20750703934333738	3.02E-16	[Pizzocaro2020b]
q84	nu7_over_nu12	1.495991618544900976	4.94E-16	[Riedel2020]
q85	nu7_over_nu12	1.495991618544901113	4.04E-16	[Riedel2020]
q86	nu7_over_nu12	1.495991618544900644	5.24E-16	[Riedel2020]
q87	nu7_over_nu12	1.495991618544900858	2.99E-16	[Riedel2020]
q88	nu13		411042129776400.41	0.46	[Huang2020,Uncertx2]
q89	nu8		518295836590863.54	0.259	[Kobayashi2020]
q90	nu12		429228004229873.082	0.0773	[Nemitz2020]
q91	nu12		429228004229873.13	0.4	[Grotti2018]
q92	nu7_over_nu12	1.495991618544900537	3.74E-17	[Dorscher2020]
q93	nu8_over_nu12	1.20750703934333858	4.95E-16	[Hisai2020]
q94	nu8_over_nu12	1.20750703934333782	7.49E-16	[Kobayashi2020]
q95	nu8_over_nu14	75833.197545114174	4.17E-11	[Kobayashi2020]
q96	nu12	429228004229873.19	1.50E-01	[Leopardi2020]
q97	nu4	1121015393207859.50	3.60E-01	[Leopardi2020]
q98	nu7	642121496772645.10	1.03E-01	[Lange2021-1.60E-16unc]
q99	nu6_over_nu7 	1.072007373634205469 	3.700000e-17 	[Lange2021inverted]
q100	nu7_over_nu12	1.495991618544900840	3.44E-16	[Riedel2020]
q101	nu7_over_nu12	1.495991618544900459	4.04E-16	[Riedel2020]
q102	nu8_over_nu12	1.2075070393433378482	8.20E-18	[Beloy2021]
q103	nu4_over_nu12	2.611701431781463025	2.10E-17	[Beloy2021]
q104	nu4_over_nu8	2.162887127516663703	1.30E-17	[Beloy2021]
q105	nu13	411042129776400.6	1.00E-00	[Huang2020,Uncertx2]
q106	nu8_over_nu14	75833.197545114192	3.30E-11	[McGrew2019]
NCorrCoeffs	483
r(q3,q7)	0.001
r(q3,q25)	0.004
r(q3,q43)	0.001
r(q3,q48)	0.011
r(q3,q49)	0.010
r(q3,q50)	0.002
r(q3,q56)	0.005
r(q3,q58)	0.005
r(q3,q70)	0.002
r(q3,q71)	0.004
r(q3,q72)	0.003
r(q3,q73)	0.016
r(q3,q75)	0.013
r(q3,q76)	0.008
r(q3,q88)	0.002
r(q3,q89)	0.004
r(q3,q90)	0.012
r(q3,q96)	0.009
r(q3,q97)	0.010
r(q3,q98)	0.013
r(q7,q25)	0.012
r(q7,q32)	0.003
r(q7,q34)	0.005
r(q7,q35)	0.004
r(q7,q43)	0.038
r(q7,q46)	0.177
r(q7,q47)	0.438
r(q7,q50)	0.032
r(q7,q55)	0.014
r(q7,q56)	0.050
r(q7,q58)	0.201
r(q7,q70)	0.006
r(q7,q71)	0.040
r(q7,q72)	0.010
r(q7,q75)	0.008
r(q7,q76)	0.029
r(q7,q88)	0.003
r(q7,q89)	0.008
r(q7,q90)	0.064
r(q7,q96)	0.008
r(q7,q97)	0.010
r(q14,q56)	0.009
r(q18,q56)	0.010
r(q24,q32)	0.011
r(q24,q34)	0.002
r(q24,q35)	0.002
r(q24,q43)	0.004
r(q24,q50)	0.006
r(q24,q55)	0.002
r(q24,q56)	0.019
r(q24,q71)	0.057
r(q24,q72)	0.006
r(q24,q75)	0.005
r(q24,q90)	0.025
r(q24,q91)	0.154
r(q24,q96)	0.002
r(q24,q97)	0.004
r(q25,q32)	0.002
r(q25,q34)	0.002
r(q25,q35)	0.001
r(q25,q43)	0.004
r(q25,q46)	0.009
r(q25,q47)	0.008
r(q25,q48)	0.067
r(q25,q49)	0.050
r(q25,q50)	0.007
r(q25,q55)	0.002
r(q25,q56)	0.023
r(q25,q58)	0.025
r(q25,q70)	0.013
r(q25,q71)	0.024
r(q25,q72)	0.017
r(q25,q73)	0.088
r(q25,q74)	0.004
r(q25,q75)	0.068
r(q25,q76)	0.041
r(q25,q88)	0.008
r(q25,q89)	0.020
r(q25,q90)	0.055
r(q25,q96)	0.050
r(q25,q97)	0.054
r(q25,q98)	0.066
r(q32,q43)	0.002
r(q32,q46)	0.002
r(q32,q47)	0.002
r(q32,q48)	0.002
r(q32,q49)	0.005
r(q32,q50)	0.003
r(q32,q56)	0.010
r(q32,q58)	0.003
r(q32,q70)	0.001
r(q32,q71)	0.006
r(q32,q72)	0.002
r(q32,q73)	0.005
r(q32,q75)	0.007
r(q32,q76)	0.005
r(q32,q89)	0.002
r(q32,q90)	0.010
r(q32,q91)	0.007
r(q32,q96)	0.004
r(q32,q97)	0.005
r(q32,q98)	0.006
r(q34,q35)	0.050
r(q34,q43)	0.002
r(q34,q46)	0.004
r(q34,q47)	0.003
r(q34,q48)	0.007
r(q34,q49)	0.006
r(q34,q50)	0.002
r(q34,q56)	0.004
r(q34,q58)	0.004
r(q34,q70)	0.001
r(q34,q71)	0.005
r(q34,q72)	0.002
r(q34,q73)	0.008
r(q34,q75)	0.007
r(q34,q76)	0.004
r(q34,q89)	0.002
r(q34,q90)	0.007
r(q34,q91)	0.002
r(q34,q96)	0.005
r(q34,q97)	0.005
r(q34,q98)	0.007
r(q35,q43)	0.001
r(q35,q46)	0.003
r(q35,q47)	0.002
r(q35,q48)	0.005
r(q35,q49)	0.004
r(q35,q50)	0.001
r(q35,q56)	0.003
r(q35,q58)	0.003
r(q35,q70)	0.001
r(q35,q71)	0.003
r(q35,q72)	0.001
r(q35,q73)	0.006
r(q35,q75)	0.005
r(q35,q76)	0.003
r(q35,q89)	0.002
r(q35,q90)	0.005
r(q35,q91)	0.001
r(q35,q96)	0.004
r(q35,q97)	0.004
r(q35,q98)	0.005
r(q43,q46)	0.028
r(q43,q47)	0.025
r(q43,q48)	0.003
r(q43,q49)	0.029
r(q43,q50)	0.011
r(q43,q55)	0.005
r(q43,q56)	0.022
r(q43,q58)	0.026
r(q43,q70)	0.005
r(q43,q71)	0.017
r(q43,q72)	0.004
r(q43,q73)	0.023
r(q43,q74)	0.001
r(q43,q75)	0.027
r(q43,q76)	0.019
r(q43,q88)	0.003
r(q43,q89)	0.007
r(q43,q90)	0.032
r(q43,q91)	0.002
r(q43,q96)	0.014
r(q43,q97)	0.014
r(q43,q98)	0.033
r(q44,q50)	0.011
r(q44,q56)	0.005
r(q44,q71)	0.019
r(q44,q74)	0.002
r(q44,q75)	0.032
r(q44,q76)	0.001
r(q44,q88)	0.006
r(q44,q89)	0.006
r(q44,q90)	0.021
r(q44,q96)	0.001
r(q44,q97)	0.001
r(q44,q105)	0.102
r(q46,q50)	0.029
r(q46,q55)	0.013
r(q46,q56)	0.044
r(q46,q58)	0.103
r(q46,q70)	0.014
r(q46,q71)	0.047
r(q46,q72)	0.007
r(q46,q74)	0.004
r(q46,q75)	0.017
r(q46,q76)	0.053
r(q46,q88)	0.012
r(q46,q89)	0.023
r(q46,q90)	0.084
r(q46,q96)	0.012
r(q46,q97)	0.012
r(q47,q50)	0.023
r(q47,q55)	0.011
r(q47,q56)	0.036
r(q47,q58)	0.305
r(q47,q70)	0.031
r(q47,q71)	0.034
r(q47,q72)	0.007
r(q47,q74)	0.008
r(q47,q75)	0.010
r(q47,q76)	0.091
r(q47,q88)	0.028
r(q47,q89)	0.053
r(q47,q90)	0.142
r(q47,q96)	0.008
r(q47,q97)	0.009
r(q48,q49)	0.231
r(q48,q50)	0.018
r(q48,q55)	0.004
r(q48,q56)	0.056
r(q48,q58)	0.096
r(q48,q70)	0.047
r(q48,q71)	0.095
r(q48,q72)	0.062
r(q48,q73)	0.376
r(q48,q74)	0.013
r(q48,q75)	0.261
r(q48,q76)	0.135
r(q48,q88)	0.028
r(q48,q89)	0.070
r(q48,q90)	0.155
r(q48,q96)	0.186
r(q48,q97)	0.208
r(q48,q98)	0.275
r(q49,q50)	0.030
r(q49,q55)	0.008
r(q49,q56)	0.074
r(q49,q58)	0.223
r(q49,q70)	0.058
r(q49,q71)	0.097
r(q49,q72)	0.046
r(q49,q73)	0.539
r(q49,q74)	0.015
r(q49,q75)	0.441
r(q49,q76)	0.218
r(q49,q88)	0.033
r(q49,q89)	0.074
r(q49,q90)	0.239
r(q49,q96)	0.215
r(q49,q97)	0.238
r(q49,q98)	0.614
r(q50,q55)	0.007
r(q50,q56)	0.024
r(q50,q58)	0.028
r(q50,q70)	0.006
r(q50,q71)	0.022
r(q50,q72)	0.007
r(q50,q73)	0.033
r(q50,q74)	0.002
r(q50,q75)	0.035
r(q50,q76)	0.023
r(q50,q88)	0.004
r(q50,q89)	0.010
r(q50,q91)	0.004
r(q50,q96)	0.020
r(q50,q97)	0.022
r(q50,q98)	0.035
r(q50,q105)	0.006
r(q55,q56)	0.009
r(q55,q58)	0.010
r(q55,q70)	0.002
r(q55,q71)	0.008
r(q55,q72)	0.002
r(q55,q73)	0.008
r(q55,q75)	0.010
r(q55,q76)	0.008
r(q55,q88)	0.001
r(q55,q89)	0.003
r(q55,q90)	0.013
r(q55,q91)	0.001
r(q55,q96)	0.006
r(q55,q97)	0.006
r(q55,q98)	0.009
r(q56,q58)	0.442
r(q56,q70)	0.017
r(q56,q71)	0.048
r(q56,q72)	0.020
r(q56,q73)	0.095
r(q56,q74)	0.005
r(q56,q75)	0.090
r(q56,q76)	0.060
r(q56,q88)	0.011
r(q56,q89)	0.025
r(q56,q90)	0.095
r(q56,q91)	0.011
r(q56,q96)	0.058
r(q56,q97)	0.061
r(q56,q98)	0.090
r(q56,q105)	0.003
r(q58,q70)	0.028
r(q58,q71)	0.067
r(q58,q72)	0.023
r(q58,q73)	0.225
r(q58,q74)	0.007
r(q58,q75)	0.194
r(q58,q76)	0.112
r(q58,q88)	0.017
r(q58,q89)	0.038
r(q58,q90)	0.132
r(q58,q96)	0.096
r(q58,q97)	0.106
r(q58,q98)	0.256
r(q70,q71)	0.020
r(q70,q72)	0.012
r(q70,q73)	0.095
r(q70,q74)	0.005
r(q70,q75)	0.064
r(q70,q76)	0.044
r(q70,q88)	0.011
r(q70,q89)	0.029
r(q70,q90)	0.056
r(q70,q96)	0.041
r(q70,q97)	0.044
r(q70,q98)	0.092
r(q71,q72)	0.024
r(q71,q73)	0.133
r(q71,q74)	0.006
r(q71,q75)	0.112
r(q71,q76)	0.065
r(q71,q88)	0.013
r(q71,q89)	0.030
r(q71,q90)	0.091
r(q71,q91)	0.031
r(q71,q96)	0.071
r(q71,q97)	0.078
r(q71,q98)	0.114
r(q71,q105)	0.011
r(q72,q73)	0.082
r(q72,q74)	0.003
r(q72,q75)	0.063
r(q72,q76)	0.037
r(q72,q88)	0.007
r(q72,q89)	0.018
r(q72,q90)	0.051
r(q72,q91)	0.004
r(q72,q96)	0.046
r(q72,q97)	0.050
r(q72,q98)	0.061
r(q73,q74)	0.025
r(q73,q75)	0.522
r(q73,q76)	0.272
r(q73,q88)	0.055
r(q73,q89)	0.127
r(q73,q90)	0.309
r(q73,q96)	0.301
r(q73,q97)	0.334
r(q73,q98)	0.729
r(q74,q75)	0.018
r(q74,q76)	0.013
r(q74,q88)	0.003
r(q74,q89)	0.008
r(q74,q90)	0.019
r(q74,q96)	0.011
r(q74,q97)	0.012
r(q74,q98)	0.023
r(q74,q105)	0.002
r(q75,q76)	0.228
r(q75,q88)	0.041
r(q75,q89)	0.091
r(q75,q90)	0.275
r(q75,q91)	0.003
r(q75,q96)	0.270
r(q75,q97)	0.288
r(q75,q98)	0.533
r(q75,q105)	0.043
r(q76,q88)	0.029
r(q76,q89)	0.065
r(q76,q90)	0.214
r(q76,q96)	0.135
r(q76,q97)	0.146
r(q76,q98)	0.276
r(q76,q105)	0.002
r(q88,q89)	0.021
r(q88,q90)	0.038
r(q88,q96)	0.025
r(q88,q97)	0.027
r(q88,q98)	0.052
r(q88,q105)	0.262
r(q89,q90)	0.087
r(q89,q96)	0.059
r(q89,q97)	0.064
r(q89,q98)	0.117
r(q89,q105)	0.008
r(q90,q91)	0.014
r(q90,q96)	0.166
r(q90,q97)	0.176
r(q90,q98)	0.310
r(q90,q105)	0.023
r(q91,q96)	0.001
r(q91,q97)	0.003
r(q96,q97)	0.204
r(q96,q98)	0.268
r(q96,q105)	0.002
r(q97,q98)	0.297
r(q97,q105)	0.001
r(q14,q18)	0.680
r(q14,q63)	0.507
r(q18,q63)	-0.018
r(q19,q45)	0.981
r(q46,q47)	0.324
r(q73,q92)	-0.060
r(q92,q98)	0.002
r(q92,q99)	-0.009
r(q98,q99)	-0.002
r(q13,q14)	0.030
r(q13,q63)	0.060
r(q16,q18)	0.004
r(q16,q63)	-0.007
r(q18,q19)	0.009
r(q19,q63)	-0.015
r(q16,q19)	0.006
r(q81,q91)	-0.123
r(q7,q60)	0.449
r(q7,q61)	0.221
r(q47,q60)	-0.033
r(q47,q69)	0.018
r(q47,q84)	-0.018
r(q47,q85)	-0.022
r(q47,q100)	-0.026
r(q47,q101)	-0.022
r(q49,q86)	-0.004
r(q49,q87)	-0.007
r(q58,q61)	-0.636
r(q58,q69)	-0.713
r(q60,q61)	0.456
r(q60,q69)	-0.028
r(q60,q84)	0.028
r(q60,q85)	0.035
r(q60,q100)	0.041
r(q60,q101)	0.035
r(q61,q69)	0.597
r(q69,q84)	-0.015
r(q69,q85)	-0.019
r(q69,q100)	-0.022
r(q69,q101)	-0.019
r(q71,q84)	0.092
r(q71,q85)	0.112
r(q71,q86)	0.086
r(q71,q87)	0.151
r(q84,q85)	0.155
r(q84,q86)	0.105
r(q84,q87)	0.183
r(q84,q100)	0.117
r(q84,q101)	0.100
r(q85,q86)	0.128
r(q85,q87)	0.224
r(q85,q100)	0.027
r(q85,q101)	0.023
r(q86,q87)	0.178
r(q100,q101)	0.027
r(q31,q57)	0.165
r(q53,q68)	-0.672
r(q56,q106)	-0.277
r(q58,q106)	-0.392
r(q61,q106)	0.329
r(q69,q106)	0.369
r(q95,q106)	0.221
r(q24,q81)	0.088
r(q76,q82)	0.191
r(q76,q83)	0.175
r(q82,q83)	0.386
r(q3,q78)	0.028
r(q3,q74)	0.026
r(q41,q90)	0.001
r(q50,q90)	0.061
r(q59,q79)	0.826
r(q66,q79)	-0.009
r(q74,q78)	0.859
r(q78,q80)	0.006
r(q78,q90)	-0.021
r(q78,q94)	0.005
r(q80,q90)	-0.026
r(q89,q93)	0.748
r(q89,q94)	0.672
r(q89,q95)	0.860
r(q90,q94)	-0.033
r(q93,q94)	0.603
r(q93,q95)	0.680
r(q94,q95)	0.611
r(q102,q103)	0.615
r(q102,q104)	-0.207
r(q103,q104)	0.329
