File ClockOutputData2020_7.dat generated using ClockLSA, version 1.0 on 17-Mar-2021 11:59:13 
Operator: Helen Margolis 

Input data:

Number of adjusted frequency ratios = 14 
Starting values: 
s1 	1.02787582346 
s2 	1.09255511496 
s3 	1.00674379464 
s4 	1.05287183314 
s5 	1.54675342648 
s6 	1.07200737363 
s7 	1.23890923183 
s8 	1.13664797435 
s9 	1.02519722218 
s10 	1.03623010444 
s11 	1.00000014488 
s12 	1.04424333452 
s13 	60140.6317128 
s14 	0.743495745495 

Number of measured frequency ratios = 106 
ID 	Type 		Value 			Uncertainty 	Reference
r(q3,q78) 	2.800000e-02 
r(q3,q74) 	2.600000e-02 
r(q41,q90) 	1.000000e-03 
r(q50,q90) 	6.100000e-02 
r(q59,q79) 	8.260000e-01 
r(q66,q79) 	-9.000000e-03 
r(q74,q78) 	8.590000e-01 
r(q78,q80) 	6.000000e-03 
r(q78,q90) 	-2.100000e-02 
r(q78,q94) 	5.000000e-03 
r(q80,q90) 	-2.600000e-02 
r(q89,q93) 	7.480000e-01 
r(q89,q94) 	6.720000e-01 
r(q89,q95) 	8.600000e-01 
r(q90,q94) 	-3.300000e-02 
r(q93,q94) 	6.030000e-01 
r(q93,q95) 	6.800000e-01 
r(q94,q95) 	6.110000e-01 
r(q102,q103) 	6.150000e-01 
r(q102,q104) 	-2.070000e-01 
r(q103,q104) 	3.290000e-01 

Output data: 

Number of iterations required to reach final solution = 3 

Adjusted frequency ratios:
nu1/nu2 	1.02787582346792176870528 +/- 3.802e-15
nu2/nu3 	1.09255511496318559201460 +/- 3.281e-15
nu3/nu4 	1.00674379464019848686914 +/- 7.478e-17
nu4/nu5 	1.05287183314899044869003 +/- 5.483e-17
nu5/nu6 	1.54675342648610004557244 +/- 1.030e-16
nu6/nu7 	1.07200737363420547263955 +/- 3.672e-17
nu7/nu8 	1.23890923183225942789189 +/- 2.933e-17
nu8/nu9 	1.13664797435379290603934 +/- 7.134e-15
nu9/nu10 	1.02519722218802614770086 +/- 6.470e-15
nu10/nu11 	1.03623010444600073933775 +/- 6.964e-16
nu11/nu12 	1.00000014488368279879753 +/- 1.777e-17
nu12/nu13 	1.04424333452963915440063 +/- 9.237e-16
nu13/nu14 	60140.6317128183994725894 +/- 5.385e-11
nu14/nu15 	0.743495745495776842137110 +/- 1.276e-16

Other frequency ratios:
nu1/nu3 	1.12301098847687432689533 +/- 2.429e-15
nu1/nu4 	1.13058434396184867668013 +/- 2.444e-15
nu1/nu5 	1.19036041075666036697364 +/- 2.574e-15
nu1/nu6 	1.84119404409126592485134 +/- 3.981e-15
nu1/nu7 	1.97377359155721949529833 +/- 4.267e-15
nu1/nu8 	2.44532632412695457751580 +/- 5.286e-15
nu1/nu9 	2.77947521295290934575075 +/- 1.845e-14
nu1/nu10 	2.84951026745979509500307 +/- 6.448e-15
nu1/nu11 	2.95274832206981497315133 +/- 6.383e-15
nu1/nu12 	2.95274874987486625259606 +/- 6.383e-15
nu1/nu13 	3.08338820059755376945624 +/- 7.200e-15
nu1/nu14 	185436.914199787302854143 +/- 4.019e-10
nu1/nu15 	137871.556765407267314702 +/- 2.982e-10
nu2/nu4 	1.09992308229159576465150 +/- 3.302e-15
nu2/nu5 	1.15807803197524030677881 +/- 3.477e-15
nu2/nu6 	1.79126116409598227580303 +/- 5.378e-15
nu2/nu7 	1.92024517601548351253454 +/- 5.765e-15
nu2/nu8 	2.37900947594694447421016 +/- 7.142e-15
nu2/nu9 	2.70409630180357284409188 +/- 1.881e-14
nu2/nu10 	2.77223201713793728007792 +/- 8.521e-15
nu2/nu11 	2.87267027266739205933994 +/- 8.624e-15
nu2/nu12 	2.87267068887044063001760 +/- 8.624e-15
nu2/nu13 	2.99976721915162449206345 +/- 9.384e-15
nu2/nu14 	180407.895551183249573752 +/- 5.422e-10
nu2/nu15 	134132.502796151232526325 +/- 4.025e-10
nu3/nu5 	1.05997218457419656603310 +/- 9.615e-17
nu3/nu6 	1.63951560847009541693617 +/- 1.385e-16
nu3/nu7 	1.75757282146831330833878 +/- 1.360e-16
nu3/nu8 	2.17747319413456488257462 +/- 1.615e-16
nu3/nu9 	2.47502049532273642632564 +/- 1.554e-14
nu3/nu10 	2.53738413666330194692347 +/- 1.715e-15
nu3/nu11 	2.62931382895423879037965 +/- 2.002e-16
nu3/nu12 	2.62931420989890956307737 +/- 1.947e-16
nu3/nu13 	2.74564383807100087989682 +/- 2.437e-15
nu3/nu14 	165124.754879997261894098 +/- 2.988e-11
nu3/nu15 	122769.552729310979362982 +/- 1.484e-11
nu4/nu6 	1.62853311557390239102825 +/- 6.766e-17
nu4/nu7 	1.74579950810270910383633 +/- 4.179e-17
nu4/nu8 	2.16288712751666370467807 +/- 1.215e-17
nu4/nu9 	2.45844127224770957344088 +/- 1.543e-14
nu4/nu10 	2.52038716322074879232394 +/- 1.693e-15
nu4/nu11 	2.61170105338859603424156 +/- 5.036e-17
nu4/nu12 	2.61170143178146301868029 +/- 1.955e-17
nu4/nu13 	2.72725181191930783990006 +/- 2.412e-15
nu4/nu14 	164018.646808755766105877 +/- 2.721e-11
nu4/nu15 	121947.166084284387610382 +/- 1.172e-11
nu5/nu7 	1.65813107838707221877076 +/- 9.499e-17
nu5/nu8 	2.05427390060172358556693 +/- 1.076e-16
nu5/nu9 	2.33498626788681402753734 +/- 1.466e-14
nu5/nu10 	2.39382143568474802434708 +/- 1.613e-15
nu5/nu11 	2.48054983632468188664095 +/- 1.377e-16
nu5/nu12 	2.48055019571587753931530 +/- 1.305e-16
nu5/nu13 	2.59029800784249698649760 +/- 2.295e-15
nu5/nu14 	155782.158516102797490890 +/- 2.707e-11
nu5/nu15 	115823.372080871130527489 +/- 1.260e-11
nu6/nu8 	1.32811983178767142088055 +/- 5.498e-17
nu6/nu9 	1.50960471650055689357822 +/- 9.475e-15
nu6/nu10 	1.54764256195831364814400 +/- 1.041e-15
nu6/nu11 	1.60371381362313952214487 +/- 7.148e-17
nu6/nu12 	1.60371404597510299516972 +/- 6.556e-17
nu6/nu13 	1.67466770300106058388008 +/- 1.483e-15
nu6/nu14 	100715.573567538328885430 +/- 1.713e-11
nu6/nu15 	74881.6004526316666680703 +/- 7.627e-12
nu7/nu9 	1.40820366877035128400462 +/- 8.839e-15
nu7/nu10 	1.44368648949835140334278 +/- 9.701e-16
nu7/nu11 	1.49599140180015682420264 +/- 4.320e-17
nu7/nu12 	1.49599161854490055234503 +/- 3.405e-17
nu7/nu13 	1.56217927617771891731577 +/- 1.382e-15
nu7/nu14 	93950.4485180014151622572 +/- 1.567e-11
nu7/nu15 	69851.7587605540647607366 +/- 6.743e-12
nu8/nu10 	1.16528834591315527234457 +/- 7.829e-16
nu8/nu11 	1.20750686439529632664871 +/- 2.289e-17
nu8/nu12 	1.20750703934333784506745 +/- 7.976e-18
nu8/nu13 	1.26093117723189928927222 +/- 1.115e-15
nu8/nu14 	75833.1975451142001848137 +/- 1.258e-11
nu8/nu15 	56381.6597421331965845636 +/- 5.416e-12
nu9/nu11 	1.06234022462564816164966 +/- 6.668e-15
nu9/nu12 	1.06234037854141229071539 +/- 6.668e-15
nu9/nu13 	1.10934185929356348730153 +/- 7.031e-15
nu9/nu14 	66716.5202033874109744593 +/- 4.189e-10
nu9/nu15 	49603.4489255015803508889 +/- 3.113e-10
nu10/nu12 	1.03623025457883449845696 +/- 6.962e-16
nu10/nu13 	1.08207653638189901830240 +/- 1.198e-15
nu10/nu14 	65076.7664596259287095757 +/- 4.421e-11
nu10/nu15 	48384.2989933541460590904 +/- 3.228e-11
nu11/nu13 	1.04424348582345919915149 +/- 9.239e-16
nu11/nu14 	62801.4628994183610640811 +/- 1.047e-11
nu11/nu15 	46692.6204766284253838825 +/- 4.554e-12
nu12/nu14 	62801.4538005124493272975 +/- 1.041e-11
nu12/nu15 	46692.6137116305913412115 +/- 4.478e-12
nu13/nu15 	44714.3038099088744402925 +/- 3.959e-11

Absolute frequencies:
nu1 	1267402452901041.28250601 Hz +/- 2.741e+00  Hz
nu2 	1233030706593513.65384615 Hz +/- 3.700e+00  Hz
nu3 	1128575290808154.31910196 Hz +/- 1.364e-01  Hz
nu4 	1121015393207859.15926219 Hz +/- 1.078e-01  Hz
nu5 	1064721609899146.96376281 Hz +/- 1.158e-01  Hz
nu6 	688358979309308.239120953 Hz +/- 7.011e-02  Hz
nu7 	642121496772645.118522185 Hz +/- 6.198e-02  Hz
nu8 	518295836590863.630494915 Hz +/- 4.978e-02  Hz
nu9 	455986240494138.190718789 Hz +/- 2.862e+00  Hz
nu10 	444779044095486.341924015 Hz +/- 2.967e-01  Hz
nu11 	429228066418007.005668952 Hz +/- 4.186e-02  Hz
nu12 	429228004229872.992467107 Hz +/- 4.116e-02  Hz
nu13 	411042129776400.359984774 Hz +/- 3.639e-01  Hz
nu14 	6834682610.90431259985987 Hz +/- 1.173e-06  Hz

Normalized residuals for input data:
q1 	-1.63	> 1 sigma outlier
q2 	+0.87
q3 	+1.14	> 1 sigma outlier
q4 	+0.77
q5 	-0.85
q6 	+0.12
q7 	+0.73
q8 	-1.36	> 1 sigma outlier
q9 	-2.41	> 2 sigma outlier
q10 	-0.11
q11 	-1.74	> 1 sigma outlier
q12 	+0.20
q13 	-1.16	> 1 sigma outlier
q14 	+0.43
q15 	+0.99
q16 	+0.06
q17 	+1.64	> 1 sigma outlier
q18 	-0.56
q19 	+0.97
q20 	+0.01
q21 	-0.27
q22 	+2.24	> 2 sigma outlier
q23 	-0.02
q24 	-0.13
q25 	-0.44
q26 	+1.10	> 1 sigma outlier
q27 	-0.70
q28 	-1.16	> 1 sigma outlier
q29 	-0.16
q30 	-0.94
q31 	+1.02	> 1 sigma outlier
q32 	-1.43	> 1 sigma outlier
q33 	+0.06
q34 	+0.62
q35 	+0.10
q36 	+0.92
q37 	+1.78	> 1 sigma outlier
q38 	+0.55
q39 	+0.46
q40 	-0.18
q41 	+0.65
q42 	-0.62
q43 	+1.16	> 1 sigma outlier
q44 	+0.51
q45 	+0.81
q46 	+0.83
q47 	-0.60
q48 	-0.14
q49 	+0.43
q50 	-0.06
q51 	-0.00
q52 	-1.19	> 1 sigma outlier
q53 	-1.63	> 1 sigma outlier
q54 	+0.12
q55 	+1.22	> 1 sigma outlier
q56 	+0.10
q57 	-1.81	> 1 sigma outlier
q58 	-0.05
q59 	+0.17
q60 	-0.90
q61 	-0.06
q62 	-0.19
q63 	+2.30	> 2 sigma outlier
q64 	+1.97	> 1 sigma outlier
q65 	-0.29
q66 	-1.75	> 1 sigma outlier
q67 	-0.95
q68 	+0.98
q69 	-0.68
q70 	-0.87
q71 	+0.08
q72 	+0.25
q73 	+0.11
q74 	-0.36
q75 	+0.72
q76 	-0.16
q77 	+1.15	> 1 sigma outlier
q78 	-0.43
q79 	+0.98
q80 	+0.08
q81 	+1.66	> 1 sigma outlier
q82 	+0.61
q83 	-1.54	> 1 sigma outlier
q84 	+0.86
q85 	+1.39	> 1 sigma outlier
q86 	+0.17
q87 	+1.02	> 1 sigma outlier
q88 	+0.11
q89 	-0.35
q90 	+1.16	> 1 sigma outlier
q91 	+0.34
q92 	-0.41
q93 	+1.48	> 1 sigma outlier
q94 	-0.03
q95 	-0.63
q96 	+1.32	> 1 sigma outlier
q97 	+0.95
q98 	-0.18
q99 	-0.10
q100 	+0.84
q101 	-0.23
q102 	+0.38
q103 	+0.30
q104 	-0.13
q105 	+0.24
q106 	-0.25

Birge ratio: 1.0640e+00

Data analysis completed 17-Mar-2021 11:59:24 
