# Readme Information 
# Data taken on 250306, analyzed on 03-Apr-2025 by script Saveshifts_forTara_v3_250306.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2263), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0614), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0006), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0791), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.642367e+04 s, uptime fraction 9.362235e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0740842676710003e+04	   6.3000003233688556e+07	   1.0000000000000000e+00	
   6.0740842683240000e+04	   6.3000003227396466e+07	   1.0000000000000000e+00	
   6.0740842693830004e+04	   6.3000003233840041e+07	   1.0000000000000000e+00	
   6.0740842704399998e+04	   6.3000003257082857e+07	   1.0000000000000000e+00	
   6.0740842714979997e+04	   6.3000003280954048e+07	   1.0000000000000000e+00	
   6.0740842725560004e+04	   6.3000003309307843e+07	   1.0000000000000000e+00	
   6.0740842736129998e+04	   6.3000003326127514e+07	   1.0000000000000000e+00	
   6.0740842746709997e+04	   6.3000003318380632e+07	   1.0000000000000000e+00	
   6.0740842757289996e+04	   6.3000003286464475e+07	   1.0000000000000000e+00	
   6.0740842767870003e+04	   6.3000003276367806e+07	   1.0000000000000000e+00	
   6.0740842778450002e+04	   6.3000003292962790e+07	   1.0000000000000000e+00	
   6.0740842789019996e+04	   6.3000003320383728e+07	   1.0000000000000000e+00	
   6.0740842799610000e+04	   6.3000003337990664e+07	   1.0000000000000000e+00	
   6.0740842810180002e+04	   6.3000003362951726e+07	   1.0000000000000000e+00	
   6.0740842820760001e+04	   6.3000003368758708e+07	   1.0000000000000000e+00	
   6.0740842831330003e+04	   6.3000003322191328e+07	   1.0000000000000000e+00	
   6.0740842841919999e+04	   6.3000003243275531e+07	   1.0000000000000000e+00	
   6.0740842852520000e+04	   6.3000003160712734e+07	   1.0000000000000000e+00	
   6.0740842863090002e+04	   6.3000003117400981e+07	   1.0000000000000000e+00	
   6.0740842873670001e+04	   6.3000003127603881e+07	   1.0000000000000000e+00	
   6.0740842884240003e+04	   6.3000003121762991e+07	   1.0000000000000000e+00	
   6.0740842894829999e+04	   6.3000003138320938e+07	   1.0000000000000000e+00	
   6.0740842905409998e+04	   6.3000003103075840e+07	   1.0000000000000000e+00	
   6.0740842915989997e+04	   6.3000003061761990e+07	   1.0000000000000000e+00	
   6.0740842926559999e+04	   6.3000003080723196e+07	   1.0000000000000000e+00	
   6.0740842937139998e+04	   6.3000003092938639e+07	   1.0000000000000000e+00	
   6.0740842947719997e+04	   6.3000003149146698e+07	   1.0000000000000000e+00	
   6.0740842958310001e+04	   6.3000003230946660e+07	   1.0000000000000000e+00	
   6.0740842968880002e+04	   6.3000003307748936e+07	   1.0000000000000000e+00	
   6.0740842979460002e+04	   6.3000003378076181e+07	   1.0000000000000000e+00	
   6.0740842990040001e+04	   6.3000003411268778e+07	   1.0000000000000000e+00	
   6.0740843000610002e+04	   6.3000003340689391e+07	   1.0000000000000000e+00	
   6.0740843011190002e+04	   6.3000003177540772e+07	   1.0000000000000000e+00	
   6.0740843021779998e+04	   6.3000003031275131e+07	   1.0000000000000000e+00	
   6.0740843032340003e+04	   6.3000002985819101e+07	   1.0000000000000000e+00	
   6.0740843042929999e+04	   6.3000003010420844e+07	   1.0000000000000000e+00	
   6.0740843053520002e+04	   6.3000003090831861e+07	   1.0000000000000000e+00	
   6.0740843064080000e+04	   6.3000003121754877e+07	   1.0000000000000000e+00	
   6.0740843074659999e+04	   6.3000003136917621e+07	   1.0000000000000000e+00	
   6.0740843085239998e+04	   6.3000003128059633e+07	   1.0000000000000000e+00	
   6.0740843095819997e+04	   6.3000003181863375e+07	   1.0000000000000000e+00	
   6.0740843106400003e+04	   6.3000003221201904e+07	   1.0000000000000000e+00	
   6.0740843116969998e+04	   6.3000003230168790e+07	   1.0000000000000000e+00	
   6.0740843127549997e+04	   6.3000003223913878e+07	   1.0000000000000000e+00	
   6.0740843138130003e+04	   6.3000003239895046e+07	   1.0000000000000000e+00	
   6.0740843148710002e+04	   6.3000003245959319e+07	   1.0000000000000000e+00	
   6.0740843159290001e+04	   6.3000003246048935e+07	   1.0000000000000000e+00	
   6.0740843169870001e+04	   6.3000003259550691e+07	   1.0000000000000000e+00	
   6.0740843180459997e+04	   6.3000003251401685e+07	   1.0000000000000000e+00	
   6.0740843191029999e+04	   6.3000003233920850e+07	   1.0000000000000000e+00	
   6.0740843201609998e+04	   6.3000003206747733e+07	   1.0000000000000000e+00	
   6.0740843212189997e+04	   6.3000003154619843e+07	   1.0000000000000000e+00	
   6.0740843222770003e+04	   6.3000003085229315e+07	   1.0000000000000000e+00	
   6.0740843233350002e+04	   6.3000003020832211e+07	   1.0000000000000000e+00	
   6.0740843243919997e+04	   6.3000003007744901e+07	   1.0000000000000000e+00	
   6.0740843254519998e+04	   6.3000003037383839e+07	   1.0000000000000000e+00	
   6.0740843265080002e+04	   6.3000003131744795e+07	   1.0000000000000000e+00	
   6.0740843275660001e+04	   6.3000003204941683e+07	   1.0000000000000000e+00	
   6.0740843286240000e+04	   6.3000003247501299e+07	   1.0000000000000000e+00	
   6.0740843296820000e+04	   6.3000003233757339e+07	   1.0000000000000000e+00	
   6.0740843307399999e+04	   6.3000003207342260e+07	   1.0000000000000000e+00	
   6.0740843317979998e+04	   6.3000003198669583e+07	   1.0000000000000000e+00	
   6.0740843328559997e+04	   6.3000003214865766e+07	   1.0000000000000000e+00	
   6.0740843339129999e+04	   6.3000003222162791e+07	   1.0000000000000000e+00	
   6.0740843349709998e+04	   6.3000003206440479e+07	   1.0000000000000000e+00	
   6.0740843360289997e+04	   6.3000003198090628e+07	   1.0000000000000000e+00	
   6.0740843370870003e+04	   6.3000003217364937e+07	   1.0000000000000000e+00	
   6.0740843381450002e+04	   6.3000003233323544e+07	   1.0000000000000000e+00	
   6.0740843392030001e+04	   6.3000003255828321e+07	   1.0000000000000000e+00	
   6.0740843402610000e+04	   6.3000003282053262e+07	   1.0000000000000000e+00	
   6.0740843413169998e+04	   6.3000003293219954e+07	   1.0000000000000000e+00	
   6.0740843423760001e+04	   6.3000003265710853e+07	   1.0000000000000000e+00	
   6.0740843434340000e+04	   6.3000003201541729e+07	   1.0000000000000000e+00	
   6.0740843444919999e+04	   6.3000003154668406e+07	   1.0000000000000000e+00	
   6.0740843455499999e+04	   6.3000003132312082e+07	   1.0000000000000000e+00	
   6.0740843466079998e+04	   6.3000003117507555e+07	   1.0000000000000000e+00	
   6.0740843476659997e+04	   6.3000003092166670e+07	   1.0000000000000000e+00	
   6.0740843487240003e+04	   6.3000003077101596e+07	   1.0000000000000000e+00	
   6.0740843497820002e+04	   6.3000003075421803e+07	   1.0000000000000000e+00	
   6.0740843508389997e+04	   6.3000003106266759e+07	   1.0000000000000000e+00	
   6.0740843518989997e+04	   6.3000003163446389e+07	   1.0000000000000000e+00	
   6.0740843529539998e+04	   6.3000003214558683e+07	   1.0000000000000000e+00	
   6.0740843540139998e+04	   6.3000003201588415e+07	   1.0000000000000000e+00	
   6.0740843550730002e+04	   6.3000003181027971e+07	   1.0000000000000000e+00	
   6.0740843561289999e+04	   6.3000003151967324e+07	   1.0000000000000000e+00	
   6.0740843571880003e+04	   6.3000003102471031e+07	   1.0000000000000000e+00	
   6.0740843582460002e+04	   6.3000003064332440e+07	   1.0000000000000000e+00	
   6.0740843593040001e+04	   6.3000003072664663e+07	   1.0000000000000000e+00	
   6.0740843603620000e+04	   6.3000003103881933e+07	   1.0000000000000000e+00	
   6.0740843614190002e+04	   6.3000003119589545e+07	   1.0000000000000000e+00	
   6.0740843624770001e+04	   6.3000003110965908e+07	   1.0000000000000000e+00	
   6.0740843635350000e+04	   6.3000003089878187e+07	   1.0000000000000000e+00	
   6.0740843645929999e+04	   6.3000003105759621e+07	   1.0000000000000000e+00	
   6.0740843656509998e+04	   6.3000003117301337e+07	   1.0000000000000000e+00	
   6.0740843667089997e+04	   6.3000003149240769e+07	   1.0000000000000000e+00	
   6.0740843677659999e+04	   6.3000003192734860e+07	   1.0000000000000000e+00	
   6.0740843688239998e+04	   6.3000003242853425e+07	   1.0000000000000000e+00	
   6.0740843698819997e+04	   6.3000003271374680e+07	   1.0000000000000000e+00	
   6.0740843709399996e+04	   6.3000003285691746e+07	   1.0000000000000000e+00	
   6.0740843719980003e+04	   6.3000003251629680e+07	   1.0000000000000000e+00	
   6.0740843730560002e+04	   6.3000003167867407e+07	   1.0000000000000000e+00	
   6.0740843741140001e+04	   6.3000003103542238e+07	   1.0000000000000000e+00	
   6.0740843751720000e+04	   6.3000003100776114e+07	   1.0000000000000000e+00	
   6.0740843762290002e+04	   6.3000003151429757e+07	   1.0000000000000000e+00	
   6.0740843772870001e+04	   6.3000003237449929e+07	   1.0000000000000000e+00	
   6.0740843783450000e+04	   6.3000003296625741e+07	   1.0000000000000000e+00	
   6.0740843794029999e+04	   6.3000003296261758e+07	   1.0000000000000000e+00	
   6.0740843804609998e+04	   6.3000003250160076e+07	   1.0000000000000000e+00	
   6.0740843815189997e+04	   6.3000003189020634e+07	   1.0000000000000000e+00	
   6.0740843825770004e+04	   6.3000003161289245e+07	   1.0000000000000000e+00	
