# Readme Information 
# Data taken on 250306, analyzed on 06-Mar-2025 by script Saveshifts_forTara_v3_250306.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2260), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0614), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0007), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0803), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.642367e+04 s, uptime fraction 9.362235e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0740842676710003e+04	   6.3000003232346579e+07	   1.0000000000000000e+00	
   6.0740842683240000e+04	   6.3000003226054490e+07	   1.0000000000000000e+00	
   6.0740842693830004e+04	   6.3000003232498065e+07	   1.0000000000000000e+00	
   6.0740842704399998e+04	   6.3000003255740881e+07	   1.0000000000000000e+00	
   6.0740842714979997e+04	   6.3000003279612072e+07	   1.0000000000000000e+00	
   6.0740842725560004e+04	   6.3000003307965867e+07	   1.0000000000000000e+00	
   6.0740842736129998e+04	   6.3000003324785538e+07	   1.0000000000000000e+00	
   6.0740842746709997e+04	   6.3000003317038655e+07	   1.0000000000000000e+00	
   6.0740842757289996e+04	   6.3000003285122499e+07	   1.0000000000000000e+00	
   6.0740842767870003e+04	   6.3000003275025830e+07	   1.0000000000000000e+00	
   6.0740842778450002e+04	   6.3000003291620813e+07	   1.0000000000000000e+00	
   6.0740842789019996e+04	   6.3000003319041751e+07	   1.0000000000000000e+00	
   6.0740842799610000e+04	   6.3000003336648688e+07	   1.0000000000000000e+00	
   6.0740842810180002e+04	   6.3000003361609749e+07	   1.0000000000000000e+00	
   6.0740842820760001e+04	   6.3000003367416732e+07	   1.0000000000000000e+00	
   6.0740842831330003e+04	   6.3000003320849352e+07	   1.0000000000000000e+00	
   6.0740842841919999e+04	   6.3000003241933554e+07	   1.0000000000000000e+00	
   6.0740842852520000e+04	   6.3000003159370758e+07	   1.0000000000000000e+00	
   6.0740842863090002e+04	   6.3000003116059005e+07	   1.0000000000000000e+00	
   6.0740842873670001e+04	   6.3000003126261905e+07	   1.0000000000000000e+00	
   6.0740842884240003e+04	   6.3000003120421015e+07	   1.0000000000000000e+00	
   6.0740842894829999e+04	   6.3000003136978962e+07	   1.0000000000000000e+00	
   6.0740842905409998e+04	   6.3000003101733863e+07	   1.0000000000000000e+00	
   6.0740842915989997e+04	   6.3000003060419999e+07	   1.0000000000000000e+00	
   6.0740842926559999e+04	   6.3000003079381205e+07	   1.0000000000000000e+00	
   6.0740842937139998e+04	   6.3000003091596648e+07	   1.0000000000000000e+00	
   6.0740842947719997e+04	   6.3000003147804707e+07	   1.0000000000000000e+00	
   6.0740842958310001e+04	   6.3000003229604669e+07	   1.0000000000000000e+00	
   6.0740842968880002e+04	   6.3000003306406945e+07	   1.0000000000000000e+00	
   6.0740842979460002e+04	   6.3000003376734190e+07	   1.0000000000000000e+00	
   6.0740842990040001e+04	   6.3000003409926787e+07	   1.0000000000000000e+00	
   6.0740843000610002e+04	   6.3000003339347400e+07	   1.0000000000000000e+00	
   6.0740843011190002e+04	   6.3000003176198781e+07	   1.0000000000000000e+00	
   6.0740843021779998e+04	   6.3000003029933140e+07	   1.0000000000000000e+00	
   6.0740843032340003e+04	   6.3000002984477110e+07	   1.0000000000000000e+00	
   6.0740843042929999e+04	   6.3000003009078853e+07	   1.0000000000000000e+00	
   6.0740843053520002e+04	   6.3000003089489870e+07	   1.0000000000000000e+00	
   6.0740843064080000e+04	   6.3000003120412886e+07	   1.0000000000000000e+00	
   6.0740843074659999e+04	   6.3000003135575630e+07	   1.0000000000000000e+00	
   6.0740843085239998e+04	   6.3000003126717642e+07	   1.0000000000000000e+00	
   6.0740843095819997e+04	   6.3000003180521384e+07	   1.0000000000000000e+00	
   6.0740843106400003e+04	   6.3000003219859913e+07	   1.0000000000000000e+00	
   6.0740843116969998e+04	   6.3000003228826798e+07	   1.0000000000000000e+00	
   6.0740843127549997e+04	   6.3000003222571887e+07	   1.0000000000000000e+00	
   6.0740843138130003e+04	   6.3000003238553055e+07	   1.0000000000000000e+00	
   6.0740843148710002e+04	   6.3000003244617328e+07	   1.0000000000000000e+00	
   6.0740843159290001e+04	   6.3000003244706944e+07	   1.0000000000000000e+00	
   6.0740843169870001e+04	   6.3000003258208700e+07	   1.0000000000000000e+00	
   6.0740843180459997e+04	   6.3000003250059694e+07	   1.0000000000000000e+00	
   6.0740843191029999e+04	   6.3000003232578859e+07	   1.0000000000000000e+00	
   6.0740843201609998e+04	   6.3000003205405742e+07	   1.0000000000000000e+00	
   6.0740843212189997e+04	   6.3000003153277852e+07	   1.0000000000000000e+00	
   6.0740843222770003e+04	   6.3000003083887324e+07	   1.0000000000000000e+00	
   6.0740843233350002e+04	   6.3000003019490220e+07	   1.0000000000000000e+00	
   6.0740843243919997e+04	   6.3000003006402910e+07	   1.0000000000000000e+00	
   6.0740843254519998e+04	   6.3000003036041848e+07	   1.0000000000000000e+00	
   6.0740843265080002e+04	   6.3000003130402803e+07	   1.0000000000000000e+00	
   6.0740843275660001e+04	   6.3000003203599691e+07	   1.0000000000000000e+00	
   6.0740843286240000e+04	   6.3000003246159308e+07	   1.0000000000000000e+00	
   6.0740843296820000e+04	   6.3000003232415348e+07	   1.0000000000000000e+00	
   6.0740843307399999e+04	   6.3000003206000268e+07	   1.0000000000000000e+00	
