08/13/2024	10:22:34	(analyzed:  8/14/2024)
MJD	timer	SDR:fb_Al_TiS	SDR:fb_Yb_TiS	SDR:frep_TiS	fo_TiS	fb_Si_TiS
60535.913891	64371.000000	43718653.949614994	142219737.8276	379043.157311	10000000.000110	640000000.001000
60535.913904	65424.000000	43718653.949827	142219737.832669	379043.157567	10000000.000040	639999999.997000
60535.913916	66478.000000	43718653.980982	142219737.854138	379043.157203	10000000.000060	640000000.001000
60535.913928	67531.000000	43718653.953912996	142219737.817382	379043.157028	9999999.999960	639999999.998000
60535.913940	68584.000000	43718653.979453996	142219737.865978	379043.157087	9999999.999950	640000000.000000
60535.913952	69640.000000	43718653.927662	142219737.81297	379043.157454	10000000.000020	640000000.004000
60535.913965	70693.000000	43718653.956289	142219737.837518	379043.157178	10000000.000020	640000000.003000
60535.913977	71746.000000	43718653.981429994	142219737.852175	379043.157179	9999999.999960	640000000.001000
60535.913989	72802.000000	43718653.971035995	142219737.844172	379043.157162	10000000.000030	639999999.998000
60535.914001	73855.000000	43718653.964825995	142219737.827049	379043.156988	9999999.999980	639999999.998000
60535.914013	74910.000000	43718653.973028995	142219737.846937	379043.157166	10000000.000040	640000000.003000
60535.914026	75964.000000	43718653.947463	142219737.822807	379043.157612	9999999.999980	640000000.003000
60535.914038	77018.000000	nan	142219737.809727	379043.157569	10000000.000130	639999999.999000
60535.914050	78073.000000	nan	142219737.83237	379043.157184	10000000.000060	640000000.001000
60535.914062	79129.000000	nan	142219737.871945	379043.157321	10000000.000090	640000000.002000
60535.914075	80184.000000	nan	142219737.824532	379043.156987	10000000.000010	640000000.002000
60535.914087	81237.000000	nan	142219737.825635	379043.157112	10000000.000010	640000000.000000
60535.914099	82292.000000	nan	142219737.86125502	379043.157033	9999999.999920	640000000.000000
60535.914111	83346.000000	nan	142219737.831668	379043.157413	10000000.000010	640000000.004000
60535.914123	84401.000000	nan	142219737.856101	379043.157162	10000000.000010	640000000.001000
60535.914136	85456.000000	nan	142219737.812906	379043.157156	10000000.000030	640000000.000000
60535.914148	86510.000000	nan	142219737.860341	379043.157306	10000000.000140	640000000.001000
60535.914160	87563.000000	nan	142219737.848059	379043.157315	9999999.999960	640000000.001000
60535.914172	88617.000000	nan	142219737.83482602	379043.157017	9999999.999980	639999999.999000
60535.914184	89672.000000	nan	142219737.842997	379043.157243	9999999.999940	640000000.003000
60535.914197	90725.000000	nan	142219737.825387	379043.157056	10000000.000070	639999999.997000
60535.914209	91779.000000	nan	142219737.823875	379043.157553	10000000.000150	640000000.004000
60535.914221	92833.000000	nan	142219737.868666	379043.157052	10000000.000000	640000000.003000
60535.914233	93886.000000	nan	142219737.81425402	379043.157294	9999999.999880	640000000.000000
60535.914245	94941.000000	nan	142219737.840686	379043.157127	10000000.000110	640000000.002000
60535.914258	95997.000000	nan	142219737.834334	379043.157280	9999999.999970	640000000.002000
60535.914270	97051.000000	nan	142219737.848199	379043.157148	10000000.000110	639999999.997000
60535.914282	98106.000000	nan	142219737.84892902	379043.156941	10000000.000030	640000000.002000
60535.914294	99161.000000	nan	142219737.817086	379043.157695	9999999.999980	640000000.002000
60535.914306	100214.000000	nan	142219737.85577402	379043.157171	10000000.000090	640000000.003000
60535.914319	101267.000000	nan	142219737.843449	379043.157040	9999999.999940	639999999.995000
60535.914331	102321.000000	nan	142219737.834119	379043.156944	9999999.999980	640000000.001000
60535.914343	103375.000000	nan	142219737.832741	379043.157398	10000000.000070	640000000.000000
60535.914355	104428.000000	nan	142219737.846183	379043.157006	10000000.000010	640000000.001000
60535.914367	105483.000000	nan	142219737.827035	379043.157366	9999999.999930	639999999.999000
60535.914380	106538.000000	nan	142219737.82971302	379043.157173	9999999.999860	640000000.000000
60535.914392	107592.000000	nan	142219737.842018	379043.157225	10000000.000000	640000000.002000
60535.914404	108647.000000	nan	142219737.864558	379043.157035	9999999.999990	640000000.002000
60535.914416	109702.000000	nan	142219737.827255	379043.157298	9999999.999970	639999999.996000
60535.914428	110755.000000	nan	142219737.827614	379043.157255	9999999.999990	640000000.003000
60535.914441	111810.000000	nan	142219737.839409	379043.157189	10000000.000030	639999999.999000
60535.914453	112864.000000	nan	142219737.860569	379043.157297	10000000.000030	640000000.005000
60535.914465	113919.000000	nan	142219737.816194	379043.157012	10000000.000130	639999999.999000
60535.914477	114973.000000	nan	142219737.841701	379043.157251	9999999.999940	639999999.998000
60535.914489	116028.000000	nan	142219737.823996	379043.157007	10000000.000090	640000000.001000
60535.914502	117081.000000	nan	142219737.830051	379043.157269	9999999.999990	639999999.999000
60535.914514	118137.000000	nan	142219737.82537	379043.157160	9999999.999930	639999999.999000
60535.914526	119192.000000	nan	142219737.86070302	379043.157052	9999999.999900	640000000.001000
60535.914538	120245.000000	nan	142219737.83402202	379043.157371	9999999.999920	639999999.998000
60535.914550	121301.000000	nan	142219737.845282	379043.157233	10000000.000040	640000000.000000
60535.914563	122356.000000	nan	142219737.849084	379043.157111	9999999.999830	640000000.002000
60535.914575	123410.000000	nan	142219737.817677	379043.157224	9999999.999990	640000000.003000
60535.914587	124466.000000	nan	142219737.845072	379043.157283	9999999.999970	640000000.003000
60535.914599	125521.000000	nan	142219737.855054	379043.157236	10000000.000020	640000000.001000
60535.914611	126574.000000	nan	142219737.821915	379043.157032	10000000.000130	639999999.999000
60535.914624	127630.000000	nan	142219737.826648	379043.157239	10000000.000040	640000000.000000
60535.914636	128684.000000	nan	142219737.834934	379043.157173	10000000.000010	640000000.002000
60535.914648	129736.000000	nan	142219737.846328	379043.157274	10000000.000050	640000000.006000
60535.914660	130792.000000	nan	142219737.86025402	379043.157219	10000000.000020	640000000.001000
60535.914672	131845.000000	nan	142219737.830266	379043.157323	10000000.000050	640000000.001000
60535.914685	132898.000000	nan	142219737.838896	379043.157341	9999999.999990	640000000.003000
60535.914697	133950.000000	nan	142219737.82621	379043.157338	10000000.000050	639999999.999000
60535.914709	135005.000000	nan	142219737.845897	379043.157129	10000000.000030	640000000.003000
60535.914721	136058.000000	nan	142219737.832292	379043.157202	9999999.999980	639999999.997000
60535.914733	137112.000000	nan	142219737.845586	379043.157496	10000000.000040	640000000.004000
60535.914746	138168.000000	nan	142219737.832744	379043.157820	9999999.999970	639999999.996000
60535.914758	139222.000000	nan	142219737.855643	379043.156295	10000000.000030	639999999.992000
60535.914770	140276.000000	nan	142219737.82667902	379043.157215	9999999.999990	640000000.004000
60535.914782	141331.000000	nan	142219737.836178	379043.157252	10000000.000110	640000000.002000
60535.914794	142384.000000	nan	142219737.86118	379043.157417	10000000.000050	640000000.000000
60535.914807	143437.000000	nan	142219737.833469	379043.156936	10000000.000000	640000000.002000
60535.914819	144492.000000	nan	142219737.847651	379043.157437	10000000.000010	640000000.002000
60535.914831	145547.000000	nan	142219737.813813	379043.157088	9999999.999960	640000000.000000
60535.914843	146599.000000	nan	142219737.860994	379043.157311	9999999.999970	640000000.000000
60535.914855	147654.000000	nan	142219737.824739	379043.157120	9999999.999960	639999999.998000
60535.914868	148709.000000	nan	142219737.83746502	379043.157234	10000000.000030	639999999.998000
60535.914880	149761.000000	nan	142219737.85012302	379043.156901	10000000.000050	640000000.004000
60535.914892	150814.000000	nan	142219737.842332	379043.157446	9999999.999980	639999999.999000
60535.914904	151868.000000	nan	142219737.814859	379043.157520	10000000.000070	640000000.003000
60535.914916	152921.000000	nan	142219737.835027	379043.157089	10000000.000060	639999999.996000
60535.914929	153973.000000	nan	142219737.835758	379043.157109	9999999.999960	640000000.003000
60535.914941	155028.000000	nan	142219737.83999202	379043.157149	10000000.000010	640000000.002000
60535.914953	156097.000000	nan	142219737.835771	379043.157379	9999999.999980	640000000.000000
60535.914965	157153.000000	nan	142219737.834998	379043.157078	9999999.999980	639999999.997000
60535.914978	158207.000000	nan	142219737.84625402	379043.157380	10000000.000080	639999999.998000
60535.914990	159262.000000	nan	142219737.830524	379043.157001	9999999.999940	640000000.005000
60535.915002	160317.000000	nan	142219737.8291	379043.157165	9999999.999940	640000000.001000
60535.915014	161372.000000	nan	142219737.82671502	379043.157064	10000000.000020	639999999.997000
60535.915026	162424.000000	nan	142219737.857077	379043.157448	9999999.999970	640000000.002000
60535.915039	163479.000000	nan	142219737.820901	379043.157534	10000000.000100	640000000.004000
60535.915051	164534.000000	nan	142219737.838386	379043.156971	9999999.999950	640000000.001000
60535.915063	165588.000000	nan	142219737.856603	379043.157364	10000000.000050	639999999.998000
60535.915075	166643.000000	nan	142219737.84660402	379043.157177	10000000.000140	640000000.001000
60535.915087	167697.000000	nan	142219737.84636602	379043.156619	10000000.000150	639999999.998000
60535.915100	168749.000000	nan	142219737.815741	379043.157264	9999999.999840	640000000.002000
60535.915112	169804.000000	nan	142219737.832814	379043.157926	10000000.000080	640000000.002000
60535.915124	170859.000000	nan	142219737.836336	379043.157134	10000000.000040	639999999.998000
60535.915136	171913.000000	nan	142219737.863209	379043.156705	10000000.000000	639999999.998000
60535.915148	172967.000000	nan	142219737.836906	379043.157293	9999999.999980	640000000.006000
60535.915161	174022.000000	nan	142219737.85274902	379043.157124	10000000.000070	640000000.002000
60535.915173	175074.000000	nan	142219737.825869	379043.156763	10000000.000000	639999999.999000
60535.915185	176127.000000	nan	142219737.831472	379043.157215	9999999.999900	639999999.999000
60535.915197	177181.000000	nan	142219737.848444	379043.157431	10000000.000000	639999999.999000
60535.915209	178234.000000	nan	142219737.836107	379043.157116	9999999.999980	640000000.004000
60535.915222	179287.000000	nan	142219737.844062	379043.157159	9999999.999960	640000000.001000
60535.915234	180343.000000	nan	142219737.819557	379043.157169	10000000.000040	640000000.000000
60535.915246	181396.000000	nan	142219737.857137	379043.157070	10000000.000090	639999999.998000
60535.915258	182450.000000	nan	142219737.84212402	379043.157355	9999999.999960	640000000.006000
60535.915270	183505.000000	nan	142219737.83873102	379043.157297	10000000.000040	640000000.002000
60535.915283	184558.000000	nan	142219737.820705	379043.157153	10000000.000000	640000000.002000
60535.915295	185612.000000	nan	142219737.836478	379043.157304	10000000.000130	639999999.999000
60535.915307	186668.000000	nan	142219737.855246	379043.157101	9999999.999860	639999999.999000
60535.915319	187722.000000	nan	142219737.84597	379043.157261	10000000.000220	640000000.002000
60535.915331	188776.000000	nan	142219737.83366302	379043.157304	9999999.999980	640000000.002000
60535.915344	189831.000000	nan	142219737.830843	379043.157228	10000000.000040	640000000.003000
60535.915356	190885.000000	nan	142219737.849096	379043.156923	10000000.000040	640000000.000000
60535.915368	191937.000000	nan	142219737.815469	379043.156969	9999999.999930	639999999.998000
60535.915380	192992.000000	nan	142219737.84691802	379043.157443	9999999.999920	639999999.999000
60535.915392	194047.000000	nan	142219737.858407	379043.157257	10000000.000030	640000000.003000
60535.915405	195099.000000	nan	142219737.847691	379043.156837	9999999.999790	640000000.002000
60535.915417	196152.000000	nan	142219737.84010902	379043.157263	9999999.999980	640000000.003000
60535.915429	197208.000000	nan	142219737.828468	379043.157509	10000000.000010	640000000.001000
60535.915441	198262.000000	nan	142219737.834331	379043.157110	9999999.999990	640000000.000000
60535.915453	199314.000000	nan	142219737.830248	379043.157243	10000000.000130	640000000.000000
60535.915466	200370.000000	nan	142219737.863012	379043.156852	9999999.999970	639999999.997000
60535.915478	201422.000000	nan	142219737.823152	379043.157444	9999999.999890	640000000.004000
60535.915490	202477.000000	nan	142219737.846964	379043.157689	9999999.999950	639999999.999000
60535.915502	203533.000000	nan	142219737.84932	379043.156707	10000000.000130	639999999.997000
60535.915514	204588.000000	nan	142219737.816905	379043.157419	10000000.000010	640000000.001000
60535.915527	205642.000000	nan	142219737.847212	379043.157564	10000000.000000	640000000.003000
60535.915539	206698.000000	nan	142219737.83545	379043.156831	9999999.999920	640000000.003000
60535.915551	207753.000000	nan	142219737.85044602	379043.157070	9999999.999990	639999999.999000
60535.915563	208808.000000	nan	142219737.841381	379043.157487	10000000.000040	639999999.998000
60535.915575	209863.000000	nan	142219737.808969	379043.157251	10000000.000010	640000000.002000
60535.915588	210916.000000	nan	142219737.856413	379043.157176	9999999.999960	640000000.001000
60535.915600	211969.000000	nan	142219737.852938	379043.157033	9999999.999920	640000000.000000
60535.915612	213023.000000	nan	142219737.828481	379043.157463	9999999.999890	639999999.999000
60535.915624	214077.000000	nan	142219737.830737	379043.156995	10000000.000070	639999999.999000
60535.915636	215129.000000	nan	142219737.85386	379043.156970	10000000.000010	640000000.000000
60535.915649	216183.000000	nan	142219737.842491	379043.157424	10000000.000020	640000000.000000
60535.915661	217237.000000	nan	142219737.827877	379043.157225	10000000.000070	640000000.001000
60535.915673	218290.000000	nan	142219737.858326	379043.157273	10000000.000000	639999999.999000
60535.915685	219346.000000	nan	142219737.83653602	379043.157104	9999999.999960	640000000.003000
60535.915697	220401.000000	nan	142219737.840133	379043.157420	10000000.000010	640000000.000000
60535.915710	221455.000000	nan	142219737.810036	379043.157358	10000000.000030	640000000.003000
60535.915722	222509.000000	nan	142219737.857466	379043.156755	9999999.999920	640000000.003000
60535.915734	223564.000000	nan	142219737.837852	379043.157263	9999999.999910	640000000.002000
60535.915746	224619.000000	nan	142219737.84682	379043.157701	9999999.999940	640000000.001000
60535.915758	225672.000000	nan	142219737.820046	379043.157088	9999999.999970	639999999.996000
60535.915771	226725.000000	nan	142219737.86279902	379043.157001	10000000.000040	640000000.006000
60535.915783	227780.000000	nan	142219737.830148	379043.156890	10000000.000030	639999999.999000
60535.915795	228833.000000	nan	142219737.84265402	379043.157520	9999999.999940	640000000.000000
60535.915807	229887.000000	nan	142219737.84109202	379043.157206	10000000.000000	639999999.999000
60535.915819	230939.000000	nan	142219737.822059	379043.157114	9999999.999890	640000000.003000
60535.915832	231994.000000	nan	142219737.844067	379043.157457	9999999.999960	639999999.996000
60535.915844	233050.000000	nan	142219737.836197	379043.156979	10000000.000010	640000000.000000
60535.915856	234103.000000	nan	142219737.814826	379043.157431	9999999.999950	640000000.003000
60535.915868	235157.000000	nan	142219737.859552	379043.157403	10000000.000010	639999999.995000
60535.915880	236211.000000	nan	142219737.82812	379043.157058	10000000.000050	640000000.003000
60535.915893	237266.000000	nan	142219737.854158	379043.157073	9999999.999870	640000000.002000
60535.915905	238321.000000	nan	142219737.82603	379043.157133	10000000.000080	640000000.002000
60535.915917	239377.000000	nan	142219737.820966	379043.157310	10000000.000150	640000000.001000
60535.915929	240431.000000	nan	142219737.850496	379043.157214	10000000.000090	640000000.004000
60535.915941	241485.000000	nan	142219737.86024	379043.157073	10000000.000040	640000000.002000
60535.915954	242540.000000	nan	142219737.834587	379043.157332	9999999.999970	640000000.002000
60535.915966	243595.000000	nan	142219737.838814	379043.157258	9999999.999930	639999999.999000
60535.915978	244649.000000	nan	142219737.826842	379043.156801	9999999.999870	640000000.002000
60535.915990	245704.000000	nan	142219737.836331	379043.157229	10000000.000060	639999999.997000
60535.916002	246758.000000	nan	142219737.851817	379043.157578	10000000.000050	640000000.000000
60535.916015	247811.000000	nan	142219737.849639	379043.157413	9999999.999940	639999999.999000
60535.916027	248865.000000	nan	142219737.807004	379043.157065	9999999.999950	640000000.001000
60535.916039	249918.000000	nan	142219737.842937	379043.156781	10000000.000030	640000000.001000
60535.916051	250971.000000	nan	142219737.841273	379043.157338	10000000.000080	640000000.001000
60535.916063	252025.000000	nan	142219737.83081	379043.157099	9999999.999860	640000000.000000
60535.916076	253081.000000	nan	142219737.858133	379043.157026	9999999.999990	639999999.999000
60535.916088	254135.000000	nan	142219737.841003	379043.157400	10000000.000030	639999999.998000
60535.916100	255187.000000	nan	142219737.837652	379043.157233	9999999.999870	639999999.995000
60535.916112	256242.000000	nan	142219737.850306	379043.157049	10000000.000010	639999999.998000
60535.916124	257295.000000	nan	142219737.811979	379043.157038	9999999.999920	639999999.995000
60535.916137	258348.000000	nan	142219737.845095	379043.157524	10000000.000010	640000000.003000
60535.916149	259403.000000	nan	142219737.837902	379043.157331	10000000.000030	640000000.000000
60535.916161	260456.000000	nan	142219737.84290102	379043.156749	9999999.999910	639999999.998000
60535.916173	261509.000000	nan	142219737.836745	379043.157020	9999999.999980	639999999.997000
60535.916185	262565.000000	nan	142219737.845085	379043.157519	9999999.999950	640000000.003000
60535.916198	263620.000000	nan	142219737.835406	379043.157111	10000000.000100	640000000.001000
60535.916210	264673.000000	nan	142219737.856693	379043.157172	9999999.999990	640000000.006000
60535.916222	265728.000000	nan	142219737.830262	379043.157001	10000000.000010	639999999.997000
60535.916234	266782.000000	nan	142219737.826724	379043.157358	10000000.000100	639999999.998000
60535.916246	267837.000000	nan	142219737.84649602	379043.157103	9999999.999950	639999999.999000
60535.916259	268891.000000	nan	142219737.823203	379043.157414	10000000.000030	640000000.003000
60535.916271	269944.000000	nan	142219737.846488	379043.157353	10000000.000010	639999999.998000
60535.916283	270998.000000	nan	142219737.837518	379043.157172	10000000.000010	640000000.000000
60535.916295	272053.000000	nan	142219737.845736	379043.157223	10000000.000020	640000000.007000
60535.916307	273109.000000	nan	142219737.84319	379043.157359	10000000.000020	640000000.003000
60535.916320	274164.000000	nan	142219737.810564	379043.157187	9999999.999970	639999999.998000
60535.916332	275220.000000	nan	142219737.863253	379043.157138	10000000.000020	640000000.000000
60535.916344	276274.000000	nan	142219737.837323	379043.157173	10000000.000020	640000000.004000
60535.916356	277327.000000	nan	142219737.830519	379043.157140	10000000.000060	640000000.001000
60535.916369	278383.000000	nan	142219737.844931	379043.157537	9999999.999960	640000000.004000
60535.916381	279439.000000	nan	142219737.809916	379043.156874	10000000.000070	639999999.996000
60535.916393	280492.000000	nan	142219737.863522	379043.157270	9999999.999980	640000000.002000
60535.916405	281547.000000	nan	142219737.84567	379043.157627	10000000.000160	639999999.998000
60535.916417	282602.000000	nan	142219737.840812	379043.157187	10000000.000020	640000000.004000
60535.916430	283657.000000	nan	142219737.820119	379043.157014	9999999.999950	640000000.000000
60535.916442	284711.000000	nan	142219737.860373	379043.157427	10000000.000090	640000000.001000
60535.916454	285766.000000	nan	142219737.816897	379043.157293	10000000.000130	640000000.003000
60535.916466	286822.000000	nan	142219737.846777	379043.156745	9999999.999950	640000000.007000
60535.916478	287877.000000	nan	142219737.853671	379043.157523	9999999.999960	640000000.001000
60535.916491	288932.000000	nan	142219737.831565	379043.157340	10000000.000040	640000000.001000
60535.916503	289985.000000	nan	142219737.821354	379043.156989	9999999.999990	640000000.002000
60535.916515	291040.000000	nan	142219737.841036	379043.157377	9999999.999980	639999999.998000
60535.916527	292096.000000	nan	142219737.831357	379043.157147	9999999.999980	640000000.004000
60535.916539	293150.000000	nan	142219737.842657	379043.157139	9999999.999830	640000000.002000
60535.916552	294206.000000	nan	142219737.839638	379043.157136	10000000.000310	639999999.999000
60535.916564	295261.000000	nan	142219737.838966	379043.157487	9999999.999920	640000000.002000
60535.916576	296314.000000	nan	142219737.808997	379043.157300	10000000.000140	639999999.999000
60535.916588	297369.000000	nan	142219737.840831	379043.156991	10000000.000080	640000000.001000
60535.916600	298423.000000	nan	142219737.84602502	379043.157187	9999999.999970	640000000.001000
60535.916613	299478.000000	nan	142219737.856914	379043.157405	9999999.999870	640000000.000000
60535.916625	300533.000000	nan	142219737.820604	379043.157522	10000000.000040	640000000.002000
60535.916637	301587.000000	nan	142219737.862803	379043.156827	9999999.999940	640000000.003000
60535.916649	302641.000000	nan	142219737.841764	379043.157108	9999999.999960	639999999.998000
60535.916661	303696.000000	nan	142219737.81804	379043.157669	9999999.999860	640000000.001000
60535.916674	304752.000000	nan	142219737.847793	379043.156638	9999999.999950	640000000.001000
60535.916686	305806.000000	nan	142219737.827745	379043.157184	9999999.999900	639999999.998000
60535.916698	306860.000000	nan	142219737.86522	379043.157497	9999999.999940	640000000.000000
60535.916710	307914.000000	nan	142219737.81966302	379043.157051	10000000.000080	640000000.000000
60535.916722	308967.000000	nan	142219737.835604	379043.157316	10000000.000130	640000000.005000
60535.916735	310023.000000	nan	142219737.86025	379043.156933	10000000.000030	640000000.004000
60535.916747	311079.000000	nan	142219737.83603	379043.157611	9999999.999960	639999999.997000
60535.916759	312133.000000	nan	142219737.82078102	379043.157194	9999999.999990	640000000.000000
60535.916771	313187.000000	nan	142219737.850991	379043.156969	9999999.999990	640000000.001000
60535.916784	314241.000000	nan	142219737.826528	379043.157090	10000000.000080	640000000.001000
60535.916796	315294.000000	nan	142219737.857384	379043.157788	10000000.000000	639999999.998000
60535.916808	316346.000000	nan	142219737.81846902	379043.156998	10000000.000060	640000000.002000
60535.916820	317399.000000	nan	142219737.8594	379043.157168	10000000.000060	640000000.002000
60535.916832	318453.000000	nan	142219737.835853	379043.157258	10000000.000090	640000000.004000
60535.916844	319507.000000	nan	142219737.848252	379043.157279	9999999.999990	639999999.997000
60535.916857	320562.000000	nan	142219737.812312	379043.157121	10000000.000090	640000000.001000
60535.916869	321615.000000	nan	142219737.836377	379043.157230	10000000.000060	639999999.999000
60535.916881	322668.000000	nan	142219737.848231	379043.157419	9999999.999990	639999999.997000
60535.916893	323723.000000	nan	142219737.855816	379043.157239	10000000.000100	640000000.003000
60535.916905	324778.000000	nan	142219737.812464	379043.156750	9999999.999960	639999999.999000
60535.916918	325830.000000	nan	142219737.833468	379043.157388	10000000.000010	640000000.000000
60535.916930	326886.000000	nan	142219737.849452	379043.157407	10000000.000020	640000000.002000
60535.916942	327942.000000	nan	142219737.85529402	379043.157386	10000000.000040	640000000.001000
60535.916954	328994.000000	nan	142219737.8147	379043.156746	10000000.000040	640000000.001000
60535.916967	330050.000000	nan	142219737.832	379043.157186	10000000.000110	639999999.999000
60535.916979	331103.000000	nan	142219737.832965	379043.157132	9999999.999970	640000000.001000
60535.916991	332156.000000	nan	142219737.861148	379043.157344	10000000.000080	639999999.998000
60535.917003	333212.000000	nan	142219737.830592	379043.157460	10000000.000080	640000000.000000
60535.917015	334266.000000	nan	142219737.845228	379043.157074	10000000.000130	640000000.005000
60535.917028	335320.000000	nan	142219737.845418	379043.156979	9999999.999970	639999999.998000
60535.917040	336374.000000	nan	142219737.821597	379043.157094	10000000.000050	640000000.000000
