08/13/2024	15:54:55	(analyzed:  8/14/2024)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Al_ErYb	fb_Yb_ErYb
60535.914136	85456.000000	113927.229399	104999999.999700	100000000.000500	22737007.999430	28855440.100100
60535.914148	86510.000000	113927.229270	105000000.001600	99999999.998900	22737007.999880	28855440.100220
60535.914160	87563.000000	113927.229185	105000000.001400	100000000.000100	22737008.000950	28855440.099340
60535.914172	88617.000000	113927.229598	104999999.999500	100000000.000500	22737008.001300	28855440.099840
60535.914184	89672.000000	113927.229267	105000000.000200	99999999.999000	22737008.001490	28855440.099820
60535.914197	90725.000000	113927.229419	105000000.001200	100000000.000100	22737008.001490	28855440.100280
60535.914209	91779.000000	113927.228987	105000000.000000	99999999.999600	22737008.000380	28855440.100430
60535.914221	92833.000000	113927.229461	105000000.000900	99999999.999200	22737007.999360	28855440.100330
60535.914233	93886.000000	113927.229336	104999999.999500	100000000.001900	22737007.998570	28855440.100230
60535.914245	94941.000000	113927.229386	105000000.000000	99999999.999000	22737007.998830	28855440.099880
60535.914258	95997.000000	113927.229190	105000000.000300	100000000.000000	22737007.998740	28855440.100270
60535.914270	97051.000000	113927.229367	105000000.001600	100000000.001000	22737007.999240	28855440.100150
60535.914282	98106.000000	113927.229697	104999999.999900	100000000.000100	22737008.000340	28855440.099570
60535.914294	99161.000000	113927.228839	104999999.999400	100000000.001100	22737008.001200	28855440.100600
60535.914306	100214.000000	113927.229269	105000000.000300	99999999.997000	22737008.001070	28855440.099490
60535.914319	101267.000000	113927.229609	105000000.000100	100000000.000000	22737008.001380	28855440.100360
60535.914331	102321.000000	113927.229611	105000000.000000	100000000.001500	22737008.001120	28855440.100270
60535.914343	103375.000000	113927.229157	105000000.000000	99999999.999300	22737008.000070	28855440.100080
60535.914355	104428.000000	113927.229432	105000000.000100	100000000.000600	22737007.998850	28855440.100040
60535.914367	105483.000000	113927.229369	105000000.000600	99999999.998800	22737007.998760	28855440.099900
60535.914380	106538.000000	113927.229292	105000000.000600	99999999.999900	22737007.998630	28855440.100220
60535.914392	107592.000000	113927.229353	105000000.001300	99999999.999400	22737007.998840	28855440.099740
60535.914404	108647.000000	113927.229522	105000000.000100	99999999.999400	22737007.999820	28855440.099800
60535.914416	109702.000000	113927.229291	105000000.001300	100000000.001600	22737008.000810	28855440.099280
60535.914428	110755.000000	113927.229200	105000000.000200	99999999.997700	22737008.001020	28855440.099520
60535.914441	111810.000000	113927.229382	105000000.001400	99999999.999300	22737008.001390	28855440.100360
60535.914453	112864.000000	113927.229265	105000000.000700	100000000.001300	22737008.001250	28855440.099850
60535.914465	113919.000000	113927.229559	105000000.001100	99999999.998900	22737008.000800	28855440.099700
60535.914477	114973.000000	113927.229312	104999999.999200	100000000.000600	22737007.999790	28855440.099850
60535.914489	116028.000000	113927.229562	105000000.001100	99999999.999700	22737007.998720	28855440.099240
60535.914502	117081.000000	113927.229240	104999999.999900	99999999.999800	22737007.998810	28855440.100330
60535.914514	118137.000000	113927.229489	105000000.000100	100000000.000900	22737007.998580	28855440.100640
60535.914526	119192.000000	113927.229481	105000000.000600	99999999.997100	22737007.999210	28855440.099240
60535.914538	120245.000000	113927.229120	104999999.999900	100000000.000900	22737008.000020	28855440.100140
60535.914550	121301.000000	113927.229341	104999999.999800	100000000.000800	22737008.000820	28855440.100180
60535.914563	122356.000000	113927.229481	105000000.000000	99999999.999600	22737008.001460	28855440.100110
60535.914575	123410.000000	113927.229323	105000000.000400	100000000.000800	22737008.001110	28855440.100560
60535.914587	124466.000000	113927.229339	105000000.002100	99999999.998600	22737008.001230	28855440.100030
60535.914599	125521.000000	113927.229306	105000000.000800	100000000.000600	22737008.000610	28855440.100160
60535.914611	126574.000000	113927.229475	105000000.000700	100000000.000300	22737007.999200	28855440.100270
60535.914624	127630.000000	113927.229291	104999999.999300	99999999.999900	22737007.998680	28855440.099930
60535.914636	128684.000000	113927.229418	104999999.999700	100000000.000600	22737007.998750	28855440.099940
60535.914648	129736.000000	113927.229301	104999999.999700	99999999.997600	22737007.998850	28855440.100290
60535.914660	130792.000000	113927.229308	105000000.001900	100000000.000000	22737007.999530	28855440.099960
60535.914672	131845.000000	113927.229250	105000000.000600	100000000.000000	22737008.000350	28855440.099850
60535.914685	132898.000000	113927.229208	105000000.000400	99999999.999200	22737008.001000	28855440.100030
60535.914697	133950.000000	113927.229231	105000000.000900	100000000.001000	22737008.001360	28855440.099750
60535.914709	135005.000000	113927.229447	104999999.999300	99999999.999100	22737008.001360	28855440.100170
60535.914721	136058.000000	113927.229304	105000000.000200	99999999.999800	22737008.001140	28855440.099930
60535.914733	137112.000000	113927.229080	105000000.001700	100000000.000600	22737007.999930	28855440.099910
60535.914746	138168.000000	113927.229430	104999999.999300	99999999.999000	22737007.998950	28855440.100850
60535.914758	139222.000000	113927.229581	105000000.001000	100000000.000100	22737007.998670	28855440.099820
60535.914770	140276.000000	113927.229338	104999999.999800	99999999.998600	22737007.998660	28855440.099380
60535.914782	141331.000000	113927.229257	105000000.001300	100000000.000000	22737007.999070	28855440.100220
60535.914794	142384.000000	113927.229059	104999999.999500	100000000.001000	22737007.999530	28855440.099980
60535.914807	143437.000000	113927.229753	105000000.000000	99999999.999300	22737008.000470	28855440.100130
60535.914819	144492.000000	113927.229073	105000000.000000	100000000.001100	22737008.001070	28855440.100150
60535.914831	145547.000000	113927.229520	104999999.999900	99999999.999000	22737008.001240	28855440.099830
60535.914843	146599.000000	113927.229197	105000000.001800	99999999.999700	22737008.001610	28855440.099950
60535.914855	147654.000000	113927.229429	104999999.999900	100000000.000700	22737008.001000	28855440.099640
60535.914868	148709.000000	113927.229364	105000000.000200	99999999.997900	22737007.999710	28855440.100220
60535.914880	149761.000000	113927.229514	105000000.001400	99999999.999800	22737007.998530	28855440.099770
60535.914892	150814.000000	113927.229199	105000000.000800	100000000.000200	22737007.998730	28855440.100290
60535.914904	151868.000000	113927.229063	105000000.000500	100000000.000300	22737007.998690	28855440.100150
60535.914916	152921.000000	113927.229423	105000000.000900	100000000.000500	22737007.999130	28855440.100810
60535.914929	153973.000000	113927.229449	105000000.000900	99999999.998800	22737007.999870	28855440.100020
60535.914941	155028.000000	113927.229409	105000000.000000	99999999.999900	22737008.000670	28855440.100780
60535.914953	156097.000000	113927.229177	104999999.999700	99999999.999500	22737008.001280	28855440.099610
60535.914965	157153.000000	113927.229447	105000000.001700	100000000.000300	22737008.001290	28855440.099900
60535.914978	158207.000000	113927.229209	105000000.000500	100000000.000100	22737008.001250	28855440.100200
60535.914990	159262.000000	113927.229523	104999999.999700	99999999.999000	22737008.000890	28855440.099990
60535.915002	160317.000000	113927.229423	105000000.001400	100000000.000500	22737007.999810	28855440.100410
60535.915014	161372.000000	113927.229491	104999999.999500	100000000.000300	22737007.998820	28855440.099950
60535.915026	162424.000000	113927.229107	104999999.999900	99999999.998600	22737007.998590	28855440.099490
60535.915039	163479.000000	113927.229035	105000000.000300	100000000.000200	22737007.998630	28855440.099680
60535.915051	164534.000000	113927.229618	105000000.001600	99999999.998800	22737007.999190	28855440.100050
60535.915063	165588.000000	113927.229144	104999999.999800	100000000.000400	22737007.999820	28855440.100200
60535.915075	166643.000000	113927.229276	105000000.001300	100000000.001100	22737008.000640	28855440.099820
60535.915087	167697.000000	113927.229945	105000000.000700	99999999.999900	22737008.001390	28855440.099550
60535.915100	168749.000000	113927.229369	104999999.999600	100000000.001100	22737008.001340	28855440.099790
60535.915112	169804.000000	113927.228731	104999999.999700	99999999.998800	22737008.001360	28855440.100580
60535.915124	170859.000000	113927.229380	105000000.001500	99999999.999000	22737008.000560	28855440.100340
60535.915136	171913.000000	113927.229834	105000000.000500	100000000.001000	22737007.999490	28855440.100360
60535.915148	172967.000000	113927.229275	105000000.000200	99999999.998900	22737007.998710	28855440.100230
60535.915161	174022.000000	113927.229430	105000000.000900	100000000.001000	22737007.998610	28855440.099210
60535.915173	175074.000000	113927.229814	105000000.000700	99999999.998800	22737007.998810	28855440.099610
60535.915185	176127.000000	113927.229321	104999999.999000	100000000.000500	22737007.998960	28855440.099900
60535.915197	177181.000000	113927.229110	105000000.000400	100000000.001100	22737007.999990	28855440.099940
60535.915209	178234.000000	113927.229456	105000000.000300	99999999.998700	22737008.000650	28855440.100020
60535.915222	179287.000000	113927.229410	105000000.001700	100000000.000100	22737008.001450	28855440.099940
60535.915234	180343.000000	113927.229354	105000000.001100	99999999.999300	22737008.001480	28855440.100300
60535.915246	181396.000000	113927.229469	105000000.000700	100000000.000000	22737008.001460	28855440.100200
60535.915258	182450.000000	113927.229150	105000000.001000	100000000.000500	22737008.000380	28855440.099870
60535.915270	183505.000000	113927.229329	105000000.000600	99999999.998500	22737007.999390	28855440.100280
60535.915283	184558.000000	113927.229409	105000000.000300	100000000.000100	22737007.998390	28855440.099970
60535.915295	185612.000000	113927.229224	104999999.999300	100000000.000500	22737007.998590	28855440.099920
60535.915307	186668.000000	113927.229384	105000000.000100	100000000.000100	22737007.998860	28855440.100250
60535.915319	187722.000000	113927.229395	105000000.001500	100000000.000500	22737007.999470	28855440.099520
60535.915331	188776.000000	113927.229241	105000000.001300	99999999.998100	22737008.000370	28855440.100170
60535.915344	189831.000000	113927.229350	104999999.999500	100000000.000300	22737008.000870	28855440.100120
60535.915356	190885.000000	113927.229550	105000000.001000	99999999.999800	22737008.001150	28855440.099680
60535.915368	191937.000000	113927.229558	104999999.999600	99999999.998700	22737008.001410	28855440.099930
60535.915380	192992.000000	113927.229179	105000000.000100	100000000.000200	22737008.001190	28855440.100330
60535.915392	194047.000000	113927.229352	104999999.999800	99999999.998700	22737008.000260	28855440.100110
60535.915405	195099.000000	113927.229704	105000000.000500	99999999.999500	22737007.999040	28855440.099810
60535.915417	196152.000000	113927.229275	105000000.000700	100000000.000200	22737007.998750	28855440.099780
60535.915429	197208.000000	113927.229072	105000000.000300	100000000.000300	22737007.998660	28855440.100110
60535.915441	198262.000000	113927.229400	105000000.000200	100000000.000800	22737007.999070	28855440.099990
60535.915453	199314.000000	113927.229311	105000000.001500	99999999.997500	22737007.999630	28855440.100430
60535.915466	200370.000000	113927.229731	104999999.999700	99999999.999900	22737008.000540	28855440.099450
60535.915478	201422.000000	113927.229109	105000000.001700	100000000.001700	22737008.001080	28855440.099980
60535.915490	202477.000000	113927.228852	104999999.999200	99999999.999800	22737008.001340	28855440.100080
60535.915502	203533.000000	113927.229894	105000000.000200	100000000.000100	22737008.001410	28855440.100150
60535.915514	204588.000000	113927.229142	105000000.001200	99999999.998500	22737008.000830	28855440.099650
60535.915527	205642.000000	113927.229029	104999999.999300	100000000.000500	22737007.999740	28855440.099500
60535.915539	206698.000000	113927.229664	105000000.001400	100000000.000400	22737007.998940	28855440.099340
60535.915551	207753.000000	113927.229491	105000000.000800	99999999.999000	22737007.998680	28855440.099910
60535.915563	208808.000000	113927.229015	104999999.999700	100000000.000800	22737007.998950	28855440.100430
60535.915575	209863.000000	113927.229359	105000000.000700	99999999.998200	22737007.998990	28855440.100420
60535.915588	210916.000000	113927.229388	105000000.001000	99999999.999100	22737007.999480	28855440.099660
60535.915600	211969.000000	113927.229319	105000000.001000	100000000.000100	22737008.000710	28855440.100380
60535.915612	213023.000000	113927.229355	105000000.000500	99999999.999300	22737008.001170	28855440.100000
60535.915624	214077.000000	113927.229536	105000000.000800	100000000.000700	22737008.001250	28855440.100030
60535.915636	215129.000000	113927.229331	104999999.999400	99999999.999900	22737008.001530	28855440.099500
60535.915649	216183.000000	113927.229294	105000000.000700	99999999.999800	22737008.000850	28855440.099900
60535.915661	217237.000000	113927.229366	105000000.000800	100000000.001000	22737007.999730	28855440.100230
60535.915673	218290.000000	113927.229307	105000000.000900	99999999.998500	22737007.998710	28855440.099910
60535.915685	219346.000000	113927.229465	105000000.000800	100000000.000500	22737007.998840	28855440.099850
60535.915697	220401.000000	113927.229157	105000000.000400	100000000.000500	22737007.998690	28855440.099770
60535.915710	221455.000000	113927.229105	105000000.000300	100000000.000000	22737007.999140	28855440.099290
60535.915722	222509.000000	113927.229893	105000000.000500	100000000.001600	22737007.999880	28855440.100020
60535.915734	223564.000000	113927.229272	105000000.001100	99999999.998500	22737008.000710	28855440.099960
60535.915746	224619.000000	113927.228837	104999999.999300	100000000.000200	22737008.001240	28855440.100120
60535.915758	225672.000000	113927.229361	105000000.000700	100000000.000300	22737008.001150	28855440.100110
60535.915771	226725.000000	113927.229563	105000000.000900	100000000.000000	22737008.001360	28855440.099850
60535.915783	227780.000000	113927.229579	104999999.999100	100000000.001100	22737008.000740	28855440.100560
60535.915795	228833.000000	113927.229253	105000000.001500	99999999.998300	22737007.999610	28855440.100470
60535.915807	229887.000000	113927.229267	105000000.001200	100000000.000700	22737007.998680	28855440.100000
60535.915819	230939.000000	113927.229444	104999999.999200	100000000.001300	22737007.998730	28855440.099990
60535.915832	231994.000000	113927.229072	105000000.001200	99999999.999500	22737007.998570	28855440.099470
60535.915844	233050.000000	113927.229651	104999999.999400	100000000.000800	22737007.999160	28855440.100500
60535.915856	234103.000000	113927.229139	105000000.001200	99999999.998500	22737007.999960	28855440.099750
60535.915868	235157.000000	113927.229082	105000000.000300	99999999.999900	22737008.000610	28855440.100210
60535.915880	236211.000000	113927.229449	105000000.000300	100000000.000500	22737008.001150	28855440.099630
60535.915893	237266.000000	113927.229501	104999999.999400	99999999.998600	22737008.001280	28855440.099910
60535.915905	238321.000000	113927.229389	105000000.001000	100000000.000600	22737008.001390	28855440.100250
60535.915917	239377.000000	113927.229304	105000000.000800	99999999.999500	22737008.000760	28855440.100000
60535.915929	240431.000000	113927.229339	105000000.001600	99999999.999000	22737007.999550	28855440.100340
60535.915941	241485.000000	113927.229391	104999999.999100	100000000.000500	22737007.998470	28855440.100140
60535.915954	242540.000000	113927.229222	105000000.000400	99999999.998800	22737007.998600	28855440.099880
60535.915966	243595.000000	113927.229388	105000000.001300	100000000.000100	22737007.998700	28855440.099880
60535.915978	244649.000000	113927.229753	104999999.998900	99999999.999800	22737007.999220	28855440.099700
60535.915990	245704.000000	113927.229157	104999999.999900	99999999.999300	22737007.999920	28855440.100020
60535.916002	246758.000000	113927.229105	105000000.001600	100000000.000700	22737008.000770	28855440.100120
60535.916015	247811.000000	113927.229085	105000000.000900	99999999.997700	22737008.001400	28855440.100010
60535.916027	248865.000000	113927.229597	104999999.999100	100000000.001700	22737008.001140	28855440.100160
60535.916039	249918.000000	113927.229756	104999999.999600	100000000.000600	22737008.001250	28855440.099790
60535.916051	250971.000000	113927.229260	105000000.001700	100000000.000100	22737008.000520	28855440.100430
60535.916063	252025.000000	113927.229599	105000000.001400	100000000.000300	22737007.999430	28855440.099620
60535.916076	253081.000000	113927.229471	104999999.999500	99999999.998100	22737007.998880	28855440.099910
60535.916088	254135.000000	113927.229154	105000000.001000	100000000.000100	22737007.998610	28855440.099810
60535.916100	255187.000000	113927.229323	104999999.999600	100000000.000100	22737007.998760	28855440.100170
60535.916112	256242.000000	113927.229360	105000000.001200	100000000.000200	22737007.999360	28855440.100350
60535.916124	257295.000000	113927.229656	104999999.999300	100000000.000200	22737008.000560	28855440.099410
60535.916137	258348.000000	113927.229149	105000000.000100	99999999.999000	22737008.000920	28855440.100050
60535.916149	259403.000000	113927.229178	105000000.000300	100000000.000100	22737008.001580	28855440.100420
60535.916161	260456.000000	113927.229773	105000000.000100	100000000.001000	22737008.001440	28855440.099650
60535.916173	261509.000000	113927.229566	105000000.002400	99999999.999700	22737008.001170	28855440.100190
60535.916185	262565.000000	113927.229020	105000000.001100	100000000.001200	22737008.000190	28855440.099720
60535.916198	263620.000000	113927.229442	105000000.001000	99999999.998200	22737007.999060	28855440.100310
60535.916210	264673.000000	113927.229410	104999999.999300	99999999.998800	22737007.998690	28855440.100040
60535.916222	265728.000000	113927.229564	105000000.000300	100000000.000000	22737007.998560	28855440.099720
60535.916234	266782.000000	113927.229171	105000000.000000	99999999.999200	22737007.998760	28855440.099890
60535.916246	267837.000000	113927.229466	105000000.000100	100000000.001300	22737007.999530	28855440.099840
60535.916259	268891.000000	113927.229186	105000000.000200	100000000.000100	22737008.000370	28855440.099830
60535.916271	269944.000000	113927.229153	105000000.001000	99999999.999700	22737008.000990	28855440.100270
60535.916283	270998.000000	113927.229382	105000000.001300	100000000.001400	22737008.001400	28855440.100340
60535.916295	272053.000000	113927.229336	105000000.001400	99999999.998500	22737008.001510	28855440.100010
60535.916307	273109.000000	113927.229291	105000000.000600	100000000.000200	22737008.001130	28855440.100040
60535.916320	274164.000000	113927.229307	104999999.998600	99999999.998800	22737008.000100	28855440.099750
60535.916332	275220.000000	113927.229417	105000000.000900	100000000.000000	22737007.999030	28855440.100060
60535.916344	276274.000000	113927.229403	104999999.999300	100000000.000200	22737007.998650	28855440.100310
60535.916356	277327.000000	113927.229361	105000000.000600	99999999.999600	22737007.998720	28855440.099680
60535.916369	278383.000000	113927.229118	105000000.001500	100000000.000900	22737007.998920	28855440.099760
60535.916381	279439.000000	113927.229615	105000000.001200	99999999.999100	22737007.999510	28855440.099260
60535.916393	280492.000000	113927.229272	105000000.000200	99999999.999600	22737008.000620	28855440.099530
60535.916405	281547.000000	113927.228880	105000000.001000	100000000.000600	22737008.000960	28855440.100390
60535.916417	282602.000000	113927.229453	104999999.999000	99999999.998100	22737008.001430	28855440.099560
60535.916430	283657.000000	113927.229538	105000000.001800	99999999.999900	22737008.001300	28855440.100040
60535.916442	284711.000000	113927.229173	105000000.000900	100000000.000200	22737008.001040	28855440.099980
60535.916454	285766.000000	113927.229234	105000000.000900	99999999.999900	22737007.999980	28855440.099260
60535.916466	286822.000000	113927.229738	104999999.999100	100000000.000900	22737007.999010	28855440.099840
60535.916478	287877.000000	113927.229118	105000000.000100	99999999.999000	22737007.998700	28855440.100350
60535.916491	288932.000000	113927.229253	105000000.000100	100000000.000300	22737007.998690	28855440.100190
60535.916503	289985.000000	113927.229458	105000000.001300	100000000.001100	22737007.998840	28855440.100260
60535.916515	291040.000000	113927.229147	104999999.999600	99999999.999400	22737007.999750	28855440.099830
60535.916527	292096.000000	113927.229396	105000000.001200	100000000.000800	22737008.000390	28855440.099490
60535.916539	293150.000000	113927.229428	104999999.999400	99999999.997700	22737008.001190	28855440.100100
60535.916552	294206.000000	113927.229410	105000000.000100	100000000.000500	22737008.001290	28855440.099810
60535.916564	295261.000000	113927.229061	105000000.001500	100000000.000700	22737008.001590	28855440.100390
60535.916576	296314.000000	113927.229270	104999999.999600	99999999.999800	22737008.000940	28855440.099840
60535.916588	297369.000000	113927.229586	105000000.000500	99999999.999800	22737007.999910	28855440.099900
60535.916600	298423.000000	113927.229397	105000000.000300	99999999.998900	22737007.998670	28855440.100510
60535.916613	299478.000000	113927.228882	105000000.001600	100000000.000700	22737007.998540	28855440.099760
60535.916625	300533.000000	113927.229281	105000000.001000	100000000.001200	22737007.998480	28855440.099710
60535.916637	301587.000000	113927.229677	104999999.999300	99999999.999100	22737007.999080	28855440.099830
60535.916649	302641.000000	113927.229340	105000000.001400	100000000.000400	22737007.999500	28855440.099790
60535.916661	303696.000000	113927.229055	105000000.000800	99999999.998500	22737008.000950	28855440.099420
60535.916674	304752.000000	113927.229696	104999999.999600	99999999.999000	22737008.001300	28855440.099700
60535.916686	305806.000000	113927.229447	105000000.000500	100000000.000000	22737008.001300	28855440.099880
60535.916698	306860.000000	113927.229115	105000000.001500	99999999.998700	22737008.001400	28855440.100030
60535.916710	307914.000000	113927.229324	104999999.999200	100000000.000200	22737008.000560	28855440.100390
60535.916722	308967.000000	113927.229337	105000000.001700	100000000.000300	22737007.999710	28855440.099830
60535.916735	310023.000000	113927.229496	104999999.999600	99999999.999500	22737007.998780	28855440.099580
60535.916747	311079.000000	113927.229065	105000000.001800	100000000.000400	22737007.998670	28855440.099690
60535.916759	312133.000000	113927.229408	104999999.999500	99999999.997500	22737007.998640	28855440.100180
60535.916771	313187.000000	113927.229585	105000000.000700	100000000.000900	22737007.999100	28855440.099810
