08/13/2024	15:54:55	(analyzed:  8/14/2024)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Al_ErYb	fb_Yb_ErYb
60535.920841	664822.000000	113927.229178	104999999.999800	100000000.000100	22737007.999960	28855440.099510
60535.920853	665877.000000	113927.229391	105000000.000500	99999999.997500	22737007.998690	28855440.100110
60535.920866	666931.000000	113927.229530	105000000.000500	100000000.000200	22737007.998640	28855440.099550
60535.920878	667986.000000	113927.229125	105000000.001500	100000000.000600	22737007.998760	28855440.100060
60535.920890	669042.000000	113927.229032	104999999.999900	99999999.999600	22737007.999030	28855440.099330
60535.920902	670096.000000	113927.229419	105000000.001600	100000000.000100	22737007.999920	28855440.099960
60535.920914	671153.000000	113927.229405	105000000.001100	99999999.998300	22737008.000520	28855440.099490
60535.920927	672206.000000	113927.229476	104999999.999400	100000000.000400	22737008.001180	28855440.100380
60535.920939	673260.000000	113927.229138	105000000.001100	100000000.000200	22737008.001440	28855440.100720
60535.920951	674316.000000	113927.229382	104999999.999800	99999999.999700	22737008.001250	28855440.099680
60535.920963	675369.000000	113927.229298	104999999.999800	100000000.000700	22737008.000430	28855440.099860
60535.920975	676422.000000	113927.229353	105000000.001500	99999999.998100	22737007.999360	28855440.100530
60535.920988	677478.000000	113927.228990	105000000.000600	99999999.999500	22737007.998690	28855440.099810
60535.921000	678531.000000	113927.229864	105000000.000900	100000000.000300	22737007.998610	28855440.100370
60535.921012	679584.000000	113927.229481	104999999.999700	99999999.999400	22737007.998770	28855440.100210
60535.921024	680639.000000	113927.228937	105000000.001100	100000000.000200	22737007.999460	28855440.100140
60535.921036	681693.000000	113927.229324	105000000.000900	99999999.999400	22737008.000170	28855440.099630
60535.921049	682745.000000	113927.229437	104999999.999400	99999999.999900	22737008.000810	28855440.099880
60535.921061	683799.000000	113927.229623	105000000.000700	100000000.000800	22737008.001320	28855440.099900
60535.921073	684855.000000	113927.229019	105000000.000500	99999999.998000	22737008.001230	28855440.099600
60535.921085	685909.000000	113927.229225	105000000.000700	100000000.000700	22737008.001180	28855440.100780
60535.921097	686963.000000	113927.229778	104999999.999700	100000000.000500	22737008.000240	28855440.100070
60535.921110	688017.000000	113927.229308	105000000.001300	99999999.999400	22737007.998980	28855440.100790
60535.921122	689071.000000	113927.229397	104999999.999500	100000000.000600	22737007.998730	28855440.100160
60535.921134	690126.000000	113927.229530	104999999.999800	99999999.998300	22737007.998620	28855440.100040
60535.921146	691181.000000	113927.229455	105000000.000600	100000000.000500	22737007.999140	28855440.099610
60535.921158	692234.000000	113927.229015	105000000.000900	100000000.000600	22737007.999690	28855440.100150
60535.921171	693289.000000	113927.229359	104999999.999700	99999999.999400	22737008.000630	28855440.099970
60535.921183	694344.000000	113927.229313	105000000.000600	100000000.001300	22737008.001240	28855440.100100
60535.921195	695397.000000	113927.229193	105000000.000000	99999999.998900	22737008.001370	28855440.099730
60535.921207	696452.000000	113927.229592	105000000.000400	100000000.000300	22737008.001150	28855440.099980
60535.921220	697507.000000	113927.229407	105000000.001600	100000000.000600	22737008.001010	28855440.099870
60535.921232	698563.000000	113927.228966	104999999.999700	99999999.999300	22737007.999760	28855440.100190
60535.921244	699617.000000	113927.229407	105000000.001100	99999999.999600	22737007.998550	28855440.100060
60535.921256	700670.000000	113927.229430	105000000.001100	99999999.997000	22737007.998600	28855440.100190
60535.921268	701724.000000	113927.229473	104999999.999800	99999999.999600	22737007.998880	28855440.099750
60535.921281	702776.000000	113927.229360	104999999.999700	100000000.000800	22737007.999150	28855440.099560
60535.921293	703830.000000	113927.229166	105000000.001500	100000000.000500	22737007.999840	28855440.099950
60535.921305	704886.000000	113927.229251	104999999.999100	100000000.000100	22737008.000810	28855440.099430
60535.921317	705941.000000	113927.229453	105000000.000400	99999999.997800	22737008.001180	28855440.099710
60535.921329	706997.000000	113927.229434	105000000.000300	100000000.000200	22737008.001250	28855440.100710
60535.921342	708052.000000	113927.229291	105000000.000200	100000000.000400	22737008.001450	28855440.100070
60535.921354	709108.000000	113927.229551	105000000.000400	99999999.999500	22737008.000440	28855440.099910
60535.921366	710163.000000	113927.229177	105000000.000600	100000000.000800	22737007.999330	28855440.099770
60535.921378	711220.000000	113927.229154	105000000.001300	99999999.999300	22737007.998860	28855440.099530
60535.921390	712274.000000	113927.229248	105000000.001200	100000000.000400	22737007.998770	28855440.099590
60535.921403	713327.000000	113927.229682	104999999.998900	99999999.999700	22737007.998630	28855440.099610
60535.921415	714381.000000	113927.228991	105000000.000300	99999999.998100	22737007.999250	28855440.099880
60535.921427	715436.000000	113927.229173	105000000.000400	100000000.001500	22737008.000220	28855440.099640
60535.921439	716490.000000	113927.229750	105000000.000700	99999999.999800	22737008.001040	28855440.100470
60535.921451	717544.000000	113927.229378	105000000.000000	100000000.000100	22737008.001280	28855440.099430
60535.921464	718598.000000	113927.229067	105000000.001300	100000000.001000	22737008.001590	28855440.100180
60535.921476	719653.000000	113927.229207	105000000.000600	99999999.997900	22737008.001640	28855440.100160
60535.921488	720708.000000	113927.229432	104999999.999900	100000000.000500	22737008.000080	28855440.100210
60535.921500	721761.000000	113927.229351	105000000.000000	99999999.999500	22737007.999090	28855440.099640
60535.921512	722816.000000	113927.229333	105000000.001600	99999999.999900	22737007.998650	28855440.099620
60535.921525	723872.000000	113927.229422	105000000.000600	100000000.001300	22737007.998650	28855440.100090
60535.921537	724925.000000	113927.229608	104999999.999800	99999999.998800	22737007.998760	28855440.099550
60535.921549	725980.000000	113927.228948	105000000.000400	99999999.999400	22737007.999660	28855440.100190
60535.921561	727033.000000	113927.229124	105000000.001400	100000000.000500	22737008.000660	28855440.100310
60535.921573	728088.000000	113927.229446	105000000.001100	100000000.000100	22737008.000950	28855440.099760
60535.921586	729142.000000	113927.229174	105000000.000400	100000000.000500	22737008.001170	28855440.100380
60535.921598	730196.000000	113927.229456	104999999.999900	99999999.998400	22737008.001420	28855440.100580
60535.921610	731251.000000	113927.229179	104999999.999300	100000000.000600	22737008.001020	28855440.099690
60535.921622	732306.000000	113927.229538	105000000.002300	100000000.001100	22737007.999930	28855440.100250
60535.921635	733361.000000	113927.229509	105000000.000700	99999999.999100	22737007.998410	28855440.099990
60535.921647	734416.000000	113927.229214	104999999.999100	100000000.000800	22737007.998880	28855440.099720
60535.921659	735472.000000	113927.229394	105000000.001300	99999999.998400	22737007.998790	28855440.099680
60535.921671	736527.000000	113927.229485	104999999.999800	100000000.000200	22737007.998940	28855440.099890
60535.921683	737581.000000	113927.229205	105000000.001400	99999999.999900	22737007.999670	28855440.100110
60535.921696	738635.000000	113927.229286	105000000.000400	99999999.999800	22737008.000670	28855440.100220
60535.921708	739688.000000	113927.229280	105000000.000600	100000000.001000	22737008.001420	28855440.100390
60535.921720	740742.000000	113927.229076	105000000.000700	99999999.998700	22737008.001370	28855440.099710
60535.921732	741796.000000	113927.229454	104999999.999200	99999999.999700	22737008.001130	28855440.099520
60535.921744	742852.000000	113927.229322	105000000.001000	100000000.000300	22737008.000580	28855440.100140
60535.921757	743906.000000	113927.229516	105000000.000500	99999999.999600	22737007.999440	28855440.099970
60535.921769	744961.000000	113927.229444	105000000.001000	100000000.000600	22737007.998650	28855440.099840
60535.921781	746015.000000	113927.229281	105000000.000500	99999999.999500	22737007.998610	28855440.100400
60535.921793	747069.000000	113927.229448	105000000.000700	99999999.999600	22737007.998790	28855440.100100
60535.921805	748124.000000	113927.229233	104999999.999300	100000000.000000	22737007.999280	28855440.099680
60535.921818	749179.000000	113927.229314	105000000.000000	99999999.999300	22737008.000200	28855440.099720
60535.921830	750235.000000	113927.229455	105000000.001100	100000000.000100	22737008.000660	28855440.100510
60535.921842	751290.000000	113927.229409	104999999.999500	100000000.001200	22737008.001340	28855440.099590
60535.921854	752344.000000	113927.229394	105000000.001200	99999999.999700	22737008.001300	28855440.099970
60535.921866	753398.000000	113927.229357	105000000.001200	100000000.001000	22737008.001320	28855440.099940
60535.921879	754453.000000	113927.229304	104999999.999000	99999999.998100	22737008.000160	28855440.099850
60535.921891	755509.000000	113927.229053	105000000.000200	99999999.999800	22737007.999170	28855440.099740
60535.921903	756561.000000	113927.229385	105000000.001400	100000000.000600	22737007.998760	28855440.100260
60535.921915	757616.000000	113927.229557	104999999.999800	100000000.000000	22737007.998700	28855440.100450
60535.921927	758669.000000	113927.229296	105000000.000100	100000000.001400	22737007.999160	28855440.100120
60535.921940	759722.000000	113927.228977	105000000.001500	99999999.998300	22737007.999430	28855440.100400
60535.921952	760775.000000	113927.229489	104999999.999100	100000000.000800	22737008.000560	28855440.099990
60535.921964	761830.000000	113927.229508	105000000.000300	99999999.999600	22737008.000920	28855440.100180
60535.921976	762883.000000	113927.228829	105000000.000300	100000000.000200	22737008.001520	28855440.099270
60535.921988	763938.000000	113927.229679	105000000.000300	100000000.000200	22737008.001110	28855440.099560
60535.922001	764993.000000	113927.229444	105000000.001600	99999999.997900	22737008.000700	28855440.099960
60535.922013	766046.000000	113927.229454	105000000.000900	100000000.000100	22737007.999820	28855440.099800
60535.922025	767101.000000	113927.229302	105000000.001000	100000000.000900	22737007.998570	28855440.100220
60535.922037	768156.000000	113927.229505	105000000.000900	100000000.000200	22737007.998790	28855440.100290
60535.922049	769213.000000	113927.229087	104999999.999500	100000000.000600	22737007.998790	28855440.100380
60535.922062	770266.000000	113927.229360	104999999.999700	99999999.998800	22737007.999060	28855440.100270
60535.922074	771321.000000	113927.229668	105000000.001600	99999999.999300	22737007.999880	28855440.100240
60535.922086	772374.000000	113927.229248	104999999.999400	100000000.001200	22737008.000750	28855440.099830
60535.922098	773428.000000	113927.229262	105000000.000400	99999999.999500	22737008.001440	28855440.099890
60535.922110	774483.000000	113927.229418	105000000.001200	100000000.000600	22737008.001440	28855440.100310
60535.922123	775537.000000	113927.229461	105000000.001200	99999999.999000	22737008.001250	28855440.100440
60535.922135	776593.000000	113927.229273	105000000.000500	99999999.999700	22737008.000320	28855440.099790
60535.922147	777649.000000	113927.229525	104999999.999200	100000000.000500	22737007.999260	28855440.099640
60535.922159	778701.000000	113927.229370	105000000.001300	99999999.998800	22737007.998810	28855440.100370
60535.922171	779756.000000	113927.229227	104999999.999800	99999999.999600	22737007.998670	28855440.099930
60535.922184	780810.000000	113927.229310	105000000.001500	99999999.999800	22737007.998800	28855440.099890
60535.922196	781865.000000	113927.229596	105000000.000800	100000000.000400	22737007.999320	28855440.099480
60535.922208	782920.000000	113927.229069	105000000.000400	100000000.000800	22737008.000620	28855440.099630
60535.922220	783974.000000	113927.229503	105000000.000500	99999999.998300	22737008.000640	28855440.100070
60535.922233	785029.000000	113927.229239	105000000.001000	99999999.999800	22737008.001570	28855440.100870
60535.922245	786081.000000	113927.229085	105000000.000600	100000000.000100	22737008.001050	28855440.100410
60535.922257	787135.000000	113927.229415	105000000.000200	99999999.999700	22737008.001040	28855440.100210
60535.922269	788189.000000	113927.229532	104999999.999200	100000000.000200	22737008.000000	28855440.100090
60535.922281	789242.000000	113927.229006	105000000.000900	99999999.998300	22737007.998730	28855440.099790
60535.922293	790297.000000	113927.229324	105000000.001500	100000000.000700	22737007.998620	28855440.100070
60535.922306	791352.000000	113927.229353	105000000.000800	100000000.001100	22737007.998870	28855440.100100
60535.922318	792405.000000	113927.229413	105000000.000400	100000000.000900	22737007.999020	28855440.099710
60535.922330	793458.000000	113927.229463	105000000.000800	100000000.000400	22737007.999860	28855440.100090
60535.922342	794513.000000	113927.229326	104999999.999600	99999999.998400	22737008.000640	28855440.099950
60535.922354	795567.000000	113927.229226	105000000.001200	99999999.999800	22737008.001210	28855440.100040
60535.922367	796622.000000	113927.229257	104999999.999300	100000000.000500	22737008.001180	28855440.100390
60535.922379	797677.000000	113927.229499	104999999.999500	99999999.999600	22737008.001480	28855440.099830
60535.922391	798733.000000	113927.229284	105000000.001600	100000000.000700	22737008.000540	28855440.099970
60535.922403	799787.000000	113927.229281	104999999.999600	99999999.997900	22737007.999410	28855440.099710
60535.922416	800840.000000	113927.229398	105000000.000500	100000000.000000	22737007.998640	28855440.100020
60535.922428	801894.000000	113927.229463	105000000.001600	100000000.001300	22737007.998880	28855440.100290
60535.922440	802946.000000	113927.229050	104999999.999600	99999999.999400	22737007.998540	28855440.099760
60535.922452	804002.000000	113927.229436	105000000.000100	100000000.000300	22737007.999710	28855440.100350
60535.922464	805057.000000	113927.229302	105000000.000100	99999999.998600	22737008.000290	28855440.099960
60535.922477	806110.000000	113927.229142	105000000.000300	100000000.000200	22737008.001130	28855440.100780
60535.922489	807166.000000	113927.229571	105000000.001200	100000000.000800	22737008.001300	28855440.099850
60535.922501	808219.000000	113927.229159	104999999.999600	99999999.998500	22737008.001310	28855440.100310
60535.922513	809273.000000	113927.229521	105000000.001600	100000000.000400	22737008.001080	28855440.099980
60535.922525	810330.000000	113927.228989	105000000.000400	99999999.999300	22737008.000100	28855440.100100
60535.922538	811383.000000	113927.229596	105000000.000400	100000000.000300	22737007.998590	28855440.099290
60535.922550	812437.000000	113927.229575	104999999.999200	100000000.000900	22737007.998760	28855440.100210
60535.922562	813492.000000	113927.229502	104999999.999900	99999999.997500	22737007.998600	28855440.100040
60535.922574	814545.000000	113927.229138	105000000.000500	100000000.001400	22737007.999080	28855440.099930
60535.922586	815599.000000	113927.229120	105000000.000400	100000000.001100	22737007.999790	28855440.100050
60535.922599	816654.000000	113927.229304	105000000.001800	99999999.999300	22737008.000740	28855440.100900
60535.922611	817709.000000	113927.229460	105000000.000500	100000000.000900	22737008.001340	28855440.099900
60535.922623	818764.000000	113927.229565	105000000.000600	99999999.998600	22737008.001330	28855440.100090
60535.922635	819818.000000	113927.229262	104999999.999900	100000000.000000	22737008.001330	28855440.099870
60535.922647	820871.000000	113927.229349	105000000.002400	100000000.000400	22737008.000690	28855440.099550
60535.922660	821925.000000	113927.229345	105000000.000500	100000000.000100	22737007.999470	28855440.099800
60535.922672	822980.000000	113927.229320	105000000.000700	100000000.001000	22737007.998780	28855440.100070
60535.922684	824035.000000	113927.229557	105000000.000700	99999999.997400	22737007.998380	28855440.100130
60535.922696	825092.000000	113927.229369	104999999.999700	100000000.000200	22737007.998670	28855440.099750
60535.922708	826148.000000	113927.229283	104999999.999700	100000000.000200	22737007.999270	28855440.100230
60535.922721	827202.000000	113927.229354	104999999.999900	99999999.999800	22737008.000020	28855440.099850
60535.922733	828256.000000	113927.229391	105000000.000300	100000000.000900	22737008.001070	28855440.099870
60535.922745	829310.000000	113927.229423	105000000.001500	99999999.998200	22737008.001360	28855440.100250
60535.922757	830365.000000	113927.228903	104999999.999600	100000000.000100	22737008.001280	28855440.099840
60535.922769	831420.000000	113927.229534	105000000.000000	100000000.000600	22737008.001420	28855440.100490
60535.922782	832475.000000	113927.229609	105000000.001500	99999999.998900	22737008.000300	28855440.099820
60535.922794	833531.000000	113927.229117	105000000.000000	100000000.000600	22737007.999090	28855440.099840
60535.922806	834584.000000	113927.229512	105000000.000000	99999999.999200	22737007.998730	28855440.099940
60535.922818	835639.000000	113927.229306	105000000.000500	100000000.001000	22737007.998910	28855440.099770
60535.922830	836694.000000	113927.229264	105000000.000500	100000000.001100	22737007.999230	28855440.100490
60535.922843	837748.000000	113927.229389	105000000.000700	99999999.998200	22737007.999460	28855440.100190
60535.922855	838804.000000	113927.229186	105000000.000200	100000000.000100	NaN	28855440.099860
60535.922867	839857.000000	113927.229341	105000000.000100	100000000.000000	22737008.000860	28855440.100820
60535.922879	840910.000000	113927.229522	105000000.001400	100000000.000800	22737008.001310	28855440.099320
60535.922891	841965.000000	113927.229247	104999999.999700	100000000.000400	22737008.001170	28855440.099630
60535.922904	843019.000000	113927.229383	105000000.000200	99999999.998900	22737008.000740	28855440.099990
60535.922916	844074.000000	113927.229135	105000000.000000	100000000.000500	22737007.999760	28855440.100290
60535.922928	845130.000000	113927.229515	105000000.000200	99999999.998900	22737007.998790	28855440.100090
60535.922940	846183.000000	113927.229275	105000000.001600	100000000.000000	22737007.998480	28855440.100310
60535.922953	847237.000000	113927.229334	105000000.001300	100000000.001200	22737007.998440	28855440.100110
60535.922965	848290.000000	113927.229516	104999999.999600	99999999.998300	22737007.999100	28855440.100130
60535.922977	849344.000000	113927.229223	105000000.000100	100000000.000400	22737008.000030	28855440.099860
60535.922989	850397.000000	113927.229326	105000000.000400	100000000.000600	22737008.000970	28855440.100210
60535.923001	851455.000000	113927.229426	105000000.001500	100000000.000000	22737008.001280	28855440.098990
60535.923014	852510.000000	113927.229156	104999999.999700	100000000.000600	22737008.001170	28855440.099470
60535.923026	853563.000000	113927.229317	104999999.999900	99999999.998300	22737008.001380	28855440.099530
60535.923038	854617.000000	113927.229090	105000000.001400	100000000.000800	22737008.000330	28855440.099910
60535.923050	855672.000000	113927.229540	105000000.001000	100000000.000600	22737007.999200	28855440.099590
60535.923062	856726.000000	113927.229375	104999999.999500	99999999.999900	22737007.998950	28855440.100060
60535.923075	857780.000000	113927.229118	105000000.001400	100000000.001500	22737007.998550	28855440.099790
60535.923087	858835.000000	113927.229356	105000000.000800	99999999.997500	22737007.998680	28855440.100360
60535.923099	859889.000000	113927.229346	104999999.999200	99999999.999900	22737007.999350	28855440.099580
60535.923111	860943.000000	113927.229295	105000000.001300	100000000.000300	22737008.000460	28855440.099640
60535.923123	861998.000000	113927.229494	105000000.001000	99999999.999900	NaN	28855440.100150
60535.923136	863051.000000	113927.229432	104999999.999600	100000000.001000	22737008.001300	28855440.100370
60535.923148	864106.000000	113927.229089	105000000.000100	99999999.998800	22737008.001440	28855440.099970
60535.923160	865160.000000	113927.229292	105000000.000200	99999999.999500	22737008.000830	28855440.100140
60535.923172	866213.000000	113927.229220	105000000.000200	100000000.001300	22737007.999920	28855440.099810
60535.923184	867269.000000	113927.229590	105000000.001300	99999999.999200	22737007.998550	28855440.099760
60535.923197	868324.000000	113927.229449	105000000.000400	100000000.000600	22737007.998680	28855440.100230
60535.923209	869379.000000	113927.229303	105000000.001400	99999999.999700	22737007.998660	28855440.099750
60535.923221	870434.000000	113927.229166	105000000.000900	99999999.999100	22737007.999200	28855440.099910
60535.923233	871488.000000	113927.229333	104999999.999900	99999999.999900	22737008.000000	28855440.099940
60535.923245	872542.000000	113927.229183	105000000.001400	99999999.999000	22737008.000980	28855440.099750
60535.923258	873596.000000	113927.229686	104999999.999400	100000000.000600	22737008.001310	28855440.100950
60535.923270	874650.000000	113927.229196	105000000.000700	99999999.999500	22737008.001340	28855440.100240
60535.923282	875705.000000	113927.229115	105000000.001800	99999999.999800	22737008.001350	28855440.099860
60535.923294	876761.000000	113927.229659	104999999.999800	100000000.001100	22737008.000260	28855440.100120
60535.923306	877816.000000	113927.229452	105000000.001500	99999999.998500	22737007.999190	28855440.099400
60535.923319	878870.000000	113927.229184	104999999.999700	99999999.999300	22737007.998690	28855440.099470
60535.923331	879923.000000	113927.229267	104999999.999800	100000000.000800	22737007.998640	28855440.099630
60535.923343	880978.000000	113927.229554	105000000.000100	99999999.999500	22737007.999050	28855440.099730
60535.923355	882034.000000	113927.229126	105000000.002200	100000000.000500	22737007.999610	28855440.100470
60535.923367	883089.000000	113927.229318	104999999.999300	99999999.998600	22737008.000720	28855440.099570
60535.923380	884144.000000	113927.229425	104999999.999800	100000000.000800	22737008.001080	28855440.100460
60535.923392	885197.000000	113927.229403	105000000.001500	100000000.000300	22737008.001320	28855440.100390
60535.923404	886252.000000	113927.229467	105000000.000900	100000000.000000	22737008.001160	28855440.099510
60535.923416	887307.000000	113927.229401	105000000.000800	100000000.001300	22737008.000650	28855440.099850
60535.923438	889159.000000	113927.229327	105000000.000300	99999999.999700	22737007.999220	28855440.100450
60535.923450	890213.000000	113927.229198	104999999.999500	100000000.000300	22737007.999590	28855440.100160
60535.923462	891269.000000	113927.229368	105000000.001400	99999999.998900	22737008.000940	28855440.100370
60535.923474	892323.000000	113927.229410	104999999.999900	100000000.000400	22737008.001120	28855440.099800
60535.923487	893377.000000	113927.229614	105000000.001800	100000000.000000	22737008.001200	28855440.099940
60535.923499	894432.000000	113927.229052	104999999.999800	99999999.999700	22737008.001260	28855440.100510
60535.923511	895486.000000	113927.229174	105000000.000100	100000000.000600	22737008.000650	28855440.099500
60535.923523	896539.000000	113927.229725	105000000.001800	99999999.998000	22737007.999670	28855440.099990
60535.923535	897594.000000	113927.229027	105000000.000000	100000000.000300	22737007.998580	28855440.100630
60535.923548	898648.000000	113927.229168	105000000.001300	100000000.000300	22737007.998690	28855440.099510
60535.923560	899701.000000	113927.229567	105000000.000600	99999999.999500	22737007.998750	28855440.100370
60535.923572	900756.000000	113927.229279	104999999.999700	100000000.000800	22737007.999240	28855440.100320
60535.923584	901810.000000	113927.229182	105000000.000200	99999999.998200	22737008.000190	28855440.099450
60535.923596	902864.000000	113927.229351	105000000.001500	100000000.000600	22737008.000900	28855440.100470
60535.923609	903920.000000	113927.229345	105000000.001200	100000000.000800	22737008.001420	28855440.099750
60535.923621	904974.000000	113927.229366	105000000.000800	99999999.999100	22737008.001290	28855440.100110
60535.923633	906028.000000	113927.229476	105000000.001400	100000000.000900	22737008.001030	28855440.099610
60535.923645	907084.000000	113927.229251	105000000.000700	99999999.998200	22737007.999920	28855440.099740
60535.923657	908138.000000	113927.229056	104999999.999900	100000000.000200	22737007.998600	28855440.100300
60535.923670	909191.000000	113927.229369	104999999.999500	100000000.000400	22737007.998760	28855440.100250
60535.923682	910247.000000	113927.229482	105000000.001200	100000000.000200	22737007.998630	28855440.099870
60535.923694	911302.000000	113927.229191	105000000.000900	100000000.000700	22737007.999120	28855440.100530
60535.923706	912356.000000	113927.229252	104999999.999300	99999999.998600	22737008.000030	28855440.100470
60535.923718	913412.000000	113927.229290	105000000.001300	100000000.000100	22737008.000780	28855440.099970
60535.923731	914465.000000	113927.229435	105000000.000700	100000000.000900	22737008.001270	28855440.099900
60535.923743	915519.000000	113927.229510	105000000.000800	99999999.999000	22737008.001600	28855440.100050
60535.923755	916575.000000	113927.229139	104999999.999700	100000000.001000	22737008.001120	28855440.100490
60535.923767	917630.000000	113927.229150	105000000.001500	99999999.999600	22737008.000170	28855440.100000
60535.923779	918686.000000	113927.229525	105000000.000800	100000000.000500	22737007.998960	28855440.100440
60535.923792	919741.000000	113927.229281	105000000.001000	100000000.000800	22737007.998730	28855440.099820
60535.923804	920794.000000	113927.229597	105000000.000800	99999999.998500	22737007.998660	28855440.099730
60535.923816	921847.000000	113927.229338	104999999.999500	100000000.001000	22737007.998930	28855440.099910
60535.923828	922902.000000	113927.229252	104999999.999900	99999999.999800	22737007.999740	28855440.099690
60535.923840	923957.000000	113927.229373	105000000.001000	100000000.000000	22737008.000640	28855440.099920
60535.923853	925012.000000	113927.229236	105000000.000600	100000000.000900	22737008.001370	28855440.100310
60535.923865	926068.000000	113927.229420	105000000.000300	99999999.998300	22737008.001250	28855440.100690
60535.923877	927122.000000	113927.229394	105000000.000700	100000000.000000	22737008.001270	28855440.100600
60535.923889	928177.000000	113927.229224	104999999.999300	100000000.000100	22737008.000460	28855440.100310
60535.923902	929230.000000	113927.229370	105000000.001100	99999999.998500	22737007.999310	28855440.100370
60535.923914	930285.000000	113927.229326	104999999.999600	99999999.999700	22737007.998800	28855440.099500
60535.923926	931340.000000	113927.229335	105000000.001400	99999999.997600	22737007.998630	28855440.099700
60535.923938	932396.000000	113927.229292	104999999.999300	100000000.000700	22737007.998870	28855440.099990
60535.923950	933450.000000	113927.229173	105000000.001300	100000000.001600	22737007.999330	28855440.099920
60535.923963	934504.000000	113927.229531	104999999.999600	99999999.999700	22737008.000410	28855440.100820
60535.923975	935557.000000	113927.229289	105000000.001500	100000000.000600	22737008.001170	28855440.100210
60535.923987	936611.000000	113927.229170	104999999.999500	99999999.997700	22737008.001360	28855440.099940
60535.923999	937667.000000	113927.229159	105000000.000000	100000000.000000	22737008.001210	28855440.099910
60535.924011	938721.000000	113927.229717	105000000.000600	100000000.001000	22737008.000810	28855440.099870
60535.924024	939774.000000	113927.229332	105000000.001400	99999999.999700	22737007.999680	28855440.099820
60535.924036	940829.000000	113927.229090	105000000.000800	100000000.001100	22737007.998730	28855440.099960
60535.924048	941884.000000	113927.229530	105000000.000100	99999999.998000	22737007.998600	28855440.099920
60535.924060	942939.000000	113927.229573	104999999.999600	99999999.999800	22737007.998640	28855440.099980
60535.924072	943992.000000	113927.229096	105000000.000300	100000000.001300	22737007.999590	28855440.100460
60535.924085	945047.000000	113927.229248	105000000.000600	99999999.999600	22737008.000060	28855440.100150
60535.924097	946100.000000	113927.229577	105000000.000900	100000000.000800	22737008.001020	28855440.099790
60535.924109	947154.000000	113927.229130	105000000.000900	99999999.999200	22737008.001210	28855440.099610
60535.924121	948208.000000	113927.229321	104999999.999200	99999999.999400	22737008.001440	28855440.099500
60535.924133	949262.000000	113927.229517	105000000.001300	99999999.999700	22737008.001120	28855440.100220
60535.924146	950315.000000	113927.229234	105000000.000700	99999999.999100	22737007.999670	28855440.099530
60535.924158	951369.000000	113927.229202	104999999.999300	100000000.000200	22737007.998610	28855440.099660
60535.924170	952424.000000	113927.229731	105000000.001200	100000000.000000	22737007.998610	28855440.099910
60535.924182	953478.000000	113927.229212	105000000.000900	100000000.000200	22737007.998830	28855440.099930
60535.924194	954533.000000	113927.229202	104999999.999600	100000000.001100	22737007.999180	28855440.099830
60535.924207	955586.000000	113927.229539	105000000.001400	99999999.999200	22737008.000040	28855440.100050
60535.924219	956639.000000	113927.229333	104999999.999200	100000000.000700	22737008.001010	28855440.100220
60535.924231	957694.000000	113927.229257	105000000.001500	100000000.000200	22737008.001450	28855440.099740
60535.924243	958750.000000	113927.229025	105000000.000900	99999999.999400	22737008.001500	28855440.099890
60535.924255	959804.000000	113927.229571	105000000.000300	100000000.000300	22737008.001160	28855440.100230
60535.924268	960856.000000	113927.229569	104999999.999500	99999999.998600	22737008.000080	28855440.100010
60535.924280	961911.000000	113927.229379	105000000.000100	100000000.000300	22737007.999060	28855440.099870
60535.924292	962967.000000	113927.228957	105000000.001200	100000000.000400	22737007.998910	28855440.099290
60535.924304	964019.000000	113927.229670	104999999.999500	100000000.000300	22737007.998500	28855440.099900
60535.924316	965075.000000	113927.229140	105000000.000300	99999999.999600	22737007.999170	28855440.100050
60535.924329	966131.000000	113927.229254	105000000.000600	99999999.999000	22737007.999540	28855440.100420
60535.924341	967183.000000	113927.229308	104999999.999700	99999999.999700	22737008.000590	28855440.100140
60535.924353	968238.000000	113927.229374	105000000.000200	100000000.000200	22737008.001310	28855440.100160
60535.924365	969292.000000	113927.229359	105000000.001400	99999999.999700	22737008.001390	28855440.100250
60535.924377	970346.000000	113927.229319	105000000.001200	100000000.000600	22737008.001260	28855440.100130
60535.924390	971402.000000	113927.229552	104999999.999500	99999999.998700	22737008.000520	28855440.099880
60535.924402	972458.000000	113927.229225	105000000.001200	100000000.000300	22737007.999530	28855440.099810
60535.924414	973511.000000	113927.229221	105000000.000900	100000000.000200	22737007.998720	28855440.099740
60535.924426	974567.000000	113927.229478	104999999.999400	99999999.999100	22737007.998530	28855440.099640
60535.924438	975620.000000	113927.229306	104999999.999900	100000000.000000	22737007.998650	28855440.100050
60535.924451	976674.000000	113927.229298	105000000.001500	99999999.999800	22737007.999400	28855440.099560
60535.924463	977729.000000	113927.229372	105000000.001300	100000000.000100	22737008.000520	28855440.100270
60535.924475	978784.000000	113927.229209	105000000.000500	100000000.001600	22737008.001100	28855440.100670
60535.924487	979840.000000	113927.229141	104999999.999200	99999999.999100	22737008.001280	28855440.099790
60535.924500	980895.000000	113927.229549	104999999.999500	100000000.000700	22737008.001400	28855440.099810
60535.924512	981950.000000	113927.229482	105000000.000400	99999999.999600	22737008.001000	28855440.100410
60535.924524	983003.000000	113927.229161	105000000.001500	100000000.000100	22737007.999960	28855440.099820
