03/21/2025	09:22:22	(analyzed:  3/21/2025)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb	fb_Al_ErYb
60755.640543	52.000000	113927.228061	105000000.001100	99999999.998500	NaN	22737008.000170
60755.640555	1113.000000	113927.228418	105000000.001600	100000000.000700	NaN	22737008.000060
60755.640568	2171.000000	113927.227733	105000000.001500	99999999.999700	NaN	22737008.000050
60755.640580	3228.000000	113927.228251	105000000.000000	100000000.000100	NaN	22737008.000070
60755.640592	4284.000000	113927.228187	105000000.001400	100000000.000600	NaN	22737008.000050
60755.640604	5340.000000	113927.228356	105000000.000300	99999999.998500	NaN	22737008.000010
60755.640617	6397.000000	113927.228384	104999999.999400	99999999.999900	NaN	22737008.000190
60755.640629	7455.000000	113927.227982	105000000.001400	100000000.000400	NaN	22737008.000040
60755.640641	8513.000000	113927.228156	104999999.999400	99999999.999700	NaN	22737007.999960
60755.640653	9569.000000	113927.228347	104999999.999900	100000000.001200	NaN	22737008.000020
60755.640666	10627.000000	113927.228073	105000000.000800	99999999.998500	NaN	22737008.000220
60755.640678	11684.000000	113927.228236	104999999.999300	100000000.000400	NaN	22737007.999930
60755.640690	12740.000000	113927.228100	105000000.001800	99999999.999600	NaN	22737008.000070
60755.640702	13797.000000	113927.228221	104999999.999700	100000000.000100	NaN	22737008.000070
60755.640714	14852.000000	113927.228132	105000000.002000	100000000.000500	NaN	22737007.999900
60755.640727	15910.000000	113927.228286	105000000.001200	99999999.998800	NaN	22737008.000200
60755.640739	16968.000000	113927.228212	104999999.999600	100000000.000500	NaN	22737008.000020
60755.640751	18024.000000	113927.228375	104999999.999700	99999999.999800	NaN	22737008.000230
60755.640763	19080.000000	113927.228310	105000000.000700	99999999.999800	NaN	22737008.000190
60755.640776	20136.000000	113927.228067	104999999.999300	100000000.000500	NaN	22737007.999970
60755.640788	21191.000000	113927.227972	104999999.999900	99999999.999000	NaN	22737007.999970
60755.640800	22249.000000	113927.228538	105000000.001300	100000000.000500	NaN	22737008.000120
60755.640812	23305.000000	113927.228330	105000000.000900	99999999.999600	NaN	22737008.000070
60755.640825	24363.000000	113927.228131	104999999.999600	99999999.999700	NaN	22737008.000040
60755.640837	25420.000000	113927.227997	105000000.001200	100000000.000800	NaN	22737008.000020
60755.640849	26475.000000	113927.228077	105000000.000100	99999999.999200	NaN	22737008.000080
60755.640861	27532.000000	113927.228299	104999999.999500	100000000.000600	NaN	22737008.000130
60755.640873	28589.000000	113927.228077	105000000.000200	99999999.999200	NaN	22737007.999950
60755.640886	29646.000000	113927.228252	105000000.001600	99999999.999900	NaN	22737008.000120
60755.640898	30702.000000	113927.228524	104999999.999300	100000000.000900	NaN	22737008.000000
60755.640910	31759.000000	113927.228023	105000000.001600	99999999.999300	NaN	22737008.000150
60755.640922	32817.000000	113927.228080	105000000.000700	100000000.000600	NaN	22737008.000020
60755.640935	33875.000000	113927.227856	105000000.000800	99999999.998700	NaN	22737008.000000
60755.640947	34932.000000	113927.228519	104999999.999400	99999999.999600	NaN	22737008.000060
60755.640959	35989.000000	113927.228076	105000000.000900	100000000.000600	NaN	22737007.999810
60755.640971	37048.000000	113927.228323	105000000.000700	99999999.999100	NaN	22737007.999990
60755.640984	38107.000000	113927.228104	105000000.000100	100000000.000500	NaN	22737008.000110
60755.640996	39163.000000	113927.228366	105000000.000200	99999999.998300	NaN	22737007.999890
60755.641008	40221.000000	113927.228163	105000000.001000	100000000.000100	NaN	22737007.999960
60755.641020	41279.000000	113927.228331	104999999.999000	100000000.000900	NaN	22737007.999940
60755.641033	42335.000000	113927.228301	105000000.000200	99999999.999800	NaN	22737008.000010
60755.641045	43392.000000	113927.227859	105000000.001400	100000000.000900	NaN	22737008.000200
60755.641057	44450.000000	113927.228349	105000000.000500	99999999.998200	NaN	22737007.999970
60755.641069	45506.000000	113927.228124	105000000.001200	100000000.000000	NaN	22737008.000170
60755.641081	46564.000000	113927.228168	105000000.000100	100000000.000600	NaN	22737007.999910
60755.641094	47620.000000	113927.228017	105000000.000300	99999999.999500	NaN	22737007.999950
60755.641106	48675.000000	113927.228155	104999999.999600	100000000.000600	NaN	22737008.000180
60755.641118	49732.000000	113927.228346	105000000.001400	99999999.998400	NaN	22737008.000130
60755.641130	50789.000000	113927.228123	105000000.000600	100000000.000200	NaN	22737008.000140
60755.641143	51846.000000	113927.228000	104999999.999300	100000000.000200	NaN	22737008.000000
60755.641155	52904.000000	113927.228201	105000000.000600	99999999.999800	NaN	22737008.000140
60755.641167	53962.000000	113927.228119	104999999.999300	100000000.000800	NaN	22737008.000080
60755.641179	55019.000000	113927.228182	105000000.000500	99999999.998300	NaN	22737008.000100
60755.641192	56075.000000	113927.228314	105000000.001500	100000000.000100	NaN	22737008.000150
60755.641204	57133.000000	113927.228338	104999999.999600	100000000.000100	NaN	22737008.000010
60755.641216	58188.000000	113927.228007	105000000.001200	99999999.999700	NaN	22737008.000070
60755.641228	59243.000000	113927.228204	104999999.999200	100000000.001400	NaN	22737008.000090
60755.641240	60300.000000	113927.228323	105000000.001500	99999999.998600	NaN	22737007.999990
60755.641253	61360.000000	113927.227990	105000000.000700	100000000.000100	NaN	22737008.000110
60755.641265	62417.000000	113927.228355	105000000.000600	100000000.000500	NaN	22737007.999970
