# Readme Information 
# Data taken on 250321, analyzed on 25-Mar-2025 by script Saveshifts_forTara_v3_250321.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2275), 2nd order zeeman based on real time B field measurement by atoms (avg shift = NaN), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0007), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0803), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.582954e+04 s, uptime fraction 9.379984e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0755804765870002e+04	   6.3000001557473905e+07	   1.0000000000000000e+00	
   6.0755804772230003e+04	   6.3000001559882089e+07	   1.0000000000000000e+00	
   6.0755804782530002e+04	   6.3000001569569804e+07	   1.0000000000000000e+00	
   6.0755804792820003e+04	   6.3000001588450491e+07	   1.0000000000000000e+00	
   6.0755804803100000e+04	   6.3000001604231566e+07	   1.0000000000000000e+00	
   6.0755804813399998e+04	   6.3000001616640404e+07	   1.0000000000000000e+00	
   6.0755804823680002e+04	   6.3000001615193076e+07	   1.0000000000000000e+00	
   6.0755804833959999e+04	   6.3000001613302417e+07	   1.0000000000000000e+00	
   6.0755804844270002e+04	   6.3000001609417923e+07	   1.0000000000000000e+00	
   6.0755804854529997e+04	   6.3000001609624103e+07	   1.0000000000000000e+00	
   6.0755804864840000e+04	   6.3000001608471252e+07	   1.0000000000000000e+00	
   6.0755804875110000e+04	   6.3000001608891845e+07	   1.0000000000000000e+00	
   6.0755804885420002e+04	   6.3000001615963593e+07	   1.0000000000000000e+00	
   6.0755804895690002e+04	   6.3000001624401353e+07	   1.0000000000000000e+00	
   6.0755804905980003e+04	   6.3000001632457249e+07	   1.0000000000000000e+00	
   6.0755804916269997e+04	   6.3000001643245183e+07	   1.0000000000000000e+00	
   6.0755804926570003e+04	   6.3000001653833553e+07	   1.0000000000000000e+00	
   6.0755804936850000e+04	   6.3000001668203868e+07	   1.0000000000000000e+00	
   6.0755804947140001e+04	   6.3000001685978860e+07	   1.0000000000000000e+00	
   6.0755804957430002e+04	   6.3000001695957623e+07	   1.0000000000000000e+00	
   6.0755804967720003e+04	   6.3000001703158930e+07	   1.0000000000000000e+00	
   6.0755804978009997e+04	   6.3000001703508645e+07	   1.0000000000000000e+00	
   6.0755804988299999e+04	   6.3000001694895528e+07	   1.0000000000000000e+00	
   6.0755804998590000e+04	   6.3000001679353580e+07	   1.0000000000000000e+00	
   6.0755805008880001e+04	   6.3000001666267976e+07	   1.0000000000000000e+00	
   6.0755805019170002e+04	   6.3000001653421804e+07	   1.0000000000000000e+00	
   6.0755805029460003e+04	   6.3000001640579574e+07	   1.0000000000000000e+00	
   6.0755805039740000e+04	   6.3000001626499981e+07	   1.0000000000000000e+00	
   6.0755805050039999e+04	   6.3000001612465888e+07	   1.0000000000000000e+00	
   6.0755805060330000e+04	   6.3000001609423034e+07	   1.0000000000000000e+00	
   6.0755805070620001e+04	   6.3000001614007369e+07	   1.0000000000000000e+00	
   6.0755805080910002e+04	   6.3000001620952763e+07	   1.0000000000000000e+00	
   6.0755805091200004e+04	   6.3000001623637602e+07	   1.0000000000000000e+00	
   6.0755805101489997e+04	   6.3000001621465527e+07	   1.0000000000000000e+00	
   6.0755805111770002e+04	   6.3000001611713253e+07	   1.0000000000000000e+00	
   6.0755805122070000e+04	   6.3000001604979187e+07	   1.0000000000000000e+00	
   6.0755805132360001e+04	   6.3000001599265486e+07	   1.0000000000000000e+00	
   6.0755805142650002e+04	   6.3000001589697145e+07	   1.0000000000000000e+00	
   6.0755805152920002e+04	   6.3000001582678623e+07	   1.0000000000000000e+00	
   6.0755805163210003e+04	   6.3000001581140317e+07	   1.0000000000000000e+00	
   6.0755805173510002e+04	   6.3000001579987675e+07	   1.0000000000000000e+00	
   6.0755805183800003e+04	   6.3000001577920653e+07	   1.0000000000000000e+00	
   6.0755805194100001e+04	   6.3000001578021124e+07	   1.0000000000000000e+00	
   6.0755805204390002e+04	   6.3000001575176470e+07	   1.0000000000000000e+00	
   6.0755805214669999e+04	   6.3000001569495909e+07	   1.0000000000000000e+00	
   6.0755805224960000e+04	   6.3000001565201126e+07	   1.0000000000000000e+00	
   6.0755805235259999e+04	   6.3000001562357560e+07	   1.0000000000000000e+00	
   6.0755805245540003e+04	   6.3000001557442091e+07	   1.0000000000000000e+00	
   6.0755805255840001e+04	   6.3000001558078356e+07	   1.0000000000000000e+00	
   6.0755805266140000e+04	   6.3000001554603703e+07	   1.0000000000000000e+00	
   6.0755805276419997e+04	   6.3000001549126558e+07	   1.0000000000000000e+00	
   6.0755805286700001e+04	   6.3000001548133977e+07	   1.0000000000000000e+00	
   6.0755805297010003e+04	   6.3000001550371721e+07	   1.0000000000000000e+00	
   6.0755805307280003e+04	   6.3000001556776419e+07	   1.0000000000000000e+00	
   6.0755805317569997e+04	   6.3000001568710878e+07	   1.0000000000000000e+00	
   6.0755805327859998e+04	   6.3000001579954050e+07	   1.0000000000000000e+00	
   6.0755805338149999e+04	   6.3000001584629714e+07	   1.0000000000000000e+00	
   6.0755805348440001e+04	   6.3000001592621826e+07	   1.0000000000000000e+00	
   6.0755805358739999e+04	   6.3000001599581167e+07	   1.0000000000000000e+00	
   6.0755805369020003e+04	   6.3000001601840891e+07	   1.0000000000000000e+00	
   6.0755805379309997e+04	   6.3000001604219966e+07	   1.0000000000000000e+00	
   6.0755805389599998e+04	   6.3000001599311948e+07	   1.0000000000000000e+00	
   6.0755805399890000e+04	   6.3000001593684822e+07	   1.0000000000000000e+00	
   6.0755805410250003e+04	   6.3000001594088994e+07	   1.0000000000000000e+00	
   6.0755805420470002e+04	   6.3000001591178901e+07	   1.0000000000000000e+00	
   6.0755805430760003e+04	   6.3000001580789126e+07	   1.0000000000000000e+00	
   6.0755805441040000e+04	   6.3000001578908384e+07	   1.0000000000000000e+00	
   6.0755805451339998e+04	   6.3000001576418966e+07	   1.0000000000000000e+00	
   6.0755805461639997e+04	   6.3000001575672694e+07	   1.0000000000000000e+00	
   6.0755805471909996e+04	   6.3000001572961532e+07	   1.0000000000000000e+00	
   6.0755805482199998e+04	   6.3000001576011248e+07	   1.0000000000000000e+00	
   6.0755805492489999e+04	   6.3000001582835495e+07	   1.0000000000000000e+00	
   6.0755805502789997e+04	   6.3000001584018104e+07	   1.0000000000000000e+00	
   6.0755805513059997e+04	   6.3000001583196633e+07	   1.0000000000000000e+00	
   6.0755805523360003e+04	   6.3000001575240918e+07	   1.0000000000000000e+00	
   6.0755805533660001e+04	   6.3000001564247049e+07	   1.0000000000000000e+00	
   6.0755805543950002e+04	   6.3000001559527591e+07	   1.0000000000000000e+00	
   6.0755805554240003e+04	   6.3000001567044131e+07	   1.0000000000000000e+00	
   6.0755805564529997e+04	   6.3000001590063572e+07	   1.0000000000000000e+00	
   6.0755805574810001e+04	   6.3000001620111391e+07	   1.0000000000000000e+00	
   6.0755805585100003e+04	   6.3000001646841101e+07	   1.0000000000000000e+00	
   6.0755805595389997e+04	   6.3000001659124292e+07	   1.0000000000000000e+00	
   6.0755805605679998e+04	   6.3000001661169678e+07	   1.0000000000000000e+00	
   6.0755805615969999e+04	   6.3000001652485549e+07	   1.0000000000000000e+00	
   6.0755805626260000e+04	   6.3000001648888968e+07	   1.0000000000000000e+00	
   6.0755805636539997e+04	   6.3000001652083471e+07	   1.0000000000000000e+00	
   6.0755805646859997e+04	   6.3000001658281572e+07	   1.0000000000000000e+00	
   6.0755805657129997e+04	   6.3000001668620259e+07	   1.0000000000000000e+00	
   6.0755805667419998e+04	   6.3000001675649136e+07	   1.0000000000000000e+00	
   6.0755805677700002e+04	   6.3000001675971121e+07	   1.0000000000000000e+00	
   6.0755805687990003e+04	   6.3000001666729957e+07	   1.0000000000000000e+00	
   6.0755805698279997e+04	   6.3000001651021942e+07	   1.0000000000000000e+00	
   6.0755805708569998e+04	   6.3000001642682530e+07	   1.0000000000000000e+00	
   6.0755805718860000e+04	   6.3000001640970953e+07	   1.0000000000000000e+00	
   6.0755805729150001e+04	   6.3000001644987337e+07	   1.0000000000000000e+00	
   6.0755805739429998e+04	   6.3000001649384722e+07	   1.0000000000000000e+00	
   6.0755805749730003e+04	   6.3000001655829847e+07	   1.0000000000000000e+00	
   6.0755805760019997e+04	   6.3000001659432746e+07	   1.0000000000000000e+00	
   6.0755805770309998e+04	   6.3000001664025158e+07	   1.0000000000000000e+00	
   6.0755805780609997e+04	   6.3000001657683596e+07	   1.0000000000000000e+00	
   6.0755805790910003e+04	   6.3000001663820326e+07	   1.0000000000000000e+00	
   6.0755805801169998e+04	   6.3000001668050200e+07	   1.0000000000000000e+00	
   6.0755805811470003e+04	   6.3000001674638711e+07	   1.0000000000000000e+00	
   6.0755805821770002e+04	   6.3000001676234931e+07	   1.0000000000000000e+00	
   6.0755805832040001e+04	   6.3000001677313857e+07	   1.0000000000000000e+00	
   6.0755805842330003e+04	   6.3000001671529107e+07	   1.0000000000000000e+00	
   6.0755805852619997e+04	   6.3000001660341531e+07	   1.0000000000000000e+00	
   6.0755805862909998e+04	   6.3000001642159484e+07	   1.0000000000000000e+00	
   6.0755805873199999e+04	   6.3000001631834090e+07	   1.0000000000000000e+00	
   6.0755805883519999e+04	   6.3000001628197044e+07	   1.0000000000000000e+00	
