# Readme Information 
# Data taken on 250321, analyzed on 03-Apr-2025 by script Saveshifts_forTara_v3_250321.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2277), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0614), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0006), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0791), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.582954e+04 s, uptime fraction 9.379984e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0755804765870002e+04	   6.3000001375051670e+07	   1.0000000000000000e+00	
   6.0755804772230003e+04	   6.3000001377463810e+07	   1.0000000000000000e+00	
   6.0755804782530002e+04	   6.3000001387153864e+07	   1.0000000000000000e+00	
   6.0755804792820003e+04	   6.3000001406034917e+07	   1.0000000000000000e+00	
   6.0755804803100000e+04	   6.3000001421817154e+07	   1.0000000000000000e+00	
   6.0755804813399998e+04	   6.3000001434228025e+07	   1.0000000000000000e+00	
   6.0755804823680002e+04	   6.3000001432779543e+07	   1.0000000000000000e+00	
   6.0755804833959999e+04	   6.3000001430887640e+07	   1.0000000000000000e+00	
   6.0755804844270002e+04	   6.3000001427001446e+07	   1.0000000000000000e+00	
   6.0755804854529997e+04	   6.3000001427206904e+07	   1.0000000000000000e+00	
   6.0755804864840000e+04	   6.3000001426053658e+07	   1.0000000000000000e+00	
   6.0755804875110000e+04	   6.3000001426473483e+07	   1.0000000000000000e+00	
   6.0755804885420002e+04	   6.3000001433542982e+07	   1.0000000000000000e+00	
   6.0755804895690002e+04	   6.3000001441978216e+07	   1.0000000000000000e+00	
   6.0755804905980003e+04	   6.3000001450031444e+07	   1.0000000000000000e+00	
   6.0755804916269997e+04	   6.3000001460817285e+07	   1.0000000000000000e+00	
   6.0755804926570003e+04	   6.3000001471403450e+07	   1.0000000000000000e+00	
   6.0755804936850000e+04	   6.3000001485772341e+07	   1.0000000000000000e+00	
   6.0755804947140001e+04	   6.3000001503545225e+07	   1.0000000000000000e+00	
   6.0755804957430002e+04	   6.3000001513523735e+07	   1.0000000000000000e+00	
   6.0755804967720003e+04	   6.3000001520725459e+07	   1.0000000000000000e+00	
   6.0755804978009997e+04	   6.3000001521077164e+07	   1.0000000000000000e+00	
   6.0755804988299999e+04	   6.3000001512464054e+07	   1.0000000000000000e+00	
   6.0755804998590000e+04	   6.3000001496920608e+07	   1.0000000000000000e+00	
   6.0755805008880001e+04	   6.3000001483834177e+07	   1.0000000000000000e+00	
   6.0755805019170002e+04	   6.3000001470987320e+07	   1.0000000000000000e+00	
   6.0755805029460003e+04	   6.3000001458144292e+07	   1.0000000000000000e+00	
   6.0755805039740000e+04	   6.3000001444064118e+07	   1.0000000000000000e+00	
   6.0755805050039999e+04	   6.3000001430029325e+07	   1.0000000000000000e+00	
   6.0755805060330000e+04	   6.3000001426983200e+07	   1.0000000000000000e+00	
   6.0755805070620001e+04	   6.3000001431565993e+07	   1.0000000000000000e+00	
   6.0755805080910002e+04	   6.3000001438510343e+07	   1.0000000000000000e+00	
   6.0755805091200004e+04	   6.3000001441193134e+07	   1.0000000000000000e+00	
   6.0755805101489997e+04	   6.3000001439017899e+07	   1.0000000000000000e+00	
   6.0755805111770002e+04	   6.3000001429264158e+07	   1.0000000000000000e+00	
   6.0755805122070000e+04	   6.3000001422527887e+07	   1.0000000000000000e+00	
   6.0755805132360001e+04	   6.3000001416811697e+07	   1.0000000000000000e+00	
   6.0755805142650002e+04	   6.3000001407241710e+07	   1.0000000000000000e+00	
   6.0755805152920002e+04	   6.3000001400222167e+07	   1.0000000000000000e+00	
   6.0755805163210003e+04	   6.3000001398684107e+07	   1.0000000000000000e+00	
   6.0755805173510002e+04	   6.3000001397531785e+07	   1.0000000000000000e+00	
   6.0755805183800003e+04	   6.3000001395464905e+07	   1.0000000000000000e+00	
   6.0755805194100001e+04	   6.3000001395565033e+07	   1.0000000000000000e+00	
   6.0755805204390002e+04	   6.3000001392720714e+07	   1.0000000000000000e+00	
   6.0755805214669999e+04	   6.3000001387041099e+07	   1.0000000000000000e+00	
   6.0755805224960000e+04	   6.3000001382746935e+07	   1.0000000000000000e+00	
   6.0755805235259999e+04	   6.3000001379904337e+07	   1.0000000000000000e+00	
   6.0755805245540003e+04	   6.3000001374989368e+07	   1.0000000000000000e+00	
   6.0755805255840001e+04	   6.3000001375627413e+07	   1.0000000000000000e+00	
   6.0755805266140000e+04	   6.3000001372153588e+07	   1.0000000000000000e+00	
   6.0755805276419997e+04	   6.3000001366677679e+07	   1.0000000000000000e+00	
   6.0755805286700001e+04	   6.3000001365685329e+07	   1.0000000000000000e+00	
   6.0755805297010003e+04	   6.3000001367922567e+07	   1.0000000000000000e+00	
   6.0755805307280003e+04	   6.3000001374325849e+07	   1.0000000000000000e+00	
   6.0755805317569997e+04	   6.3000001386260062e+07	   1.0000000000000000e+00	
   6.0755805327859998e+04	   6.3000001397502758e+07	   1.0000000000000000e+00	
   6.0755805338149999e+04	   6.3000001402176395e+07	   1.0000000000000000e+00	
   6.0755805348440001e+04	   6.3000001410167180e+07	   1.0000000000000000e+00	
   6.0755805358739999e+04	   6.3000001417125478e+07	   1.0000000000000000e+00	
   6.0755805369020003e+04	   6.3000001419385269e+07	   1.0000000000000000e+00	
   6.0755805379309997e+04	   6.3000001421764381e+07	   1.0000000000000000e+00	
   6.0755805389599998e+04	   6.3000001416858062e+07	   1.0000000000000000e+00	
   6.0755805399890000e+04	   6.3000001411232509e+07	   1.0000000000000000e+00	
   6.0755805410250003e+04	   6.3000001411639638e+07	   1.0000000000000000e+00	
   6.0755805420470002e+04	   6.3000001408731744e+07	   1.0000000000000000e+00	
   6.0755805430760003e+04	   6.3000001398342520e+07	   1.0000000000000000e+00	
   6.0755805441040000e+04	   6.3000001396460362e+07	   1.0000000000000000e+00	
   6.0755805451339998e+04	   6.3000001393969655e+07	   1.0000000000000000e+00	
   6.0755805461639997e+04	   6.3000001393221699e+07	   1.0000000000000000e+00	
   6.0755805471909996e+04	   6.3000001390509292e+07	   1.0000000000000000e+00	
   6.0755805482199998e+04	   6.3000001393559061e+07	   1.0000000000000000e+00	
   6.0755805492489999e+04	   6.3000001400384180e+07	   1.0000000000000000e+00	
   6.0755805502789997e+04	   6.3000001401566356e+07	   1.0000000000000000e+00	
   6.0755805513059997e+04	   6.3000001400743991e+07	   1.0000000000000000e+00	
   6.0755805523360003e+04	   6.3000001392788991e+07	   1.0000000000000000e+00	
   6.0755805533660001e+04	   6.3000001381796464e+07	   1.0000000000000000e+00	
   6.0755805543950002e+04	   6.3000001377076872e+07	   1.0000000000000000e+00	
   6.0755805554240003e+04	   6.3000001384590484e+07	   1.0000000000000000e+00	
   6.0755805564529997e+04	   6.3000001407610409e+07	   1.0000000000000000e+00	
   6.0755805574810001e+04	   6.3000001437660158e+07	   1.0000000000000000e+00	
   6.0755805585100003e+04	   6.3000001464390844e+07	   1.0000000000000000e+00	
   6.0755805595389997e+04	   6.3000001476671591e+07	   1.0000000000000000e+00	
   6.0755805605679998e+04	   6.3000001478716888e+07	   1.0000000000000000e+00	
   6.0755805615969999e+04	   6.3000001470035069e+07	   1.0000000000000000e+00	
   6.0755805626260000e+04	   6.3000001466439605e+07	   1.0000000000000000e+00	
   6.0755805636539997e+04	   6.3000001469633646e+07	   1.0000000000000000e+00	
   6.0755805646859997e+04	   6.3000001475831948e+07	   1.0000000000000000e+00	
   6.0755805657129997e+04	   6.3000001486171737e+07	   1.0000000000000000e+00	
   6.0755805667419998e+04	   6.3000001493200898e+07	   1.0000000000000000e+00	
   6.0755805677700002e+04	   6.3000001493521653e+07	   1.0000000000000000e+00	
   6.0755805687990003e+04	   6.3000001484281398e+07	   1.0000000000000000e+00	
   6.0755805698279997e+04	   6.3000001468575671e+07	   1.0000000000000000e+00	
   6.0755805708569998e+04	   6.3000001460236780e+07	   1.0000000000000000e+00	
   6.0755805718860000e+04	   6.3000001458524190e+07	   1.0000000000000000e+00	
   6.0755805729150001e+04	   6.3000001462540872e+07	   1.0000000000000000e+00	
   6.0755805739429998e+04	   6.3000001466938622e+07	   1.0000000000000000e+00	
   6.0755805749730003e+04	   6.3000001473384559e+07	   1.0000000000000000e+00	
   6.0755805760019997e+04	   6.3000001476987585e+07	   1.0000000000000000e+00	
   6.0755805770309998e+04	   6.3000001481579915e+07	   1.0000000000000000e+00	
   6.0755805780609997e+04	   6.3000001475240760e+07	   1.0000000000000000e+00	
   6.0755805790910003e+04	   6.3000001481377058e+07	   1.0000000000000000e+00	
   6.0755805801169998e+04	   6.3000001485606931e+07	   1.0000000000000000e+00	
   6.0755805811470003e+04	   6.3000001492195934e+07	   1.0000000000000000e+00	
   6.0755805821770002e+04	   6.3000001493791491e+07	   1.0000000000000000e+00	
   6.0755805832040001e+04	   6.3000001494869642e+07	   1.0000000000000000e+00	
   6.0755805842330003e+04	   6.3000001489082575e+07	   1.0000000000000000e+00	
   6.0755805852619997e+04	   6.3000001477893837e+07	   1.0000000000000000e+00	
   6.0755805862909998e+04	   6.3000001459712118e+07	   1.0000000000000000e+00	
   6.0755805873199999e+04	   6.3000001449385174e+07	   1.0000000000000000e+00	
   6.0755805883519999e+04	   6.3000001445744999e+07	   1.0000000000000000e+00	
   6.0755805893789999e+04	   6.3000001446104266e+07	   1.0000000000000000e+00	
   6.0755805904080000e+04	   6.3000001448875904e+07	   1.0000000000000000e+00	
   6.0755805914359997e+04	   6.3000001454413489e+07	   1.0000000000000000e+00	
   6.0755805924670000e+04	   6.3000001461323187e+07	   1.0000000000000000e+00	
   6.0755805934960001e+04	   6.3000001466061123e+07	   1.0000000000000000e+00	
   6.0755805945239998e+04	   6.3000001464456156e+07	   1.0000000000000000e+00	
   6.0755805955540003e+04	   6.3000001464370720e+07	   1.0000000000000000e+00	
   6.0755805965810003e+04	   6.3000001469673358e+07	   1.0000000000000000e+00	
   6.0755805976119998e+04	   6.3000001473298654e+07	   1.0000000000000000e+00	
   6.0755805986419997e+04	   6.3000001476561822e+07	   1.0000000000000000e+00	
   6.0755805996679999e+04	   6.3000001479944639e+07	   1.0000000000000000e+00	
   6.0755806006970000e+04	   6.3000001485281721e+07	   1.0000000000000000e+00	
   6.0755806017260002e+04	   6.3000001480351195e+07	   1.0000000000000000e+00	
   6.0755806027550003e+04	   6.3000001474148005e+07	   1.0000000000000000e+00	
   6.0755806037859998e+04	   6.3000001465344377e+07	   1.0000000000000000e+00	
   6.0755806048129998e+04	   6.3000001463259481e+07	   1.0000000000000000e+00	
   6.0755806058419999e+04	   6.3000001455994211e+07	   1.0000000000000000e+00	
   6.0755806068719998e+04	   6.3000001446841612e+07	   1.0000000000000000e+00	
   6.0755806079000002e+04	   6.3000001441853620e+07	   1.0000000000000000e+00	
   6.0755806089290003e+04	   6.3000001442318901e+07	   1.0000000000000000e+00	
   6.0755806099570000e+04	   6.3000001443613015e+07	   1.0000000000000000e+00	
   6.0755806109860001e+04	   6.3000001444899373e+07	   1.0000000000000000e+00	
   6.0755806120169997e+04	   6.3000001451152541e+07	   1.0000000000000000e+00	
   6.0755806130450001e+04	   6.3000001456832364e+07	   1.0000000000000000e+00	
   6.0755806140740002e+04	   6.3000001460431479e+07	   1.0000000000000000e+00	
   6.0755806151030003e+04	   6.3000001459441289e+07	   1.0000000000000000e+00	
   6.0755806161310000e+04	   6.3000001459546171e+07	   1.0000000000000000e+00	
   6.0755806171609998e+04	   6.3000001458583400e+07	   1.0000000000000000e+00	
   6.0755806181890002e+04	   6.3000001460473135e+07	   1.0000000000000000e+00	
