08/13/2024 16:43:48	Maser# 4	fsynth freq = 0
MJD	timer	SDR:fb_Al_TiS	SDR:fb_Yb_TiS	SDR:frep_TiS	SDR:frep_ErYb	Yb_cavity(0,1)	fo_TiS	fb_Si_TiS	fo_ErYb	fb_Si_ErYb	fb_Al_ErYb	fb_Yb_ErYb60535.9470862342277	82	43718620.22668879	42219919.82534143	379043.15730288	113927.22925415	NaN	10000000.00003000	640000000.00300002	105000000.00130001	100000000.00049999	22737007.99885000	28802504.43168000
60535.9470984912768	1141	43718620.17541441	42219916.75369610	379043.15690976	113927.22962998	NaN	10000000.00000000	640000000.00000000	105000000.00070000	100000000.00080000	22737007.99948000	28802509.95694000
60535.9471106904529	2195	43718620.21016716	42219916.57766026	379043.15740497	113927.22907041	NaN	9999999.99991000	639999999.99399996	105000000.00100000	99999999.99920000	22737008.00049000	28802506.28682000
60535.9471229127738	3251	43718620.20667762	42219916.48799316	379043.15750548	113927.22908897	NaN	10000000.00002000	640000000.00100005	105000000.00020000	100000000.00110000	22737008.00094000	28802511.53592000
60535.9471350888051	4303	43718620.15801205	42219916.35895895	379043.15702821	113927.22954224	NaN	10000000.00002000	639999999.99899995	105000000.00150000	99999999.99940000	22737008.00139000	28802512.75962000
60535.9471472995791	5358	43718620.18355447	42219916.44156113	379043.15718605	113927.22945916	NaN	9999999.99992000	640000000.00000000	105000000.00080000	99999999.99900000	22737008.00115000	28802515.87247000
60535.9471594871938	6411	43718620.19029271	42219916.52009922	379043.15743485	113927.22910668	NaN	9999999.99996000	640000000.00300002	104999999.99920000	100000000.00070000	22737008.00125000	28802515.88564000
60535.9471717095584	7467	43718620.17146176	42219916.56588763	379043.15721753	113927.22923246	NaN	10000000.00004000	640000000.00100005	105000000.00070000	99999999.99879999	22737008.00019000	28802513.35884000
60535.9471839086908	8521	43718620.18012308	42219916.70443323	379043.15685444	113927.22969138	NaN	10000000.00003000	640000000.00300002	105000000.00060000	100000000.00000000	22737007.99915000	28802526.60366000
60535.9471961078742	9575	43718620.16272204	42219916.66876144	379043.15717759	113927.22924424	NaN	9999999.99999000	640000000.00100005	104999999.99990000	99999999.99900000	22737007.99860000	28802521.56106000
60535.9472083186410	10630	43718620.21442573	42219916.63510094	379043.15748671	113927.22921445	NaN	10000000.00000000	640000000.00100005	105000000.00120001	99999999.99969999	22737007.99870000	28802519.75077000
60535.9472205178462	11684	43718620.15766904	42219916.51994515	379043.15712875	113927.22946480	NaN	10000000.00004000	640000000.00000000	105000000.00110000	100000000.00020000	22737007.99888000	28802523.46254000
60535.9472327169860	12738	43718620.19864593	42219916.48840144	379043.15724752	113927.22930804	NaN	10000000.00007000	640000000.00000000	104999999.99930000	99999999.99869999	22737007.99925000	28802519.81442000
60535.9472449392996	13794	43718620.15540759	42219916.55051838	379043.15714019	113927.22950425	NaN	10000000.00000000	639999999.99899995	105000000.00139999	100000000.00120001	22737008.00045000	28802526.46578000
60535.9472571616715	14850	43718620.17420705	42219916.53957803	379043.15701108	113927.22940668	NaN	10000000.00007000	640000000.00000000	105000000.00100000	100000000.00080000	22737008.00112000	28802530.25717000
60535.9472693492498	15903	43718620.18433271	42219916.54334940	379043.15732854	113927.22926651	NaN	10000000.00003000	639999999.99600005	105000000.00049999	99999999.99969999	22737008.00142000	28802532.20070000
60535.9472815368935	16956	43718620.17940947	42219916.48729446	379043.15699467	113927.22941166	NaN	10000000.00014000	640000000.00199997	104999999.99959999	100000000.00030001	22737008.00120000	28802538.59821000
60535.9472937360551	18010	43718620.19266408	42219916.51592188	379043.15735225	113927.22936546	NaN	10000000.00007000	640000000.00399995	105000000.00110000	99999999.99789999	22737008.00126000	28802529.76565000
60535.9473059468145	19065	43718620.18771537	42219916.49088164	379043.15730247	113927.22923768	NaN	9999999.99990000	640000000.00199997	105000000.00060000	100000000.00060000	22737008.00017000	28802527.35027000
60535.9473181575740	20120	43718620.18260446	42219916.53112625	379043.15726281	113927.22923389	NaN	9999999.99988000	639999999.99500000	105000000.00070000	100000000.00080000	22737007.99923000	28802531.37875000
60535.9473303567574	21174	43718620.18725368	42219916.54569764	379043.15715767	113927.22933739	NaN	10000000.00001000	640000000.00199997	104999999.99920000	100000000.00000000	22737007.99862000	28802534.53452000
60535.9473425791220	22230	43718620.19542345	42219916.52015761	379043.15701799	113927.22955605	NaN	9999999.99992000	639999999.99600005	105000000.00100000	100000000.00139999	22737007.99854000	28802534.16696000
60535.9473547782690	23284	43718620.22147562	42219916.59984642	379043.15729727	113927.22934316	NaN	10000000.00002000	640000000.00399995	104999999.99950001	99999999.99879999	22737007.99895000	28802539.06804000
60535.9473670006118	24340	43718620.17361491	42219916.58422556	379043.15740317	113927.22914464	NaN	9999999.99989000	640000000.00000000	105000000.00130001	100000000.00040001	22737007.99939000	28802526.31703000
60535.9473792229545	25396	43718620.19148936	42219916.55704781	379043.15723412	113927.22931863	NaN	10000000.00006000	639999999.99699998	104999999.99969999	100000000.00049999	22737008.00024000	28802529.74075000
60535.9473914336849	26451	43718620.22316080	42219916.65046281	379043.15702671	113927.22948540	NaN	9999999.99999000	640000000.00100005	104999999.99969999	99999999.99990000	22737008.00065000	28802543.58798000
60535.9474036328683	27505	43718620.17943155	42219916.52021618	379043.15727667	113927.22928534	NaN	10000000.00000000	639999999.99800003	104999999.99990000	100000000.00090000	22737008.00150000	28802547.33085000
60535.9474158204684	28558	43718620.18079367	42219916.58701134	379043.15705790	113927.22940768	NaN	10000000.00002000	639999999.99600005	105000000.00160000	99999999.99840000	22737008.00123000	28802538.95235000
60535.9474280081194	29611	43718620.20764466	42219916.59839898	379043.15719774	113927.22950703	NaN	10000000.00004000	639999999.99800003	104999999.99930000	99999999.99920000	22737008.00122000	28802529.85826000
60535.9474402188570	30666	43718620.20032971	42219916.55591035	379043.15722019	113927.22925350	NaN	9999999.99988000	640000000.00199997	105000000.00110000	99999999.99980000	22737008.00013000	28802536.61136000
60535.9474524295801	31721	43718620.16974605	42219916.49110462	379043.15737582	113927.22916719	NaN	9999999.99999000	639999999.99800003	105000000.00060000	99999999.99969999	22737007.99907000	28802543.02688000
60535.9474646403613	32776	43718620.19060589	42219916.46736678	379043.15716148	113927.22929580	NaN	9999999.99996000	640000000.00100005	105000000.00020000	100000000.00000000	22737007.99895000	28802554.17411000
60535.9474768510917	33831	43718620.18529733	42219916.91166053	379043.15714265	113927.22960060	NaN	10000000.00015000	639999999.99699998	104999999.99910000	99999999.99959999	22737007.99883000	28802544.32503000
60535.9474890503406	34885	43718620.16159782	42219915.60546561	379043.15724490	113927.22920721	NaN	10000000.00006000	639999999.99699998	105000000.00010000	99999999.99959999	22737007.99887000	28802546.55790000
60535.9475012494658	35939	43718620.19775715	42219916.75631730	379043.15708795	113927.22956177	NaN	10000000.00004000	640000000.00000000	105000000.00030001	100000000.00090000	22737007.99948000	28802545.93204000
60535.9475134602325	36994	43718620.18689856	42219916.59927524	379043.15731173	113927.22918968	NaN	10000000.00009000	640000000.00300002	104999999.99980000	99999999.99969999	22737008.00039000	28802553.54933000
60535.9475256710283	38049	43718620.17920306	42219916.46567135	379043.15695966	113927.22950343	NaN	10000000.00003000	640000000.00699997	104999999.99959999	100000000.00100000	22737008.00107000	28802535.25028000
60535.9475378586211	39102	43718620.16032870	42219916.50325866	379043.15710721	113927.22958099	NaN	9999999.99998000	640000000.00000000	105000000.00070000	99999999.99950001	22737008.00153000	28802517.19070000
60535.9475500693806	40157	43718620.18261784	42219916.50416939	379043.15722263	113927.22916189	NaN	10000000.00001000	639999999.99899995	105000000.00030001	99999999.99950001	22737008.00139000	28802512.70161000
60535.9475622801182	41212	43718620.17785797	42219914.29103661	379043.15734749	113927.22936178	NaN	9999999.99987000	640000000.00100005	105000000.00180000	100000000.00060000	22737008.00140000	28802046.24632000
60535.9475744792943	42266	43718620.17435838	42219915.26463488	379043.15712331	113927.22931515	NaN	10000000.00004000	640000000.00000000	105000000.00080000	99999999.99840000	22737008.00006000	28802112.47292000
