01/24/2025	11:15:08	(analyzed:  1/25/2025)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb	fb_Al_ErYb
60699.760518	124.000000	NaN	NaN	NaN	NaN	NaN
60699.760530	1185.000000	113927.228424	105000000.000500	99999999.999800	28855057.000260	22737007.999970
60699.760542	2240.000000	113927.228521	105000000.000500	100000000.000500	28855057.000100	22737008.000040
60699.760555	3297.000000	113927.228333	104999999.999000	99999999.998900	28855056.999840	22737008.000100
60699.760567	4353.000000	113927.228584	105000000.000200	100000000.000200	28855057.000190	22737007.999970
60699.760579	5410.000000	113927.228276	104999999.999500	99999999.998800	28855057.000050	22737008.000030
60699.760591	6468.000000	113927.228430	105000000.000000	100000000.000200	28855056.999950	22737008.000110
60699.760604	7523.000000	113927.228471	105000000.001200	100000000.000700	28855057.000060	22737008.000160
60699.760616	8582.000000	113927.228402	104999999.999200	99999999.999000	28855056.999800	22737008.000060
60699.760628	9638.000000	113927.228466	104999999.999700	100000000.000600	28855057.000210	22737008.000130
60699.760640	10693.000000	113927.228635	105000000.001200	99999999.999600	28855056.999810	22737008.000070
60699.760652	11750.000000	113927.228199	104999999.999800	99999999.999500	28855056.999960	22737008.000010
60699.760665	12806.000000	113927.228448	104999999.999700	100000000.000100	28855057.000400	22737008.000010
60699.760677	13863.000000	113927.228406	105000000.000500	99999999.998500	28855056.999620	22737007.999860
60699.760689	14920.000000	113927.228431	105000000.000400	100000000.000400	28855056.999680	22737007.999870
60699.760701	15976.000000	113927.228462	105000000.000000	99999999.999900	28855057.000040	22737007.999980
60699.760714	17034.000000	113927.228431	105000000.000200	99999999.999800	28855057.000220	22737008.000070
60699.760726	18091.000000	113927.228413	104999999.999600	100000000.000700	28855057.000350	22737007.999980
60699.760738	19149.000000	113927.228659	105000000.001400	99999999.999200	28855056.999800	22737007.999960
60699.760750	20207.000000	113927.228358	104999999.999600	100000000.000800	28855057.000050	22737007.999960
60699.760763	21262.000000	113927.228250	104999999.999900	99999999.999700	28855056.999680	22737007.999930
60699.760775	22319.000000	113927.228566	105000000.002000	100000000.000100	28855056.999990	22737008.000080
60699.760787	23376.000000	113927.228492	104999999.999700	100000000.000400	28855056.999790	22737008.000110
60699.760799	24433.000000	113927.228332	105000000.000500	99999999.998600	28855057.000110	22737008.000020
60699.760812	25491.000000	113927.228139	105000000.000000	100000000.000600	28855056.999990	22737008.000110
60699.760824	26545.000000	113927.228680	104999999.999200	99999999.999800	28855057.000100	22737008.000010
60699.760836	27604.000000	113927.228536	105000000.001700	99999999.999500	28855056.999870	22737008.000110
60699.760848	28661.000000	113927.228246	105000000.000800	100000000.001000	28855056.999980	22737007.999840
60699.760860	29717.000000	113927.228370	104999999.999300	99999999.998600	28855056.999920	22737007.999930
60699.760873	30774.000000	113927.228499	105000000.001400	100000000.000200	28855057.000140	22737007.999970
60699.760885	31833.000000	113927.228522	104999999.999600	100000000.000100	28855056.999950	22737008.000020
60699.760897	32890.000000	113927.228465	104999999.999700	99999999.999500	28855056.999600	22737008.000020
60699.760909	33947.000000	113927.228588	105000000.000400	100000000.000600	28855057.000080	22737007.999980
60699.760922	35004.000000	113927.228542	104999999.999900	99999999.998100	28855057.000010	22737007.999870
60699.760934	36062.000000	113927.228178	105000000.000700	100000000.000300	28855057.000280	22737008.000060
60699.760946	37119.000000	113927.228386	105000000.001100	99999999.999700	28855057.000080	22737008.000110
60699.760958	38176.000000	113927.228790	104999999.999300	99999999.999600	28855057.000060	22737007.999950
60699.760971	39233.000000	113927.228540	105000000.001200	100000000.001700	28855056.999870	22737007.999830
60699.760983	40287.000000	113927.228308	105000000.000300	99999999.998400	28855057.000220	22737007.999980
60699.760995	41345.000000	113927.228503	105000000.001000	100000000.000200	28855057.000020	22737007.999870
60699.761007	42401.000000	113927.228214	105000000.001200	100000000.000400	28855056.999810	22737008.000110
60699.761019	43458.000000	113927.228395	105000000.000700	99999999.999800	28855056.999470	22737007.999860
60699.761032	44515.000000	113927.228653	105000000.001100	100000000.000600	28855056.999880	22737007.999880
60699.761044	45571.000000	113927.228294	104999999.999800	99999999.998200	28855057.000020	22737007.999990
60699.761056	46628.000000	113927.228619	105000000.001400	100000000.000200	28855056.999820	22737008.000020
60699.761068	47686.000000	113927.228415	105000000.001400	100000000.000400	28855056.999950	22737008.000000
60699.761081	48742.000000	113927.228551	105000000.000500	99999999.998900	28855056.999930	22737008.000310
60699.761093	49799.000000	113927.228488	105000000.000100	100000000.000900	28855056.999970	22737008.000050
60699.761105	50856.000000	113927.228713	104999999.999400	99999999.998900	28855057.000000	22737007.999890
60699.761117	51913.000000	113927.228325	104999999.999600	100000000.000700	28855056.999910	22737007.999790
60699.761130	52971.000000	113927.228435	105000000.001000	100000000.000300	28855056.999980	22737008.000100
