03/04/2025	11:20:19	(analyzed:  3/4/2025)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb	fb_Al_ErYb
60738.764119	51.000000	113927.228508	105000000.000200	99999999.999900	28854984.999760	22737008.000150
60738.764132	1112.000000	113927.228545	104999999.999800	100000000.000900	28854985.000240	22737007.999870
60738.764144	2167.000000	113927.228337	105000000.000700	99999999.998700	28854984.999950	22737008.000180
60738.764156	3225.000000	113927.228129	105000000.001400	99999999.999800	28854984.999520	22737007.999990
60738.764168	4282.000000	113927.228115	104999999.999600	100000000.000700	28854985.000140	22737008.000100
60738.764181	5338.000000	113927.228474	105000000.001300	99999999.999400	28854984.999780	22737007.999910
60738.764193	6396.000000	113927.228151	104999999.999300	100000000.000300	28854985.000010	22737007.999860
60738.764205	7453.000000	113927.227952	105000000.001400	99999999.997700	28854985.000090	22737008.000130
60738.764217	8510.000000	113927.228192	105000000.000000	100000000.000200	28854985.000080	22737007.999970
60738.764229	9566.000000	113927.228364	105000000.000000	100000000.000600	28854984.999570	22737008.000070
60738.764242	10621.000000	113927.228145	105000000.001700	99999999.999300	28854984.999970	22737008.000120
60738.764254	11678.000000	113927.228315	105000000.000200	100000000.000500	28854985.000330	22737008.000060
60738.764266	12735.000000	113927.228285	105000000.000300	99999999.998400	28854984.999910	22737007.999900
60738.764278	13791.000000	113927.228162	105000000.000300	99999999.999500	28854984.999860	22737008.000010
60738.764291	14848.000000	113927.228316	105000000.001100	100000000.001200	28854984.999730	22737008.000080
60738.764303	15907.000000	113927.228217	104999999.999300	99999999.999400	28854985.000130	22737008.000010
60738.764315	16966.000000	113927.228614	104999999.999900	100000000.000500	28854985.000070	22737008.000060
60738.764327	18021.000000	113927.228193	105000000.000000	99999999.998200	28854984.999890	22737007.999980
60738.764340	19078.000000	113927.228197	105000000.000200	100000000.000100	28854985.000130	22737008.000030
60738.764352	20135.000000	113927.228451	105000000.000000	100000000.000400	28854985.000320	22737007.999890
60738.764364	21191.000000	113927.227936	105000000.000400	99999999.999800	28854985.000380	22737008.000130
60738.764376	22247.000000	113927.228249	105000000.001100	100000000.000500	28854984.999850	22737007.999870
60738.764388	23303.000000	113927.228345	105000000.001700	99999999.998400	28854984.999690	22737008.000090
60738.764401	24360.000000	113927.227984	104999999.999600	100000000.000000	28854985.000000	22737008.000070
60738.764413	25418.000000	113927.228242	105000000.000000	100000000.000900	28854984.999820	22737008.000030
60738.764425	26474.000000	113927.228338	105000000.001500	99999999.999300	28854985.000070	22737007.999850
60738.764437	27531.000000	113927.228341	104999999.999100	100000000.001100	28854985.000090	22737007.999930
60738.764450	28588.000000	113927.228243	104999999.999900	99999999.998300	28854985.000110	22737008.000070
60738.764462	29644.000000	113927.228192	105000000.000400	100000000.000100	28854985.000220	22737007.999970
60738.764474	30700.000000	113927.228319	105000000.001200	100000000.000200	28854984.999800	22737008.000030
60738.764486	31756.000000	113927.228300	105000000.001400	99999999.999700	28854985.000120	22737007.999830
60738.764499	32814.000000	113927.228061	105000000.000100	100000000.000500	28854985.000290	22737007.999920
60738.764511	33870.000000	113927.228307	104999999.999900	99999999.998800	28854985.000280	22737008.000230
60738.764523	34926.000000	113927.228274	105000000.001200	100000000.000300	28854984.999940	22737007.999920
60738.764535	35983.000000	113927.228085	104999999.999100	99999999.999900	28854985.000080	22737008.000050
60738.764547	37039.000000	113927.228402	105000000.001800	99999999.999600	28854984.999820	22737007.999950
60738.764560	38094.000000	113927.228000	105000000.001200	100000000.000400	28854985.000020	22737007.999910
60738.764572	39151.000000	113927.228180	105000000.000800	99999999.998400	28854985.000250	22737008.000080
60738.764584	40208.000000	113927.228293	104999999.999700	100000000.000200	28854985.000050	22737008.000000
60738.764596	41266.000000	113927.228306	104999999.999700	100000000.000300	28854985.000300	22737008.000010
60738.764609	42323.000000	113927.228329	105000000.000300	99999999.999900	28854984.999670	22737007.999960
60738.764621	43379.000000	113927.227898	105000000.000500	100000000.000300	28854985.000000	22737007.999960
60738.764633	44435.000000	113927.228348	105000000.001400	99999999.998300	28854984.999830	22737008.000030
60738.764645	45491.000000	113927.227846	104999999.999300	100000000.000600	28854984.999880	22737008.000010
60738.764657	46546.000000	113927.228414	105000000.001200	100000000.000700	28854985.000110	22737007.999840
60738.764670	47603.000000	113927.228398	104999999.999300	100000000.000000	28854985.000340	22737008.000120
60738.764682	48660.000000	113927.228250	105000000.000100	100000000.000900	28854985.000170	22737008.000070
60738.764694	49718.000000	113927.228340	105000000.000500	99999999.998400	28854984.999800	22737008.000050
60738.764706	50775.000000	113927.228178	105000000.000000	99999999.999700	28854985.000000	22737008.000060
60738.764719	51832.000000	113927.228436	105000000.000300	100000000.000300	28854985.000310	22737008.000010
60738.764731	52889.000000	113927.228160	105000000.001500	99999999.999600	28854984.999860	22737007.999990
60738.764743	53945.000000	113927.228091	104999999.999800	100000000.000800	28854984.999920	22737008.000040
60738.764755	55002.000000	113927.228251	105000000.000000	99999999.998400	28854985.000120	22737007.999920
60738.764768	56059.000000	113927.228634	105000000.001100	100000000.000300	28854984.999560	22737008.000000
60738.764780	57115.000000	113927.228112	105000000.001500	100000000.000100	28854984.999720	22737008.000090
60738.764792	58172.000000	113927.228236	105000000.000900	100000000.000100	28854985.000300	22737007.999990
60738.764804	59228.000000	113927.228257	104999999.999200	100000000.000600	28854985.000180	22737008.000120
60738.764816	60283.000000	113927.228188	105000000.001300	99999999.998200	28854984.999720	22737008.000050
60738.764829	61340.000000	113927.228347	104999999.999300	100000000.000600	28854985.000380	22737008.000050
60738.764841	62396.000000	113927.228367	105000000.000400	100000000.000100	28854984.999860	22737007.999930
60738.764853	63453.000000	113927.228007	104999999.999600	99999999.999600	28854985.000180	22737007.999930
60738.764865	64510.000000	113927.228455	105000000.000300	100000000.000700	28854985.000100	22737007.999940
60738.764878	65566.000000	113927.228089	105000000.000100	99999999.998700	28854985.000200	22737007.999960
60738.764890	66624.000000	113927.228364	105000000.000500	100000000.000200	28854985.000180	22737008.000020
60738.764902	67679.000000	113927.227978	105000000.002000	99999999.999800	28854985.000060	22737008.000120
60738.764914	68734.000000	113927.228517	104999999.999500	99999999.999400	28854984.999980	22737007.999990
60738.764927	69793.000000	113927.228030	105000000.000700	100000000.000700	28854984.999970	22737007.999880
60738.764939	70849.000000	113927.228342	105000000.001000	99999999.998700	28854984.999870	22737007.999940
60738.764951	71908.000000	113927.228346	104999999.999900	100000000.000600	28854985.000000	22737007.999900
60738.764963	72966.000000	113927.228382	105000000.000000	100000000.000000	28854984.999830	22737007.999980
60738.764975	74021.000000	113927.228302	105000000.000400	99999999.999400	28854985.000210	22737007.999990
60738.764988	75080.000000	113927.228396	105000000.000600	100000000.001000	28854985.000010	22737007.999940
60738.765000	76138.000000	113927.228213	105000000.001900	99999999.998100	28854985.000260	22737008.000080
60738.765012	77195.000000	113927.228530	105000000.000800	100000000.000100	28854984.999940	22737008.000120
60738.765024	78251.000000	113927.227818	105000000.001600	100000000.000200	28854985.000210	22737008.000040
60738.765037	79307.000000	113927.228338	104999999.999800	100000000.000300	28854985.000280	22737007.999940
60738.765049	80365.000000	113927.228464	104999999.999400	100000000.000900	28854984.999800	22737008.000060
60738.765061	81420.000000	113927.228338	105000000.000900	99999999.998300	28854984.999750	22737007.999900
60738.765073	82476.000000	113927.228044	104999999.999300	100000000.000600	28854984.999620	22737007.999890
60738.765086	83533.000000	113927.228351	105000000.000900	99999999.999600	28854985.000160	22737007.999970
60738.765098	84591.000000	113927.228488	105000000.001300	99999999.999900	28854985.000020	22737008.000010
60738.765110	85650.000000	113927.227986	105000000.000800	100000000.000700	28854985.000170	22737008.000270
60738.765122	86707.000000	113927.228117	105000000.000500	99999999.998900	28854984.999850	22737008.000150
60738.765135	87765.000000	113927.228486	104999999.999500	100000000.000600	28854984.999760	22737008.000070
60738.765147	88822.000000	113927.228234	105000000.002000	99999999.999800	28854985.000000	22737007.999990
60738.765159	89878.000000	113927.228251	105000000.000700	99999999.999400	28854985.000110	22737008.000060
60738.765171	90936.000000	113927.228331	105000000.000800	100000000.000700	28854984.999990	22737007.999910
60738.765183	91992.000000	113927.228191	104999999.999100	99999999.998900	28854984.999660	22737007.999960
60738.765196	93049.000000	113927.228488	105000000.000000	100000000.000300	28854984.999690	22737008.000000
60738.765208	94106.000000	113927.227917	105000000.000400	99999999.999400	28854985.000120	22737007.999990
60738.765220	95162.000000	113927.228528	104999999.999900	99999999.999900	28854985.000130	22737008.000110
60738.765232	96217.000000	113927.228136	105000000.000300	100000000.000500	28854985.000450	22737007.999860
60738.765245	97274.000000	113927.228198	105000000.000900	99999999.998600	28854985.000150	22737008.000200
60738.765257	98331.000000	113927.228250	105000000.000100	100000000.000500	28854984.999830	22737007.999830
60738.765269	99389.000000	113927.228400	105000000.001800	99999999.999000	28854984.999770	22737008.000100
60738.765281	100446.000000	113927.228042	104999999.999800	99999999.999800	28854984.999760	22737007.999980
60738.765294	101500.000000	113927.228169	105000000.000000	100000000.000400	28854984.999730	22737007.999870
60738.765306	102557.000000	113927.228447	105000000.001200	99999999.998900	28854984.999860	22737008.000100
60738.765318	103613.000000	113927.228234	104999999.999700	100000000.000100	28854984.999920	22737007.999970
60738.765330	104670.000000	113927.228181	105000000.001400	99999999.999100	28854985.000030	22737007.999870
60738.765342	105727.000000	113927.228292	104999999.999000	100000000.000000	28854984.999920	22737008.000040
60738.765355	106784.000000	113927.228191	105000000.000100	100000000.000800	28854985.000030	22737008.000030
60738.765367	107842.000000	113927.228230	105000000.001300	99999999.999200	28854984.999690	22737008.000100
60738.765379	108898.000000	113927.228083	105000000.000000	100000000.000000	28854984.999960	22737008.000000
60738.765391	109952.000000	113927.228191	105000000.001700	99999999.999000	28854985.000010	22737008.000060
60738.765404	111009.000000	113927.228430	104999999.999600	100000000.000000	28854984.999950	22737007.999910
60738.765416	112066.000000	113927.228208	104999999.999600	100000000.000400	28854985.000000	22737008.000050
