"","x"
"1044",-5.68970417455275
"1045",1.85596465103914
"1046",0.943432820883024
"1047",0.227504510582193
"1048",-2.96321390659809
"1049",3.63979777211832
"1050",0.194929239828668
"1051",1.69704088601202
"1052",2.36618526459799
"1053",1.14723644409003
"1054",3.22237297070595
"1055",1.66942677653955
"1056",-1.3769066330307
"1057",2.08792171688975
"1058",0.860948521378025
"1059",-1.91249323168639
"1060",-1.78069057346594
"1061",0.793223201100823
"1062",-1.58110205723747
"1063",-1.42996963503424
"1064",-0.0309426451624691
"1065",-1.02753379664858
"1066",3.61769111520703
"1067",0.418796644795687
"1068",1.1882249363448
"1069",-0.891591273917733
"1070",1.12447378065401
"1071",-0.67564233507385
"1072",2.85278607242578
"1073",-0.892204212153064
"1074",-2.01011036972077
"1075",-0.919263472800163
"1076",-2.06269551253528
"1077",-1.11679069272287
"1078",-2.78765537978887
"1079",2.43446783220073
"1080",2.00658264373048
"1081",0.835408996063577
"1082",-5.72703718631576
"1083",-2.98315060539792
"1084",-1.66472470080384
"1085",3.07992920373121
"1086",1.12346517798777
"1087",-1.82886544040913
"1088",-3.97508053545658
"1089",-2.31689839165935
"1090",-3.44831303571336
"1091",3.95250856468267
"1092",-4.06808784758701
"1093",-2.7873797707702
"1094",-1.20905938667633
"1095",2.61059917364694
"1096",0.45830324693506
"1097",-1.13508520364828
"1098",-3.94953509994185
"1099",-1.12368184327128
"1100",0.762027874861079
"1101",3.44241499742285
"1102",-1.25747885703878
"1103",1.39892078944252
"1104",5.04372731609783
"1105",0.891188014791882
"1106",2.50562672448744
"1107",3.64853526402974
"1108",-0.635119097688982
"1109",1.84939728629529
"1110",-0.100324916277782
"1111",-0.546439252102386
"1112",2.23222397193452
"1113",-1.31707716821789
"1114",0.0567175425763153
"1115",1.56150970179271
"1116",2.19806927547134
"1117",1.09699621586883
"1118",-5.60304112587621
"1119",2.52450040760014
"1120",1.11818186196183
"1121",1.66565629762382
"1122",-0.0689307058610558
"1123",-1.21800937262092
"1124",2.19913478876581
"1125",2.6298681088556
"1126",-4.00522323729395
"1127",3.58108762176478
"1128",0.691538252024574
"1129",-1.97506917226177
"1130",-1.60099611311626
"1131",2.17142276322151
"1132",2.4195768292997
"1133",2.79387365099192
"1134",0.859084951968045
"1135",-0.310125090991714
"1136",0.0983495867267403
"1137",-4.44567028891184
"1138",2.20017850815544
"1139",-0.801537086403596
"1140",2.23609665537333
"1141",-1.78705008743364
"1142",2.82011617801716
"1143",3.63752907387686
"1144",0.747240062367724
"1145",-0.111615158156267
"1146",-6.09303020798407
"1147",2.22156977889881
"1148",-2.76220054360973
"1149",-3.46335731540045
"1150",-0.00431688147005491
"1151",2.10947984377333
"1152",-3.4178859823289
"1153",-2.3969569511376
"1154",3.33744830931182
"1155",-2.8066334253741
"1156",1.30535819951335
"1157",-1.30724927823297
"1158",3.07122491935443
"1159",0.266587955250416
"1160",0.426632483893707
"1161",1.01580644616669
"1162",-0.754378938587152
"1163",-0.575775332020536
"1164",1.27465529352424
"1165",1.91374878454031
"1166",1.31667320721622
"1167",0.489828427658475
"1168",-1.91273751562309
"1169",0.777281013553908
"1170",-0.468747919736122
"1171",0.510652604989529
"1172",-2.12211953380031
"1173",-4.00792814991222
"1174",-0.745823497278671
"1175",-1.90557036190089
"1176",1.35632924251212
"1177",-0.400488460899908
"1178",-1.68490625188977
"1179",1.71340865937918
"1180",-1.44615657549596
"1181",-0.423598742011625
"1182",2.48408171909314
"1183",1.7926423828255
"1184",-3.64555097999311
"1185",0.871241952758312
"1186",-2.25633762757973
"1187",0.226970332525366
"1188",1.96831346741256
"1189",-3.62583454852111
"1190",-1.51506948101585
"1191",2.11033894312679
"1192",-4.5988651490192
"1193",0.642864420233252
"1194",3.03371973008355
