60691.915162	nan
60691.915175	6.74679884e-19
60691.915187	-7.891499999e-18
60691.915199	-2.2445174022e-17
60691.915211	-3.4422283397e-17
60691.915224	-5.8062328563e-17
60691.915236	-8.1742070441e-17
60691.915248	-9.9880480892e-17
60691.91526	-1.21561677957e-16
60691.915272	-1.40795435716e-16
60691.915285	-1.84585879338e-16
60691.915297	-2.07927117215e-16
60691.915309	-2.17855369265e-16
60691.915321	-2.30061260298e-16
60691.915333	-2.2709889795e-16
60691.915346	-2.05375069554e-16
60691.915358	-1.82450134709e-16
60691.91537	-1.74232445091e-16
60691.915382	-1.79427826563e-16
60691.915394	-1.82850680192e-16
60691.915407	-1.92980513326e-16
60691.915419	-1.90988042336e-16
60691.915431	-1.91584912278e-16
60691.915443	-1.95848454428e-16
60691.915455	-1.96899335758e-16
60691.915468	-1.89156891838e-16
60691.91548	-1.7991651266e-16
60691.915492	-1.56140557462e-16
60691.915504	-1.27463358532e-16
60691.915516	-1.05738360375e-16
60691.915529	-7.9464258594e-17
60691.915541	-6.1988986042e-17
60691.915553	-5.9278123535e-17
60691.915565	-6.049518436e-17
60691.915577	-7.5620593321e-17
60691.91559	-8.7270368823e-17
60691.915602	-1.03813394752e-16
60691.915614	-1.11025864298e-16
60691.915626	-1.14502560037e-16
60691.915639	-1.23401891691e-16
60691.915651	-1.30457512199e-16
60691.915663	-1.31250810384e-16
60691.915675	-1.31123472234e-16
60691.915687	-1.31004090284e-16
60691.9157	-1.33258680482e-16
60691.915712	-1.45822385469e-16
60691.915724	-1.50380770467e-16
60691.915736	-1.45999783238e-16
60691.915748	-1.54481357887e-16
60691.915761	-1.6536730304e-16
60691.915773	-1.70895853155e-16
60691.915785	-1.70091864907e-16
60691.915797	-1.70901506896e-16
60691.915809	-1.71275977152e-16
60691.915822	-1.60217922952e-16
60691.915834	-1.42968078556e-16
60691.915846	-1.12487048143e-16
60691.915858	-8.7398986036e-17
60691.91587	-7.5709735398e-17
60691.915883	-7.9502817176e-17
60691.915895	-1.04161865731e-16
60691.915907	-1.35880262823e-16
60691.915919	-1.65108351305e-16
60691.915931	-1.89867761553e-16
60691.915944	-1.95005415402e-16
60691.915956	-2.03880211229e-16
60691.915968	-2.21983548138e-16
60691.91598	-2.25950128329e-16
60691.915992	-2.1524382091e-16
60691.916005	-2.04807585115e-16
60691.916017	-1.88844273847e-16
60691.916029	-1.6387436842e-16
60691.916041	-1.35335509036e-16
60691.916053	-1.16129192212e-16
60691.916066	-9.6394262831e-17
60691.916078	-9.9228283495e-17
60691.91609	-9.242594231e-17
60691.916102	-8.1426657297e-17
60691.916114	-7.6056227916e-17
60691.916127	-8.2886401966e-17
60691.916139	-1.04318297126e-16
60691.916151	-1.23765312389e-16
60691.916163	-1.56527090444e-16
60691.916175	-1.91606185186e-16
60691.916188	-2.07829289984e-16
60691.9162	-2.02241981952e-16
60691.916212	-1.84571101537e-16
60691.916224	-1.63193216346e-16
60691.916236	-1.45545333133e-16
60691.916249	-1.33769477424e-16
60691.916261	-1.31819016824e-16
60691.916273	-1.35780277199e-16
60691.916285	-1.56956329231e-16
60691.916297	-1.74230815097e-16
60691.91631	-1.87684592148e-16
60691.916322	-1.98066065568e-16
60691.916334	-1.957086399e-16
60691.916346	-1.71637120577e-16
60691.916358	-1.35934513665e-16
60691.916371	-1.01852195837e-16
60691.916383	-8.6401034738e-17
60691.916395	-8.6439915878e-17
60691.916407	-8.6936186224e-17
60691.916419	-8.0249247908e-17
60691.916432	-7.2617762826e-17
60691.916444	-5.6623041744e-17
60691.916456	-5.5473754231e-17
60691.916468	-6.5998679491e-17
60691.91648	-9.2370565064e-17
60691.916493	-1.28073176759e-16
60691.916505	-1.57468016754e-16
60691.916517	-1.77555863557e-16
60691.916529	-1.88050526335e-16
60691.916542	-1.9411373132e-16
60691.916554	-2.03022886377e-16
60691.916566	-2.0317572494e-16
60691.916578	-1.92652268533e-16
60691.91659	-1.77799893176e-16
60691.916603	-1.59844797453e-16
60691.916615	-1.31819231907e-16
60691.916627	-1.04099861277e-16
60691.916639	-7.6959060236e-17
60691.916651	-6.6216070533e-17
60691.916664	-7.2064101405e-17
60691.916676	-1.05011302877e-16
60691.916688	-1.41809126129e-16
60691.9167	-1.80078490874e-16
60691.916712	-2.12869721e-16
60691.916725	-2.43711952365e-16
60691.916737	-2.64749205863e-16
60691.916749	-2.67131288974e-16
60691.916761	-2.38483722589e-16
60691.916773	-2.08107970897e-16
60691.916786	-1.73577467538e-16
60691.916798	-1.53340644589e-16
60691.91681	-1.38111115217e-16
60691.916822	-1.29059307086e-16
60691.916834	-1.28005596834e-16
60691.916847	-1.29996160984e-16
60691.916859	-1.36627878403e-16
60691.916871	-1.31272780554e-16
60691.916883	-1.1187988126e-16
60691.916895	-8.8951794832e-17
60691.916908	-6.2126400534e-17
60691.91692	-4.3604413572e-17
60691.916932	-5.3342656646e-17
60691.916944	-8.3671451357e-17
60691.916956	-1.19137816999e-16
60691.916969	-1.51714196605e-16
60691.916981	-1.77433550747e-16
60691.916993	-1.9345358641e-16
60691.917005	-2.24424261124e-16
60691.917017	-2.42811836443e-16
60691.91703	-2.4313791619e-16
60691.917042	-2.31711931863e-16
60691.917054	-2.2669891258e-16
60691.917066	-2.30477113927e-16
60691.917078	-2.36986074974e-16
60691.917091	-2.40421191057e-16
60691.917103	-2.43014300656e-16
60691.917115	-2.33995885432e-16
60691.917127	-2.17447837177e-16
60691.917139	-2.04785422938e-16
60691.917152	-1.97327046725e-16
60691.917164	-2.00729000838e-16
60691.917176	-1.89541613227e-16
60691.917188	-1.90876023294e-16
60691.9172	-1.89899577031e-16
60691.917213	-1.63309419952e-16
60691.917225	-1.37932859144e-16
60691.917237	-1.12088024825e-16
60691.917249	-9.4857375649e-17
60691.917261	-8.1674921956e-17
60691.917273	-7.8652909628e-17
60691.917286	-7.7401328265e-17
60691.917298	-7.5453047387e-17
60691.91731	-9.839761783e-17
60691.917322	-1.35115008822e-16
60691.917334	-1.53003748507e-16
60691.917347	-1.60899197301e-16
60691.917359	-1.54563684838e-16
60691.917371	-1.52630943995e-16
60691.917383	-1.39428847386e-16
60691.917396	-1.26913049234e-16
60691.917408	-1.12578051533e-16
60691.91742	-8.0415931667e-17
60691.917432	-4.7435198116e-17
60691.917444	-3.0452824768e-17
60691.917457	-6.911343059e-18
60691.917469	2.1409900126e-17
60691.917481	3.03438487e-17
60691.917493	3.2045049298e-17
60691.917505	2.4826771013e-17
60691.917518	2.4774430871e-17
60691.91753	-7.713475841e-18
60691.917542	-5.1949106283e-17
60691.917554	-7.5367882662e-17
60691.917566	-8.6229211242e-17
60691.917579	-1.12315491492e-16
60691.917591	-1.29835759692e-16
