# Readme Information 
# Data taken on 250206, analyzed on 07-Feb-2025 by script Saveshifts_forTara_v3_250206.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2128), 2nd order zeeman based on real time B field measurement by atoms (avg shift = NaN), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0007), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0803), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.888479e+04 s, uptime fraction 4.125063e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0712747359629997e+04	   6.3000001940145619e+07	   0.0000000000000000e+00	
   6.0712747367160002e+04	   6.3000001939685360e+07	   0.0000000000000000e+00	
   6.0712747378519998e+04	   6.3000001927232295e+07	   0.0000000000000000e+00	
   6.0712747389850003e+04	   6.3000001646016128e+07	   0.0000000000000000e+00	
   6.0712747401189998e+04	   6.3000001622266687e+07	   0.0000000000000000e+00	
   6.0712747412530000e+04	   6.3000001584033474e+07	   0.0000000000000000e+00	
   6.0712747423879999e+04	   6.3000001572274782e+07	   0.0000000000000000e+00	
   6.0712747435229998e+04	   6.3000001591436528e+07	   0.0000000000000000e+00	
   6.0712747446579997e+04	   6.3000001624014892e+07	   0.0000000000000000e+00	
   6.0712747457910002e+04	   6.3000001667524502e+07	   0.0000000000000000e+00	
   6.0712747469260001e+04	   6.3000001688820690e+07	   0.0000000000000000e+00	
   6.0712747480600003e+04	   6.3000001689021066e+07	   0.0000000000000000e+00	
   6.0712747491950002e+04	   6.3000001706587568e+07	   0.0000000000000000e+00	
   6.0712747503289997e+04	   6.3000001728500202e+07	   0.0000000000000000e+00	
   6.0712747514629998e+04	   6.3000001739727810e+07	   0.0000000000000000e+00	
   6.0712747525970000e+04	   6.3000001754563585e+07	   0.0000000000000000e+00	
   6.0712747537310002e+04	   6.3000001756717779e+07	   0.0000000000000000e+00	
   6.0712747548660001e+04	   6.3000001768071011e+07	   0.0000000000000000e+00	
   6.0712747559989999e+04	   6.3000001765460014e+07	   0.0000000000000000e+00	
   6.0712747571339998e+04	   6.3000001772852682e+07	   0.0000000000000000e+00	
   6.0712747582689997e+04	   6.3000001754064240e+07	   0.0000000000000000e+00	
   6.0712747594029999e+04	   6.3000001753749758e+07	   0.0000000000000000e+00	
   6.0712747605370001e+04	   6.3000001757608205e+07	   0.0000000000000000e+00	
   6.0712747616710003e+04	   6.3000001762432873e+07	   0.0000000000000000e+00	
   6.0712747628040001e+04	   6.3000001744402468e+07	   0.0000000000000000e+00	
   6.0712747639390000e+04	   6.3000001743633375e+07	   0.0000000000000000e+00	
   6.0712747650730002e+04	   6.3000001761643879e+07	   0.0000000000000000e+00	
   6.0712747662070004e+04	   6.3000001764597975e+07	   0.0000000000000000e+00	
   6.0712747673389997e+04	   6.3000001768083014e+07	   0.0000000000000000e+00	
   6.0712747684759997e+04	   6.3000001753020652e+07	   0.0000000000000000e+00	
   6.0712747696099999e+04	   6.3000001751459964e+07	   0.0000000000000000e+00	
   6.0712747707440001e+04	   6.3000001738755487e+07	   0.0000000000000000e+00	
   6.0712747718799998e+04	   6.3000001730715811e+07	   0.0000000000000000e+00	
   6.0712747730130002e+04	   6.3000001719423003e+07	   0.0000000000000000e+00	
   6.0712747741469997e+04	   6.3000001729926959e+07	   0.0000000000000000e+00	
   6.0712747752850002e+04	   6.3000001747178100e+07	   0.0000000000000000e+00	
   6.0712747764150001e+04	   6.3000001765484087e+07	   0.0000000000000000e+00	
   6.0712747775500000e+04	   6.3000001788593695e+07	   0.0000000000000000e+00	
   6.0712747786840002e+04	   6.3000001809150279e+07	   0.0000000000000000e+00	
   6.0712747798190001e+04	   6.3000001791308165e+07	   0.0000000000000000e+00	
   6.0712747809540000e+04	   6.3000001764872946e+07	   0.0000000000000000e+00	
   6.0712747820869998e+04	   6.3000001734430201e+07	   0.0000000000000000e+00	
   6.0712747832219997e+04	   6.3000001724277630e+07	   0.0000000000000000e+00	
   6.0712747843550002e+04	   6.3000001706172168e+07	   0.0000000000000000e+00	
   6.0712747854909998e+04	   6.3000001703053445e+07	   0.0000000000000000e+00	
   6.0712747866240003e+04	   6.3000001696530871e+07	   0.0000000000000000e+00	
   6.0712747877590002e+04	   6.3000001696966879e+07	   0.0000000000000000e+00	
   6.0712747888940001e+04	   6.3000001696011856e+07	   0.0000000000000000e+00	
   6.0712747900280003e+04	   6.3000001700693801e+07	   0.0000000000000000e+00	
   6.0712747911619997e+04	   6.3000001708523326e+07	   0.0000000000000000e+00	
   6.0712747922959999e+04	   6.3000001717994288e+07	   0.0000000000000000e+00	
   6.0712747934320003e+04	   6.3000001700936995e+07	   0.0000000000000000e+00	
   6.0712747945650000e+04	   6.3000001696323708e+07	   0.0000000000000000e+00	
   6.0712747956979998e+04	   6.3000001662695698e+07	   0.0000000000000000e+00	
   6.0712747968329997e+04	   6.3000001642126933e+07	   0.0000000000000000e+00	
   6.0712747979680003e+04	   6.3000001626147538e+07	   0.0000000000000000e+00	
   6.0712747991019998e+04	   6.3000001600546420e+07	   0.0000000000000000e+00	
   6.0712748002350003e+04	   6.3000001572601110e+07	   0.0000000000000000e+00	
   6.0712748013709999e+04	   6.3000001556730181e+07	   0.0000000000000000e+00	
   6.0712748025050001e+04	   6.3000001562041238e+07	   0.0000000000000000e+00	
   6.0712748036390003e+04	   6.3000001581147008e+07	   0.0000000000000000e+00	
   6.0712748047720001e+04	   6.3000001587883025e+07	   0.0000000000000000e+00	
   6.0712748059070000e+04	   6.3000001576606184e+07	   0.0000000000000000e+00	
