02/06/2025	10:41:47	(analyzed:  2/6/2025)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb	fb_Al_ErYb
60712.738687	115251.000000	113927.228928	105000000.000100	100000000.000000	28855035.999760	22737008.000050
60712.738699	116306.000000	113927.227888	104999999.999900	100000000.000200	28855036.000020	22737007.999940
60712.738711	117363.000000	113927.228167	105000000.000100	99999999.999500	28855035.999830	22737008.000010
60712.738723	118419.000000	113927.228754	105000000.001700	100000000.001100	28855035.999490	22737007.999950
60712.738736	119477.000000	113927.228376	104999999.999800	99999999.998100	28855035.999980	22737008.000080
60712.738748	120535.000000	113927.228332	105000000.001500	100000000.000000	28855036.000120	22737008.000310
60712.738760	121591.000000	113927.228367	105000000.000900	100000000.000500	28855036.000010	22737007.999980
60712.738772	122646.000000	113927.228365	105000000.000900	100000000.000100	28855035.999900	22737007.999820
60712.738785	123702.000000	113927.228371	105000000.000600	100000000.000600	28855035.999890	22737007.999920
60712.738797	124759.000000	113927.228672	104999999.999700	99999999.998100	28855036.000030	22737008.000150
60712.738809	125816.000000	113927.228197	105000000.000500	100000000.000100	28855035.999890	22737008.000020
60712.738821	126872.000000	113927.228139	105000000.001300	100000000.000700	28855035.999780	22737008.000150
60712.738834	127929.000000	113927.228453	104999999.999600	99999999.999700	28855036.000240	22737007.999890
60712.738846	128986.000000	113927.228448	105000000.001300	100000000.000700	28855036.000080	22737008.000230
60712.738858	130044.000000	113927.228524	105000000.001100	99999999.998200	28855035.999550	22737007.999940
60712.738870	131099.000000	113927.228048	105000000.000400	100000000.000100	28855036.000240	22737008.000060
60712.738882	132155.000000	113927.228538	105000000.000400	100000000.000600	28855035.999890	22737007.999950
60712.738895	133212.000000	113927.228647	104999999.999900	99999999.999700	28855035.999850	22737008.000160
60712.738907	134269.000000	113927.228263	104999999.999200	100000000.000700	28855036.000070	22737008.000040
60712.738919	135325.000000	113927.228448	105000000.001700	99999999.998100	28855036.000090	22737008.000120
60712.738931	136381.000000	113927.228413	105000000.000800	99999999.999900	28855035.999820	22737008.000070
60712.738944	137439.000000	113927.228264	104999999.999200	100000000.000700	28855035.999810	22737007.999910
60712.738956	138495.000000	113927.228627	104999999.999800	99999999.999300	28855036.000210	22737008.000210
60712.738968	139551.000000	113927.228349	104999999.999700	100000000.000800	28855036.000360	22737008.000180
60712.738980	140608.000000	113927.228298	105000000.001200	99999999.998200	28855036.000020	22737007.999820
60712.738993	141666.000000	113927.228543	105000000.001300	100000000.000700	28855036.000000	22737007.999990
60712.739005	142723.000000	113927.228252	105000000.000500	100000000.000100	28855036.000220	22737007.999920
60712.739017	143778.000000	113927.228353	105000000.000500	99999999.999600	28855036.000210	22737007.999990
60712.739029	144837.000000	113927.228520	105000000.000800	100000000.000000	28855035.999850	22737008.000100
60712.739041	145894.000000	113927.228184	105000000.000500	99999999.998300	28855035.999960	22737007.999990
60712.739054	146953.000000	113927.228283	104999999.999700	100000000.000000	28855036.000020	22737008.000000
60712.739066	148010.000000	113927.228469	105000000.000400	100000000.000900	28855036.000310	22737008.000050
60712.739078	149066.000000	113927.228391	104999999.999700	99999999.999100	28855035.999920	22737008.000130
60712.739090	150123.000000	113927.228342	104999999.999700	100000000.000200	28855036.000090	22737007.999840
60712.739103	151179.000000	113927.228185	105000000.001300	99999999.998500	28855036.000080	22737008.000000
60712.739115	152234.000000	113927.228459	105000000.000900	99999999.999700	28855035.999860	22737007.999950
60712.739127	153292.000000	113927.228484	104999999.999400	100000000.001300	28855035.999700	22737008.000250
60712.739139	154347.000000	113927.228488	104999999.999400	99999999.999600	28855036.000040	22737008.000010
60712.739152	155406.000000	113927.228198	105000000.001800	100000000.000800	28855036.000010	22737007.999930
60712.739164	156462.000000	113927.228595	104999999.999300	99999999.998300	28855036.000030	22737007.999830
60712.739176	157518.000000	113927.228654	105000000.000100	100000000.000700	28855035.999810	22737008.000050
60712.739188	158575.000000	113927.228133	105000000.000100	100000000.001000	28855036.000320	22737008.000090
60712.739200	159633.000000	113927.228358	105000000.000400	99999999.999800	28855035.999920	22737008.000100
60712.739213	160691.000000	113927.228342	105000000.000400	100000000.000400	28855035.999750	22737008.000150
60712.739225	161750.000000	113927.228397	105000000.001800	99999999.998700	28855036.000050	22737007.999920
60712.739237	162806.000000	113927.228610	105000000.001100	100000000.000600	28855035.999940	22737007.999970
60712.739249	163863.000000	113927.228464	105000000.000000	100000000.000800	28855036.000260	22737008.000060
60712.739262	164919.000000	113927.228149	105000000.000400	99999999.999600	28855036.000120	22737007.999940
60712.739274	165976.000000	113927.228407	105000000.001700	100000000.000500	28855036.000200	22737007.999910
60712.739286	167033.000000	113927.228276	105000000.001500	99999999.998700	28855036.000010	22737008.000120
60712.739298	168090.000000	113927.228243	104999999.999900	100000000.000400	28855035.999490	22737008.000030
60712.739311	169149.000000	113927.228399	104999999.999100	100000000.000200	28855035.999890	22737008.000110
60712.739323	170204.000000	113927.228491	105000000.001300	99999999.999300	28855036.000200	22737007.999950
60712.739335	171261.000000	113927.228323	105000000.001100	100000000.000600	28855035.999830	22737008.000020
60712.739347	172318.000000	113927.228280	104999999.999600	99999999.998500	28855036.000110	22737008.000000
60712.739360	173375.000000	113927.228466	105000000.001200	99999999.999500	28855035.999800	22737007.999990
60712.739372	174431.000000	113927.228527	104999999.999100	100000000.000800	28855035.999840	22737008.000090
60712.739384	175488.000000	113927.228484	105000000.001100	99999999.999400	28855035.999820	22737007.999920
60712.739396	176543.000000	113927.228314	105000000.000900	100000000.000800	28855036.000370	22737007.999920
60712.739408	177599.000000	113927.228528	104999999.999300	99999999.998500	28855035.999560	22737007.999920
60712.739421	178656.000000	113927.228494	105000000.001500	100000000.000300	28855036.000410	22737008.000230
60712.739433	179712.000000	113927.228148	104999999.999500	100000000.000500	28855035.999930	22737008.000190
60712.739445	180769.000000	113927.228418	105000000.001300	99999999.999600	28855035.999880	22737008.000100
60712.739457	181826.000000	113927.228299	105000000.000900	100000000.000300	28855035.999970	22737008.000020
60712.739470	182884.000000	113927.228443	104999999.999000	99999999.998100	28855036.000130	22737007.999980
60712.739482	183940.000000	113927.228477	105000000.001300	99999999.999600	28855036.000040	22737008.000030
60712.739494	184997.000000	113927.228093	104999999.999200	100000000.000400	28855036.000020	22737007.999850
60712.739506	186054.000000	113927.228454	104999999.999400	99999999.999400	28855036.000190	22737008.000050
60712.739519	187112.000000	113927.228553	105000000.002000	100000000.000900	28855036.000070	22737008.000010
60712.739531	188167.000000	113927.228348	105000000.000000	99999999.998100	28855036.000050	22737008.000010
60712.739543	189223.000000	113927.228459	104999999.999800	99999999.999800	28855035.999930	22737007.999920
60712.739555	190281.000000	113927.228290	105000000.001900	100000000.000500	28855035.999970	22737008.000150
60712.739567	191339.000000	113927.228365	104999999.999000	99999999.999400	28855036.000280	22737008.000090
60712.739580	192394.000000	113927.228519	104999999.999600	100000000.000800	28855036.000300	22737007.999860
60712.739592	193450.000000	113927.228461	105000000.001200	99999999.998300	28855035.999860	22737007.999950
60712.739604	194507.000000	113927.228292	105000000.001100	100000000.000100	28855036.000000	22737008.000090
60712.739616	195563.000000	113927.228283	105000000.000200	100000000.000700	28855035.999960	22737008.000210
60712.739629	196620.000000	113927.228387	105000000.000900	99999999.999200	28855036.000050	22737008.000060
60712.739641	197676.000000	113927.228384	104999999.999700	100000000.000700	28855036.000020	22737007.999930
60712.739653	198732.000000	113927.228370	105000000.000200	99999999.998400	28855036.000050	22737007.999970
60712.739665	199790.000000	113927.228594	105000000.001300	99999999.999700	28855035.999970	22737007.999930
60712.739678	200846.000000	113927.228411	105000000.000300	99999999.999900	28855035.999810	22737007.999910
60712.739690	201902.000000	113927.228224	105000000.001200	99999999.999100	28855035.999810	22737008.000010
60712.739702	202960.000000	113927.228599	105000000.000400	100000000.000800	28855035.999800	22737008.000010
60712.739714	204017.000000	113927.228227	105000000.000900	99999999.999300	28855036.000200	22737008.000110
60712.739726	205074.000000	113927.228633	104999999.999100	100000000.000400	28855036.000100	22737007.999910
60712.739739	206129.000000	113927.228334	105000000.001500	100000000.000500	28855035.999940	22737007.999910
60712.739751	207185.000000	113927.228262	104999999.999100	99999999.999900	28855035.999890	22737007.999860
60712.739763	208242.000000	113927.228583	105000000.000000	100000000.000400	28855035.999890	22737008.000070
60712.739775	209298.000000	113927.228430	104999999.999900	99999999.999000	28855036.000200	22737008.000110
60712.739788	210353.000000	113927.228502	104999999.999700	99999999.999900	28855036.000180	22737007.999960
60712.739800	211411.000000	113927.228284	105000000.000100	100000000.000600	28855035.999540	22737008.000060
60712.739812	212466.000000	113927.228067	104999999.999800	99999999.999400	28855035.999640	22737008.000060
60712.739824	213523.000000	113927.228598	105000000.001900	100000000.000500	28855036.000150	22737008.000020
60712.739836	214579.000000	113927.228548	104999999.999900	99999999.999100	28855036.000080	22737007.999930
60712.739849	215635.000000	113927.228176	105000000.000000	99999999.999800	28855035.999670	22737008.000050
60712.739861	216691.000000	113927.228206	105000000.001500	100000000.000300	28855035.999820	22737007.999870
60712.739873	217747.000000	113927.228777	104999999.999200	99999999.999300	28855035.999790	22737008.000000
60712.739885	218803.000000	113927.228292	105000000.000400	100000000.000300	28855035.999720	22737008.000090
60712.739898	219860.000000	113927.228370	105000000.000100	99999999.998700	28855036.000010	22737007.999960
60712.739910	220916.000000	113927.228041	105000000.000400	99999999.999500	28855035.999870	22737008.000050
60712.739922	221974.000000	113927.228495	105000000.001700	100000000.001100	28855036.000090	22737008.000080
60712.739934	223031.000000	113927.228347	104999999.999200	99999999.999600	28855036.000300	22737007.999960
60712.739946	224087.000000	113927.228255	105000000.000400	100000000.000600	28855035.999720	22737007.999980
60712.739959	225143.000000	113927.228503	105000000.000200	99999999.999100	28855036.000410	22737007.999940
60712.739971	226200.000000	113927.228514	105000000.000700	100000000.000000	28855035.999990	22737008.000020
60712.739983	227257.000000	113927.228361	105000000.000400	100000000.000700	28855035.999910	22737008.000100
60712.739995	228314.000000	113927.228097	105000000.000300	99999999.999100	28855035.999810	22737007.999900
60712.740008	229370.000000	113927.228220	105000000.000500	100000000.000900	28855036.000220	22737008.000050
60712.740020	230427.000000	113927.228538	105000000.000100	99999999.998800	28855035.999750	22737008.000190
60712.740032	231485.000000	113927.228649	105000000.000500	99999999.999700	28855035.999760	22737007.999760
60712.740044	232540.000000	113927.228470	105000000.002000	100000000.000500	28855035.999930	22737008.000160
60712.740057	233597.000000	113927.228132	104999999.999500	99999999.999300	28855036.000110	22737007.999880
60712.740069	234655.000000	113927.228283	105000000.000000	100000000.000500	28855035.999900	22737008.000130
60712.740081	235710.000000	113927.228476	105000000.000200	99999999.999400	28855036.000170	22737008.000130
60712.740093	236767.000000	113927.228129	105000000.001600	99999999.999400	28855035.999880	22737008.000030
60712.740105	237824.000000	113927.228370	104999999.999200	100000000.000300	28855036.000220	22737007.999920
60712.740118	238882.000000	113927.228565	105000000.001200	99999999.999300	28855036.000140	22737007.999960
60712.740130	239939.000000	113927.228309	105000000.001200	100000000.000800	28855035.999980	22737008.000110
60712.740142	240997.000000	113927.228119	104999999.999900	99999999.998500	28855035.999850	22737008.000200
60712.740154	242054.000000	113927.228411	105000000.001100	100000000.000100	28855035.999900	22737008.000120
60712.740167	243110.000000	113927.228414	104999999.999400	100000000.001200	28855035.999830	22737008.000120
60712.740179	244169.000000	113927.228148	105000000.000100	99999999.998800	28855035.999570	22737008.000190
60712.740191	245224.000000	113927.228507	105000000.000600	100000000.000500	28855036.000110	22737007.999930
60712.740203	246281.000000	113927.228586	105000000.001200	99999999.999300	28855036.000350	22737008.000040
60712.740216	247339.000000	113927.228356	105000000.000600	99999999.999700	28855036.000000	22737008.000110
60712.740228	248395.000000	113927.228184	105000000.000500	100000000.000700	28855036.000180	22737008.000060
60712.740240	249453.000000	113927.228433	105000000.001000	99999999.998700	28855036.000000	22737008.000020
60712.740252	250510.000000	113927.228386	104999999.999300	100000000.000600	28855036.000050	22737008.000070
60712.740265	251567.000000	113927.228390	104999999.999800	99999999.999600	28855035.999850	22737008.000080
60712.740277	252625.000000	113927.228368	104999999.999200	99999999.999900	28855035.999910	22737008.000030
60712.740289	253681.000000	113927.228347	105000000.000800	100000000.001200	28855036.000080	22737008.000010
60712.740301	254736.000000	113927.228520	105000000.001800	99999999.999100	28855035.999680	22737007.999810
60712.740313	255794.000000	113927.228152	104999999.998800	100000000.000200	28855035.999700	22737008.000050
60712.740326	256850.000000	113927.228197	105000000.002100	99999999.999400	28855036.000210	22737008.000070
60712.740338	257907.000000	113927.228420	104999999.999000	100000000.000100	28855035.999890	22737007.999950
60712.740350	258964.000000	113927.228467	105000000.001300	100000000.000300	28855036.000050	22737008.000060
60712.740362	260021.000000	113927.228327	105000000.000700	99999999.998800	28855035.999960	22737007.999830
60712.740375	261078.000000	113927.228388	105000000.001200	100000000.000600	28855036.000360	22737008.000050
60712.740387	262134.000000	113927.228359	104999999.998900	99999999.999400	28855036.000170	22737007.999890
60712.740399	263192.000000	113927.228414	105000000.000800	99999999.999800	28855036.000430	22737008.000090
60712.740411	264249.000000	113927.228295	105000000.000900	100000000.001100	28855035.999810	22737008.000010
60712.740424	265306.000000	113927.228297	104999999.999500	99999999.998600	28855035.999910	22737007.999890
60712.740436	266362.000000	113927.228337	105000000.000800	100000000.000300	28855035.999790	22737007.999930
60712.740448	267418.000000	113927.228356	105000000.000900	99999999.999400	28855035.999840	22737008.000010
60712.740460	268475.000000	113927.228411	104999999.999500	100000000.000100	28855035.999700	22737008.000030
60712.740472	269532.000000	113927.228529	104999999.999800	100000000.000600	28855035.999690	22737007.999980
60712.740485	270589.000000	113927.228389	105000000.001200	99999999.998600	28855035.999910	22737007.999810
60712.740497	271647.000000	113927.228107	104999999.999600	100000000.000600	28855035.999940	22737008.000150
60712.740509	272703.000000	113927.228586	105000000.001700	99999999.999900	28855036.000100	22737007.999850
60712.740521	273760.000000	113927.228125	104999999.999500	100000000.000200	28855036.000470	22737008.000110
60712.740534	274816.000000	113927.228425	105000000.000800	100000000.000900	28855036.000260	22737008.000170
60712.740546	275873.000000	113927.228394	105000000.001200	99999999.998700	28855035.999840	22737007.999980
60712.740558	276928.000000	113927.228462	105000000.000000	100000000.000400	28855036.000100	22737008.000060
60712.740570	277985.000000	113927.228372	105000000.001600	99999999.999700	28855036.000130	22737007.999890
60712.740583	279040.000000	113927.228530	105000000.001300	100000000.000000	28855036.000330	22737008.000180
60712.740595	280096.000000	113927.228356	104999999.999300	100000000.000500	28855036.000150	22737008.000030
60712.740607	281154.000000	113927.228447	105000000.001500	99999999.998700	28855035.999760	22737008.000110
60712.740619	282210.000000	113927.228269	105000000.000400	100000000.000400	28855036.000200	22737007.999810
60712.740631	283266.000000	113927.228398	105000000.000900	100000000.000300	28855036.000070	22737008.000010
60712.740644	284322.000000	113927.228276	104999999.999800	99999999.999900	28855035.999890	22737007.999870
60712.740656	285379.000000	113927.228301	105000000.001800	100000000.000800	28855035.999970	22737007.999990
60712.740668	286437.000000	113927.228331	104999999.998700	99999999.998700	28855036.000140	22737007.999870
60712.740680	287493.000000	113927.228420	105000000.001300	100000000.000000	28855036.000010	22737008.000120
60712.740693	288550.000000	113927.228479	105000000.000600	100000000.000300	28855035.999960	22737008.000110
60712.740705	289606.000000	113927.228518	104999999.999400	99999999.999500	28855036.000260	22737008.000050
60712.740717	290663.000000	113927.228094	105000000.000300	100000000.000600	28855036.000290	22737007.999860
60712.740729	291720.000000	113927.228279	105000000.001200	99999999.998400	28855035.999940	22737007.999910
60712.740742	292776.000000	113927.228554	104999999.999500	100000000.000400	28855035.999960	22737008.000160
60712.740754	293833.000000	113927.228658	105000000.000600	99999999.999400	28855036.000020	22737007.999970
60712.740766	294891.000000	113927.228272	105000000.001600	99999999.999900	28855036.000170	22737008.000020
60712.740778	295947.000000	113927.228287	105000000.000400	100000000.000700	28855035.999560	22737008.000060
60712.740790	297003.000000	113927.228463	105000000.000800	99999999.998900	28855035.999700	22737008.000010
60712.740803	298059.000000	113927.228609	105000000.000100	100000000.000500	28855035.999770	22737007.999860
60712.740815	299117.000000	113927.228295	105000000.000800	100000000.000300	28855036.000170	22737008.000050
60712.740827	300174.000000	113927.228211	104999999.999400	99999999.999800	28855036.000020	22737008.000110
60712.740839	301230.000000	113927.228570	105000000.001100	100000000.000500	28855036.000010	22737007.999990
60712.740852	302287.000000	113927.228380	105000000.000500	99999999.998700	28855036.000260	22737007.999930
60712.740864	303344.000000	113927.228280	105000000.000500	100000000.000200	28855035.999800	22737007.999860
60712.740876	304400.000000	113927.228524	105000000.000300	100000000.000300	28855036.000090	22737007.999620
60712.740888	305455.000000	113927.228398	105000000.000600	99999999.999700	28855035.999740	22737008.000140
60712.740901	306513.000000	113927.228594	105000000.001300	100000000.000700	28855036.000040	22737008.000170
60712.740913	307568.000000	113927.228248	104999999.999300	99999999.998400	28855036.000120	22737008.000100
60712.740925	308624.000000	113927.228437	105000000.000700	100000000.000600	28855036.000110	22737007.999950
60712.740937	309679.000000	113927.228323	105000000.000100	100000000.000100	28855035.999770	22737007.999950
60712.740949	310737.000000	113927.228345	104999999.999900	99999999.999600	28855036.000050	22737008.000150
60712.740962	311794.000000	113927.228555	104999999.999900	100000000.000600	28855035.999860	22737007.999980
60712.740974	312850.000000	113927.228393	105000000.001400	99999999.998600	28855036.000170	22737007.999900
60712.740986	313907.000000	113927.228382	105000000.000500	100000000.000200	28855036.000020	22737007.999990
