#Frequency shifts file for ErYb measurement of Al+ frequency
#  Data recorded on 02-06-2025, analyzed on 02-07-2025.
#
#  All shifts are in Hz as referenced to the Al+ resonance near 267.4 nm.
#
#  To calculate the clock frequency use: f_atom = (M/N)*f_comb + f_shift.
#    - Here, M = 4, N = 1, f_comb is the frequency measured at the comb and f_shift is given in the data columns.
#    - Frequencies are not corrected for maser offsets.
#    - Data taken using maser ST008 to reference all synthesizers.
#
#  Static shifts are compiled in static_shifts_MgAl.m for reference.
#
#  First 300 seconds and last 60 seconds of lock times removed.
#
#  Gravitational redshift of the atoms with respect to geodetic marker 1H116 included.
#
#  Total lock duration: 20597.5465 s
#
#  Servo parameters:
#    Contrast: Probe -1: 0.74 Probe +1:0.7
#    Servo Error: 2.35e-05+/-0.006 Hz
#    Difference between probe beams: 0.00121+/-0.008 Hz
#
#  Feedback and drift rate compensation applied to fiber-noise aom for ErYb
#    Nominal AOM frequency: 37 MHz
#
#  2nd-order Zeeman shifts calculated based on real-time B-field calibration.
#    Delta_ZS2 = -0.71901+/-0.00024 Hz
#
t_mjd	f_shift [Hz]	IS_GOOD
60712.2916667	204500000.000000	0
60712.2916782	204500000.000000	0
60712.2916898	204500000.000000	0
60712.2917014	204500000.000000	0
60712.2917130	204500000.000000	0
60712.2917245	204500000.000000	0
60712.2917361	204500000.000000	0
60712.2917477	204500000.000000	0
60712.2917593	204500000.000000	0
60712.2917708	204500000.000000	0
60712.2917824	204500000.000000	0
60712.2917940	204500000.000000	0
60712.2918056	204500000.000000	0
60712.2918171	204500000.000000	0
60712.2918287	204500000.000000	0
60712.2918403	204500000.000000	0
60712.2918519	204500000.000000	0
60712.2918634	204500000.000000	0
60712.2918750	204500000.000000	0
60712.2918866	204500000.000000	0
60712.2918981	204500000.000000	0
60712.2919097	204500000.000000	0
60712.2919213	204500000.000000	0
60712.2919329	204500000.000000	0
60712.2919444	204500000.000000	0
60712.2919560	204500000.000000	0
60712.2919676	204500000.000000	0
60712.2919792	204500000.000000	0
60712.2919907	204500000.000000	0
60712.2920023	204500000.000000	0
60712.2920139	204500000.000000	0
60712.2920255	204500000.000000	0
60712.2920370	204500000.000000	0
60712.2920486	204500000.000000	0
60712.2920602	204500000.000000	0
60712.2920718	204500000.000000	0
60712.2920833	204500000.000000	0
60712.2920949	204500000.000000	0
60712.2921065	204500000.000000	0
60712.2921181	204500000.000000	0
60712.2921296	204500000.000000	0
60712.2921412	204500000.000000	0
60712.2921528	204500000.000000	0
60712.2921644	204500000.000000	0
60712.2921759	204500000.000000	0
60712.2921875	204500000.000000	0
60712.2921991	204500000.000000	0
60712.2922106	204500000.000000	0
60712.2922222	204500000.000000	0
60712.2922338	204500000.000000	0
60712.2922454	204500000.000000	0
60712.2922569	204500000.000000	0
60712.2922685	204500000.000000	0
60712.2922801	204500000.000000	0
60712.2922917	204500000.000000	0
60712.2923032	204500000.000000	0
60712.2923148	204500000.000000	0
60712.2923264	204500000.000000	0
60712.2923380	204500000.000000	0
60712.2923495	204500000.000000	0
60712.2923611	204500000.000000	0
60712.2923727	204500000.000000	0
60712.2923843	204500000.000000	0
60712.2923958	204500000.000000	0
