mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.1848054414668122e-17,3.708663381513697e-18,10537,3.9142170540725797e-16,20250313_ratio_Al_Yb_TiSa.csv,20250313,AlYb,TiSa
