mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.0914592622787036e-16,1.1245545603996693e-18,10450,1.181931461589141e-16,20250313_ratio_Yb_Sr_TiSa.csv,20250313,YbSr,TiSa
