mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.201435585872962e-16,3.2228834031542295e-18,12254,3.668337251346289e-16,20250313_ratio_Al_Sr_TiSa.csv,20250313,AlSr,TiSa
