mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.0894903387062321e-16,1.104300474566053e-18,10450,1.1606881514408211e-16,20250313_ratio_Yb_Sr_ErYb.csv,20250313,YbSr,ErYb
