mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.2010219064873708e-17,3.744524673952044e-18,10516,3.9482553462665566e-16,20250313_ratio_Al_Yb_ErYb.csv,20250313,AlYb,ErYb
