mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.2040125777601707e-16,3.2257535131352942e-18,12215,3.665790408315631e-16,20250313_ratio_Al_Sr_ErYb.csv,20250313,AlSr,ErYb
