mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.1812506336507292e-17,3.699753097020583e-18,10564,3.90982597478454e-16,20250313_ratio_Al_Yb_TiSa.csv,20250313,AlYb,TiSa
