mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.2008742095127005e-16,3.2134724337797525e-18,12359,3.6732938596329635e-16,20250313_ratio_Al_Sr_ErYb.csv,20250313,AlSr,ErYb
