mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.0855606170881357e-16,1.0480499375928584e-18,11704,1.1657786535094521e-16,20250313_ratio_Yb_Sr_ErYb.csv,20250313,YbSr,ErYb
