mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.1991175144617164e-17,3.735235252377704e-18,10543,3.9435266387202214e-16,20250313_ratio_Al_Yb_ErYb.csv,20250313,AlYb,ErYb
