mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.198110771550096e-16,3.2130288673781093e-18,12400,3.6788685758611938e-16,20250313_ratio_Al_Sr_TiSa.csv,20250313,AlSr,TiSa
