mean_offset,offset_error,number_of_data,stability,file,date,ratio,comb
-1.0883595230851876e-16,1.0864407796632206e-18,11290,1.1868788469999154e-16,20250313_ratio_Yb_Sr_TiSa.csv,20250313,YbSr,TiSa
