MJD,shift,IS_GOOD
60507.77541086,63000002.555772960186004638671875,True
60507.77542153,63000002.55312383174896240234375,True
60507.77543221,63000002.55227677524089813232421875,True
60507.77544288,63000002.554200358688831329345703125,True
60507.77545354,63000002.556481905281543731689453125,True
60507.7754642,63000002.552588917315006256103515625,True
60507.77547489,63000002.548683546483516693115234375,True
60507.77548554,63000002.545786254107952117919921875,True
60507.77549622,63000002.538703046739101409912109375,True
60507.7755069,63000002.524194009602069854736328125,True
60507.77551757,63000002.515550099313259124755859375,True
60507.77552824,63000002.517258472740650177001953125,True
60507.77553891,63000002.518262214958667755126953125,True
60507.77554958,63000002.519628204405307769775390625,True
60507.77556024,63000002.515686325728893280029296875,True
60507.77557091,63000002.5163010656833648681640625,True
60507.7755816,63000002.510640792548656463623046875,True
60507.77559225,63000002.50324280560016632080078125,True
60507.77560292,63000002.501743264496326446533203125,True
60507.7756136,63000002.5013469159603118896484375,True
60507.77562427,63000002.50171594321727752685546875,True
60507.77563493,63000002.512627609074115753173828125,True
60507.77564561,63000002.531679771840572357177734375,True
60507.77565629,63000002.55942900478839874267578125,True
60507.77566695,63000002.58440686762332916259765625,True
60507.77567763,63000002.605007536709308624267578125,True
60507.77568827,63000002.62830416858196258544921875,True
60507.77569895,63000002.650567233562469482421875,True
60507.77570962,63000002.651706896722316741943359375,True
60507.77572029,63000002.633464388549327850341796875,True
60507.77573097,63000002.613147221505641937255859375,True
60507.77574165,63000002.588106326758861541748046875,True
60507.77575231,63000002.560621149837970733642578125,True
60507.77576299,63000002.527272574603557586669921875,True
60507.77577365,63000002.490728802978992462158203125,True
60507.77578431,63000002.456836260855197906494140625,True
60507.775795,63000002.436254374682903289794921875,True
60507.77580567,63000002.433725543320178985595703125,True
60507.77581634,63000002.4325646460056304931640625,True
60507.775827,63000002.435542516410350799560546875,True
60507.77583767,63000002.444265425205230712890625,True
60507.77584835,63000002.469142191112041473388671875,True
60507.77585901,63000002.487610705196857452392578125,True
60507.77586969,63000002.505150221288204193115234375,True
60507.77588036,63000002.515399821102619171142578125,True
60507.77589103,63000002.511910416185855865478515625,True
60507.7759017,63000002.508740626275539398193359375,True
60507.77591237,63000002.510779298841953277587890625,True
60507.77592305,63000002.5207613408565521240234375,True
60507.77593372,63000002.535970799624919891357421875,True
60507.77594438,63000002.542034976184368133544921875,True
60507.77595505,63000002.5360829532146453857421875,True
60507.77596573,63000002.52762757241725921630859375,True
60507.77597639,63000002.52534915506839752197265625,True
60507.77598706,63000002.52058519423007965087890625,True
60507.77599773,63000002.51515005528926849365234375,True
60507.7760084,63000002.511992834508419036865234375,True
60507.7760191,63000002.514860771596431732177734375,True
60507.77602974,63000002.513154327869415283203125,True
60507.77604041,63000002.517728745937347412109375,True
60507.7760511,63000002.52533374726772308349609375,True
60507.77606176,63000002.534668482840061187744140625,True
60507.77607242,63000002.535410769283771514892578125,True
60507.77608309,63000002.53210715949535369873046875,True
60507.77609376,63000002.5264598429203033447265625,True
60507.77610444,63000002.523179449141025543212890625,True
60507.77611511,63000002.512909509241580963134765625,True
60507.77612578,63000002.492187462747097015380859375,True
60507.77613644,63000002.478537105023860931396484375,True
60507.77614712,63000002.476874731481075286865234375,True
60507.77615779,63000002.475789286196231842041015625,True
60507.77616845,63000002.469759874045848846435546875,True
60507.77617914,63000002.47572408616542816162109375,True
60507.77618982,63000002.494814418256282806396484375,True
60507.77620047,63000002.510591082274913787841796875,True
60507.77621114,63000002.525169499218463897705078125,True
60507.77622181,63000002.541221089661121368408203125,True
60507.77623247,63000002.5510408580303192138671875,True
60507.77624315,63000002.557335197925567626953125,True
60507.77625383,63000002.556555829942226409912109375,True
60507.7762645,63000002.554043702781200408935546875,True
60507.77627517,63000002.54973448812961578369140625,True
60507.77628582,63000002.54515361785888671875,True
60507.77629651,63000002.542022533714771270751953125,True
60507.77630717,63000002.548224486410617828369140625,True
60507.77631784,63000002.566034726798534393310546875,True
60507.77632851,63000002.57780420780181884765625,True
60507.77633918,63000002.586653597652912139892578125,True
60507.77634985,63000002.587284170091152191162109375,True
60507.77636052,63000002.58183197677135467529296875,True
60507.77637121,63000002.578657485544681549072265625,True
60507.77638187,63000002.57669635117053985595703125,True
60507.77639253,63000002.57254074513912200927734375,True
60507.77640321,63000002.568327128887176513671875,True
60507.77641388,63000002.561863727867603302001953125,True
60507.77642454,63000002.55715800821781158447265625,True
60507.77643521,63000002.560247071087360382080078125,True
60507.77644587,63000002.566795922815799713134765625,True
60507.77645654,63000002.568865440785884857177734375,True
60507.77646723,63000002.56576670706272125244140625,True
60507.77647789,63000002.561806716024875640869140625,True
60507.77648856,63000002.560712791979312896728515625,True
60507.77649923,63000002.5562069416046142578125,True
60507.77650991,63000002.54739917814731597900390625,True
60507.77652058,63000002.53836674988269805908203125,True
60507.77653126,63000002.530337102711200714111328125,True
60507.77654191,63000002.524613745510578155517578125,True
60507.77655259,63000002.52201066911220550537109375,True
60507.77656329,63000002.524937592446804046630859375,True
60507.77657393,63000002.5333194732666015625,True
60507.7765846,63000002.543471179902553558349609375,True
60507.77659527,63000002.552905417978763580322265625,True
60507.77660594,63000002.5611541569232940673828125,True
60507.77661662,63000002.57240016758441925048828125,True
60507.77662727,63000002.5825747549533843994140625,True
60507.77663796,63000002.596416957676410675048828125,True
60507.77664863,63000002.60695934295654296875,True
60507.77665929,63000002.611987523734569549560546875,True
60507.77666997,63000002.612147510051727294921875,True
60507.77668065,63000002.61241181194782257080078125,True
60507.77669132,63000002.602678008377552032470703125,True
60507.77670196,63000002.590718694031238555908203125,True
60507.77671264,63000002.575007461011409759521484375,True
60507.77672331,63000002.558342017233371734619140625,True
60507.77673399,63000002.546734862029552459716796875,True
60507.77674465,63000002.54029120504856109619140625,True
60507.77675531,63000002.536082088947296142578125,True
60507.776766,63000002.5317804515361785888671875,True
60507.77677667,63000002.53864856064319610595703125,True
60507.77678734,63000002.55001778900623321533203125,True
60507.77679802,63000002.556938946247100830078125,True
60507.77680868,63000002.557762205600738525390625,True
60507.77681936,63000002.551657728850841522216796875,True
60507.77683002,63000002.544889234006404876708984375,True
60507.77684069,63000002.5385532677173614501953125,True
60507.77685136,63000002.53320915997028350830078125,True
60507.77686203,63000002.53180897235870361328125,True
60507.77687271,63000002.538940571248531341552734375,True
60507.77688337,63000002.54515860974788665771484375,True
60507.77689404,63000002.5511642992496490478515625,True
60507.77690473,63000002.560460098087787628173828125,True
60507.77691539,63000002.567846454679965972900390625,True
60507.77692606,63000002.59253068268299102783203125,True
60507.77693672,63000002.6170888841152191162109375,True
60507.7769474,63000002.642193101346492767333984375,True
60507.77695807,63000002.662111125886440277099609375,True
60507.77696873,63000002.68982951343059539794921875,True
60507.7769794,63000002.712928347289562225341796875,True
60507.77699006,63000002.724307529628276824951171875,True
60507.77700074,63000002.700562775135040283203125,True
60507.77701142,63000002.6709994375705718994140625,True
60507.77702211,63000002.646686978638172149658203125,True
60507.77703276,63000002.620132200419902801513671875,True
60507.77704344,63000002.57975243031978607177734375,True
60507.7770541,63000002.54077129065990447998046875,True
60507.77706478,63000002.50010834634304046630859375,True
60507.77707544,63000002.475777752697467803955078125,True
60507.77708611,63000002.48546274006366729736328125,True
60507.77709678,63000002.490860901772975921630859375,True
60507.77710745,63000002.49252299964427947998046875,True
60507.77711811,63000002.5036087930202484130859375,True
60507.77712879,63000002.52559883892536163330078125,True
60507.77713946,63000002.547775752842426300048828125,True
60507.77715013,63000002.567040376365184783935546875,True
60507.77716081,63000002.57498033344745635986328125,True
60507.77717148,63000002.570493914186954498291015625,True
60507.77718214,63000002.568860895931720733642578125,True
60507.77719281,63000002.570681251585483551025390625,True
60507.77720349,63000002.573579631745815277099609375,True
60507.77721414,63000002.570978231728076934814453125,True
60507.77722482,63000002.566360242664813995361328125,True
60507.77723549,63000002.55162592232227325439453125,True
60507.77724617,63000002.540283881127834320068359375,True
60507.77725683,63000002.532130368053913116455078125,True
60507.7772675,63000002.525023400783538818359375,True
60507.77727818,63000002.508141227066516876220703125,True
60507.77728883,63000002.509668283164501190185546875,True
60507.77729953,63000002.52021594345569610595703125,True
60507.77731019,63000002.538069255650043487548828125,True
60507.77732085,63000002.548304535448551177978515625,True
60507.77733151,63000002.571192719042301177978515625,True
60507.7773422,63000002.597396619617938995361328125,True
60507.77735286,63000002.621089436113834381103515625,True
60507.77736353,63000002.640899352729320526123046875,True
60507.7773742,63000002.66129982471466064453125,True
60507.77738488,63000002.665634907782077789306640625,True
60507.77739555,63000002.66680572926998138427734375,True
60507.77740622,63000002.654431454837322235107421875,True
60507.77741689,63000002.64225186407566070556640625,True
60507.77742756,63000002.6269285380840301513671875,True
60507.77743825,63000002.610584102571010589599609375,True
60507.77744891,63000002.590877898037433624267578125,True
60507.77745956,63000002.580837480723857879638671875,True
60507.77747023,63000002.576961509883403778076171875,True
60507.77748092,63000002.57395793497562408447265625,True
60507.77749158,63000002.5750073492527008056640625,True
60507.77750225,63000002.578134872019290924072265625,True
60507.77751292,63000002.5843832790851593017578125,True
60507.7775236,63000002.593216359615325927734375,True
60507.77753426,63000002.60396270453929901123046875,True
60507.77754495,63000002.615325786173343658447265625,True
60507.77755561,63000002.63055746257305145263671875,True
60507.77756629,63000002.647471778094768524169921875,True
60507.77757696,63000002.66460548341274261474609375,True
60507.77758761,63000002.678571261465549468994140625,True
60507.77759829,63000002.683752126991748809814453125,True
60507.77760895,63000002.6905033886432647705078125,True
60507.77761962,63000002.696465395390987396240234375,True
60507.7776303,63000002.690538041293621063232421875,True
60507.77764097,63000002.673176549375057220458984375,True
60507.77765164,63000002.659448243677616119384765625,True
60507.77766231,63000002.651689209043979644775390625,True
60507.77767298,63000002.648327998816967010498046875,True
60507.77768367,63000002.6466118395328521728515625,True
60507.77769433,63000002.649216033518314361572265625,True
60507.77770499,63000002.64884887635707855224609375,True
60507.77771566,63000002.651445992290973663330078125,True
60507.77772633,63000002.64958584308624267578125,True
60507.777737,63000002.65338313579559326171875,True
60507.77774768,63000002.661639072000980377197265625,True
60507.77775833,63000002.666378490626811981201171875,True
60507.77776901,63000002.663052521646022796630859375,True
60507.77777969,63000002.662647902965545654296875,True
60507.77779035,63000002.663302175700664520263671875,True
60507.77780103,63000002.65070140361785888671875,True
60507.77781171,63000002.632231056690216064453125,True
60507.77782237,63000002.61073739826679229736328125,True
60507.77783303,63000002.59786717593669891357421875,True
60507.7778437,63000002.586996190249919891357421875,True
60507.77785437,63000002.57671892642974853515625,True
60507.77786504,63000002.566605187952518463134765625,True
60507.77787571,63000002.560482375323772430419921875,True
60507.77788638,63000002.552759222686290740966796875,True
60507.77789705,63000002.5596330463886260986328125,True
60507.77790773,63000002.566074512898921966552734375,True
60507.77791841,63000002.573884017765522003173828125,True
60507.77792907,63000002.578542016446590423583984375,True
60507.77793974,63000002.588499702513217926025390625,True
60507.77795042,63000002.59384910762310028076171875,True
60507.77796107,63000002.597209036350250244140625,True
60507.77797173,63000002.592736177146434783935546875,True
60507.77798242,63000002.580215401947498321533203125,True
60507.77799308,63000002.568454883992671966552734375,True
60507.77800376,63000002.56845964491367340087890625,True
60507.77801443,63000002.575627155601978302001953125,True
60507.7780251,63000002.588420741260051727294921875,True
60507.77803577,63000002.600058771669864654541015625,True
60507.77804644,63000002.607958458364009857177734375,True
60507.77805712,63000002.609416775405406951904296875,True
60507.77806779,63000002.612488560378551483154296875,True
60507.77807846,63000002.61105777323246002197265625,True
60507.77808912,63000002.6073414385318756103515625,True
60507.77809979,63000002.605993963778018951416015625,True
60507.77811045,63000002.59671656787395477294921875,True
60507.77812115,63000002.588882811367511749267578125,True
60507.77813181,63000002.574749387800693511962890625,True
60507.77814247,63000002.564709059894084930419921875,True
60507.77815315,63000002.56148196756839752197265625,True
60507.77816382,63000002.5612259209156036376953125,True
60507.77817449,63000002.564106531441211700439453125,True
60507.77818518,63000002.581881575286388397216796875,True
60507.77819583,63000002.607404403388500213623046875,True
60507.7782065,63000002.63885290920734405517578125,True
60507.77821716,63000002.660881213843822479248046875,True
60507.77822784,63000002.667558372020721435546875,True
60507.7782385,63000002.658977985382080078125,True
60507.77824917,63000002.656657636165618896484375,True
60507.77825985,63000002.661956839263439178466796875,True
60507.77827052,63000002.652711324393749237060546875,True
60507.77828119,63000002.62445788085460662841796875,True
60507.77829186,63000002.598422639071941375732421875,True
60507.77830253,63000002.57803209125995635986328125,True
60507.7783132,63000002.555935375392436981201171875,True
60507.77832388,63000002.53608302772045135498046875,True
60507.77833455,63000002.51824462413787841796875,True
60507.77834521,63000002.5075509548187255859375,True
60507.77835588,63000002.508947230875492095947265625,True
60507.77836655,63000002.52303786575794219970703125,True
60507.77837721,63000002.5350463092327117919921875,True
60507.7783879,63000002.546816118061542510986328125,True
60507.77839855,63000002.556595861911773681640625,True
60507.77840924,63000002.56032802164554595947265625,True
60507.77841991,63000002.57133810222148895263671875,True
60507.77843059,63000002.579442746937274932861328125,True
60507.77844125,63000002.587102808058261871337890625,True
60507.77845192,63000002.588390886783599853515625,True
60507.77846261,63000002.593137480318546295166015625,True
60507.77847325,63000002.587760753929615020751953125,True
60507.77848394,63000002.5793381035327911376953125,True
60507.7784946,63000002.560905553400516510009765625,True
60507.77850527,63000002.546338476240634918212890625,True
60507.77851594,63000002.531758613884449005126953125,True
60507.7785266,63000002.526825271546840667724609375,True
60507.77853728,63000002.527494706213474273681640625,True
60507.77854795,63000002.533359348773956298828125,True
60507.77855861,63000002.53623263537883758544921875,True
60507.7785693,63000002.549010455608367919921875,True
60507.77857997,63000002.565873824059963226318359375,True
60507.77859062,63000002.587729491293430328369140625,True
60507.77860128,63000002.602083481848239898681640625,True
60507.77861197,63000002.60520060360431671142578125,True
60507.77862264,63000002.591198422014713287353515625,True
60507.77863331,63000002.572804562747478485107421875,True
60507.77864398,63000002.5626111924648284912109375,True
60507.77865466,63000002.5543713271617889404296875,True
60507.77866533,63000002.534735262393951416015625,True
60507.778676,63000002.5163288116455078125,True
60507.77868666,63000002.496109701693058013916015625,True
60507.77869735,63000002.4826447069644927978515625,True
60507.77870801,63000002.488016746938228607177734375,True
60507.77871868,63000002.4943498671054840087890625,True
60507.77872935,63000002.5109865665435791015625,True
60507.77874002,63000002.5317442715167999267578125,True
60507.77875069,63000002.560268342494964599609375,True
60507.77876136,63000002.583127915859222412109375,True
60507.77877202,63000002.601414740085601806640625,True
60507.7787827,63000002.5902855694293975830078125,True
60507.77879337,63000002.55719126760959625244140625,True
60507.77880404,63000002.525377936661243438720703125,True
60507.77881471,63000002.496928118169307708740234375,True
60507.77882538,63000002.479661442339420318603515625,True
60507.77883604,63000002.468378700315952301025390625,True
60507.77884672,63000002.4529461562633514404296875,True
60507.77885739,63000002.432560659945011138916015625,True
60507.77886806,63000002.436662472784519195556640625,True
60507.77887873,63000002.465122736990451812744140625,True
60507.7788894,63000002.491091191768646240234375,True
60507.77890006,63000002.508146218955516815185546875,True
60507.77891073,63000002.522586889564990997314453125,True
60507.77892141,63000002.543726064264774322509765625,True
60507.77893209,63000002.56481228768825531005859375,True
60507.77894274,63000002.58803726732730865478515625,True
60507.77895344,63000002.596733160316944122314453125,True
60507.77896412,63000002.59215979278087615966796875,True
60507.77897476,63000002.582221567630767822265625,True
60507.77898543,63000002.58062954246997833251953125,True
60507.77899609,63000002.57440625131130218505859375,True
60507.77900677,63000002.564358316361904144287109375,True
60507.77901745,63000002.5466627776622772216796875,True
60507.77902812,63000002.523070253431797027587890625,True
60507.77903879,63000002.504527747631072998046875,True
60507.77904945,63000002.497972600162029266357421875,True
60507.77906013,63000002.490976504981517791748046875,True
60507.7790708,63000002.48061554133892059326171875,True
60507.77908148,63000002.479824848473072052001953125,True
60507.77909214,63000002.4856803119182586669921875,True
60507.7791028,63000002.499224402010440826416015625,True
60507.77911348,63000002.518703527748584747314453125,True
60507.77912415,63000002.5368831455707550048828125,True
60507.77913482,63000002.5532959401607513427734375,True
60507.77914549,63000002.56628577411174774169921875,True
60507.77915615,63000002.5855890810489654541015625,True
60507.77916684,63000002.6003657281398773193359375,True
60507.77917751,63000002.608221955597400665283203125,True
60507.77918818,63000002.615340702235698699951171875,True
60507.77919885,63000002.61803130805492401123046875,True
60507.77920951,63000002.615812249481678009033203125,True
60507.77922018,63000002.616787172853946685791015625,True
60507.77923085,63000002.6191420853137969970703125,True
60507.77924152,63000002.6171769201755523681640625,True
60507.77925219,63000002.6094832122325897216796875,True
60507.77926286,63000002.598875723779201507568359375,True
60507.77927353,63000002.585123360157012939453125,True
60507.77928421,63000002.580998204648494720458984375,True
60507.77929488,63000002.581418715417385101318359375,True
60507.77930555,63000002.575459010899066925048828125,True
60507.77931623,63000002.577648885548114776611328125,True
60507.7793269,63000002.57445411384105682373046875,True
60507.77933757,63000002.576114095747470855712890625,True
60507.77934823,63000002.592628695070743560791015625,True
60507.77935889,63000002.6209414303302764892578125,True
60507.77936957,63000002.6435568630695343017578125,True
60507.77938023,63000002.669789113104343414306640625,True
60507.77939091,63000002.693253211677074432373046875,True
60507.77940158,63000002.717653147876262664794921875,True
60507.77941224,63000002.744390957057476043701171875,True
60507.77942292,63000002.74698388576507568359375,True
60507.77943361,63000002.7082313597202301025390625,True
60507.77944426,63000002.679577670991420745849609375,True
60507.77945493,63000002.670582346618175506591796875,True
60507.7794656,63000002.658301375806331634521484375,True
60507.77947627,63000002.645502984523773193359375,True
60507.77948694,63000002.6295070350170135498046875,True
60507.7794976,63000002.61380803585052490234375,True
60507.77950827,63000002.60653547942638397216796875,True
60507.77951896,63000002.613696634769439697265625,True
60507.77952963,63000002.614573650062084197998046875,True
60507.77954029,63000002.612552188336849212646484375,True
60507.77955097,63000002.61171568930149078369140625,True
60507.77956164,63000002.6133957803249359130859375,True
60507.77957231,63000002.616736777126789093017578125,True
60507.77958296,63000002.621852107346057891845703125,True
60507.77959365,63000002.61808802187442779541015625,True
60507.77960432,63000002.611858285963535308837890625,True
60507.77961498,63000002.60833108425140380859375,True
60507.77962565,63000002.6151869297027587890625,True
60507.77963634,63000002.62141858041286468505859375,True
60507.779647,63000002.624072633683681488037109375,True
60507.77965767,63000002.625881947576999664306640625,True
60507.77966845,63000002.625466406345367431640625,True
60507.77967901,63000002.628340668976306915283203125,True
60507.77968968,63000002.636580802500247955322265625,True
60507.77970035,63000002.6348250806331634521484375,True
60507.77971104,63000002.61609096825122833251953125,True
60507.7797217,63000002.597480468451976776123046875,True
60507.77973235,63000002.586756102740764617919921875,True
60507.77974303,63000002.56964679062366485595703125,True
60507.7797537,63000002.5502612888813018798828125,True
60507.77976436,63000002.5423935949802398681640625,True
60507.77977512,63000002.54490919411182403564453125,True
60507.77978571,63000002.5499389469623565673828125,True
60507.77979637,63000002.557902254164218902587890625,True
60507.77980706,63000002.577169723808765411376953125,True
60507.77981773,63000002.607527218759059906005859375,True
60507.7798284,63000002.63107438385486602783203125,True
60507.77983906,63000002.651052825152873992919921875,True
60507.77984975,63000002.661184959113597869873046875,True
60507.77986041,63000002.660086154937744140625,True
60507.77987108,63000002.6568114459514617919921875,True
60507.77988175,63000002.651732623577117919921875,True
60507.77989241,63000002.64533722400665283203125,True
60507.77990308,63000002.633262790739536285400390625,True
60507.77991376,63000002.618181310594081878662109375,True
60507.77992442,63000002.600140698254108428955078125,True
60507.77993509,63000002.595743574202060699462890625,True
60507.77994578,63000002.6046790778636932373046875,True
60507.77995645,63000002.605943731963634490966796875,True
60507.77996712,63000002.59789793193340301513671875,True
60507.77997778,63000002.589965641498565673828125,True
60507.77998844,63000002.587790928781032562255859375,True
60507.77999911,63000002.585768043994903564453125,True
60507.78000978,63000002.58899700641632080078125,True
60507.78002046,63000002.59933097660541534423828125,True
60507.78003114,63000002.613518722355365753173828125,True
60507.7800418,63000002.621361367404460906982421875,True
60507.78005247,63000002.623523771762847900390625,True
60507.78006313,63000002.610515646636486053466796875,True
60507.78007383,63000002.605497658252716064453125,True
60507.78008449,63000002.5972176492214202880859375,True
60507.78009516,63000002.60179771482944488525390625,True
60507.78010582,63000002.61967460811138153076171875,True
60507.78011649,63000002.647152177989482879638671875,True
60507.78012716,63000002.674437709152698516845703125,True
60507.78013782,63000002.683285005390644073486328125,True
60507.7801485,63000002.6812790930271148681640625,True
60507.78015917,63000002.665062181651592254638671875,True
60507.78016984,63000002.6492541134357452392578125,True
60507.7801805,63000002.633183248341083526611328125,True
60507.7801912,63000002.62441997230052947998046875,True
60507.78020185,63000002.60790379345417022705078125,True
60507.7802125,63000002.598098836839199066162109375,True
60507.78022321,63000002.5940634310245513916015625,True
60507.78023386,63000002.605018042027950286865234375,True
60507.78024454,63000002.630131311714649200439453125,True
60507.78025521,63000002.65096469223499298095703125,True
60507.78026588,63000002.661397732794284820556640625,True
60507.78027653,63000002.658091731369495391845703125,True
60507.78028722,63000002.640859462320804595947265625,True
60507.78029789,63000002.633102662861347198486328125,True
60507.78030856,63000002.633503399789333343505859375,True
60507.78031924,63000002.6452321708202362060546875,True
60507.7803299,63000002.6544543802738189697265625,True
60507.78034058,63000002.662574179470539093017578125,True
60507.78035124,63000002.658052742481231689453125,True
60507.78036193,63000002.649839274585247039794921875,True
60507.78037258,63000002.63663487136363983154296875,True
60507.78038326,63000002.62449657917022705078125,True
60507.78039391,63000002.6150682866573333740234375,True
60507.78040459,63000002.61299173533916473388671875,True
60507.78041527,63000002.612304948270320892333984375,True
60507.78042593,63000002.616125531494617462158203125,True
60507.7804366,63000002.617668569087982177734375,True
60507.78044727,63000002.614112146198749542236328125,True
60507.78045795,63000002.612248398363590240478515625,True
60507.78046863,63000002.60856926441192626953125,True
60507.78047929,63000002.611784957349300384521484375,True
60507.78048996,63000002.6200334727764129638671875,True
60507.78050062,63000002.629753328859806060791015625,True
60507.78051129,63000002.6352097988128662109375,True
60507.78052197,63000002.6351167261600494384765625,True
60507.78053264,63000002.63425342738628387451171875,True
60507.78054332,63000002.640018738806247711181640625,True
60507.78055398,63000002.644872508943080902099609375,True
60507.7805647,63000002.650078274309635162353515625,True
60507.78057532,63000002.653003491461277008056640625,True
60507.780586,63000002.653575785458087921142578125,True
60507.78059666,63000002.661434702575206756591796875,True
60507.78060734,63000002.6727935373783111572265625,True
60507.780618,63000002.6768584549427032470703125,True
60507.78062866,63000002.672583304345607757568359375,True
60507.78063934,63000002.67432503402233123779296875,True
60507.78065,63000002.681305825710296630859375,True
60507.78066069,63000002.681171000003814697265625,True
60507.78067136,63000002.66304929554462432861328125,True
60507.78068203,63000002.65034492313861846923828125,True
60507.7806927,63000002.64384400844573974609375,True
60507.78070336,63000002.63636086881160736083984375,True
60507.78071402,63000002.622517071664333343505859375,True
60507.7807247,63000002.608763761818408966064453125,True
60507.78073537,63000002.5885971486568450927734375,True
60507.78074605,63000002.57500766217708587646484375,True
60507.78075672,63000002.574905149638652801513671875,True
60507.78076738,63000002.56998862326145172119140625,True
60507.78077805,63000002.561896897852420806884765625,True
60507.78078871,63000002.567310385406017303466796875,True
60507.78079939,63000002.5853389203548431396484375,True
60507.78081007,63000002.603393077850341796875,True
60507.78082074,63000002.61983044445514678955078125,True
60507.78083141,63000002.63621008396148681640625,True
60507.78084207,63000002.6477048397064208984375,True
60507.78085275,63000002.659539379179477691650390625,True
60507.78086341,63000002.6691907942295074462890625,True
60507.7808741,63000002.670577414333820343017578125,True
60507.78088477,63000002.662579141557216644287109375,True
60507.78089544,63000002.655352182686328887939453125,True
60507.78090609,63000002.65207965672016143798828125,True
60507.78091678,63000002.6511950790882110595703125,True
60507.78092744,63000002.6619292795658111572265625,True
60507.78093811,63000002.666606061160564422607421875,True
60507.78094879,63000002.66980266571044921875,True
60507.78095946,63000002.67947937548160552978515625,True
60507.78097013,63000002.69188858568668365478515625,True
60507.78098081,63000002.700340829789638519287109375,True
60507.78099145,63000002.697423405945301055908203125,True
60507.78100215,63000002.688873551785945892333984375,True
60507.7810128,63000002.671718962490558624267578125,True
60507.78102347,63000002.663674034178256988525390625,True
60507.78103414,63000002.662790723145008087158203125,True
60507.78104481,63000002.6732627451419830322265625,True
60507.78105548,63000002.698411166667938232421875,True
60507.78106615,63000002.71770532429218292236328125,True
60507.78107682,63000002.734887234866619110107421875,True
60507.7810875,63000002.7410193979740142822265625,True
60507.78109817,63000002.734385631978511810302734375,True
60507.78110884,63000002.730760447680950164794921875,True
60507.78111951,63000002.7308566868305206298828125,True
60507.78113017,63000002.72010414302349090576171875,True
60507.78114085,63000002.6976257860660552978515625,True
60507.78115152,63000002.674187041819095611572265625,True
60507.78116218,63000002.652972973883152008056640625,True
60507.78117287,63000002.64150761067867279052734375,True
60507.78118352,63000002.6421753466129302978515625,True
60507.78119421,63000002.63890932500362396240234375,True
60507.78120487,63000002.628006331622600555419921875,True
60507.78121555,63000002.628105364739894866943359375,True
60507.78122622,63000002.64340929687023162841796875,True
60507.78123689,63000002.66093082726001739501953125,True
60507.78124755,63000002.679205827414989471435546875,True
60507.78125823,63000002.69889496266841888427734375,True
60507.7812689,63000002.71806621551513671875,True
60507.78127955,63000002.74319978058338165283203125,True
60507.78129024,63000002.769831992685794830322265625,True
60507.78130091,63000002.760671116411685943603515625,True
60507.78131158,63000002.727141439914703369140625,True
60507.78132225,63000002.7044460773468017578125,True
60507.78133291,63000002.71004433929920196533203125,True
60507.78134359,63000002.70726430416107177734375,True
60507.78135426,63000002.685110531747341156005859375,True
60507.78136492,63000002.66349716484546661376953125,True
60507.7813756,63000002.645782507956027984619140625,True
60507.78138627,63000002.622084431350231170654296875,True
60507.78139694,63000002.597934581339359283447265625,True
60507.7814076,63000002.576581917703151702880859375,True
60507.78141827,63000002.5668809413909912109375,True
60507.78142894,63000002.579424150288105010986328125,True
60507.78143962,63000002.616792105138301849365234375,True
60507.78145029,63000002.652319051325321197509765625,True
60507.78146097,63000002.672578074038028717041015625,True
60507.78147163,63000002.6815367639064788818359375,True
60507.7814823,63000002.695623420178890228271484375,True
60507.78149298,63000002.701180517673492431640625,True
60507.78150363,63000002.710044033825397491455078125,True
60507.7815143,63000002.705587334930896759033203125,True
60507.78152498,63000002.677369534969329833984375,True
60507.78153567,63000002.651037774980068206787109375,True
60507.78154633,63000002.631235934793949127197265625,True
60507.78155698,63000002.607916466891765594482421875,True
60507.78156767,63000002.582059077918529510498046875,True
60507.78157833,63000002.56046299636363983154296875,True
60507.78158901,63000002.543564893305301666259765625,True
60507.78159968,63000002.534183226525783538818359375,True
60507.78161035,63000002.539163209497928619384765625,True
60507.78162102,63000002.541820965707302093505859375,True
60507.7816317,63000002.5500457286834716796875,True
60507.78164235,63000002.558796919882297515869140625,True
60507.78165303,63000002.563407503068447113037109375,True
60507.7816637,63000002.564015649259090423583984375,True
60507.78167437,63000002.568768076598644256591796875,True
60507.78168504,63000002.571862183511257171630859375,True
60507.78169571,63000002.57297323644161224365234375,True
60507.78170637,63000002.573870383203029632568359375,True
60507.78171705,63000002.5735787451267242431640625,True
60507.78172772,63000002.571659125387668609619140625,True
60507.78173841,63000002.585249818861484527587890625,True
60507.78174905,63000002.6029105484485626220703125,True
60507.78175972,63000002.624709665775299072265625,True
60507.7817704,63000002.634923420846462249755859375,True
60507.78178107,63000002.65190245211124420166015625,True
60507.78179174,63000002.6694003045558929443359375,True
60507.78180241,63000002.69415284693241119384765625,True
60507.78181308,63000002.70001690089702606201171875,True
60507.78182375,63000002.6807655990123748779296875,True
60507.78183443,63000002.66410391032695770263671875,True
60507.7818451,63000002.65059049427509307861328125,True
60507.78185577,63000002.63883571326732635498046875,True
60507.78186644,63000002.61543856561183929443359375,True
60507.7818771,63000002.5961980521678924560546875,True
60507.78188777,63000002.573132038116455078125,True
60507.78189844,63000002.567509554326534271240234375,True
60507.78190911,63000002.5704539716243743896484375,True
60507.7819198,63000002.577247701585292816162109375,True
60507.78193046,63000002.58297194540500640869140625,True
