07/16/2024	11:01:52	(analyzed:  7/19/2024)
MJD	timer	SDR:fb_Al_ErYb	SDR:fb_Yb_ErYb	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb
60507.72457300	1290544.00000000	22737008.00051500	28855436.79983100	113927.22934900	105000000.00139999	99999999.99930000	28855436.79988000
60507.72458600	1291602.00000000	22737008.01256900	28855436.80009500	113927.22916700	105000000.00049999	100000000.00020000	28855436.80013000
60507.72459800	1292658.00000000	22737007.99786400	28855436.80004600	113927.22982700	105000000.00110000	100000000.00040001	28855436.79990000
60507.72461000	1293713.00000000	22737007.99226100	28855436.79991100	113927.22973100	105000000.00010000	99999999.99930000	28855436.79999000
60507.72462200	1294771.00000000	22737008.00161700	28855436.80004100	113927.22941400	105000000.00040001	100000000.00030001	28855436.79990000
60507.72463500	1295828.00000000	22737008.00705300	28855436.79994500	113927.22947500	105000000.00070000	100000000.00000000	28855436.79983000
60507.72464700	1296885.00000000	22737007.99020300	28855436.79991600	113927.22982600	105000000.00060000	99999999.99990000	28855436.80022000
60507.72465900	1297941.00000000	22737008.01303300	28855436.80007900	113927.22970700	104999999.99990000	100000000.00130001	28855436.79996000
60507.72467100	1298997.00000000	22737007.98245500	28855436.80038100	113927.22910800	105000000.00049999	99999999.99830000	28855436.79964000
60507.72468400	1300055.00000000	22737008.01327000	28855436.79958600	113927.22969000	105000000.00010000	99999999.99980000	28855436.80020000
60507.72469600	1301110.00000000	22737007.99662900	28855436.80020100	113927.22964500	105000000.00180000	99999999.99990000	28855436.79989000
60507.72470800	1302168.00000000	22737007.99724000	28855436.79975500	113927.22946900	104999999.99940000	99999999.99969999	28855436.80003000
60507.72472000	1303222.00000000	22737008.00044600	28855436.79990800	113927.22959300	105000000.00100000	100000000.00130001	28855436.79966000
60507.72473200	1304280.00000000	22737007.99288900	28855436.79997300	113927.22955200	104999999.99950001	99999999.99800000	28855436.80023000
60507.72474500	1305336.00000000	22737007.99919400	28855436.80019900	113927.22961400	105000000.00000000	100000000.00010000	28855436.79983000
60507.72475700	1306393.00000000	22737007.99600100	28855436.80003700	113927.22953400	105000000.00120001	100000000.00090000	28855436.80005000
60507.72476900	1307449.00000000	22737008.00169900	28855436.80002200	113927.22967700	105000000.00080000	100000000.00000000	28855436.79981000
60507.72478100	1308503.00000000	22737007.99349800	28855436.79997300	113927.22928400	105000000.00090000	100000000.00090000	28855436.80008000
60507.72479400	1309561.00000000	22737008.00319400	28855436.80007700	113927.22972900	104999999.99910000	99999999.99820000	28855436.80017000
60507.72480600	1310619.00000000	22737008.00100400	28855436.80008600	113927.22952500	105000000.00100000	100000000.00060000	28855436.79982000
60507.72481800	1311674.00000000	22737007.99736300	28855436.80008400	113927.22949700	105000000.00180000	99999999.99980000	28855436.80022000
60507.72483000	1312730.00000000	22737007.99695300	28855436.79993300	113927.22959900	105000000.00090000	99999999.99969999	28855436.80003000
60507.72484200	1313784.00000000	22737007.99606200	28855436.79998000	113927.22971800	104999999.99900000	100000000.00040001	28855436.80012000
60507.72485500	1314839.00000000	22737008.00315300	28855436.80013900	113927.22953800	105000000.00030001	99999999.99869999	28855436.79993000
60507.72486700	1315896.00000000	22737007.99983400	28855436.79994500	113927.22967000	104999999.99969999	99999999.99959999	28855436.79979000
60507.72487900	1316951.00000000	22737008.00391100	28855436.79975700	113927.22926000	105000000.00110000	100000000.00070000	28855436.79986000
60507.72489100	1318009.00000000	22737008.00562200	28855436.80046000	113927.22964000	105000000.00040001	99999999.99980000	28855436.79986000
60507.72490400	1319065.00000000	22737007.99044900	28855436.79943800	113927.22940700	105000000.00150000	99999999.99980000	28855436.79976000
60507.72491600	1320119.00000000	22737007.99388200	28855436.79992500	113927.22944200	105000000.00060000	99999999.99920000	28855436.79984000
60507.72492800	1321174.00000000	22737008.00050000	28855436.80002200	113927.22936600	105000000.00040001	100000000.00049999	28855436.79993000
60507.72494000	1322229.00000000	22737008.00920200	28855436.79985700	113927.22947800	104999999.99930000	100000000.00010000	28855436.80019000
60507.72495200	1323284.00000000	22737007.99735600	28855436.80010800	113927.22971900	105000000.00030001	99999999.99810000	28855436.80004000
60507.72496500	1324343.00000000	22737008.00328300	28855436.80008800	113927.22969400	104999999.99980000	100000000.00110000	28855436.80027000
60507.72497700	1325400.00000000	22737007.99321200	28855436.79990100	113927.22960500	105000000.00170000	100000000.00000000	28855436.79981000
60507.72498900	1326454.00000000	22737008.00352100	28855436.79981800	113927.22965400	104999999.99980000	99999999.99980000	28855436.79965000
60507.72500100	1327510.00000000	22737008.00427600	28855436.80002600	113927.22931000	105000000.00010000	100000000.00070000	28855436.80013000
60507.72501400	1328565.00000000	22737008.00153700	28855436.79986300	113927.22971400	105000000.00000000	99999999.99869999	28855436.80005000
60507.72502600	1329621.00000000	22737007.99084200	28855436.80006500	113927.22956800	105000000.00150000	100000000.00030001	28855436.79985000
60507.72503800	1330679.00000000	22737008.00081200	28855436.80001200	113927.22946600	104999999.99969999	100000000.00049999	28855436.80009000
60507.72505000	1331734.00000000	22737007.99947400	28855436.80004400	113927.22972100	104999999.99969999	99999999.99959999	28855436.80005000
60507.72506200	1332790.00000000	22737008.00487500	28855436.79991200	113927.22924800	105000000.00170000	100000000.00090000	28855436.79990000
60507.72507500	1333846.00000000	22737007.98825400	28855436.80002000	113927.22967400	104999999.99969999	99999999.99840000	28855436.79972000
60507.72508700	1334901.00000000	22737008.00185800	28855436.80014300	113927.22956600	105000000.00030001	100000000.00060000	28855436.80000000
60507.72509900	1335956.00000000	22737008.00281200	28855436.79970100	113927.22932100	105000000.00040001	99999999.99990000	28855436.79996000
60507.72511100	1337011.00000000	22737008.00726500	28855436.80045500	113927.22972300	105000000.00160000	99999999.99940000	28855436.79992000
60507.72512400	1338067.00000000	22737008.00237300	28855436.79962300	113927.22946000	104999999.99959999	100000000.00110000	28855436.80027000
60507.72513600	1339125.00000000	22737007.98912200	28855436.80003600	113927.22963000	105000000.00010000	99999999.99869999	28855436.80027000
60507.72514800	1340184.00000000	22737008.00224100	28855436.80025500	113927.22928900	105000000.00150000	99999999.99980000	28855436.79992000
60507.72516000	1341240.00000000	22737008.00720300	28855436.79996000	113927.22962100	105000000.00100000	99999999.99990000	28855436.79987000
60507.72517200	1342297.00000000	22737007.99694800	28855436.79998900	113927.22965600	105000000.00080000	100000000.00000000	28855436.79992000
60507.72518500	1343356.00000000	22737008.00179500	28855436.80013400	113927.22949000	105000000.00040001	100000000.00139999	28855436.80021000
60507.72519700	1344411.00000000	22737007.99730900	28855436.80000600	113927.22960800	104999999.99969999	99999999.99930000	28855436.80003000
60507.72520900	1345467.00000000	22737007.99951500	28855436.80003800	113927.22968700	105000000.00139999	99999999.99930000	28855436.79981000
60507.72522100	1346523.00000000	22737008.00497800	28855436.79983000	113927.22947400	105000000.00060000	100000000.00049999	28855436.79987000
60507.72523400	1347580.00000000	22737008.00449300	28855436.79999900	113927.22937400	105000000.00010000	99999999.99879999	28855436.80013000
60507.72524600	1348636.00000000	22737007.97914900	28855436.80001400	113927.22950800	105000000.00120001	100000000.00070000	28855436.79985000
60507.72525800	1349692.00000000	22737008.01460200	28855436.80000900	113927.22975200	105000000.00110000	100000000.00010000	28855436.79990000
60507.72527000	1350746.00000000	22737008.00864100	28855436.79986200	113927.22939100	105000000.00080000	100000000.00020000	28855436.80008000
60507.72528300	1351805.00000000	22737007.98100400	28855436.80013400	113927.22959600	105000000.00040001	100000000.00030001	28855436.80026000
60507.72529500	1352861.00000000	22737007.99953600	28855436.80013500	113927.22952900	105000000.00049999	99999999.99830000	28855436.80008000
60507.72530700	1353916.00000000	22737008.00312500	28855436.80071700	113927.22952300	104999999.99969999	100000000.00080000	28855436.80021000
60507.72531900	1354974.00000000	22737008.00794500	28855436.79951800	113927.22948900	105000000.00020000	100000000.00070000	28855436.80040000
60507.72533100	1356030.00000000	22737007.98886300	28855436.80035200	113927.22958100	104999999.99959999	100000000.00010000	28855436.80012000
60507.72534400	1357087.00000000	22737008.01086900	28855436.79982900	113927.22950400	105000000.00200000	100000000.00060000	28855436.79969000
60507.72535600	1358143.00000000	22737007.99467100	28855436.79983400	113927.22950300	105000000.00070000	99999999.99830000	28855436.79995000
60507.72536800	1359199.00000000	22737008.00818800	28855436.80005900	113927.22925000	105000000.00080000	99999999.99959999	28855436.79974000
60507.72538000	1360254.00000000	22737007.98783800	28855436.80006100	113927.22963500	104999999.99920000	100000000.00010000	28855436.80022000
60507.72539300	1361310.00000000	22737008.00947800	28855436.79998000	113927.22960700	105000000.00150000	99999999.99990000	28855436.79999000
60507.72540500	1362368.00000000	22737008.00445600	28855436.80013500	113927.22950000	104999999.99980000	100000000.00060000	28855436.80011000
60507.72541700	1363422.00000000	22737008.00141100	28855436.80002700	113927.22941500	105000000.00139999	99999999.99850000	28855436.79999000
60507.72542900	1364480.00000000	22737007.99454500	28855436.79968300	113927.22966200	105000000.00080000	100000000.00040001	28855436.79987000
60507.72544100	1365534.00000000	22737007.99955400	28855436.80002400	113927.22946000	105000000.00000000	100000000.00040001	28855436.79993000
60507.72545400	1366590.00000000	22737008.00123800	28855436.80017400	113927.22938100	105000000.00060000	99999999.99959999	28855436.79999000
60507.72546600	1367645.00000000	22737007.99747300	28855436.79984800	113927.22951400	105000000.00070000	100000000.00110000	28855436.79979000
60507.72547800	1368701.00000000	22737008.00169900	28855436.79985100	113927.22969700	105000000.00040001	99999999.99900000	28855436.79991000
60507.72549000	1369757.00000000	22737008.00477600	28855436.80012800	113927.22957000	104999999.99930000	100000000.00000000	28855436.79994000
60507.72550300	1370816.00000000	22737007.99747100	28855436.79999100	113927.22937900	105000000.00010000	100000000.00060000	28855436.79995000
60507.72551500	1371872.00000000	22737007.99619800	28855436.79980900	113927.22939800	105000000.00150000	99999999.99869999	28855436.80018000
60507.72552700	1372928.00000000	22737008.00354900	28855436.80064000	113927.22974300	104999999.99959999	99999999.99950001	28855436.79980000
60507.72553900	1373983.00000000	22737007.99586000	28855436.79948600	113927.22955200	105000000.00130001	100000000.00020000	28855436.80000000
60507.72555100	1375041.00000000	22737007.99367000	28855436.80002600	113927.22956900	104999999.99980000	99999999.99940000	28855436.80015000
60507.72556400	1376096.00000000	22737008.00712600	28855436.80013000	113927.22930000	104999999.99959999	99999999.99969999	28855436.80004000
60507.72557600	1377153.00000000	22737008.00155800	28855436.79996100	113927.22965600	105000000.00100000	99999999.99920000	28855436.80017000
60507.72558800	1378209.00000000	22737008.00715200	28855436.79997400	113927.22948200	105000000.00150000	100000000.00100000	28855436.79986000
60507.72560000	1379266.00000000	22737007.97958900	28855436.79995400	113927.22932500	104999999.99980000	100000000.00040001	28855436.79985000
60507.72561300	1380320.00000000	22737008.01008500	28855436.80000600	113927.22968300	104999999.99969999	99999999.99969999	28855436.79989000
60507.72562500	1381377.00000000	22737007.99201200	28855436.80006800	113927.22990900	105000000.00150000	100000000.00100000	28855436.80026000
60507.72563700	1382432.00000000	22737008.01099700	28855436.79995200	113927.22929600	105000000.00080000	99999999.99830000	28855436.79990000
60507.72564900	1383487.00000000	22737007.99804600	28855436.79981800	113927.22937000	105000000.00049999	100000000.00010000	28855436.79980000
60507.72566100	1384542.00000000	22737007.99341700	28855436.80000300	113927.22958900	104999999.99969999	100000000.00020000	28855436.79998000
60507.72567400	1385596.00000000	22737007.99466900	28855436.80013700	113927.22989100	105000000.00170000	99999999.99879999	28855436.80008000
60507.72568600	1386649.00000000	22737008.01558300	28855436.79994200	113927.22939000	105000000.00080000	100000000.00040001	28855436.80009000
60507.72569800	1387707.00000000	22737007.98955000	28855436.79998200	113927.22937000	105000000.00030001	99999999.99890000	28855436.79980000
60507.72571000	1388761.00000000	22737008.00536800	28855436.80014300	113927.22945600	105000000.00040001	100000000.00000000	28855436.80001000
60507.72572300	1389820.00000000	22737007.99526900	28855436.80032000	113927.22991200	104999999.99990000	100000000.00070000	28855436.79997000
60507.72573500	1390883.00000000	22737008.00303500	28855436.79958300	113927.22971700	104999999.99969999	100000000.00010000	28855436.79983000
60507.72574700	1391937.00000000	22737007.99829500	28855436.80041400	113927.22932100	105000000.00180000	100000000.00020000	28855436.80002000
