fo_ErYb,SDR:fb_Yb_ErYb,SDR:frep_ErYb,fb_Si_ErYb,MJD,nuSi,nuSr,nuYb
105000000.00030001,28855436.80042600,113927.22998400,100000000.00000000,60507.926372,194397939719255.36998400,429228169936305.4695919116537,518295773595011.61735600
105000000.00090000,28855436.79987100,113927.22946900,99999999.99910000,60507.926384,194397939719155.26634400,429228169936084.4417867547625,518295773594744.72641100
105000000.00110000,28855436.80006200,113927.22926000,99999999.99969999,60507.926396,194397939719114.64176000,429228169935994.7431240794416,518295773594636.41449600
104999999.99969999,28855436.79991000,113927.22959400,100000000.00120001,60507.926408,194397939719179.56334400,429228169936138.0893122782798,518295773594809.50595800
105000000.00000000,28855436.80001600,113927.22965200,99999999.99930000,60507.92642,194397939719190.83715200,429228169936162.9817641211918,518295773594839.56349200
104999999.99980000,28855436.79999200,113927.22935800,100000000.00049999,60507.926433,194397939719133.69060800,429228169936036.8027840898792,518295773594687.20186200
105000000.00170000,28855436.79993100,113927.22931000,99999999.99980000,60507.926445,194397939719124.36056000,429228169936016.2021342888485,518295773594662.32660800
104999999.99950001,28855436.79981700,113927.22936800,99999999.99869999,60507.926457,194397939719135.63436800,429228169936041.0945861317605,518295773594692.38458200
105000000.00150000,28855436.80001200,113927.22980900,100000000.00080000,60507.926469,194397939719221.35418400,429228169936230.3630561787295,518295773594920.92670900
105000000.00070000,28855436.79993900,113927.22969100,99999999.99860001,60507.926482,194397939719198.41781600,429228169936179.7197920845292,518295773594859.77488900
104999999.99900000,28855436.79994100,113927.22925700,100000000.00170000,60507.926494,194397939719114.05863200,429228169935993.4555834668772,518295773594634.86002700
105000000.00020000,28855436.80008800,113927.22936700,100000000.00080000,60507.926506,194397939719135.43999200,429228169936040.6654059275724,518295773594691.86580300
105000000.00120001,28855436.80007800,113927.22960900,99999999.99990000,60507.926518,194397939719182.47898400,429228169936144.5270153411019,518295773594817.27917700
105000000.00020000,28855436.80005300,113927.22953800,100000000.00090000,60507.92653,194397939719168.67828800,429228169936114.0552208437441,518295773594780.48440000
104999999.99990000,28855436.80000400,113927.22965200,99999999.99869999,60507.926543,194397939719190.83715200,429228169936162.9817641211918,518295773594839.56351600
105000000.00000000,28855436.80009700,113927.22935600,100000000.00020000,60507.926555,194397939719133.30185600,429228169936035.9444236815029,518295773594686.16517800
105000000.00030001,28855436.80044500,113927.22970800,100000000.00060000,60507.926567,194397939719201.72220800,429228169936187.0158555557276,518295773594868.58390600
105000000.00030001,28855436.79959100,113927.22961000,99999999.99969999,60507.926579,194397939719182.67336000,429228169936144.9561955452900,518295773594817.79838800
105000000.00170000,28855436.80015000,113927.22948800,100000000.00060000,60507.926592,194397939719158.95948800,429228169936092.5962106343371,518295773594754.57235600
104999999.99930000,28855436.79996600,113927.22933800,99999999.99820000,60507.926604,194397939719129.80308800,429228169936028.2191800061164,518295773594676.83717400
105000000.00040001,28855436.80005000,113927.22961900,99999999.99969999,60507.926616,194397939719184.42274400,429228169936148.8188173829833,518295773594822.46160300
105000000.00180000,28855436.79997300,113927.22936000,99999999.99969999,60507.926628,194397939719134.07936000,429228169936037.6611444982554,518295773594688.23837400
104999999.99930000,28855436.79995000,113927.22941600,99999999.99800000,60507.92664,194397939719144.96441600,429228169936061.6952359327912,518295773594717.25969200
105000000.00150000,28855436.80001600,113927.22975200,100000000.00040001,60507.926653,194397939719210.27475200,429228169936205.8997845400056,518295773594891.38719200
105000000.00070000,28855436.80002100,113927.22960200,99999999.99910000,60507.926665,194397939719181.11835200,429228169936141.5227539117849,518295773594813.65163200
104999999.99950001,28855436.79993700,113927.22923700,100000000.00020000,60507.926677,194397939719110.17111200,429228169935984.8719793831144,518295773594624.49529500
105000000.00160000,28855436.79988700,113927.22949800,100000000.00160000,60507.926689,194397939719160.90324800,429228169936096.8880126762185,518295773594759.75525200
104999999.99959999,28855436.80008000,113927.22956700,99999999.99930000,60507.926702,194397939719174.31519200,429228169936126.5014467652001,518295773594795.51321900
105000000.00170000,28855436.80003800,113927.22979400,100000000.00070000,60507.926714,194397939719218.43854400,429228169936223.9253531159075,518295773594913.15310200
104999999.99990000,28855436.79994100,113927.22955000,99999999.99930000,60507.926726,194397939719171.01080000,429228169936119.2053832940017,518295773594786.70346800
104999999.99990000,28855436.79991100,113927.22934000,99999999.99910000,60507.926738,194397939719130.19184000,429228169936029.0775404144927,518295773594677.87375800
105000000.00120001,28855436.80011800,113927.22942400,100000000.00049999,60507.92675,194397939719146.51942400,429228169936065.1286775662963,518295773594721.40525200
104999999.99980000,28855436.80024600,113927.22961600,99999999.99940000,60507.926763,194397939719183.83961600,429228169936147.5312767704188,518295773594820.90650000
105000000.00139999,28855436.79979900,113927.22967200,100000000.00049999,60507.926775,194397939719194.72467200,429228169936171.5653682049546,518295773594849.92866600
104999999.99959999,28855436.80041400,113927.22941700,100000000.00000000,60507.926787,194397939719145.15879200,429228169936062.1244161369793,518295773594717.77700100
105000000.00139999,28855436.79956800,113927.22967000,100000000.00010000,60507.926799,194397939719194.33592000,429228169936170.7070077965783,518295773594848.89265400
105000000.00020000,28855436.80007800,113927.22926200,100000000.00070000,60507.926811,194397939719115.03051200,429228169935995.6014844878179,518295773594637.45093800
105000000.00060000,28855436.80021200,113927.22946800,99999999.99789999,60507.926824,194397939719155.07196800,429228169936084.0126065505744,518295773594744.20749200
104999999.99920000,28855436.79976000,113927.22960000,99999999.99950001,60507.926836,194397939719180.72960000,429228169936140.6643935034086,518295773594812.61568000
105000000.00150000,28855436.80017500,113927.22938500,99999999.99990000,60507.926848,194397939719138.93876000,429228169936048.3906496029589,518295773594701.19389500
105000000.00090000,28855436.79985500,113927.22945600,99999999.99959999,60507.92686,194397939719152.73945600,429228169936078.8624441003167,518295773594737.98936200
105000000.00030001,28855436.79986300,113927.22940400,100000000.00100000,60507.926873,194397939719142.63190400,429228169936056.5450734825335,518295773594711.04102200
104999999.99920000,28855436.80006800,113927.22949900,99999999.99850000,60507.926885,194397939719161.09762400,429228169936097.3171928804067,518295773594760.27312700
105000000.00010000,28855436.80010900,113927.22944000,100000000.00040001,60507.926897,194397939719149.62944000,429228169936071.9955608333065,518295773594729.69706200
104999999.99980000,28855436.80002800,113927.22974900,100000000.00060000,60507.926909,194397939719209.69162400,429228169936204.6122439274412,518295773594889.83245700
105000000.00080000,28855436.80001000,113927.22940300,99999999.99879999,60507.926921,194397939719142.43752800,429228169936056.1158932783454,518295773594710.52249100
105000000.00060000,28855436.80023200,113927.22943000,100000000.00180000,60507.926934,194397939719147.68568000,429228169936067.7037587914251,518295773594724.51444600
104999999.99969999,28855436.79996700,113927.22924400,99999999.99830000,60507.926946,194397939719111.53174400,429228169935987.8762408124314,518295773594628.12289400
105000000.00049999,28855436.79990400,113927.22964000,99999999.99900000,60507.926958,194397939719188.50464000,429228169936157.8316016709342,518295773594833.34487200
105000000.00170000,28855436.80009000,113927.22962100,100000000.00130001,60507.92697,194397939719184.81149600,429228169936149.6771777913595,518295773594823.49799700
105000000.00010000,28855436.80025900,113927.22953300,99999999.99940000,60507.926982,194397939719167.70640800,429228169936111.9093198228034,518295773594777.89280300
105000000.00120001,28855436.79964000,113927.22954700,100000000.00080000,60507.926995,194397939719170.42767200,429228169936117.9178426814373,518295773594785.14935900
104999999.99950001,28855436.80036100,113927.22959900,99999999.99930000,60507.927007,194397939719180.53522400,429228169936140.2352132992205,518295773594812.09624100
105000000.00020000,28855436.79953700,113927.22958400,99999999.99890000,60507.927019,194397939719177.61958400,429228169936133.7975102363984,518295773594804.32433400
105000000.00180000,28855436.79987000,113927.22951500,100000000.00150000,60507.927031,194397939719164.20764000,429228169936104.1840761474169,518295773594768.56531500
104999999.99959999,28855436.80005500,113927.22931900,99999999.99720000,60507.927044,194397939719126.10994400,429228169936020.0647561265418,518295773594666.99049300
104999999.99950001,28855436.79981600,113927.22975500,100000000.00060000,60507.927056,194397939719210.85788000,429228169936207.1873251525701,518295773594892.94230300
105000000.00190000,28855436.80011600,113927.22957500,100000000.00010000,60507.927068,194397939719175.87020000,429228169936129.9348883987052,518295773594799.65904300
105000000.00060000,28855436.79985900,113927.22933300,99999999.99990000,60507.92708,194397939719128.83120800,429228169936026.0732789851757,518295773594674.24620300
105000000.00080000,28855436.79981900,113927.22965700,100000000.00010000,60507.927093,194397939719191.80903200,429228169936165.1276651421325,518295773594842.15507100
104999999.99959999,28855436.79980700,113927.22947500,99999999.99730000,60507.927105,194397939719156.43260000,429228169936087.0168679798913,518295773594747.83596100
105000000.00030001,28855436.80016300,113927.22938200,100000000.00070000,60507.927117,194397939719138.35563200,429228169936047.1031089903945,518295773594699.63920800
105000000.00139999,28855436.80003000,113927.22956100,100000000.00020000,60507.927129,194397939719173.14893600,429228169936123.9263655400712,518295773594792.40389700
104999999.99969999,28855436.80016700,113927.22948800,100000000.00040001,60507.927141,194397939719158.95948800,429228169936092.5962106343371,518295773594754.57232200
105000000.00040001,28855436.79994800,113927.22971300,100000000.00060000,60507.927154,194397939719202.69408800,429228169936189.1617565766683,518295773594871.17608500
105000000.00030001,28855436.80006300,113927.22963000,99999999.99779999,60507.927166,194397939719186.56088000,429228169936153.5397996290528,518295773594828.16218400
105000000.00030001,28855436.80007400,113927.22915100,100000000.00070000,60507.927178,194397939719093.45477600,429228169935947.9624818229345,518295773594579.92663900
105000000.00010000,28855436.79989300,113927.22978700,100000000.00080000,60507.92719,194397939719217.07791200,429228169936220.9210916865905,518295773594909.52573300
105000000.00139999,28855436.80052600,113927.22975400,100000000.00010000,60507.927203,194397939719210.66350400,429228169936206.7581449483819,518295773594892.42264600
104999999.99969999,28855436.79972500,113927.22916700,100000000.00060000,60507.927215,194397939719096.56479200,429228169935954.8293650899448,518295773594588.21912900
105000000.00020000,28855436.79991200,113927.22965700,99999999.99850000,60507.927227,194397939719191.80903200,429228169936165.1276651421325,518295773594842.15488500
105000000.00130001,28855436.79991800,113927.22958900,100000000.00000000,60507.927239,194397939719178.59146400,429228169936135.9434112573391,518295773594806.91475700
104999999.99950001,28855436.79993400,113927.22948700,100000000.00070000,60507.927251,194397939719158.76511200,429228169936092.1670304301490,518295773594754.05455100
