"MJD" "shift"
"60507.6963069249" "-165702996.6795513927937"
"60507.6963996499" "-165702996.6611828207970"
"60507.6964923361" "-165702996.6729215979576"
"60507.6965849687" "-165702996.7141542136669"
"60507.6966776608" "-165702996.7100476920605"
"60507.6967704586" "-165702996.7580616176128"
"60507.6968630679" "-165702996.7707424759865"
"60507.6969557454" "-165702996.7370626330376"
"60507.6970484837" "-165702996.6732450127602"
"60507.6971410701" "-165702996.5976193249226"
"60507.6973146812" "-165702996.6320861577988"
"60507.6973265276" "-165702996.5730895996094"
"60507.6974191563" "-165702996.5976972281933"
"60507.6975119298" "-165702996.6033617258072"
"60507.6976046261" "-165702996.6504335105419"
"60507.6976972436" "-165702996.6955393850803"
"60507.6977899603" "-165702996.7100166380405"
"60507.6978826406" "-165702996.6354201734066"
"60507.6979753891" "-165702996.5911349058151"
"60507.6980680194" "-165702996.6391109228134"
"60507.6981606928" "-165702996.6386548280716"
"60507.6982534061" "-165702996.6402779221535"
"60507.6983461315" "-165702996.6963571906090"
"60507.6984388176" "-165702996.6776842772961"
"60507.6985314478" "-165702996.6634225547314"
"60507.6986241931" "-165702996.6372422277927"
"60507.6987168249" "-165702996.6175456643105"
"60507.6988095824" "-165702996.6753794550896"
"60507.6989022240" "-165702996.6735160052776"
"60507.6989949146" "-165702996.5675890445709"
"60507.6990875891" "-165702996.5735927522182"
"60507.6991803154" "-165702996.6007237136364"
"60507.6992730382" "-165702996.6444027721882"
"60507.6993656672" "-165702996.5864793658257"
"60507.6994584076" "-165702996.5468724668026"
"60507.6995510413" "-165702996.6219125986099"
"60507.6996437802" "-165702996.6211456358433"
"60507.6997364253" "-165702996.6114516854286"
"60507.6998291408" "-165702996.6262983977795"
"60507.6999218259" "-165702996.5602797269821"
"60507.7000144862" "-165702996.5575427412987"
"60507.7001071567" "-165702996.6208591163158"
"60507.7001998901" "-165702996.6509061455727"
"60507.7002926066" "-165702996.6302145421505"
"60507.7003852280" "-165702996.5280869305134"
"60507.7004779487" "-165702996.6063726842403"
"60507.7005706124" "-165702996.5869714617729"
"60507.7006633377" "-165702996.6332474350929"
"60507.7007559836" "-165702996.6899694204330"
"60507.7008486759" "-165702996.6646778583527"
"60507.7009413932" "-165702996.6131753325462"
"60507.7010340903" "-165702996.6225737333298"
"60507.7011267810" "-165702996.6113404631615"
"60507.7012194786" "-165702996.6912488639355"
"60507.7013121776" "-165702996.6899181008339"
"60507.7014048612" "-165702996.7521207928658"
"60507.7014974621" "-165702996.6425007283688"
"60507.7015901921" "-165702996.6065611541271"
"60507.7016829284" "-165702996.5946584939957"
"60507.7017755657" "-165702996.5871019661427"
"60507.7018683114" "-165702996.6234068870544"
"60507.7019609922" "-165702996.6521905958652"
"60507.7020536345" "-165702996.5803012549877"
"60507.7021463438" "-165702996.6228252649307"
"60507.7022390466" "-165702996.6411702632904"
"60507.7023317175" "-165702996.6518229544163"
"60507.7024244796" "-165702996.7271702885628"
"60507.7025980907" "-165702996.6779303252697"
"60507.7026098676" "-165702996.6725445389748"
"60507.7027024787" "-165702996.6829127967358"
"60507.7027951404" "-165702996.7296070158482"
"60507.7028878533" "-165702996.6785528063774"
"60507.7029805071" "-165702996.6627710759640"
"60507.7030732389" "-165702996.5666292607784"
"60507.7031658990" "-165702996.6525351405144"
"60507.7032586731" "-165702996.7497538030148"
"60507.7033513082" "-165702996.6998553574085"
"60507.7034439825" "-165702996.5831905603409"
"60507.7035366674" "-165702996.5427694022655"
"60507.7036294062" "-165702996.6024328470230"
"60507.7037221128" "-165702996.7129606306553"
"60507.7038147378" "-165702996.7773385047913"
"60507.7039074829" "-165702996.7490492463112"
"60507.7040001293" "-165702996.6817462146282"
"60507.7040927706" "-165702996.6788066923618"
"60507.7041855214" "-165702996.6719269752502"
"60507.7042782362" "-165702996.6506376266479"
"60507.7043709177" "-165702996.5969824790955"
"60507.7044635440" "-165702996.6073279082775"
"60507.7045562333" "-165702996.6610464751720"
"60507.7046489948" "-165702996.6456904709339"
"60507.7047416020" "-165702996.6917932033539"
"60507.7048343017" "-165702996.6612078547478"
"60507.7049270143" "-165702996.6945686340332"
"60507.7050196949" "-165702996.7356993854046"
"60507.7051123592" "-165702996.6361995041370"
"60507.7052050875" "-165702996.7126058936119"
"60507.7052978057" "-165702996.7361948192120"
"60507.7053904961" "-165702996.6725421547890"
"60507.7054831689" "-165702996.5575435161591"
"60507.7055758038" "-165702996.5859250426292"
"60507.7056685386" "-165702996.6155179142952"
"60507.7057611810" "-165702996.6336209475994"
"60507.7058539496" "-165702996.5768332779408"
"60507.7059466016" "-165702996.6077712774277"
"60507.7060392319" "-165702996.6529707908630"
"60507.7061320100" "-165702996.6631653010845"
"60507.7062246751" "-165702996.6706643998623"
"60507.7063172960" "-165702996.6058032810688"
"60507.7064100020" "-165702996.5984501540661"
"60507.7065027685" "-165702996.6430983543396"
"60507.7065954144" "-165702996.6051750183105"
"60507.7066880827" "-165702996.5452773869038"
"60507.7067808161" "-165702996.5972405970097"
"60507.7068734998" "-165702996.6506681442261"
"60507.7069661651" "-165702996.5841813981533"
"60507.7070588645" "-165702996.5343014895916"
"60507.7071515730" "-165702996.5924422144890"
"60507.7072442803" "-165702996.6815738976002"
"60507.7073369495" "-165702996.6033930182457"
"60507.7074296250" "-165702996.6014353334904"
"60507.7075223386" "-165702996.6286973655224"
"60507.7076150066" "-165702996.6192338168621"
"60507.7077076740" "-165702996.6747800707817"
"60507.7078003681" "-165702996.5688991844654"
"60507.7078930995" "-165702996.4894773662090"
"60507.7079857891" "-165702996.5025516748428"
"60507.7080784064" "-165702996.6177841722965"
"60507.7081711785" "-165702996.5817596316338"
"60507.7082638361" "-165702996.5911840498447"
"60507.7083565956" "-165702996.6222838461399"
"60507.7084492076" "-165702996.4850480556488"
"60507.7085418784" "-165702996.4868632256985"
"60507.7086345511" "-165702996.6163567006588"
"60507.7087273162" "-165702996.6690301895142"
"60507.7088200265" "-165702996.7078972458839"
"60507.7089125975" "-165702996.7340838015079"
"60507.7090053271" "-165702996.6608186662197"
"60507.7090980511" "-165702996.5815798640251"
"60507.7091907101" "-165702996.6147764027119"
"60507.7092833810" "-165702996.6683747470379"
"60507.7093760741" "-165702996.7393818795681"
"60507.7094687900" "-165702996.6726087033749"
"60507.7095614592" "-165702996.6218906641006"
"60507.7096541490" "-165702996.5709602236748"
"60507.7097468723" "-165702996.5780491828918"
"60507.7098395411" "-165702996.5942404270172"
"60507.7100131522" "-165702996.5620939135551"
"60507.7100249511" "-165702996.4913271963596"
"60507.7101176705" "-165702996.4988207221031"
"60507.7102102430" "-165702996.5854544043541"
"60507.7103029080" "-165702996.6223341822624"
"60507.7103956804" "-165702996.5463297963142"
"60507.7104883849" "-165702996.5968193113804"
"60507.7105810027" "-165702996.6476469933987"
"60507.7106737540" "-165702996.5613005757332"
"60507.7107664489" "-165702996.5237179398537"
"60507.7108591673" "-165702996.5431486964226"
"60507.7109518037" "-165702996.5139942169189"
"60507.7110444843" "-165702996.5371253192425"
"60507.7111372506" "-165702996.5405580401421"
"60507.7112298964" "-165702996.5305773317814"
"60507.7113225545" "-165702996.5408173501492"
"60507.7114152321" "-165702996.6109683215618"
"60507.7115079595" "-165702996.6093656718731"
"60507.7116815706" "-165702996.5673510432243"
"60507.7116933187" "-165702996.5512169897556"
"60507.7117860451" "-165702996.5855158269405"
"60507.7118787078" "-165702996.5638795793056"
"60507.7119713515" "-165702996.4580420255661"
"60507.7120640881" "-165702996.5049231052399"
"60507.7121567113" "-165702996.5206569731236"
"60507.7122494571" "-165702996.4863515198231"
"60507.7123421609" "-165702996.4667004644871"
"60507.7124348630" "-165702996.5374693870544"
"60507.7125275563" "-165702996.4674832522869"
"60507.7126202149" "-165702996.5107058882713"
"60507.7127129325" "-165702996.4249587953091"
"60507.7128055876" "-165702996.3771506845951"
"60507.7128983190" "-165702996.4739241600037"
"60507.7129909601" "-165702996.5671850442886"
"60507.7130836699" "-165702996.5497784316540"
"60507.7131763235" "-165702996.5001248717308"
"60507.7132690525" "-165702996.4793510735035"
"60507.7133616966" "-165702996.4713364243507"
"60507.7134544196" "-165702996.3802334070206"
"60507.7135470914" "-165702996.4666649997234"
"60507.7136398120" "-165702996.5117886066437"
"60507.7137325140" "-165702996.5323434770107"
"60507.7138251746" "-165702996.5413093864918"
"60507.7139987857" "-165702996.5152873396873"
"60507.7141723969" "-165702996.5140750706196"
"60507.7143460080" "-165702996.5128628015518"
"60507.7145196191" "-165702996.5116505324841"
"60507.7146932302" "-165702996.5104382634163"
"60507.7148668413" "-165702996.5092259943485"
"60507.7150404524" "-165702996.5080137252808"
"60507.7152140635" "-165702996.5068014264107"
"60507.7153876746" "-165702996.5055891573429"
"60507.7155612857" "-165702996.5043768882751"
"60507.7157348968" "-165702996.5031646192074"
"60507.7159085079" "-165702996.5019523501396"
"60507.7160821190" "-165702996.5007400810719"
"60507.7162557301" "-165702996.4995278120041"
"60507.7164293413" "-165702996.4983155429363"
"60507.7166029524" "-165702996.4971032738686"
"60507.7167765635" "-165702996.4958909749985"
"60507.7169501746" "-165702996.4946787059307"
"60507.7171237857" "-165702996.4934664368629"
"60507.7172973968" "-165702996.4922541677952"
"60507.7174710079" "-165702996.4910418987274"
"60507.7176446190" "-165702996.4898296296597"
"60507.7178182301" "-165702996.4886173605919"
"60507.7179918412" "-165702996.4874050915241"
"60507.7181654523" "-165702996.4861927926540"
"60507.7183390634" "-165702996.4849805235863"
"60507.7185126746" "-165702996.4837682545185"
"60507.7186862857" "-165702996.4825559854507"
"60507.7188598968" "-165702996.4813437163830"
"60507.7190335079" "-165702996.4801314473152"
"60507.7192071190" "-165702996.4789191782475"
"60507.7193807301" "-165702996.4777069091797"
"60507.7195543412" "-165702996.4764946401119"
"60507.7197279523" "-165702996.4752823412418"
"60507.7199015634" "-165702996.4740700721741"
"60507.7200751745" "-165702996.4728578031063"
"60507.7202487856" "-165702996.4716455340385"
"60507.7204223967" "-165702996.4704332649708"
"60507.7205960078" "-165702996.4692209959030"
"60507.7207696190" "-165702996.4680087268353"
"60507.7209432301" "-165702996.4667964577675"
"60507.7211168412" "-165702996.4655841588974"
"60507.7212904523" "-165702996.4643718898296"
"60507.7212976933" "-165702996.4663007557392"
"60507.7213904958" "-165702996.4369358718395"
"60507.7214830967" "-165702996.4772969484329"
"60507.7215757351" "-165702996.4723571240902"
"60507.7216684713" "-165702996.4383238852024"
"60507.7217611481" "-165702996.4970052242279"
"60507.7218538966" "-165702996.5314218401909"
"60507.7219465786" "-165702996.4611933529377"
"60507.7220392045" "-165702996.4568409621716"
"60507.7221319650" "-165702996.4725513756275"
"60507.7222246329" "-165702996.4621268212795"
"60507.7223173136" "-165702996.4331768751144"
"60507.7224100065" "-165702996.3990687727928"
"60507.7225027684" "-165702996.4682568907738"
"60507.7225953739" "-165702996.4998512566090"
"60507.7226880945" "-165702996.4923328161240"
"60507.7227808044" "-165702996.5208760499954"
"60507.7228734223" "-165702996.5486615300179"
"60507.7229661867" "-165702996.5125483870506"
"60507.7230588759" "-165702996.5145259797573"
"60507.7231515577" "-165702996.4347404837608"
"60507.7232441960" "-165702996.4752378165722"
"60507.7233368896" "-165702996.4162215888500"
"60507.7234295859" "-165702996.4202338457108"
"60507.7235223055" "-165702996.3807926177979"
"60507.7236150108" "-165702996.3707126975060"
"60507.7237076536" "-165702996.4333789646626"
"60507.7238003434" "-165702996.4524017274380"
"60507.7238930859" "-165702996.4471108615398"
"60507.7239857845" "-165702996.4398581981659"
"60507.7240783920" "-165702996.4193274676800"
"60507.7241711192" "-165702996.4883437752724"
"60507.7242638169" "-165702996.5136061906815"
"60507.7243565653" "-165702996.4748911261559"
"60507.7244491723" "-165702996.4579177498817"
"60507.7245418716" "-165702996.4493707120419"
"60507.7246345499" "-165702996.4863220453262"
"60507.7247272493" "-165702996.4885773360729"
"60507.7248199256" "-165702996.3739695250988"
"60507.7249125809" "-165702996.4221205115318"
"60507.7250052957" "-165702996.4786370098591"
"60507.7250979381" "-165702996.5191878974438"
"60507.7251906834" "-165702996.4497665464878"
"60507.7252833392" "-165702996.4340402781963"
"60507.7253760947" "-165702996.3939883112907"
"60507.7254687950" "-165702996.3431754708290"
"60507.7255614016" "-165702996.3614736795425"
"60507.7256541550" "-165702996.4090349972248"
"60507.7257467541" "-165702996.3889088630676"
"60507.7258395510" "-165702996.3177814185619"
"60507.7259321898" "-165702996.3211995959282"
"60507.7260248856" "-165702996.4825780987740"
"60507.7261175560" "-165702996.5096437931061"
"60507.7262102764" "-165702996.4971434175968"
"60507.7263029343" "-165702996.4359632432461"
"60507.7263956592" "-165702996.3884326219559"
"60507.7264883467" "-165702996.4091394841671"
"60507.7265810960" "-165702996.4924639463425"
"60507.7266736787" "-165702996.4753467440605"
"60507.7267664348" "-165702996.5041051506996"
"60507.7269400459" "-165702996.4735546410084"
"60507.7269518202" "-165702996.5313023924828"
"60507.7270444887" "-165702996.4898111522198"
"60507.7271371514" "-165702996.3566943109035"
"60507.7272298663" "-165702996.2931696772575"
"60507.7273225913" "-165702996.3837782442570"
"60507.7274152649" "-165702996.4681406021118"
"60507.7275079470" "-165702996.5351169407368"
"60507.7276006372" "-165702996.5040692687035"
"60507.7276932876" "-165702996.4358915686607"
"60507.7277860054" "-165702996.4567026197910"
"60507.7278787508" "-165702996.4224958419800"
"60507.7279714222" "-165702996.4382309019566"
"60507.7280640542" "-165702996.4134784936905"
"60507.7281567458" "-165702996.4388991296291"
"60507.7282494512" "-165702996.3819962739944"
"60507.7283421531" "-165702996.3605496585369"
"60507.7284347937" "-165702996.4027797877789"
"60507.7285274791" "-165702996.3766455650330"
"60507.7286201943" "-165702996.4135541021824"
"60507.7287128559" "-165702996.4347578585148"
"60507.7288055803" "-165702996.4020029604435"
"60507.7288982586" "-165702996.4103480875492"
"60507.7289909662" "-165702996.3725814521313"
"60507.7290836361" "-165702996.3189163208008"
"60507.7291763477" "-165702996.3831520378590"
"60507.7292690669" "-165702996.4361422061920"
"60507.7293617162" "-165702996.4398946464062"
"60507.7294544170" "-165702996.4025881588459"
"60507.7295471177" "-165702996.3183196485043"
"60507.7296397493" "-165702996.2833453416824"
"60507.7297324498" "-165702996.3508728146553"
"60507.7298251705" "-165702996.4487279355526"
"60507.7299178582" "-165702996.4398449957371"
"60507.7300105086" "-165702996.3977350294590"
"60507.7301032056" "-165702996.3532566726208"
"60507.7301959678" "-165702996.3384057879448"
"60507.7302886153" "-165702996.3678930997849"
"60507.7303812987" "-165702996.4466503560543"
"60507.7304739907" "-165702996.4594527781010"
"60507.7305667468" "-165702996.3900277018547"
"60507.7306593665" "-165702996.4021010100842"
"60507.7307520481" "-165702996.4194695949554"
"60507.7308446983" "-165702996.3915326297283"
"60507.7309374770" "-165702996.3727100789547"
"60507.7310300969" "-165702996.3904413580894"
"60507.7311228351" "-165702996.4280630648136"
"60507.7312155170" "-165702996.3993743062019"
"60507.7313081815" "-165702996.4509465992451"
"60507.7314008923" "-165702996.3656218945980"
"60507.7314935601" "-165702996.4088883697987"
"60507.7315862741" "-165702996.4246751666069"
"60507.7316789136" "-165702996.3774709999561"
"60507.7317716204" "-165702996.3008489906788"
"60507.7318643214" "-165702996.3038546144962"
"60507.7319570161" "-165702996.3142796754837"
"60507.7320497083" "-165702996.3620419204235"
"60507.7322233194" "-165702996.3570838570595"
"60507.7322582810" "-165702996.4080943465233"
"60507.7323509218" "-165702996.3930024802685"
"60507.7324435781" "-165702996.3682643771172"
"60507.7325363638" "-165702996.2793185412884"
"60507.7326290412" "-165702996.2481508553028"
"60507.7327217110" "-165702996.2461574077606"
"60507.7328144159" "-165702996.2917104959488"
"60507.7329070518" "-165702996.3210375010967"
"60507.7329997360" "-165702996.3003592491150"
"60507.7330924618" "-165702996.3249786794186"
"60507.7331851534" "-165702996.3051451444626"
"60507.7332778169" "-165702996.2885031104088"
"60507.7333705260" "-165702996.3058888316154"
"60507.7334632313" "-165702996.3023624420166"
"60507.7335558616" "-165702996.3624706864357"
"60507.7336486134" "-165702996.3371551036835"
"60507.7337413091" "-165702996.2528238892555"
"60507.7338339893" "-165702996.2079901099205"
"60507.7339266272" "-165702996.1909808218479"
"60507.7340193557" "-165702996.2386290729046"
"60507.7341121173" "-165702996.2682839930058"
"60507.7342047830" "-165702996.2622566223145"
"60507.7342974089" "-165702996.2867040336132"
"60507.7343900949" "-165702996.3303810656071"
"60507.7344828083" "-165702996.3155474066734"
"60507.7345754613" "-165702996.3291613757610"
"60507.7346681948" "-165702996.2676528990269"
"60507.7347608469" "-165702996.2756526172161"
"60507.7348535740" "-165702996.2869728505611"
"60507.7349463350" "-165702996.3026983439922"
"60507.7350389358" "-165702996.3279046416283"
"60507.7351316265" "-165702996.2542093098164"
"60507.7352243015" "-165702996.2765890061855"
"60507.7353169911" "-165702996.3378785252571"
"60507.7354096969" "-165702996.2986518442631"
"60507.7355024171" "-165702996.2760527729988"
"60507.7355950582" "-165702996.2299722731113"
"60507.7356877220" "-165702996.2218362689018"
"60507.7357804102" "-165702996.2846197783947"
"60507.7358731531" "-165702996.2920028269291"
"60507.7359658301" "-165702996.3213547766209"
"60507.7360584915" "-165702996.2523121833801"
"60507.7361512393" "-165702996.2444805204868"
"60507.7362438827" "-165702996.3702817857265"
"60507.7363365773" "-165702996.3224572241306"
"60507.7364292884" "-165702996.2214236557484"
"60507.7365219830" "-165702996.2283500134945"
"60507.7366146746" "-165702996.2753661572933"
"60507.7367073530" "-165702996.3007490336895"
"60507.7367999789" "-165702996.2220002710819"
"60507.7368927192" "-165702996.2253393828869"
"60507.7369853983" "-165702996.2253960669041"
"60507.7370781265" "-165702996.2048432230949"
"60507.7371707720" "-165702996.2429474890232"
"60507.7372635333" "-165702996.3254355490208"
"60507.7373561395" "-165702996.3455627262592"
"60507.7374488380" "-165702996.2547722756863"
"60507.7375415132" "-165702996.2440459430218"
"60507.7376342208" "-165702996.2491036057472"
"60507.7377269695" "-165702996.2979648411274"
"60507.7378195416" "-165702996.2537527382374"
"60507.7379122880" "-165702996.2986474633217"
"60507.7380050512" "-165702996.3063916563988"
"60507.7380976820" "-165702996.2144602239132"
"60507.7381903878" "-165702996.1728549897671"
"60507.7382830159" "-165702996.2369703948498"
"60507.7383756870" "-165702996.2059218883514"
"60507.7384684283" "-165702996.2702606022358"
"60507.7385610918" "-165702996.3096427023411"
"60507.7386538179" "-165702996.2883590757847"
"60507.7387464669" "-165702996.2670394778252"
"60507.7388392324" "-165702996.2634208500385"
"60507.7389318470" "-165702996.1645766496658"
"60507.7390245390" "-165702996.1341599524021"
"60507.7391173043" "-165702996.2095124423504"
"60507.7392099083" "-165702996.3232867419720"
"60507.7393026245" "-165702996.3260353505611"
"60507.7393953441" "-165702996.3259552717209"
"60507.7394879979" "-165702996.2618239521980"
"60507.7395806585" "-165702996.2126377224922"
"60507.7396733781" "-165702996.2534372210503"
"60507.7397660784" "-165702996.2917775809765"
"60507.7398588191" "-165702996.1936854422092"
"60507.7399514405" "-165702996.2568984031677"
"60507.7400441404" "-165702996.2978630363941"
"60507.7401367976" "-165702996.3137103915215"
"60507.7402295421" "-165702996.3125686645508"
"60507.7403222005" "-165702996.1964761316776"
"60507.7404148952" "-165702996.1869456171989"
"60507.7405076684" "-165702996.2706570923328"
"60507.7406003279" "-165702996.2861318290234"
"60507.7406929453" "-165702996.2836278080940"
"60507.7407856322" "-165702996.2747979164124"
"60507.7408783570" "-165702996.2646194994450"
"60507.7409709930" "-165702996.2186861634254"
"60507.7410637374" "-165702996.2531235218048"
"60507.7411564260" "-165702996.2654762566090"
"60507.7412490823" "-165702996.3249249458313"
"60507.7413418158" "-165702996.3427021801472"
"60507.7414344982" "-165702996.2260113954544"
"60507.7415272111" "-165702996.1321243643761"
"60507.7416199236" "-165702996.2645722031593"
