"MJD" "shift"
"60507.75582007" "63000002.30359858274460"
"60507.75583074" "63000002.31219441443682"
"60507.75584141" "63000002.32114454358816"
"60507.75585208" "63000002.32711204886436"
"60507.75586274" "63000002.31867481768131"
"60507.75587342" "63000002.29550057649612"
"60507.75588408" "63000002.28111282736063"
"60507.75589475" "63000002.27852883934975"
"60507.75590544" "63000002.28389943391085"
"60507.75591610" "63000002.29108121246099"
"60507.75592678" "63000002.29312506318092"
"60507.75593744" "63000002.29601637274027"
"60507.75594811" "63000002.29754101485014"
"60507.75595878" "63000002.30854935944080"
"60507.75596945" "63000002.31169562041759"
"60507.75598013" "63000002.32286138087511"
"60507.75599079" "63000002.32412572950125"
"60507.75600145" "63000002.32757415622473"
"60507.75601213" "63000002.33030219376087"
"60507.75602280" "63000002.33875511586666"
"60507.75603347" "63000002.33637584745884"
"60507.75604415" "63000002.33221743255854"
"60507.75605481" "63000002.33181531727314"
"60507.75606548" "63000002.32464742660522"
"60507.75607615" "63000002.32258828729391"
"60507.75608682" "63000002.32489965111017"
"60507.75609750" "63000002.32717686146498"
"60507.75610817" "63000002.32093920558691"
"60507.75611883" "63000002.32583941519260"
"60507.75612950" "63000002.33418658375740"
"60507.75614017" "63000002.33953798562288"
"60507.75615084" "63000002.34836724400520"
"60507.75616152" "63000002.34391580522060"
"60507.75617219" "63000002.33531216531992"
"60507.75618286" "63000002.32211416959763"
"60507.75619353" "63000002.32715346664190"
"60507.75620420" "63000002.32724154740572"
"60507.75621490" "63000002.32567878812551"
"60507.75622554" "63000002.32638814300299"
"60507.75623622" "63000002.32553205639124"
"60507.75624687" "63000002.31773623824120"
"60507.75625755" "63000002.31703905016184"
"60507.75626821" "63000002.32940623164177"
"60507.75627889" "63000002.35588731616735"
"60507.75628956" "63000002.38475251942873"
"60507.75630022" "63000002.40655308216810"
"60507.75631092" "63000002.43279772251844"
"60507.75632157" "63000002.46204293519258"
"60507.75633225" "63000002.47514857351780"
"60507.75634291" "63000002.44657214730978"
"60507.75635359" "63000002.42774655669928"
"60507.75636428" "63000002.40395660698414"
"60507.75637491" "63000002.37614621967077"
"60507.75638559" "63000002.34708479046822"
"60507.75639627" "63000002.31845761090517"
"60507.75640694" "63000002.28281384706497"
"60507.75641759" "63000002.26025494933128"
"60507.75642827" "63000002.25113791227341"
"60507.75643895" "63000002.25223316997290"
"60507.75644962" "63000002.25729314237833"
"60507.75646029" "63000002.26815472543240"
"60507.75647097" "63000002.27917659282684"
"60507.75648163" "63000002.30295488238335"
"60507.75649230" "63000002.33355403691530"
"60507.75650297" "63000002.35375633090734"
"60507.75651365" "63000002.35810052603483"
"60507.75652431" "63000002.36245181411505"
"60507.75653498" "63000002.38070934265852"
"60507.75654564" "63000002.38612294942141"
"60507.75655631" "63000002.36879821866751"
"60507.75656700" "63000002.35628706216812"
"60507.75657766" "63000002.34974288195372"
"60507.75658834" "63000002.33833379298449"
"60507.75659899" "63000002.33354264497757"
"60507.75660969" "63000002.32891742140055"
"60507.75662033" "63000002.32351852953434"
"60507.75663100" "63000002.32034882903099"
"60507.75664168" "63000002.32696104794741"
"60507.75665235" "63000002.32853444665670"
"60507.75666302" "63000002.32646272331476"
"60507.75667369" "63000002.31628146767616"
"60507.75668436" "63000002.30333158373833"
"60507.75669504" "63000002.29589200019836"
"60507.75670570" "63000002.29486209899187"
"60507.75671637" "63000002.29447983950377"
"60507.75672706" "63000002.28826710581779"
"60507.75673774" "63000002.27923062443733"
"60507.75674838" "63000002.27185238152742"
"60507.75675907" "63000002.25709634274244"
"60507.75676973" "63000002.23474127054214"
"60507.75678039" "63000002.20812022686005"
"60507.75679107" "63000002.17794846743345"
"60507.75680174" "63000002.16418253630400"
"60507.75681241" "63000002.17717949301004"
"60507.75682308" "63000002.18368702381849"
"60507.75683375" "63000002.17845258116722"
"60507.75684443" "63000002.19209939241409"
"60507.75685511" "63000002.21598654240370"
"60507.75686578" "63000002.24640163034201"
"60507.75687642" "63000002.27033704519272"
"60507.75688711" "63000002.29775825887918"
"60507.75689776" "63000002.31204021722078"
"60507.75690845" "63000002.33931888639927"
"60507.75691912" "63000002.35579717904329"
"60507.75692978" "63000002.36837954074144"
"60507.75694045" "63000002.37559577822685"
"60507.75695113" "63000002.37504699826241"
"60507.75696180" "63000002.37418930977583"
"60507.75697247" "63000002.37244292348623"
"60507.75698314" "63000002.35811518132687"
"60507.75699381" "63000002.33918200433254"
"60507.75700447" "63000002.32424037903547"
"60507.75701513" "63000002.31503511220217"
"60507.75702583" "63000002.31722687929869"
"60507.75703649" "63000002.30724994838238"
"60507.75704716" "63000002.28669919818640"
"60507.75705783" "63000002.25774953514338"
"60507.75706850" "63000002.24338827282190"
"60507.75707917" "63000002.22101493924856"
"60507.75708984" "63000002.20861006528139"
"60507.75710052" "63000002.20702592283487"
"60507.75711119" "63000002.22067061811686"
"60507.75712186" "63000002.23245985060930"
"60507.75713252" "63000002.24476931989193"
"60507.75714319" "63000002.26084247976542"
"60507.75715386" "63000002.28408079594374"
"60507.75716453" "63000002.30399670451880"
"60507.75717520" "63000002.32650373876095"
"60507.75718587" "63000002.34106690436602"
"60507.75719655" "63000002.34497845172882"
"60507.75720720" "63000002.35175549238920"
"60507.75721787" "63000002.35670588165522"
"60507.75722855" "63000002.34999995678663"
"60507.75723924" "63000002.33695316314697"
"60507.75724990" "63000002.32960367947817"
"60507.75726059" "63000002.33086878061295"
"60507.75727123" "63000002.35172782838345"
"60507.75728190" "63000002.37924413383007"
"60507.75729257" "63000002.41171471774578"
"60507.75730325" "63000002.42943865060806"
"60507.75731392" "63000002.43772190064192"
"60507.75732459" "63000002.43641228973866"
"60507.75733526" "63000002.43400544673204"
"60507.75734593" "63000002.43324032425880"
"60507.75735659" "63000002.42737904936075"
"60507.75736729" "63000002.40250796824694"
"60507.75737793" "63000002.38125803321600"
"60507.75738860" "63000002.36397090554237"
"60507.75739927" "63000002.35274285823107"
"60507.75740996" "63000002.36016046255827"
"60507.75742065" "63000002.36285203695297"
"60507.75743128" "63000002.36861272156239"
"60507.75744196" "63000002.37284275144339"
"60507.75745262" "63000002.38423448801041"
"60507.75746332" "63000002.39986928552389"
"60507.75747398" "63000002.42275346815586"
"60507.75748464" "63000002.43361835181713"
"60507.75749532" "63000002.43170329928398"
"60507.75750598" "63000002.44171853363514"
"60507.75751665" "63000002.45759078860283"
"60507.75752732" "63000002.46642719954252"
"60507.75753800" "63000002.46271729469299"
"60507.75754866" "63000002.45753695815802"
"60507.75755933" "63000002.44820543378592"
"60507.75757000" "63000002.43281099200249"
"60507.75758068" "63000002.40877578407526"
"60507.75759135" "63000002.38414100557566"
"60507.75760204" "63000002.36533354967833"
"60507.75761270" "63000002.36681962013245"
"60507.75762336" "63000002.38720397651196"
"60507.75763402" "63000002.40661870688200"
"60507.75764470" "63000002.41684961318970"
"60507.75765536" "63000002.42742048949003"
"60507.75766603" "63000002.44482503831387"
"60507.75767672" "63000002.46100971847773"
"60507.75768738" "63000002.47385712713003"
"60507.75769805" "63000002.47723152488470"
"60507.75770872" "63000002.46851631999016"
"60507.75771939" "63000002.46214618533850"
"60507.75773004" "63000002.46167906373739"
"60507.75774074" "63000002.46334969997406"
"60507.75775141" "63000002.46424230188131"
"60507.75776208" "63000002.46094521135092"
"60507.75777275" "63000002.45684631913900"
"60507.75778340" "63000002.45429299026728"
"60507.75779411" "63000002.45153745263815"
"60507.75780476" "63000002.43839906901121"
"60507.75781543" "63000002.41079022735357"
"60507.75782610" "63000002.38229547441006"
"60507.75783676" "63000002.35361229628325"
"60507.75784743" "63000002.32886695861816"
"60507.75785812" "63000002.30659693479538"
"60507.75786879" "63000002.31971339136362"
"60507.75787946" "63000002.34736488759518"
"60507.75789010" "63000002.38486228138208"
"60507.75790080" "63000002.40756745636463"
"60507.75791147" "63000002.43069189786911"
"60507.75792214" "63000002.45172045379877"
"60507.75793279" "63000002.47320699691772"
"60507.75794346" "63000002.49586090445518"
"60507.75795414" "63000002.51126794517040"
"60507.75796481" "63000002.50433982908726"
"60507.75797550" "63000002.49936766922474"
"60507.75798616" "63000002.47855598479509"
"60507.75799681" "63000002.45465859770775"
"60507.75800750" "63000002.42921790480614"
"60507.75801816" "63000002.40401414036751"
"60507.75802882" "63000002.37244077771902"
"60507.75803952" "63000002.36365439742804"
"60507.75805018" "63000002.37164387851954"
"60507.75806085" "63000002.37839574366808"
"60507.75807151" "63000002.38943614065647"
"60507.75808218" "63000002.40241930633783"
"60507.75809286" "63000002.41212657094002"
"60507.75810353" "63000002.42358353734016"
"60507.75811420" "63000002.44821634143591"
"60507.75812486" "63000002.45943310111761"
"60507.75813553" "63000002.46366530656815"
"60507.75814620" "63000002.46330406516790"
"60507.75815688" "63000002.46835929900408"
"60507.75816755" "63000002.45245078951120"
"60507.75817822" "63000002.43606340885162"
"60507.75818888" "63000002.41698303818703"
"60507.75819956" "63000002.41066168248653"
"60507.75821023" "63000002.40171153843403"
"60507.75822089" "63000002.40238745510578"
"60507.75823158" "63000002.40259940922260"
"60507.75824225" "63000002.40851764380932"
"60507.75825293" "63000002.42437857389450"
"60507.75826358" "63000002.44740589708090"
"60507.75827425" "63000002.46564688533545"
"60507.75828492" "63000002.47032130509615"
"60507.75829559" "63000002.45428206026554"
"60507.75830626" "63000002.43150825798512"
"60507.75831693" "63000002.40221039205790"
"60507.75832761" "63000002.38703580945730"
"60507.75833828" "63000002.38596499711275"
"60507.75834895" "63000002.38386624306440"
"60507.75835962" "63000002.38610966503620"
"60507.75837029" "63000002.37517208606005"
"60507.75838097" "63000002.37061751633883"
"60507.75839162" "63000002.37673810124397"
"60507.75840229" "63000002.38327619433403"
"60507.75841295" "63000002.38254371285439"
"60507.75842364" "63000002.38509548455477"
"60507.75843431" "63000002.38503518700600"
"60507.75844498" "63000002.38443913310766"
"60507.75845566" "63000002.38539265841246"
"60507.75846631" "63000002.38732510805130"
"60507.75847700" "63000002.38804459571838"
"60507.75848765" "63000002.38526932895184"
"60507.75849834" "63000002.38227700442076"
"60507.75850900" "63000002.37022615224123"
"60507.75851966" "63000002.36828760057688"
"60507.75853033" "63000002.36147418618202"
"60507.75854101" "63000002.36332878470421"
"60507.75855168" "63000002.36027351021767"
"60507.75856234" "63000002.35971573740244"
"60507.75857303" "63000002.36465812474489"
"60507.75858369" "63000002.38804085552692"
"60507.75859437" "63000002.41018155962229"
"60507.75860503" "63000002.42773953825235"
"60507.75861570" "63000002.45701027661562"
"60507.75862637" "63000002.49684991687536"
"60507.75863705" "63000002.51181638240814"
"60507.75864772" "63000002.51197932660580"
"60507.75865838" "63000002.51701425015926"
"60507.75866905" "63000002.53119839727879"
"60507.75867972" "63000002.52354601025581"
"60507.75869040" "63000002.48834317177534"
"60507.75870107" "63000002.46726232022047"
"60507.75871172" "63000002.44930250197649"
"60507.75872242" "63000002.42978186160326"
"60507.75873308" "63000002.41019315272570"
"60507.75874375" "63000002.39448470622301"
"60507.75875443" "63000002.38617535680532"
"60507.75876510" "63000002.38910590857267"
"60507.75877577" "63000002.41144660115242"
"60507.75878644" "63000002.42064641416073"
"60507.75879710" "63000002.42769922316074"
"60507.75880777" "63000002.42062671482563"
"60507.75881845" "63000002.41085023432970"
"60507.75882911" "63000002.40535665303469"
"60507.75883977" "63000002.41731511801481"
"60507.75885046" "63000002.43360979110003"
"60507.75886112" "63000002.45149328559637"
"60507.75887179" "63000002.46544361859560"
"60507.75888247" "63000002.46630940586329"
"60507.75889313" "63000002.45221210271120"
"60507.75890380" "63000002.42974429577589"
"60507.75891447" "63000002.40968013554811"
"60507.75892514" "63000002.39497340470552"
"60507.75893581" "63000002.38725695014000"
"60507.75894648" "63000002.38222169876099"
"60507.75895715" "63000002.37320978194475"
"60507.75896783" "63000002.36658512055874"
"60507.75897850" "63000002.36587647348642"
"60507.75898916" "63000002.36754770576954"
"60507.75899984" "63000002.37008069455624"
"60507.75901051" "63000002.36829973757267"
"60507.75902116" "63000002.37033457309008"
"60507.75903185" "63000002.37886132299900"
"60507.75904252" "63000002.39383739233017"
"60507.75905318" "63000002.41037736088037"
"60507.75906384" "63000002.43957895040512"
"60507.75907453" "63000002.46574015170336"
"60507.75908520" "63000002.49560662358999"
"60507.75909586" "63000002.51459582149982"
"60507.75910654" "63000002.51949931681156"
"60507.75911721" "63000002.50711796432734"
"60507.75912788" "63000002.49443933367729"
"60507.75913855" "63000002.49170535057783"
"60507.75914921" "63000002.48552317172289"
"60507.75915989" "63000002.47587580233812"
"60507.75917056" "63000002.46711549162865"
"60507.75918123" "63000002.45821028202772"
"60507.75919192" "63000002.45348013937473"
"60507.75920258" "63000002.46021513640881"
"60507.75921324" "63000002.45887345820665"
"60507.75922391" "63000002.45008885115385"
"60507.75923458" "63000002.44271047413349"
"60507.75924525" "63000002.43514021486044"
"60507.75925593" "63000002.43274600058794"
"60507.75926659" "63000002.43115739524364"
"60507.75927725" "63000002.43877606093884"
"60507.75928794" "63000002.45653890818357"
"60507.75929861" "63000002.47500103712082"
"60507.75930928" "63000002.48507189750671"
"60507.75931995" "63000002.48909248411655"
"60507.75933062" "63000002.48426195979118"
"60507.75934129" "63000002.48093266040087"
"60507.75935195" "63000002.48282299190760"
"60507.75936263" "63000002.48299324512482"
"60507.75937330" "63000002.47076729685068"
"60507.75938398" "63000002.46222288161516"
"60507.75939465" "63000002.45285757631063"
"60507.75940531" "63000002.44517336785793"
"60507.75941598" "63000002.43786231428385"
"60507.75942664" "63000002.41096182167530"
"60507.75943731" "63000002.38103904575109"
"60507.75944798" "63000002.35351521521807"
"60507.75945866" "63000002.33009541034698"
"60507.75946933" "63000002.29987221956253"
"60507.75948000" "63000002.27164079993963"
"60507.75949068" "63000002.25850871205330"
"60507.75950134" "63000002.28194314241409"
"60507.75951201" "63000002.30651859194040"
"60507.75952269" "63000002.33586135506630"
"60507.75953336" "63000002.36889444291592"
"60507.75954401" "63000002.40982653945684"
"60507.75955469" "63000002.45474008470774"
"60507.75956537" "63000002.50097537785769"
"60507.75957602" "63000002.51865937560797"
"60507.75958670" "63000002.50898002088070"
"60507.75959738" "63000002.50688620656729"
"60507.75960805" "63000002.51527047157288"
"60507.75961872" "63000002.50723236054182"
"60507.75962940" "63000002.47659689188004"
"60507.75964006" "63000002.45206554979086"
"60507.75965075" "63000002.43170186132193"
"60507.75966140" "63000002.41063895076513"
"60507.75967207" "63000002.39343501627445"
"60507.75968274" "63000002.37254729121923"
"60507.75969339" "63000002.35467808693647"
"60507.75970408" "63000002.35004664957523"
"60507.75971474" "63000002.36144137382507"
"60507.75972544" "63000002.37173637002707"
"60507.75973609" "63000002.37721538543701"
"60507.75974677" "63000002.37732678651810"
"60507.75975744" "63000002.38133087754250"
"60507.75976812" "63000002.38043881952763"
"60507.75977877" "63000002.38317935168743"
"60507.75978944" "63000002.38522899895906"
"60507.75980011" "63000002.37329801172018"
"60507.75981080" "63000002.36544436216354"
"60507.75982146" "63000002.35811189562082"
"60507.75983213" "63000002.35340806841850"
"60507.75984281" "63000002.35925961285830"
"60507.75985347" "63000002.36145172268152"
"60507.75986414" "63000002.36479661613703"
"60507.75987481" "63000002.37255001068115"
"60507.75988549" "63000002.39110784232616"
"60507.75989615" "63000002.40483969449997"
"60507.75990681" "63000002.41839606314898"
"60507.75991749" "63000002.42874168604612"
"60507.75992816" "63000002.43433254957199"
"60507.75993882" "63000002.44028225541115"
"60507.75994949" "63000002.44479445368052"
"60507.75996016" "63000002.43949458003044"
"60507.75997085" "63000002.43340560793877"
"60507.75998150" "63000002.42758059501648"
"60507.75999218" "63000002.42926941066980"
"60507.76000286" "63000002.43448507040739"
"60507.76001353" "63000002.44293928146362"
"60507.76002419" "63000002.45025464892387"
"60507.76003485" "63000002.45555495470762"
"60507.76004554" "63000002.45690827816725"
"60507.76005620" "63000002.45814115554094"
"60507.76006687" "63000002.45989087224007"
"60507.76007754" "63000002.45861377567053"
"60507.76008821" "63000002.46115355938673"
"60507.76009888" "63000002.46836795657873"
"60507.76010956" "63000002.47117595374584"
"60507.76012021" "63000002.47234972566366"
"60507.76013090" "63000002.47169463336468"
"60507.76014157" "63000002.46513871103525"
"60507.76015224" "63000002.46361153572798"
"60507.76016290" "63000002.46971360594034"
"60507.76017357" "63000002.47121124714613"
"60507.76018424" "63000002.47176834940910"
"60507.76019491" "63000002.46930670738220"
"60507.76020560" "63000002.47220574319363"
"60507.76021626" "63000002.46600093692541"
"60507.76022693" "63000002.45909337699413"
"60507.76023760" "63000002.45202299207449"
"60507.76024827" "63000002.45502158999443"
"60507.76025894" "63000002.45292726904154"
"60507.76026961" "63000002.45823952555656"
"60507.76028030" "63000002.45916587114334"
"60507.76029093" "63000002.46751423925161"
"60507.76030161" "63000002.47711256891489"
"60507.76031229" "63000002.49016545712948"
"60507.76032297" "63000002.49200300872326"
"60507.76033363" "63000002.49131029844284"
"60507.76034430" "63000002.49444990605116"
"60507.76035498" "63000002.50431866943836"
"60507.76036564" "63000002.51431286334991"
"60507.76037631" "63000002.51658837497234"
"60507.76038699" "63000002.51600635051727"
"60507.76039766" "63000002.52736597508192"
"60507.76040832" "63000002.53914614021778"
"60507.76041899" "63000002.55502369254827"
"60507.76042966" "63000002.56417496502399"
"60507.76044033" "63000002.56511987000704"
"60507.76045101" "63000002.56868728995323"
"60507.76046168" "63000002.57249508798122"
"60507.76047234" "63000002.55971516668797"
"60507.76048302" "63000002.53235638886690"
"60507.76049368" "63000002.50226239115000"
"60507.76050435" "63000002.47726211696863"
"60507.76051505" "63000002.45653194934130"
"60507.76052571" "63000002.43566338717937"
"60507.76053636" "63000002.41279442608356"
"60507.76054704" "63000002.39079730212688"
"60507.76055771" "63000002.38221095502377"
"60507.76056838" "63000002.38951136916876"
"60507.76057905" "63000002.39916267991066"
"60507.76058971" "63000002.41192802786827"
"60507.76060039" "63000002.42744300514460"
"60507.76061105" "63000002.45525263994932"
"60507.76062174" "63000002.47926940023899"
"60507.76063241" "63000002.50552522391081"
"60507.76064307" "63000002.51955288648605"
"60507.76065375" "63000002.52468317002058"
"60507.76066440" "63000002.52884068340063"
"60507.76067508" "63000002.52837569266558"
"60507.76068575" "63000002.51179801672697"
"60507.76069642" "63000002.48090025037527"
"60507.76070710" "63000002.45335206389427"
"60507.76071777" "63000002.43965192884207"
"60507.76072860" "63000002.44483636319637"
"60507.76073911" "63000002.46132643520832"
"60507.76074978" "63000002.47008871287107"
"60507.76076045" "63000002.46616818010807"
"60507.76077111" "63000002.46105356514454"
"60507.76078179" "63000002.45468746125698"
"60507.76079245" "63000002.44715150445700"
"60507.76080313" "63000002.43072242289782"
"60507.76081380" "63000002.42223506420851"
"60507.76082447" "63000002.42522753030062"
"60507.76083514" "63000002.41656545549631"
"60507.76084581" "63000002.40508411079645"
"60507.76085648" "63000002.40630176663399"
"60507.76086715" "63000002.42638557404280"
"60507.76087782" "63000002.43648150563240"
"60507.76088850" "63000002.44481238722801"
"60507.76089917" "63000002.44859956949949"
"60507.76090982" "63000002.45523504912853"
"60507.76092049" "63000002.46802630275488"
"60507.76093118" "63000002.48751982301474"
"60507.76094184" "63000002.49938599765301"
"60507.76095251" "63000002.51181557774544"
"60507.76096318" "63000002.52191538363695"
"60507.76097385" "63000002.53443869203329"
"60507.76098452" "63000002.53675296157598"
"60507.76099520" "63000002.52769307792187"
"60507.76100586" "63000002.51339913159609"
"60507.76101654" "63000002.49773497879505"
"60507.76102720" "63000002.48363008350134"
"60507.76103788" "63000002.46501047164202"
"60507.76104854" "63000002.43352349102497"
"60507.76105921" "63000002.40158015489578"
"60507.76106987" "63000002.37664279341698"
"60507.76108055" "63000002.36809698492289"
"60507.76109124" "63000002.36061574518681"
"60507.76110190" "63000002.35260725021362"
"60507.76111257" "63000002.35765883326530"
"60507.76112325" "63000002.39671239256859"
"60507.76113391" "63000002.43804404884577"
"60507.76114458" "63000002.47079694271088"
"60507.76115524" "63000002.50249822437763"
"60507.76116590" "63000002.52655757218599"
"60507.76117658" "63000002.55517303198576"
"60507.76118726" "63000002.58176977932453"
"60507.76119793" "63000002.59498690813780"
"60507.76120860" "63000002.57428396493196"
"60507.76121927" "63000002.56516052782536"
"60507.76122994" "63000002.55781769007444"
"60507.76124061" "63000002.54730822145939"
"60507.76125128" "63000002.53188139200211"
"60507.76126195" "63000002.50735560804605"
"60507.76127263" "63000002.48688094317913"
"60507.76128329" "63000002.46959921717644"
"60507.76129395" "63000002.45346037298441"
"60507.76130463" "63000002.44055587053299"
"60507.76131530" "63000002.43198172748089"
"60507.76132597" "63000002.42972882091999"
"60507.76133665" "63000002.44251134991646"
"60507.76134732" "63000002.45539725571871"
"60507.76135798" "63000002.47061274200678"
"60507.76136865" "63000002.48086824268103"
"60507.76137934" "63000002.48424053192139"
"60507.76138998" "63000002.49441876262426"
"60507.76140068" "63000002.50641686469316"
"60507.76141134" "63000002.50256643444300"
"60507.76142200" "63000002.48130553960800"
"60507.76143267" "63000002.46337454766035"
"60507.76144334" "63000002.45001862198114"
"60507.76145401" "63000002.43470797687769"
"60507.76146470" "63000002.42010567337275"
"60507.76147537" "63000002.40252266824245"
"60507.76148604" "63000002.39571177959442"
"60507.76149670" "63000002.39908628165722"
"60507.76150737" "63000002.40976016968489"
"60507.76151803" "63000002.42891803383827"
"60507.76152872" "63000002.45243346691132"
"60507.76153939" "63000002.46914678812027"
"60507.76155004" "63000002.48508751392365"
"60507.76156071" "63000002.50160271674395"
"60507.76157139" "63000002.51967999339104"
"60507.76158206" "63000002.52275012433529"
"60507.76159273" "63000002.51208563894033"
"60507.76160340" "63000002.50175214558840"
"60507.76161407" "63000002.49163416773081"
"60507.76162475" "63000002.47022616863251"
"60507.76163542" "63000002.44561937451363"
"60507.76164608" "63000002.42316076904535"
"60507.76165676" "63000002.41839262843132"
"60507.76166744" "63000002.42436297237873"
"60507.76167811" "63000002.44546299427748"
"60507.76168876" "63000002.46707569807768"
"60507.76169943" "63000002.48523281514645"
"60507.76171011" "63000002.49982073158026"
"60507.76172078" "63000002.51698511838913"
"60507.76173145" "63000002.53150059282780"
"60507.76174212" "63000002.54104683548212"
"60507.76175279" "63000002.54381425678730"
"60507.76176346" "63000002.53384137898684"
"60507.76177414" "63000002.52471025288105"
"60507.76178480" "63000002.52676988393068"
"60507.76179547" "63000002.52702386677265"
"60507.76180616" "63000002.52178619056940"
"60507.76181680" "63000002.52815590053797"
"60507.76182748" "63000002.53483200818300"
"60507.76183815" "63000002.52951353043318"
"60507.76184882" "63000002.51013904809952"
"60507.76185949" "63000002.49837728589773"
"60507.76187016" "63000002.49462704360485"
"60507.76188083" "63000002.49243587255478"
"60507.76189151" "63000002.47598498314619"
"60507.76190219" "63000002.46350454539061"
"60507.76191286" "63000002.45115739107132"
"60507.76192351" "63000002.43592312186956"
"60507.76193418" "63000002.43008438497782"
"60507.76194489" "63000002.42356377094984"
"60507.76195552" "63000002.42466797679663"
"60507.76196619" "63000002.42859299480915"
"60507.76197687" "63000002.44178269058466"
"60507.76198754" "63000002.45634725689888"
"60507.76199820" "63000002.47134514898062"
"60507.76200890" "63000002.47885578870773"
"60507.76201956" "63000002.48344605416059"
"60507.76203022" "63000002.48556292057037"
"60507.76204089" "63000002.48306237161160"
"60507.76205157" "63000002.46909123659134"
"60507.76206223" "63000002.44909916818142"
"60507.76207289" "63000002.43183609098196"
"60507.76208357" "63000002.42918098717928"
"60507.76209423" "63000002.43769481778145"
"60507.76210491" "63000002.45542019605637"
"60507.76211558" "63000002.47551660239697"
"60507.76212625" "63000002.50106002390385"
"60507.76213692" "63000002.53000664710999"
"60507.76214760" "63000002.56049987673759"
"60507.76215827" "63000002.58069247007370"
"60507.76216894" "63000002.59119471907616"
"60507.76217961" "63000002.58528689295053"
"60507.76219028" "63000002.56213940680027"
"60507.76220094" "63000002.54032566398382"
"60507.76221160" "63000002.51522599905729"
"60507.76222229" "63000002.49103642255068"
"60507.76223297" "63000002.47545864433050"
"60507.76224363" "63000002.46305663883686"
"60507.76225431" "63000002.46059697121382"
"60507.76226497" "63000002.47265796363354"
"60507.76227564" "63000002.49980222433805"
"60507.76228632" "63000002.52270092070103"
"60507.76229699" "63000002.54007119685411"
"60507.76230765" "63000002.54355385154486"
"60507.76231832" "63000002.53915340453386"
"60507.76232899" "63000002.53030049800873"
"60507.76233966" "63000002.52988523989916"
"60507.76235033" "63000002.53134930878878"
"60507.76236100" "63000002.53123638033867"
"60507.76237167" "63000002.53473289310932"
"60507.76238234" "63000002.54377433657646"
"60507.76239301" "63000002.54982437938452"
"60507.76240367" "63000002.55938919633627"
"60507.76241435" "63000002.55323350429535"
"60507.76242503" "63000002.54474893212318"
"60507.76243569" "63000002.52203109860420"
"60507.76244636" "63000002.48613430559635"
"60507.76245703" "63000002.45080689340830"
"60507.76246770" "63000002.42269637435675"
"60507.76247838" "63000002.41271071881056"
"60507.76248905" "63000002.43671952933073"
"60507.76249971" "63000002.45867767930031"
"60507.76251038" "63000002.48358284682035"
"60507.76252105" "63000002.51105032116175"
"60507.76253174" "63000002.54747585952282"
"60507.76254240" "63000002.58292839676142"
"60507.76255306" "63000002.61446545273066"
"60507.76256374" "63000002.61251040548086"
"60507.76257440" "63000002.57971675693989"
"60507.76258508" "63000002.55095528811216"
"60507.76259575" "63000002.51971320062876"
"60507.76260642" "63000002.49750562012196"
"60507.76261709" "63000002.47983302921057"
"60507.76262776" "63000002.45892379432917"
"60507.76263843" "63000002.42895154654980"
"60507.76264909" "63000002.42938655614853"
"60507.76265979" "63000002.45125282555819"
"60507.76267045" "63000002.47371530532837"
"60507.76268109" "63000002.49216910451651"
"60507.76269179" "63000002.50483889132738"
"60507.76270245" "63000002.51252800971270"
"60507.76271312" "63000002.52011030912399"
"60507.76272379" "63000002.53515262901783"
"60507.76273461" "63000002.54172874987125"
"60507.76274514" "63000002.53312055021524"
"60507.76275580" "63000002.52940810471773"
"60507.76276648" "63000002.51746165007353"
"60507.76277714" "63000002.50375316292048"
"60507.76278784" "63000002.49360694736242"
"60507.76279850" "63000002.48224426060915"
"60507.76280915" "63000002.47115993499756"
"60507.76281983" "63000002.46276205778122"
"60507.76283049" "63000002.45016670972109"
"60507.76284116" "63000002.44524728506804"
"60507.76285182" "63000002.45108759403229"
"60507.76286250" "63000002.47379292547703"
"60507.76287317" "63000002.50794960558414"
"60507.76288384" "63000002.53394967317581"
"60507.76289450" "63000002.54108909517527"
"60507.76290519" "63000002.53242774307728"
"60507.76291587" "63000002.51682674139738"
"60507.76292654" "63000002.49192498624325"
"60507.76293719" "63000002.47113074362278"
"60507.76294786" "63000002.44491979479790"
"60507.76295853" "63000002.42343218624592"
"60507.76296921" "63000002.39344739168882"
"60507.76297988" "63000002.37771290540695"
"60507.76299055" "63000002.38699708133936"
"60507.76300123" "63000002.41824680566788"
"60507.76301190" "63000002.44608727842569"
"60507.76302256" "63000002.45507040619850"
"60507.76303324" "63000002.45329324901104"
"60507.76304392" "63000002.44054392725229"
"60507.76305457" "63000002.44296152889729"
"60507.76306525" "63000002.45500795543194"
"60507.76307590" "63000002.46654414385557"
"60507.76308659" "63000002.47762145102024"
"60507.76309726" "63000002.49108847975731"
"60507.76310792" "63000002.50868543237448"
"60507.76311861" "63000002.51463928073645"
"60507.76312926" "63000002.51240593194962"
"60507.76313994" "63000002.51430968195200"
"60507.76315061" "63000002.51959735155106"
"60507.76316127" "63000002.51744415611029"
"60507.76317194" "63000002.51071457564831"
"60507.76318263" "63000002.49718834459782"
"60507.76319329" "63000002.48271793872118"
"60507.76320398" "63000002.46685003489256"
"60507.76321463" "63000002.45239514112473"
"60507.76322530" "63000002.43747968971729"
"60507.76323596" "63000002.42536889016628"
"60507.76324664" "63000002.42067962884903"
"60507.76325730" "63000002.42239828407764"
"60507.76326798" "63000002.42933792620897"
