07/16/2024	11:01:52	(analyzed:  7/16/2024)
MJD	timer	SDR:frep_TiS	fo_TiS	fb_Si_TiS	fb_Al_TiS	fb_Yb_TiS
60507.828870	10301689.000000	379043.157097	10000000.000040	639999999.998000	43724739.069500	142219674.150800
60507.828882	10302744.000000	379043.156933	9999999.999970	640000000.000000	43724739.733300	142219674.155300
60507.828895	10303800.000000	379043.156973	9999999.999930	639999999.998000	43724738.704300	142219674.149800
60507.828907	10304854.000000	379043.157284	10000000.000060	639999999.997000	43724738.989300	142219674.162200
60507.828919	10305909.000000	379043.156797	9999999.999890	639999999.996000	43724738.898300	142219674.145500
60507.828931	10306965.000000	379043.156823	10000000.000050	639999999.998000	43724738.966300	142219674.141300
60507.828943	10308022.000000	379043.157305	10000000.000060	640000000.002000	43724739.342800	142219674.157800
60507.828956	10309076.000000	379043.157279	10000000.000090	639999999.998000	43724739.671500	142219674.157900
60507.828968	10310133.000000	379043.156793	10000000.000130	640000000.000000	43724739.322000	142219674.155900
60507.828980	10311189.000000	379043.157187	10000000.000090	640000000.004000	43724739.275900	142219674.156600
60507.828992	10312245.000000	379043.156993	10000000.000070	639999999.999000	43724740.138400	142219674.158900
60507.829005	10313304.000000	379043.157083	10000000.000170	639999999.999000	43724740.090000	142219674.147500
60507.829017	10314361.000000	379043.156848	10000000.000020	639999999.997000	43724740.496100	142219674.144300
60507.829029	10315419.000000	379043.157307	9999999.999920	640000000.002000	43724740.540800	142219674.147000
60507.829041	10316476.000000	379043.156810	9999999.999970	640000000.002000	43724740.462700	142219674.171500
60507.829053	10317532.000000	379043.157148	10000000.000050	640000000.002000	43724740.764300	142219674.156300
60507.829066	10318589.000000	379043.157167	9999999.999970	639999999.996000	43724740.488300	142219674.155000
60507.829078	10319645.000000	379043.156908	10000000.000010	640000000.003000	43724741.137700	142219674.138500
60507.829090	10320701.000000	379043.156928	10000000.000100	640000000.003000	43724741.357200	142219674.142000
60507.829102	10321758.000000	379043.157170	10000000.000050	640000000.000000	43724741.556800	142219674.165800
60507.829115	10322814.000000	379043.156993	10000000.000070	639999999.998000	43724741.841500	142219674.133100
60507.829127	10323871.000000	379043.157182	10000000.000010	639999999.997000	43724741.705200	142219674.164100
60507.829139	10324927.000000	379043.156867	10000000.000090	640000000.002000	43724740.878200	142219674.155800
60507.829151	10325983.000000	379043.157009	10000000.000000	640000000.000000	43724741.964800	142219674.157000
60507.829164	10327041.000000	379043.156966	9999999.999970	639999999.995000	43724741.828100	142219674.159000
60507.829176	10328095.000000	379043.156937	9999999.999930	639999999.998000	43724742.046400	142219674.147500
60507.829188	10329154.000000	379043.157053	10000000.000030	640000000.001000	43724742.319400	142219674.135800
60507.829200	10330212.000000	379043.157185	10000000.000010	639999999.998000	43724742.492800	142219674.171300
60507.829212	10331267.000000	379043.156793	9999999.999870	639999999.996000	43724742.455400	142219674.135000
60507.829225	10332324.000000	379043.157326	10000000.000070	640000000.003000	43724741.434900	142219674.155800
60507.829237	10333378.000000	379043.156974	9999999.999980	640000000.002000	43724741.678200	142219674.144700
60507.829249	10334436.000000	379043.156852	10000000.000020	639999999.997000	43724741.578600	142219674.157100
60507.829261	10335493.000000	379043.157021	10000000.000010	639999999.997000	43724742.031400	142219674.158700
60507.829274	10336548.000000	379043.157047	9999999.999990	640000000.001000	43724742.391200	142219674.153400
60507.829286	10337605.000000	379043.157055	10000000.000060	640000000.003000	43724742.801100	142219674.150700
60507.829298	10338661.000000	379043.156565	10000000.000080	639999999.998000	43724743.469400	142219674.163500
60507.829310	10339717.000000	379043.157433	9999999.999990	639999999.997000	43724743.365600	142219674.155500
60507.829322	10340771.000000	379043.156932	10000000.000040	640000000.002000	43724742.705800	142219674.138600
60507.829335	10341828.000000	379043.157011	10000000.000140	640000000.001000	43724743.265200	142219674.153000
60507.829347	10342885.000000	379043.156961	9999999.999950	639999999.999000	43724742.673600	142219674.138600
60507.829359	10343940.000000	379043.157036	10000000.000000	639999999.998000	43724742.869400	142219674.167500
60507.829371	10345005.000000	379043.157062	9999999.999950	640000000.002000	43724742.626900	142219674.140200
60507.829384	10346062.000000	379043.157168	10000000.000020	639999999.999000	43724742.742900	142219674.147700
60507.829396	10347118.000000	379043.156649	10000000.000060	640000000.001000	43724743.077200	142219674.157500
60507.829408	10348176.000000	379043.156882	10000000.000080	640000000.000000	43724743.368000	142219674.166800
60507.829420	10349231.000000	379043.157288	10000000.000000	640000000.003000	43724743.995400	142219674.165900
60507.829433	10350288.000000	379043.157442	9999999.999970	639999999.997000	43724744.006500	142219674.160200
60507.829445	10351345.000000	379043.156722	9999999.999900	640000000.001000	43724743.851000	142219674.147500
60507.829457	10352400.000000	379043.156952	9999999.999940	639999999.995000	43724743.813100	142219674.164800
60507.829469	10353470.000000	379043.156991	10000000.000050	640000000.000000	43724743.694300	142219674.136400
60507.829482	10354526.000000	379043.156969	10000000.000060	640000000.003000	43724743.667800	142219674.156600
60507.829494	10355584.000000	379043.157362	9999999.999980	640000000.006000	43724744.420800	142219674.156000
60507.829506	10356640.000000	379043.156892	10000000.000040	640000000.000000	43724744.677400	142219674.167300
60507.829518	10357694.000000	379043.156817	9999999.999960	640000000.002000	43724744.485700	142219674.167500
60507.829531	10358752.000000	379043.157322	9999999.999910	639999999.999000	43724745.170500	142219674.138500
60507.829543	10359807.000000	379043.157086	10000000.000030	640000000.002000	43724744.323500	142219674.161600
60507.829555	10360861.000000	379043.157001	9999999.999940	639999999.996000	43724745.162800	142219674.150300
60507.829567	10361917.000000	379043.156753	10000000.000090	639999999.997000	43724744.682000	142219674.149200
60507.829579	10362975.000000	379043.157315	9999999.999970	640000000.002000	43724744.721600	142219674.147400
60507.829592	10364029.000000	379043.156822	10000000.000090	640000000.000000	43724745.298700	142219674.142700
60507.829604	10365084.000000	379043.157058	9999999.999990	639999999.997000	43724745.283100	142219674.146100
60507.829616	10366139.000000	379043.157119	10000000.000030	640000000.002000	43724745.280800	142219674.155700
60507.829628	10367197.000000	379043.157140	10000000.000110	640000000.000000	43724744.859900	142219674.150400
60507.829641	10368253.000000	379043.157037	9999999.999870	639999999.998000	43724745.317600	142219674.163900
60507.829653	10369310.000000	379043.156886	9999999.999970	640000000.003000	43724745.519000	142219674.137900
60507.829665	10370367.000000	379043.157126	10000000.000040	639999999.997000	43724745.183300	142219674.155000
60507.829677	10371422.000000	379043.157003	10000000.000010	640000000.001000	43724745.529700	142219674.155800
60507.829689	10372479.000000	379043.156807	9999999.999960	639999999.999000	43724745.824100	142219674.148200
60507.829702	10373537.000000	379043.157318	10000000.000100	640000000.001000	43724745.477600	142219674.171200
60507.829714	10374593.000000	379043.156951	10000000.000020	639999999.999000	43724745.815600	142219674.145700
60507.829726	10375650.000000	379043.156907	10000000.000100	639999999.999000	43724746.337500	142219674.164200
60507.829738	10376709.000000	379043.157172	10000000.000050	640000000.001000	43724746.754900	142219674.146300
60507.829751	10377764.000000	379043.156945	10000000.000080	640000000.001000	43724746.810500	142219674.147400
60507.829763	10378821.000000	379043.157103	9999999.999890	639999999.999000	43724747.068100	142219674.161500
60507.829775	10379878.000000	379043.157099	10000000.000010	639999999.997000	43724746.970900	142219674.144400
60507.829787	10380933.000000	379043.157006	10000000.000030	640000000.000000	43724747.092200	142219674.149900
60507.829800	10381997.000000	379043.156832	10000000.000150	640000000.004000	43724746.760700	142219674.156900
60507.829812	10383053.000000	379043.157631	9999999.999920	640000000.003000	43724747.632200	142219674.149300
60507.829824	10384111.000000	379043.156799	10000000.000000	639999999.997000	43724746.674700	142219674.157800
60507.829836	10385166.000000	379043.156824	10000000.000060	640000000.002000	43724746.925000	142219674.166400
60507.829849	10386222.000000	379043.157064	9999999.999900	640000000.000000	43724747.167700	142219674.167500
60507.829861	10387280.000000	379043.157013	10000000.000000	640000000.001000	43724747.611900	142219674.148500
60507.829873	10388337.000000	379043.157278	9999999.999950	640000000.000000	43724747.042100	142219674.133800
60507.829885	10389393.000000	379043.157002	9999999.999960	640000000.004000	43724747.583200	142219674.155100
60507.829897	10390447.000000	379043.156659	10000000.000040	639999999.998000	43724748.463300	142219674.153100
60507.829910	10391501.000000	379043.157325	10000000.000020	639999999.999000	43724747.446200	142219674.154400
60507.829922	10392559.000000	379043.157035	10000000.000120	639999999.998000	43724747.401000	142219674.165500
60507.829934	10393615.000000	379043.156710	10000000.000020	639999999.998000	43724747.246700	142219674.149500
60507.829946	10394669.000000	379043.157379	9999999.999940	640000000.003000	43724747.664100	142219674.151000
60507.829958	10395724.000000	379043.157152	10000000.000060	640000000.002000	43724747.649300	142219674.139800
60507.829971	10396781.000000	379043.157076	10000000.000120	639999999.999000	43724748.136700	142219674.165800
60507.829983	10397839.000000	379043.157009	10000000.000120	640000000.000000	43724748.632100	142219674.158200
60507.829995	10398895.000000	379043.156840	10000000.000020	639999999.998000	43724748.654400	142219674.154000
60507.830007	10399950.000000	379043.157202	10000000.000010	640000000.004000	43724748.734200	142219674.148400
60507.830020	10401007.000000	379043.157086	9999999.999900	640000000.000000	43724748.687800	142219674.149200
60507.830032	10402062.000000	379043.157017	10000000.000110	639999999.998000	43724749.276400	142219674.162000
60507.830044	10403118.000000	379043.156902	9999999.999950	640000000.000000	43724749.121700	142219674.159900
60507.830056	10404175.000000	379043.157263	10000000.000080	639999999.997000	43724748.999700	142219674.146500
60507.830069	10405231.000000	379043.156884	9999999.999980	639999999.997000	43724749.184100	142219674.147800
60507.830081	10406288.000000	379043.157154	9999999.999980	640000000.000000	43724749.375100	142219674.146300
60507.830093	10407346.000000	379043.157063	10000000.000120	640000000.001000	43724750.026100	142219674.154000
60507.830105	10408403.000000	379043.157116	10000000.000100	639999999.999000	43724749.960900	142219674.153600
60507.830122	10409848.000000	379043.156756	10000000.000010	639999999.999000	43724750.810900	142219674.155600
60507.830134	10410904.000000	379043.157154	9999999.999940	640000000.000000	43724750.214600	142219674.150600
60507.830146	10411960.000000	379043.157012	9999999.999990	640000000.001000	43724749.724000	142219674.169900
60507.830159	10413015.000000	379043.157187	10000000.000090	639999999.999000	43724750.203100	142219674.170300
60507.830171	10414071.000000	379043.156805	10000000.000010	640000000.004000	43724749.353300	142219674.153100
60507.830183	10415128.000000	379043.157031	9999999.999950	639999999.997000	43724750.899900	142219674.133500
60507.830195	10416182.000000	379043.156959	10000000.000030	639999999.999000	43724750.993400	142219674.152600
60507.830207	10417236.000000	379043.156805	10000000.000000	640000000.001000	43724750.850000	142219674.163200
60507.830220	10418329.000000	379043.157013	10000000.000050	639999999.999000	43724750.729500	142219674.138600
60507.830232	10419385.000000	379043.157186	9999999.999970	639999999.995000	43724750.583300	142219674.173300
60507.830245	10420442.000000	379043.156925	9999999.999890	640000000.003000	43724750.711300	142219674.145400
60507.830257	10421500.000000	379043.156940	9999999.999980	640000000.002000	43724750.599600	142219674.153300
60507.830269	10422554.000000	379043.156869	9999999.999940	639999999.999000	43724750.579600	142219674.157400
