60741.777435	nan
60741.777448	nan
60741.77746	nan
60741.777472	nan
60741.777484	nan
60741.777497	nan
60741.777509	nan
60741.777521	nan
60741.777533	nan
60741.777545	nan
60741.777558	nan
60741.77757	nan
60741.777582	nan
60741.777594	nan
60741.777607	nan
60741.777619	nan
60741.777631	nan
60741.777643	nan
60741.777656	nan
60741.777668	nan
60741.77768	nan
60741.777692	nan
60741.777704	nan
60741.777717	nan
60741.777729	nan
60741.777741	nan
60741.777753	nan
60741.777766	nan
60741.777778	nan
60741.77779	nan
60741.777802	nan
60741.777815	nan
60741.777827	nan
60741.777839	nan
60741.777851	nan
60741.777863	nan
60741.777876	nan
60741.777888	nan
60741.7779	nan
60741.777912	nan
60741.777925	nan
60741.777937	nan
60741.777949	nan
60741.777961	nan
60741.777974	nan
60741.777986	nan
60741.777998	nan
60741.77801	nan
60741.778022	nan
60741.778035	nan
60741.778047	nan
60741.778059	nan
60741.778071	nan
60741.778084	nan
60741.778096	nan
60741.778108	nan
60741.77812	nan
60741.778133	nan
60741.778145	nan
60741.778157	nan
60741.778169	nan
60741.778181	nan
60741.778194	nan
60741.778206	nan
60741.778218	nan
60741.77823	nan
60741.778243	nan
60741.778255	nan
60741.778267	nan
60741.778279	nan
60741.778292	nan
60741.778304	nan
60741.778316	nan
60741.778328	nan
60741.77834	nan
60741.778353	nan
60741.778365	nan
60741.778377	nan
60741.778389	nan
60741.778402	nan
60741.778414	nan
60741.778426	nan
60741.778438	nan
60741.778451	nan
60741.778463	nan
60741.778475	nan
60741.778487	nan
60741.778499	nan
60741.778512	nan
60741.778524	nan
60741.778536	nan
60741.778548	nan
60741.778561	nan
60741.778573	nan
60741.778585	nan
60741.778597	nan
60741.77861	nan
60741.778622	nan
60741.778634	nan
60741.778646	nan
60741.778658	nan
60741.778671	nan
60741.778683	nan
60741.778695	nan
60741.778707	nan
60741.77872	nan
60741.778732	nan
60741.778744	nan
60741.778756	nan
60741.778769	nan
60741.778781	nan
60741.778793	nan
60741.778805	nan
60741.778818	nan
60741.77883	nan
60741.778842	nan
60741.778854	nan
60741.778866	nan
60741.778879	nan
60741.778891	nan
60741.778903	nan
60741.778915	nan
60741.778928	nan
60741.77894	nan
60741.778952	nan
60741.778964	nan
60741.778977	nan
60741.778989	nan
60741.779001	nan
60741.779013	nan
60741.779026	nan
60741.779038	nan
60741.77905	nan
60741.779062	nan
60741.779074	nan
60741.779087	nan
60741.779099	nan
60741.779111	nan
60741.779123	nan
60741.779136	nan
60741.779148	nan
60741.77916	nan
60741.779172	nan
60741.779185	nan
60741.779197	nan
60741.779209	nan
60741.779221	nan
60741.779233	nan
60741.779246	nan
60741.779258	nan
60741.77927	nan
60741.779282	nan
60741.779295	nan
60741.779307	nan
60741.779319	nan
60741.779331	nan
60741.779344	nan
60741.779356	nan
60741.779368	nan
60741.77938	nan
60741.779393	nan
60741.779405	nan
60741.779417	nan
60741.779429	nan
60741.779441	nan
60741.779454	nan
60741.779466	nan
60741.779478	nan
60741.77949	nan
60741.779503	nan
60741.779515	nan
60741.779527	nan
60741.779539	nan
60741.779552	nan
60741.779564	nan
60741.779576	nan
60741.779588	nan
60741.7796	nan
60741.779613	nan
