# Readme Information 
# Data taken on 250204, analyzed on 03-Apr-2025 by script Saveshifts_forTara_v3_250204.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2146), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0614), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0006), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0791), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 2.177876e+04 s, uptime fraction 9.138605e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0710775351440003e+04	   6.3000000046575144e+07	   0.0000000000000000e+00	
   6.0710775359120002e+04	   6.3000000048947744e+07	   0.0000000000000000e+00	
   6.0710775370449999e+04	   6.3000000048022628e+07	   0.0000000000000000e+00	
   6.0710775381820000e+04	   6.3000000047732778e+07	   0.0000000000000000e+00	
   6.0710775393149997e+04	   6.3000000047246382e+07	   0.0000000000000000e+00	
   6.0710775404499997e+04	   6.3000000053517163e+07	   0.0000000000000000e+00	
   6.0710775415830001e+04	   6.3000000062040143e+07	   0.0000000000000000e+00	
   6.0710775427170003e+04	   6.3000000066079706e+07	   0.0000000000000000e+00	
   6.0710775438520002e+04	   6.3000000071125872e+07	   0.0000000000000000e+00	
   6.0710775449859997e+04	   6.3000000072512172e+07	   0.0000000000000000e+00	
   6.0710775461220001e+04	   6.3000000066991173e+07	   0.0000000000000000e+00	
   6.0710775472540001e+04	   6.3000000057779945e+07	   0.0000000000000000e+00	
   6.0710775483890000e+04	   6.3000000050756112e+07	   0.0000000000000000e+00	
   6.0710775495239999e+04	   6.3000000049999855e+07	   0.0000000000000000e+00	
   6.0710775506569997e+04	   6.3000000051633693e+07	   0.0000000000000000e+00	
   6.0710775517920003e+04	   6.3000000054250404e+07	   0.0000000000000000e+00	
   6.0710775529259998e+04	   6.3000000057651870e+07	   0.0000000000000000e+00	
   6.0710775540600000e+04	   6.3000000058681317e+07	   0.0000000000000000e+00	
   6.0710775551949999e+04	   6.3000000059965312e+07	   0.0000000000000000e+00	
   6.0710775563290001e+04	   6.3000000065401338e+07	   0.0000000000000000e+00	
   6.0710775574630003e+04	   6.3000000069029354e+07	   0.0000000000000000e+00	
   6.0710775585980002e+04	   6.3000000070010982e+07	   0.0000000000000000e+00	
   6.0710775597309999e+04	   6.3000000069413058e+07	   0.0000000000000000e+00	
   6.0710775608670003e+04	   6.3000000061129875e+07	   0.0000000000000000e+00	
   6.0710775620000000e+04	   6.3000000058222473e+07	   0.0000000000000000e+00	
   6.0710775631340002e+04	   6.3000000055115685e+07	   0.0000000000000000e+00	
   6.0710775642690001e+04	   6.3000000051438972e+07	   0.0000000000000000e+00	
   6.0710775654030003e+04	   6.3000000049511306e+07	   0.0000000000000000e+00	
   6.0710775665369998e+04	   6.3000000048055939e+07	   0.0000000000000000e+00	
   6.0710775676710000e+04	   6.3000000046520643e+07	   0.0000000000000000e+00	
   6.0710775688070004e+04	   6.3000000048361160e+07	   0.0000000000000000e+00	
   6.0710775699400001e+04	   6.3000000052356310e+07	   0.0000000000000000e+00	
   6.0710775710759997e+04	   6.3000000057833880e+07	   0.0000000000000000e+00	
   6.0710775722090002e+04	   6.3000000062853932e+07	   0.0000000000000000e+00	
   6.0710775733420000e+04	   6.3000000068881191e+07	   0.0000000000000000e+00	
   6.0710775744769999e+04	   6.3000000071829155e+07	   0.0000000000000000e+00	
   6.0710775756110001e+04	   6.3000000070342533e+07	   0.0000000000000000e+00	
   6.0710775767480001e+04	   6.3000000065815233e+07	   0.0000000000000000e+00	
   6.0710775778800002e+04	   6.3000000053817399e+07	   0.0000000000000000e+00	
   6.0710775790159998e+04	   6.3000000041447066e+07	   0.0000000000000000e+00	
   6.0710775801479998e+04	   6.3000000027377941e+07	   0.0000000000000000e+00	
   6.0710775812820000e+04	   6.3000000017177224e+07	   0.0000000000000000e+00	
   6.0710775824179997e+04	   6.3000000009881705e+07	   0.0000000000000000e+00	
   6.0710775835510001e+04	   6.3000000009183913e+07	   0.0000000000000000e+00	
   6.0710775846860000e+04	   6.3000000006040983e+07	   0.0000000000000000e+00	
   6.0710775858200002e+04	   6.3000000000059187e+07	   0.0000000000000000e+00	
   6.0710775869539997e+04	   6.2999999992334284e+07	   0.0000000000000000e+00	
   6.0710775880879999e+04	   6.2999999991597816e+07	   0.0000000000000000e+00	
   6.0710775892220001e+04	   6.2999999986684047e+07	   0.0000000000000000e+00	
   6.0710775903570000e+04	   6.2999999988502771e+07	   0.0000000000000000e+00	
   6.0710775914910002e+04	   6.2999999997019328e+07	   0.0000000000000000e+00	
   6.0710775926249997e+04	   6.3000000004467957e+07	   0.0000000000000000e+00	
   6.0710775937589999e+04	   6.3000000011405751e+07	   0.0000000000000000e+00	
   6.0710775948950002e+04	   6.3000000011382230e+07	   0.0000000000000000e+00	
   6.0710775960289997e+04	   6.3000000005649589e+07	   0.0000000000000000e+00	
