# Readme Information 
# Data taken on 250318, analyzed on 18-Mar-2025 by script Saveshifts_forTara_v3_250318.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frequencies units of Hz. Maser ST008 references all synthesizers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2241), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0609), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0007), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0803), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.177784e+04 s, uptime fraction 9.514954e-01. 
t_mjd	   f_shift [Hz]  	IS_GOOD
   6.0752875287679999e+04	   6.3000003587368600e+07	   0.0000000000000000e+00	
   6.0752875296860002e+04	   6.3000003577520922e+07	   0.0000000000000000e+00	
   6.0752875309919997e+04	   6.3000003574813731e+07	   0.0000000000000000e+00	
   6.0752875323000000e+04	   6.3000003577865824e+07	   0.0000000000000000e+00	
   6.0752875336060002e+04	   6.3000003581135981e+07	   0.0000000000000000e+00	
   6.0752875349130001e+04	   6.3000003587095037e+07	   0.0000000000000000e+00	
   6.0752875362179999e+04	   6.3000003592851348e+07	   0.0000000000000000e+00	
   6.0752875375260002e+04	   6.3000003592963457e+07	   0.0000000000000000e+00	
   6.0752875388330001e+04	   6.3000003592506163e+07	   0.0000000000000000e+00	
   6.0752875401390003e+04	   6.3000003592228971e+07	   1.0000000000000000e+00	
   6.0752875414470000e+04	   6.3000003591505498e+07	   1.0000000000000000e+00	
   6.0752875427530002e+04	   6.3000003586604312e+07	   1.0000000000000000e+00	
   6.0752875440600001e+04	   6.3000003586736433e+07	   1.0000000000000000e+00	
   6.0752875453670000e+04	   6.3000003590117745e+07	   1.0000000000000000e+00	
   6.0752875466730002e+04	   6.3000003593468301e+07	   1.0000000000000000e+00	
   6.0752875479789996e+04	   6.3000003604546860e+07	   1.0000000000000000e+00	
   6.0752875492860003e+04	   6.3000003615162283e+07	   1.0000000000000000e+00	
   6.0752875505939999e+04	   6.3000003624531187e+07	   1.0000000000000000e+00	
