03/13/2025	10:18:34	(analyzed:  3/14/2025)
MJD	timer	SDR:fb_Al_TiS	SDR:fb_Yb_TiS	SDR:frep_TiS	fo_TiS	fb_Si_TiS	fb_Al_TiS	fb_Yb_TiS
60747.679572	82.000000	NaN	nan	379043.158210	9999999.999900	639999999.997000
60747.679584	1143.000000	NaN	nan	379043.158205	10000000.000410	640000000.000000
60747.679597	2200.000000	NaN	nan	379043.158311	10000000.000270	640000000.002000
60747.679609	3258.000000	NaN	nan	379043.158492	9999999.999980	640000000.000000
60747.679621	4315.000000	NaN	nan	379043.158436	10000000.000460	639999999.995000
60747.679633	5373.000000	NaN	nan	NaN	NaN	NaN
60747.679646	6431.000000	NaN	nan	NaN	NaN	NaN
60747.679658	7486.000000	NaN	nan	NaN	NaN	NaN
60747.679670	8544.000000	NaN	nan	NaN	NaN	NaN
60747.679682	9601.000000	NaN	nan	NaN	NaN	NaN
60747.679695	10657.000000	NaN	nan	379043.158622	10000000.000550	639999999.999000
60747.679707	11714.000000	NaN	nan	379043.158193	9999999.999940	639999999.999000
60747.679719	12771.000000	NaN	nan	379043.158094	9999999.999970	640000000.005000
60747.679731	13829.000000	NaN	nan	379043.158411	10000000.000670	640000000.000000
60747.679743	14885.000000	NaN	nan	NaN	NaN	NaN
60747.679756	15942.000000	NaN	nan	NaN	NaN	NaN
60747.679768	16999.000000	NaN	nan	NaN	NaN	NaN
60747.679780	18056.000000	NaN	nan	NaN	NaN	NaN
60747.679792	19111.000000	NaN	nan	379043.158474	9999999.999850	639999999.999000
60747.679805	20168.000000	NaN	nan	379043.157985	10000000.000340	640000000.004000
60747.679817	21226.000000	NaN	nan	379043.158571	10000000.000030	639999999.999000
60747.679829	22281.000000	NaN	nan	379043.158533	9999999.999900	640000000.002000
60747.679841	23340.000000	NaN	nan	379043.158299	10000000.000560	640000000.004000
60747.679854	24398.000000	NaN	nan	379043.158307	9999999.999950	639999999.998000
60747.679866	25454.000000	NaN	nan	379043.158357	10000000.000020	639999999.994000
60747.679878	26510.000000	NaN	nan	379043.158414	10000000.000600	639999999.995000
60747.679890	27567.000000	NaN	nan	379043.158517	10000000.000060	640000000.003000
60747.679902	28623.000000	NaN	nan	379043.158274	9999999.999950	639999999.999000
60747.679915	29680.000000	NaN	nan	379043.158380	10000000.000420	640000000.002000
60747.679927	30738.000000	NaN	nan	379043.158501	9999999.999880	640000000.004000
60747.679939	31797.000000	NaN	nan	379043.158368	10000000.000070	639999999.997000
60747.679951	32854.000000	NaN	nan	379043.158172	10000000.000310	640000000.001000
60747.679964	33911.000000	NaN	nan	379043.158078	9999999.999990	640000000.000000
60747.679976	34967.000000	NaN	nan	379043.158505	10000000.000050	639999999.999000
60747.679988	36023.000000	NaN	nan	379043.158472	10000000.000520	639999999.997000
60747.680000	37081.000000	NaN	nan	379043.158198	10000000.000200	639999999.999000
60747.680013	38138.000000	NaN	nan	379043.158424	10000000.000030	640000000.003000
60747.680025	39195.000000	NaN	nan	379043.158239	10000000.000500	639999999.998000
60747.680037	40252.000000	NaN	nan	379043.158301	10000000.000170	640000000.001000
60747.680049	41310.000000	NaN	nan	379043.158645	10000000.000070	639999999.999000
60747.680062	42365.000000	NaN	nan	NaN	NaN	NaN
60747.680074	43423.000000	NaN	nan	379043.158308	10000000.000150	640000000.000000
60747.680086	44481.000000	NaN	nan	379043.158196	10000000.000050	639999999.997000
60747.680098	45537.000000	NaN	nan	379043.158479	10000000.000520	640000000.000000
60747.680110	46594.000000	NaN	nan	379043.158428	9999999.999990	639999999.995000
60747.680123	47650.000000	NaN	nan	379043.158110	10000000.000060	640000000.002000
60747.680135	48705.000000	NaN	nan	379043.158396	10000000.000570	640000000.001000
60747.680147	49764.000000	NaN	nan	379043.158687	9999999.999990	640000000.003000
60747.680159	50819.000000	NaN	nan	379043.158089	10000000.000070	640000000.000000
60747.680172	51876.000000	NaN	nan	379043.158278	10000000.000440	640000000.001000
60747.680184	52934.000000	NaN	nan	379043.158628	10000000.000000	639999999.996000
60747.680196	53991.000000	NaN	nan	379043.158306	10000000.000110	639999999.998000
60747.680208	55047.000000	NaN	nan	379043.158378	10000000.000640	639999999.998000
60747.680221	56103.000000	NaN	nan	379043.158284	9999999.999880	640000000.003000
60747.680233	57159.000000	NaN	nan	379043.158229	10000000.000000	640000000.002000
60747.680245	58215.000000	NaN	nan	379043.158272	10000000.000530	640000000.001000
60747.680257	59272.000000	NaN	nan	379043.158351	10000000.000140	639999999.999000
60747.680269	60330.000000	NaN	nan	379043.158621	9999999.999960	639999999.997000
60747.680282	61386.000000	NaN	nan	379043.158377	10000000.000540	640000000.000000
60747.680294	62443.000000	NaN	nan	379043.158167	9999999.999950	639999999.997000
60747.680306	63499.000000	NaN	nan	379043.158319	10000000.000050	640000000.001000
60747.680318	64555.000000	NaN	nan	379043.158568	10000000.000630	640000000.000000
60747.680331	65610.000000	NaN	nan	379043.158294	10000000.000230	640000000.002000
60747.680343	66668.000000	NaN	nan	379043.158117	10000000.000120	639999999.999000
60747.680355	67724.000000	NaN	nan	379043.158337	10000000.000550	640000000.005000
60747.680367	68780.000000	NaN	nan	379043.158406	10000000.000190	640000000.002000
60747.680379	69837.000000	NaN	nan	379043.158253	10000000.000010	640000000.002000
60747.680392	70894.000000	NaN	nan	379043.158283	10000000.000330	640000000.001000
60747.680404	71952.000000	NaN	nan	379043.158605	10000000.000080	639999999.996000
60747.680416	73008.000000	NaN	nan	379043.158389	10000000.000030	639999999.999000
60747.680428	74064.000000	NaN	nan	379043.158367	9999999.999850	639999999.999000
60747.680441	75120.000000	NaN	nan	379043.158525	9999999.999830	640000000.001000
60747.680453	76176.000000	NaN	nan	379043.158075	10000000.000160	639999999.999000
60747.680465	77233.000000	NaN	nan	379043.158335	9999999.999470	640000000.005000
60747.680477	78291.000000	NaN	nan	379043.158403	10000000.000110	639999999.997000
60747.680490	79346.000000	NaN	nan	379043.158266	9999999.999890	640000000.003000
60747.680502	80405.000000	NaN	nan	379043.158497	9999999.999520	640000000.004000
60747.680514	81461.000000	NaN	nan	379043.158277	10000000.000030	639999999.996000
60747.680526	82516.000000	NaN	nan	379043.158384	9999999.999930	639999999.999000
60747.680538	83572.000000	NaN	nan	379043.158339	9999999.999530	640000000.001000
60747.680551	84630.000000	NaN	nan	379043.158277	10000000.000040	640000000.002000
60747.680563	85687.000000	NaN	nan	379043.158386	9999999.999990	639999999.993000
60747.680575	86742.000000	NaN	nan	379043.158362	9999999.999340	640000000.002000
60747.680587	87799.000000	NaN	nan	379043.158242	10000000.000080	640000000.003000
60747.680600	88857.000000	NaN	nan	379043.158330	10000000.000130	639999999.995000
60747.680612	89915.000000	NaN	nan	379043.158512	9999999.999480	639999999.999000
60747.680624	90972.000000	NaN	nan	379043.158292	9999999.999980	640000000.002000
60747.680636	92030.000000	NaN	nan	379043.158135	9999999.999950	640000000.000000
60747.680649	93086.000000	NaN	nan	379043.158497	9999999.999720	640000000.003000
60747.680661	94142.000000	NaN	nan	379043.158427	10000000.000100	640000000.003000
60747.680673	95200.000000	NaN	nan	379043.158061	10000000.000010	639999999.999000
60747.680685	96255.000000	NaN	nan	379043.158229	9999999.999360	639999999.999000
60747.680697	97312.000000	NaN	nan	379043.158653	9999999.999870	639999999.998000
60747.680710	98369.000000	NaN	nan	379043.158326	9999999.999940	640000000.002000
60747.680722	99425.000000	NaN	nan	379043.158308	9999999.999470	639999999.998000
60747.680734	100484.000000	NaN	nan	379043.158410	10000000.000130	640000000.003000
60747.680746	101540.000000	NaN	nan	379043.158331	9999999.999930	639999999.999000
60747.680759	102596.000000	NaN	nan	379043.158282	9999999.999570	640000000.008000
60747.680771	103654.000000	NaN	nan	379043.158231	10000000.000140	640000000.000000
60747.680783	104709.000000	NaN	nan	379043.158391	10000000.000010	639999999.996000
60747.680795	105765.000000	NaN	nan	379043.158441	9999999.999550	640000000.001000
60747.680808	106823.000000	NaN	nan	379043.158243	9999999.999840	640000000.003000
60747.680820	107880.000000	NaN	nan	379043.158313	9999999.999930	640000000.002000
60747.680832	108935.000000	NaN	nan	NaN	NaN	NaN
60747.680844	109992.000000	NaN	nan	379043.158361	10000000.000100	640000000.003000
60747.680856	111049.000000	NaN	nan	379043.158224	9999999.999930	640000000.000000
60747.680869	112107.000000	NaN	nan	379043.158384	9999999.999540	640000000.002000
60747.680881	113164.000000	NaN	nan	379043.158242	10000000.000080	640000000.002000
60747.680893	114219.000000	NaN	nan	379043.158441	10000000.000100	639999999.998000
60747.680905	115276.000000	NaN	nan	NaN	NaN	NaN
60747.680918	116333.000000	NaN	nan	379043.158198	9999999.999990	640000000.001000
60747.680930	117389.000000	NaN	nan	379043.158295	9999999.999770	639999999.997000
60747.680942	118443.000000	NaN	nan	379043.158352	9999999.999540	640000000.000000
60747.680954	119500.000000	NaN	nan	379043.158445	10000000.000300	639999999.996000
60747.680967	120555.000000	NaN	nan	379043.158321	9999999.999970	640000000.000000
60747.680979	121613.000000	NaN	nan	379043.158113	9999999.999470	639999999.999000
60747.680991	122668.000000	NaN	nan	379043.158460	10000000.000190	640000000.001000
60747.681003	123724.000000	NaN	nan	379043.158670	9999999.999950	640000000.001000
60747.681015	124782.000000	NaN	nan	379043.157972	9999999.999410	640000000.001000
60747.681028	125838.000000	NaN	nan	NaN	NaN	NaN
60747.681040	126894.000000	NaN	nan	NaN	NaN	NaN
60747.681052	127951.000000	NaN	nan	NaN	NaN	NaN
60747.681064	129007.000000	NaN	nan	NaN	NaN	NaN
60747.681077	130065.000000	NaN	nan	379043.158222	10000000.000070	640000000.002000
60747.681089	131121.000000	NaN	nan	379043.158168	9999999.999350	639999999.997000
60747.681101	132177.000000	NaN	nan	379043.158362	9999999.999910	640000000.003000
60747.681113	133234.000000	NaN	nan	379043.158772	9999999.999880	640000000.002000
60747.681125	134290.000000	NaN	nan	NaN	NaN	NaN
60747.681138	135349.000000	NaN	nan	NaN	NaN	NaN
60747.681150	136405.000000	NaN	nan	NaN	NaN	NaN
60747.681162	137462.000000	NaN	nan	NaN	NaN	NaN
60747.681174	138521.000000	NaN	nan	NaN	NaN	NaN
60747.681187	139577.000000	NaN	nan	379043.158325	10000000.000030	639999999.999000
60747.681199	140636.000000	NaN	nan	379043.158396	9999999.999400	639999999.998000
60747.681211	141693.000000	NaN	nan	379043.158289	9999999.999990	639999999.999000
60747.681223	142749.000000	NaN	nan	379043.158178	9999999.999950	640000000.003000
60747.681236	143806.000000	NaN	nan	379043.159081	9999999.999420	640000000.002000
60747.681248	144863.000000	NaN	nan	NaN	NaN	NaN
60747.681260	145922.000000	NaN	nan	NaN	NaN	NaN
60747.681272	146979.000000	NaN	nan	NaN	NaN	NaN
60747.681285	148034.000000	NaN	nan	NaN	NaN	NaN
60747.681297	149091.000000	NaN	nan	379043.158345	9999999.999890	640000000.001000
60747.681309	150148.000000	NaN	nan	379043.158362	9999999.999670	639999999.999000
60747.681321	151204.000000	NaN	nan	379043.158523	10000000.000120	639999999.997000
60747.681333	152261.000000	NaN	nan	379043.158345	10000000.000030	640000000.000000
60747.681346	153318.000000	NaN	nan	379043.158325	10000000.000010	639999999.999000
60747.681358	154374.000000	NaN	nan	379043.158298	9999999.999870	640000000.000000
60747.681370	155429.000000	NaN	nan	379043.158507	10000000.000000	640000000.001000
60747.681382	156487.000000	NaN	nan	379043.158361	9999999.999930	640000000.002000
60747.681395	157545.000000	NaN	nan	379043.158255	9999999.999950	640000000.002000
60747.681407	158603.000000	NaN	nan	379043.158328	10000000.000490	639999999.997000
60747.681419	159660.000000	NaN	nan	379043.158222	10000000.000190	639999999.998000
60747.681431	160717.000000	NaN	nan	379043.158444	10000000.000080	639999999.999000
60747.681444	161774.000000	NaN	nan	379043.158315	10000000.000340	639999999.998000
60747.681456	162830.000000	NaN	nan	379043.158285	10000000.000060	640000000.005000
60747.681468	163887.000000	NaN	nan	379043.158251	9999999.999960	639999999.998000
60747.681480	164945.000000	NaN	nan	379043.158522	10000000.000460	640000000.000000
60747.681493	166001.000000	NaN	nan	379043.158197	9999999.999950	639999999.995000
60747.681505	167058.000000	NaN	nan	379043.158472	9999999.999940	640000000.007000
60747.681517	168116.000000	NaN	nan	NaN	NaN	NaN
60747.681529	169170.000000	NaN	nan	379043.158289	9999999.999990	640000000.000000
60747.681541	170228.000000	NaN	nan	379043.158370	10000000.000050	640000000.002000
60747.681554	171284.000000	NaN	nan	NaN	NaN	NaN
60747.681566	172341.000000	NaN	nan	379043.158336	10000000.000060	640000000.000000
60747.681578	173398.000000	NaN	nan	379043.158275	9999999.999850	640000000.001000
60747.681590	174455.000000	NaN	nan	379043.158409	10000000.000570	640000000.003000
60747.681603	175513.000000	NaN	nan	379043.158430	9999999.999990	640000000.005000
60747.681615	176570.000000	NaN	nan	379043.158181	10000000.000140	639999999.996000
60747.681627	177627.000000	NaN	nan	379043.158452	10000000.000430	640000000.000000
60747.681639	178683.000000	NaN	nan	379043.158290	10000000.000210	640000000.000000
60747.681652	179740.000000	NaN	nan	NaN	NaN	NaN
60747.681664	180797.000000	NaN	nan	379043.158276	10000000.000660	640000000.000000
60747.681676	181855.000000	NaN	nan	379043.158421	10000000.000090	639999999.998000
60747.681688	182914.000000	NaN	nan	379043.158436	10000000.000010	639999999.997000
60747.681700	183970.000000	NaN	nan	379043.158333	10000000.000480	640000000.003000
60747.681713	185028.000000	NaN	nan	379043.158407	10000000.000100	640000000.004000
60747.681725	186084.000000	NaN	nan	NaN	NaN	NaN
60747.681737	187141.000000	NaN	nan	NaN	NaN	NaN
60747.681749	188200.000000	NaN	nan	NaN	NaN	NaN
60747.681762	189258.000000	NaN	nan	NaN	NaN	NaN
60747.681774	190314.000000	NaN	nan	379043.158612	10000000.000460	640000000.000000
60747.681786	191373.000000	NaN	nan	379043.158013	9999999.999990	639999999.996000
