08/13/2024	10:22:34	(analyzed:  8/14/2024)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Al_ErYb	fb_Yb_ErYb
60535.714711	2796421.000000	113927.229433	105000000.000000	99999999.999300	22737007.998780	28855374.099610
60535.714724	2797475.000000	113927.229078	105000000.000200	100000000.001400	22737007.999020	28855374.099980
60535.714736	2798528.000000	113927.229459	105000000.001700	99999999.999900	22737007.999700	28855374.099700
60535.714748	2799583.000000	113927.229186	104999999.999300	100000000.000500	22737008.000470	28855374.099370
60535.714760	2800637.000000	113927.229403	105000000.000100	99999999.998800	22737008.001150	28855374.100330
60535.714772	2801691.000000	113927.229349	105000000.000300	100000000.000200	22737008.001180	28855374.100410
60535.714785	2802747.000000	113927.229587	105000000.001900	100000000.001200	22737008.001320	28855374.099540
60535.714797	2803802.000000	113927.229428	104999999.999800	99999999.999200	22737008.000900	28855374.100750
60535.714809	2804856.000000	113927.229491	104999999.999300	100000000.000400	22737007.999700	28855374.099900
60535.714821	2805911.000000	113927.229102	105000000.000000	99999999.998500	22737007.998780	28855374.099940
60535.714833	2806966.000000	113927.229385	105000000.000000	99999999.999200	22737007.998540	28855374.099800
60535.714846	2808019.000000	113927.229546	105000000.002100	100000000.001100	22737007.998630	28855374.099740
60535.714858	2809074.000000	113927.229094	105000000.001100	100000000.000000	22737007.999010	28855374.100230
60535.714870	2810128.000000	113927.229114	105000000.000300	100000000.000200	22737007.999480	28855374.100260
60535.714882	2811182.000000	113927.229442	104999999.999200	99999999.999000	22737008.000460	28855374.100020
60535.714895	2812241.000000	113927.229609	105000000.000100	99999999.999700	22737008.001420	28855374.100050
60535.714907	2813294.000000	113927.229379	105000000.002000	100000000.001300	22737008.001320	28855374.099920
60535.714919	2814349.000000	113927.229286	105000000.001000	99999999.997400	22737008.001590	28855374.100280
60535.714931	2815404.000000	113927.229218	104999999.999700	99999999.999800	22737008.000910	28855374.099800
60535.714943	2816459.000000	113927.229217	105000000.000300	99999999.999800	22737007.999760	28855374.099870
60535.714956	2817513.000000	113927.229594	104999999.999800	99999999.999600	22737007.998630	28855374.099950
60535.714968	2818567.000000	113927.229255	105000000.001600	100000000.002100	22737007.998560	28855374.100080
60535.714980	2819620.000000	113927.229263	105000000.000300	99999999.998100	22737007.998510	28855374.100210
60535.714992	2820674.000000	113927.229016	104999999.999700	99999999.999400	22737007.998690	28855374.100000
60535.715004	2821728.000000	113927.229572	105000000.000200	100000000.001000	22737007.999720	28855374.099960
60535.715017	2822783.000000	113927.229495	105000000.001600	99999999.999800	22737008.000730	28855374.100010
60535.715029	2823835.000000	113927.229193	104999999.999600	100000000.000900	22737008.001290	28855374.099840
60535.715041	2824890.000000	113927.229354	105000000.000200	99999999.997800	22737008.001230	28855374.100110
60535.715053	2825945.000000	113927.229514	105000000.001400	100000000.000200	22737008.001510	28855374.100220
60535.715065	2827000.000000	113927.229190	104999999.999500	100000000.001300	22737008.000640	28855374.100030
60535.715078	2828053.000000	113927.229599	104999999.999400	100000000.000400	22737007.999520	28855374.099650
60535.715090	2829108.000000	113927.229390	105000000.001800	100000000.000500	22737007.998860	28855374.100110
60535.715102	2830162.000000	113927.229013	104999999.999600	99999999.996400	22737007.998800	28855374.099690
60535.715114	2831216.000000	113927.229353	105000000.000500	100000000.000700	22737007.998710	28855374.099960
60535.715126	2832270.000000	113927.229689	105000000.000900	100000000.001400	22737007.998940	28855374.099830
60535.715139	2833322.000000	113927.228936	105000000.000800	100000000.000600	22737007.999880	28855374.100130
60535.715151	2834377.000000	113927.229234	105000000.001000	100000000.001100	22737008.000730	28855374.100310
60535.715163	2835433.000000	113927.229589	104999999.999400	99999999.999200	22737008.001110	28855374.099760
60535.715175	2836498.000000	113927.229160	105000000.000000	100000000.000500	22737008.001410	28855374.099830
60535.715188	2837553.000000	113927.229276	104999999.999700	100000000.000800	22737008.001490	28855374.100050
60535.715200	2838606.000000	113927.229391	105000000.001400	99999999.999100	22737008.000930	28855374.099900
60535.715212	2839660.000000	113927.229367	104999999.999700	99999999.999900	22737007.999670	28855374.100260
60535.715224	2840716.000000	113927.229216	104999999.999900	99999999.999100	22737007.998670	28855374.099870
60535.715236	2841769.000000	113927.229287	105000000.001200	100000000.000300	22737007.998670	28855374.100230
60535.715248	2842822.000000	113927.229408	104999999.999500	100000000.000800	22737007.998530	28855374.100160
60535.715261	2843877.000000	113927.229377	105000000.000800	99999999.998500	22737007.999080	28855374.100300
60535.715273	2844933.000000	113927.229458	105000000.000400	99999999.999500	22737007.999850	28855374.100260
60535.715285	2845986.000000	113927.229255	105000000.000100	99999999.999900	22737008.000610	28855374.099990
60535.715297	2847041.000000	113927.229151	105000000.001200	99999999.999900	22737008.001190	28855374.099570
60535.715310	2848097.000000	113927.229464	105000000.000800	100000000.000700	22737008.001420	28855374.100640
60535.715322	2849150.000000	113927.229378	104999999.999500	99999999.998500	22737008.001040	28855374.100030
60535.715334	2850205.000000	113927.229364	105000000.001600	100000000.000000	22737008.000870	28855374.099800
60535.715346	2851261.000000	113927.229384	104999999.999900	100000000.000100	22737007.999920	28855374.100120
60535.715358	2852313.000000	113927.229396	105000000.001000	100000000.000000	22737007.998680	28855374.100190
60535.715371	2853366.000000	113927.229275	104999999.999600	100000000.001100	22737007.998820	28855374.099890
60535.715383	2854420.000000	113927.229517	105000000.001500	99999999.998000	22737007.998630	28855374.099660
60535.715395	2855476.000000	113927.228960	105000000.000800	99999999.999900	22737007.998950	28855374.100050
60535.715407	2856532.000000	113927.229552	104999999.999900	100000000.000200	22737007.999720	28855374.099920
60535.715419	2857586.000000	113927.229397	105000000.000400	99999999.999100	22737008.000470	28855374.100130
60535.715432	2858640.000000	113927.229280	105000000.000900	100000000.000800	22737008.001140	28855374.099840
60535.715444	2859695.000000	113927.229377	105000000.000800	99999999.999200	22737008.001410	28855374.100030
60535.715456	2860751.000000	113927.229458	105000000.000500	100000000.000800	22737008.001220	28855374.100030
60535.715468	2861805.000000	113927.229161	105000000.001000	100000000.000500	22737008.000740	28855374.099680
60535.715480	2862860.000000	113927.229272	104999999.999400	99999999.999100	22737007.999880	28855374.100240
60535.715493	2863915.000000	113927.229670	104999999.999900	100000000.002100	22737007.998680	28855374.100520
60535.715505	2864969.000000	113927.229431	105000000.000500	99999999.998700	22737007.998770	28855374.099570
60535.715517	2866021.000000	113927.229085	105000000.001100	99999999.999900	22737007.998810	28855374.099850
60535.715529	2867076.000000	113927.229448	105000000.001000	100000000.000400	22737007.999140	28855374.099790
60535.715541	2868131.000000	113927.229440	105000000.000600	99999999.999300	22737007.999650	28855374.100190
60535.715554	2869186.000000	113927.229239	105000000.001000	99999999.999900	22737008.000600	28855374.100130
60535.715566	2870242.000000	113927.229519	104999999.999300	99999999.999800	22737008.001230	28855374.100520
60535.715578	2871297.000000	113927.229396	105000000.000900	99999999.999700	22737008.001190	28855374.099630
60535.715590	2872352.000000	113927.229295	104999999.999600	100000000.000400	22737008.001310	28855374.099920
60535.715602	2873407.000000	113927.229185	105000000.000400	99999999.998800	22737008.001000	28855374.099840
60535.715615	2874462.000000	113927.229542	104999999.999600	100000000.000200	22737007.999980	28855374.099400
60535.715627	2875518.000000	113927.229411	105000000.000600	100000000.000200	22737007.998940	28855374.099570
60535.715639	2876580.000000	113927.229021	105000000.001400	100000000.000000	22737007.998490	28855374.100130
60535.715651	2877633.000000	113927.229611	105000000.001000	100000000.001200	22737007.998690	28855374.100130
60535.715664	2878688.000000	113927.229149	105000000.000800	99999999.997500	22737007.999020	28855374.099840
60535.715676	2879742.000000	113927.229283	104999999.999500	100000000.000400	22737007.999590	28855374.099810
60535.715688	2880797.000000	113927.229401	104999999.999500	100000000.000200	22737008.000580	28855374.099990
60535.715700	2881852.000000	113927.229334	105000000.001500	99999999.999600	22737008.001230	28855374.099870
60535.715712	2882906.000000	113927.229605	104999999.999100	100000000.001000	22737008.001430	28855374.100110
60535.715725	2883961.000000	113927.229320	105000000.001300	99999999.998300	22737008.001230	28855374.100280
60535.715737	2885017.000000	113927.229267	104999999.999200	100000000.000000	22737008.001080	28855374.100000
60535.715749	2886071.000000	113927.229637	104999999.999600	100000000.000800	22737007.999920	28855374.100330
60535.715761	2887125.000000	113927.229381	105000000.000100	100000000.000100	22737007.998990	28855374.099790
60535.715773	2888181.000000	113927.229137	105000000.000100	100000000.000400	22737007.998740	28855374.099740
60535.715786	2889235.000000	113927.229342	105000000.001500	99999999.998900	22737007.998700	28855374.099800
60535.715798	2890288.000000	113927.229464	105000000.000000	99999999.999500	22737007.998880	28855374.099910
60535.715810	2891342.000000	113927.229537	105000000.000500	100000000.000800	22737007.999520	28855374.099980
60535.715822	2892397.000000	113927.229436	104999999.999900	99999999.999100	22737008.000440	28855374.100050
60535.715834	2893452.000000	113927.229256	105000000.000300	100000000.000000	22737008.000920	28855374.100120
60535.715847	2894506.000000	113927.229234	105000000.001500	99999999.999100	22737008.001240	28855374.099900
60535.715859	2895561.000000	113927.229544	104999999.999600	100000000.000500	22737008.001300	28855374.099770
60535.715871	2896617.000000	113927.229406	104999999.999800	99999999.999600	22737008.001190	28855374.099720
60535.715883	2897672.000000	113927.229302	105000000.001500	99999999.999400	22737008.000310	28855374.100540
60535.715896	2898727.000000	113927.229143	104999999.999700	100000000.001300	22737007.999110	28855374.100200
60535.715908	2899782.000000	113927.229362	105000000.001500	99999999.999400	22737007.998860	28855374.099840
60535.715920	2900838.000000	113927.229247	104999999.999600	100000000.000000	22737007.998620	28855374.099590
60535.715932	2901891.000000	113927.229335	105000000.001500	100000000.001000	22737007.998920	28855374.100200
60535.715944	2902943.000000	113927.229538	105000000.000700	99999999.999100	22737007.999140	28855374.099930
60535.715957	2903999.000000	113927.229321	105000000.000700	100000000.000000	22737008.000300	28855374.100450
60535.715969	2905055.000000	113927.229342	105000000.000700	99999999.999700	22737008.001050	28855374.100040
60535.715981	2906109.000000	113927.229847	105000000.000300	99999999.999200	22737008.001370	28855374.099790
60535.715993	2907164.000000	113927.229389	104999999.999100	100000000.000400	22737008.001270	28855374.100110
60535.716005	2908218.000000	113927.229086	105000000.001400	99999999.997900	22737008.001320	28855374.100180
60535.716018	2909270.000000	113927.229409	104999999.999700	100000000.001000	22737008.000270	28855374.100200
60535.716030	2910325.000000	113927.229379	105000000.000500	100000000.000200	22737007.999100	28855374.099820
60535.716042	2911382.000000	113927.229620	105000000.000300	100000000.000000	22737007.998660	28855374.100210
60535.716054	2912438.000000	113927.229010	105000000.001600	100000000.000500	22737007.998680	28855374.100370
60535.716066	2913493.000000	113927.229295	105000000.001000	99999999.998000	22737007.998700	28855374.099960
60535.716079	2914548.000000	113927.229324	104999999.999700	99999999.999800	22737007.999260	28855374.100740
60535.716091	2915600.000000	113927.229665	105000000.000800	100000000.000600	22737008.000170	28855374.099890
60535.716103	2916658.000000	113927.229165	104999999.998800	99999999.998300	22737008.000870	28855374.099780
60535.716115	2917711.000000	113927.228976	105000000.000300	99999999.999600	22737008.001250	28855374.100100
60535.716127	2918765.000000	113927.229638	104999999.999900	99999999.999400	22737008.001250	28855374.099300
60535.716140	2919820.000000	113927.229553	105000000.000400	100000000.000000	22737008.001440	28855374.099480
60535.716152	2920874.000000	113927.229169	105000000.000200	100000000.001100	22737008.000540	28855374.099840
60535.716164	2921927.000000	113927.229363	105000000.001600	100000000.000200	22737007.999390	28855374.100030
60535.716176	2922983.000000	113927.229287	104999999.999600	100000000.001000	22737007.998580	28855374.100110
60535.716189	2924038.000000	113927.229124	105000000.000700	99999999.997900	22737007.998620	28855374.099990
60535.716201	2925094.000000	113927.229278	105000000.000500	100000000.000600	22737007.998540	28855374.100020
60535.716213	2926150.000000	113927.229500	104999999.999700	100000000.001000	22737007.999200	28855374.099830
60535.716225	2927204.000000	113927.229713	105000000.001500	99999999.998500	22737007.999860	28855374.100160
60535.716237	2928258.000000	113927.229092	104999999.999300	100000000.000400	22737008.000850	28855374.100250
60535.716250	2929313.000000	113927.229260	105000000.001300	99999999.998700	22737008.001340	28855374.100130
60535.716262	2930367.000000	113927.229654	104999999.999500	99999999.998600	22737008.001180	28855374.099590
60535.716274	2931420.000000	113927.229434	105000000.000400	100000000.000200	22737008.001360	28855374.099730
60535.716286	2932475.000000	113927.229083	105000000.001900	99999999.999400	22737008.000680	28855374.099760
60535.716298	2933530.000000	113927.229231	105000000.000900	99999999.999300	22737007.999720	28855374.099560
60535.716311	2934584.000000	113927.229412	104999999.999500	100000000.001500	22737007.998880	28855374.100300
60535.716323	2935639.000000	113927.229468	105000000.000200	100000000.000200	22737007.998570	28855374.099970
60535.716335	2936694.000000	113927.229665	105000000.001700	100000000.000500	22737007.998610	28855374.100110
60535.716347	2937749.000000	113927.229190	105000000.000900	99999999.998000	22737007.999220	28855374.099670
60535.716359	2938805.000000	113927.229233	104999999.998800	100000000.000200	22737007.999680	28855374.099910
60535.716372	2939861.000000	113927.229358	105000000.000100	100000000.000100	22737008.000730	28855374.099570
60535.716384	2940913.000000	113927.229194	105000000.001600	99999999.999600	22737008.001290	28855374.099780
60535.716396	2941968.000000	113927.229562	105000000.001200	100000000.000300	22737008.001270	28855374.100260
60535.716408	2943022.000000	113927.229259	105000000.000900	99999999.998900	22737008.001360	28855374.099820
60535.716420	2944078.000000	113927.229045	105000000.000700	100000000.000500	22737008.000950	28855374.100160
60535.716433	2945134.000000	113927.229528	105000000.000200	100000000.000800	22737007.999910	28855374.100380
60535.716445	2946187.000000	113927.229211	105000000.000900	100000000.000700	22737007.998750	28855374.100260
60535.716457	2947242.000000	113927.229456	104999999.999000	100000000.000300	22737007.998570	28855374.100110
60535.716469	2948296.000000	113927.229311	105000000.000100	99999999.997500	22737007.998510	28855374.100050
60535.716481	2949352.000000	113927.229229	105000000.001800	100000000.000300	22737007.998900	28855374.099900
60535.716494	2950406.000000	113927.229602	105000000.000700	100000000.000800	22737007.999550	28855374.100360
60535.716506	2951460.000000	113927.229602	104999999.999600	100000000.000100	22737008.000470	28855374.100110
60535.716518	2952516.000000	113927.229226	104999999.999200	100000000.000900	22737008.001250	28855374.099870
60535.716530	2953570.000000	113927.229029	104999999.999700	99999999.998500	22737008.001070	28855374.100050
60535.716543	2954625.000000	113927.229275	105000000.001900	99999999.999400	22737008.001410	28855374.099810
60535.716555	2955681.000000	113927.229664	104999999.999800	100000000.000700	22737008.000840	28855374.099860
60535.716567	2956733.000000	113927.229218	105000000.001600	100000000.000100	22737007.999910	28855374.099960
60535.716579	2957789.000000	113927.229246	105000000.000100	100000000.000400	22737007.998870	28855374.100130
60535.716591	2958843.000000	113927.229409	105000000.001300	99999999.999200	22737007.998840	28855374.100100
60535.716604	2959897.000000	113927.229467	105000000.001100	99999999.999600	22737007.998680	28855374.100130
60535.716616	2960952.000000	113927.229242	105000000.000500	99999999.999500	22737007.998930	28855374.099920
60535.716628	2962007.000000	113927.229356	104999999.999700	99999999.998700	22737007.999430	28855374.100060
60535.716640	2963061.000000	113927.229121	104999999.999900	100000000.000800	22737008.000420	28855374.099720
60535.716652	2964117.000000	113927.229372	105000000.001000	99999999.999300	22737008.001040	28855374.100040
60535.716665	2965172.000000	113927.229395	104999999.999700	100000000.000400	22737008.001410	28855374.100110
60535.716677	2966226.000000	113927.229459	105000000.000600	100000000.000700	22737008.001370	28855374.099710
60535.716689	2967280.000000	113927.229264	104999999.999500	99999999.999000	22737008.001280	28855374.100030
60535.716701	2968335.000000	113927.229128	105000000.001900	99999999.999900	22737008.000160	28855374.099990
60535.716713	2969389.000000	113927.229472	105000000.001400	99999999.999400	22737007.999190	28855374.100410
60535.716726	2970444.000000	113927.229355	104999999.999600	100000000.000600	22737007.998480	28855374.099680
60535.716738	2971497.000000	113927.229184	105000000.001100	100000000.000700	22737007.998710	28855374.099780
60535.716750	2972550.000000	113927.229349	104999999.999400	99999999.998800	22737007.998950	28855374.099980
60535.716762	2973606.000000	113927.229617	105000000.000200	100000000.000700	22737007.999140	28855374.100030
60535.716774	2974661.000000	113927.229250	105000000.000100	100000000.000000	22737008.000140	28855374.100150
60535.716787	2975715.000000	113927.229526	105000000.000000	99999999.999100	22737008.000900	28855374.100140
60535.716799	2976772.000000	113927.229337	105000000.000700	100000000.000800	22737008.001180	28855374.100340
60535.716811	2977826.000000	113927.229298	104999999.999800	99999999.998500	22737008.001400	28855374.100000
60535.716823	2978880.000000	113927.229418	105000000.002200	99999999.999300	22737008.001460	28855374.100070
60535.716835	2979936.000000	113927.229136	104999999.999500	99999999.999800	22737008.000260	28855374.099580
60535.716848	2980991.000000	113927.229137	105000000.001300	99999999.999300	22737007.999380	28855374.100110
60535.716860	2982045.000000	113927.229476	104999999.999900	100000000.000900	22737007.998790	28855374.099810
60535.716872	2983099.000000	113927.229606	105000000.000100	99999999.998300	22737007.998610	28855374.099900
60535.716884	2984152.000000	113927.229196	105000000.001600	100000000.000200	22737007.998750	28855374.099440
60535.716896	2985207.000000	113927.229250	105000000.001200	100000000.000800	22737007.999260	28855374.100190
60535.716909	2986262.000000	113927.229394	105000000.000900	99999999.998700	22737007.999940	28855374.100500
60535.716921	2987317.000000	113927.229211	105000000.000600	100000000.001400	22737008.000820	28855374.099870
60535.716933	2988371.000000	113927.229353	104999999.999200	99999999.997700	22737008.001230	28855374.100290
60535.716945	2989428.000000	113927.229416	105000000.001200	100000000.000600	22737008.001610	28855374.099810
60535.716958	2990481.000000	113927.229339	104999999.999600	100000000.000200	22737008.001350	28855374.100030
60535.716970	2991533.000000	113927.229498	104999999.999700	99999999.998800	22737008.000410	28855374.100130
60535.716982	2992588.000000	113927.229540	105000000.000000	100000000.000400	22737007.999470	28855374.099880
60535.716994	2993643.000000	113927.229333	105000000.002000	99999999.999300	22737007.998660	28855374.099850
60535.717006	2994696.000000	113927.229349	105000000.000800	99999999.999700	22737007.998710	28855374.100540
60535.717019	2995752.000000	113927.229063	105000000.000900	100000000.001200	22737007.998640	28855374.099760
60535.717031	2996807.000000	113927.229436	104999999.999500	99999999.999400	22737007.999030	28855374.100010
60535.717043	2997859.000000	113927.229361	105000000.001600	100000000.000800	22737007.999930	28855374.100070
60535.717055	2998913.000000	113927.229598	105000000.000700	99999999.999800	22737008.000800	28855374.099820
60535.717067	2999968.000000	113927.229125	105000000.001000	100000000.000900	22737008.001060	28855374.099420
60535.717080	3001022.000000	113927.229413	104999999.999400	100000000.000800	22737008.001430	28855374.099710
60535.717092	3002076.000000	113927.229260	105000000.000100	99999999.998000	22737008.001220	28855374.099660
60535.717104	3003132.000000	113927.229442	105000000.001200	99999999.999300	22737008.000730	28855374.100320
60535.717116	3004186.000000	113927.229450	105000000.000800	99999999.999200	22737007.999730	28855374.100000
60535.717128	3005239.000000	113927.228877	104999999.998900	100000000.001000	22737007.998620	28855374.100360
60535.717141	3006295.000000	113927.229402	105000000.001400	100000000.000800	22737007.998620	28855374.100470
60535.717153	3007350.000000	113927.229478	104999999.999700	99999999.998600	22737007.998600	28855374.099650
60535.717165	3008404.000000	113927.229530	104999999.999700	100000000.000300	22737007.998950	28855374.100140
60535.717177	3009459.000000	113927.229077	105000000.001800	99999999.999000	22737007.999570	28855374.100080
60535.717189	3010513.000000	113927.229455	105000000.001000	100000000.000100	22737008.000510	28855374.100020
60535.717202	3011567.000000	113927.229467	104999999.999300	100000000.000500	22737008.001140	28855374.100280
60535.717214	3012620.000000	113927.229239	105000000.001500	99999999.998700	22737008.001280	28855374.099890
60535.717226	3013674.000000	113927.229315	105000000.001500	99999999.999600	22737008.001450	28855374.099690
60535.717238	3014730.000000	113927.229254	105000000.000700	100000000.001300	22737008.000890	28855374.099760
60535.717250	3015786.000000	113927.229368	104999999.999300	99999999.999600	22737008.000190	28855374.099440
60535.717263	3016839.000000	113927.229662	105000000.001300	100000000.000700	22737007.998950	28855374.099900
60535.717275	3017892.000000	113927.229047	104999999.999700	99999999.998100	22737007.998640	28855374.100190
60535.717287	3018947.000000	113927.229019	105000000.000100	99999999.999300	22737007.998580	28855374.099840
60535.717299	3020003.000000	113927.229724	105000000.001500	100000000.000200	22737007.999010	28855374.099820
60535.717311	3021058.000000	113927.229269	104999999.999500	99999999.999500	22737007.999320	28855374.099560
60535.717324	3022113.000000	113927.229002	105000000.000200	100000000.001000	22737008.000450	28855374.099850
60535.717336	3023167.000000	113927.229422	105000000.001100	99999999.998700	22737008.000810	28855374.100290
60535.717348	3024220.000000	113927.229341	105000000.001300	99999999.999700	22737008.001310	28855374.099840
60535.717360	3025275.000000	113927.229368	105000000.001400	100000000.000800	22737008.001310	28855374.100010
60535.717372	3026329.000000	113927.229400	104999999.999600	100000000.000000	22737008.001190	28855374.100180
60535.717385	3027383.000000	113927.229484	105000000.001300	100000000.000200	22737008.000290	28855374.099500
60535.717397	3028440.000000	113927.229365	104999999.999200	99999999.998500	22737007.999240	28855374.099660
60535.717409	3029494.000000	113927.229297	104999999.999900	99999999.999100	22737007.998500	28855374.100650
60535.717421	3030547.000000	113927.229635	104999999.999300	100000000.000600	22737007.998740	28855374.100030
60535.717434	3031630.000000	113927.228844	105000000.000300	99999999.999300	22737007.998930	28855374.100150
60535.717446	3032684.000000	113927.229465	105000000.001700	100000000.000600	22737007.999130	28855374.100100
60535.717458	3033741.000000	113927.229473	105000000.001000	100000000.000100	22737007.999880	28855374.099560
60535.717470	3034794.000000	113927.228869	104999999.999700	100000000.000700	22737008.000660	28855374.100010
60535.717483	3035849.000000	113927.229370	105000000.001200	99999999.999300	22737008.001250	28855374.100510
60535.717495	3036901.000000	113927.229456	105000000.001200	99999999.999400	22737008.001290	28855374.100670
60535.717507	3037955.000000	113927.229201	104999999.999500	100000000.000400	22737008.001560	28855374.100020
60535.717519	3039007.000000	113927.229040	105000000.001100	99999999.999900	22737008.000910	28855374.099650
60535.717531	3040063.000000	113927.229325	104999999.999100	99999999.999800	22737007.999990	28855374.100460
60535.717544	3041117.000000	113927.229251	105000000.000100	100000000.000400	22737007.998670	28855374.100100
60535.717556	3042169.000000	113927.229388	105000000.000800	99999999.998000	22737007.998360	28855374.099570
60535.717568	3043226.000000	113927.229302	104999999.999800	99999999.999300	22737007.998830	28855374.099920
60535.717580	3044280.000000	113927.229371	105000000.001200	100000000.001000	22737007.998930	28855374.099620
60535.717592	3045332.000000	113927.229218	105000000.001200	100000000.000400	22737007.999470	28855374.099830
60535.717605	3046386.000000	113927.229205	104999999.999700	100000000.000500	22737008.000490	28855374.099940
60535.717617	3047440.000000	113927.229348	105000000.001000	99999999.998600	22737008.001060	28855374.100090
60535.717629	3048495.000000	113927.229243	104999999.999500	99999999.999900	22737008.001410	28855374.100070
60535.717641	3049550.000000	113927.228908	104999999.999900	100000000.000600	22737008.001320	28855374.100400
60535.717653	3050604.000000	113927.229519	105000000.000300	100000000.000100	22737008.001350	28855374.099880
60535.717666	3051664.000000	113927.229608	104999999.999800	100000000.000900	22737008.000270	28855374.099610
60535.717678	3052720.000000	113927.229271	105000000.001400	99999999.996800	22737007.999140	28855374.100180
60535.717690	3053774.000000	113927.229158	104999999.999600	99999999.999600	22737007.998620	28855374.100140
60535.717702	3054828.000000	113927.229546	105000000.000300	100000000.001300	22737007.998710	28855374.100620
60535.717715	3055883.000000	113927.229204	105000000.000000	99999999.999800	22737007.998770	28855374.099730
60535.717733	3057466.000000	113927.229261	105000000.001500	100000000.001200	22737008.000470	28855374.100480
60535.717745	3058520.000000	113927.229479	104999999.999900	99999999.999300	22737007.999330	28855374.100070
60535.717757	3059575.000000	113927.229265	105000000.000400	100000000.000300	22737007.998540	28855374.099950
60535.717769	3060629.000000	113927.229359	105000000.001500	99999999.998200	22737007.998870	28855374.099780
60535.717782	3061685.000000	113927.229190	104999999.999600	100000000.000200	22737007.998750	28855374.100020
60535.717794	3062739.000000	113927.229339	105000000.001400	100000000.001000	22737007.999020	28855374.100060
60535.717806	3063794.000000	113927.229355	105000000.001300	99999999.997500	22737007.999910	28855374.099430
60535.717818	3064848.000000	113927.229265	105000000.000900	100000000.001900	22737008.000670	28855374.100070
60535.717830	3065902.000000	113927.229513	104999999.999600	99999999.999800	22737008.001160	28855374.100540
60535.717843	3066956.000000	113927.229228	105000000.001500	99999999.999800	22737008.000970	28855374.099770
60535.717855	3068011.000000	113927.229339	105000000.000900	100000000.000800	22737008.001410	28855374.100540
60535.717867	3069066.000000	113927.229187	104999999.999100	99999999.998800	22737008.001100	28855374.100180
60535.717879	3070120.000000	113927.229203	105000000.000400	100000000.000300	22737007.999740	28855374.100270
60535.717891	3071173.000000	113927.229395	105000000.001600	100000000.000100	22737007.998670	28855374.099780
60535.717904	3072229.000000	113927.229416	105000000.000900	100000000.000300	22737007.998760	28855374.099760
60535.717916	3073285.000000	113927.229299	104999999.999100	100000000.001000	22737007.998790	28855374.099270
60535.717928	3074340.000000	113927.229314	105000000.000300	99999999.998400	22737007.999000	28855374.099490
60535.717940	3075394.000000	113927.229281	104999999.999800	100000000.000200	22737007.999320	28855374.099970
60535.717953	3076447.000000	113927.229472	105000000.000300	100000000.000300	22737008.000590	28855374.100080
60535.717965	3077502.000000	113927.229603	105000000.000500	100000000.000100	22737008.001170	28855374.099990
60535.717977	3078558.000000	113927.229114	105000000.000900	100000000.000500	22737008.001290	28855374.099940
60535.717989	3079612.000000	113927.229372	105000000.000100	99999999.998400	22737008.001630	28855374.099760
60535.718001	3080667.000000	113927.229082	105000000.001500	100000000.000600	22737008.001270	28855374.100310
60535.718014	3081720.000000	113927.229581	105000000.001500	100000000.001000	22737008.000030	28855374.099690
60535.718026	3082775.000000	113927.229081	104999999.999800	99999999.999500	22737007.999240	28855374.099940
60535.718038	3083827.000000	113927.229300	105000000.001300	100000000.001200	22737007.998910	28855374.100020
60535.718050	3084881.000000	113927.229695	105000000.000500	99999999.998000	22737007.998670	28855374.100450
60535.718062	3085935.000000	113927.229339	104999999.999800	99999999.999800	22737007.998700	28855374.100390
60535.718075	3086990.000000	113927.229018	105000000.001600	100000000.000900	22737007.999210	28855374.099870
60535.718087	3088043.000000	113927.229390	105000000.000500	99999999.999200	22737008.000270	28855374.099670
60535.718099	3089098.000000	113927.229061	104999999.999000	100000000.000400	22737008.000860	28855374.099890
60535.718111	3090154.000000	113927.229473	104999999.999800	99999999.998900	22737008.001540	28855374.099800
60535.718123	3091208.000000	113927.229426	105000000.001400	100000000.000900	22737008.001310	28855374.100140
60535.718136	3092263.000000	113927.229379	105000000.000700	100000000.000800	22737008.001160	28855374.100560
60535.718148	3093318.000000	113927.228881	105000000.000600	99999999.999400	22737008.000460	28855374.099760
60535.718160	3094370.000000	113927.229593	105000000.000700	100000000.000000	22737007.999180	28855374.100370
60535.718172	3095426.000000	113927.229485	104999999.999200	99999999.999300	22737007.998430	28855374.099660
60535.718184	3096480.000000	113927.229038	105000000.001000	99999999.999600	22737007.998790	28855374.100430
60535.718197	3097534.000000	113927.229097	105000000.000500	100000000.000500	22737007.998800	28855374.100520
60535.718209	3098590.000000	113927.229698	105000000.000700	99999999.998600	22737007.999150	28855374.100030
60535.718221	3099645.000000	113927.229334	105000000.000500	100000000.000800	22737008.000070	28855374.099840
60535.718233	3100699.000000	113927.229189	105000000.000700	99999999.999200	22737008.000870	28855374.100490
60535.718245	3101755.000000	113927.229387	105000000.000400	99999999.999900	22737008.001250	28855374.100560
60535.718258	3102811.000000	113927.229448	105000000.000900	100000000.000200	22737008.001560	28855374.100300
60535.718270	3103865.000000	113927.229251	105000000.000400	99999999.999300	22737008.001280	28855374.099430
60535.718282	3104921.000000	113927.229272	104999999.999000	99999999.999600	22737008.000430	28855374.099280
60535.718294	3105976.000000	113927.229566	104999999.999800	100000000.000700	22737007.999550	28855374.100090
60535.718306	3107028.000000	113927.228969	105000000.001300	100000000.000000	22737007.998500	28855374.100000
