08/13/2024	10:22:34	(analyzed:  8/14/2024)
MJD	timer	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Al_ErYb	fb_Yb_ErYb
60535.786669	9013532.000000	113927.229435	105000000.000100	99999999.997400	22737007.999460	28855374.099840
60535.786682	9014588.000000	113927.229370	105000000.000400	100000000.000400	22737007.998650	28855374.099970
60535.786694	9015659.000000	113927.229331	105000000.000000	100000000.000600	22737007.998630	28855374.099650
60535.786706	9016715.000000	113927.229176	105000000.000500	99999999.999200	22737007.998530	28855374.099680
60535.786718	9017769.000000	113927.229461	105000000.000900	100000000.002100	22737007.999120	28855374.100310
60535.786731	9018823.000000	113927.229460	105000000.000800	99999999.997900	22737007.999520	28855374.099540
60535.786743	9019879.000000	113927.229031	104999999.999600	99999999.999200	22737008.000590	28855374.100260
60535.786755	9020932.000000	113927.229443	105000000.001100	100000000.001100	22737008.001110	28855374.100490
60535.786767	9021986.000000	113927.229602	104999999.999700	100000000.000200	22737008.001340	28855374.101240
60535.786779	9023041.000000	113927.229148	105000000.000300	100000000.001200	22737008.001090	28855374.100120
60535.786792	9024095.000000	113927.229326	105000000.001700	99999999.999200	22737008.001140	28855374.099940
60535.786804	9025150.000000	113927.229186	105000000.000800	99999999.999500	22737007.999640	28855374.099790
60535.786816	9026205.000000	113927.229517	104999999.999500	100000000.000100	22737007.998790	28855374.100290
60535.786828	9027260.000000	113927.229456	105000000.000500	100000000.000000	22737007.999000	28855374.099530
60535.786840	9028314.000000	113927.229068	105000000.000200	100000000.000100	22737007.998670	28855374.100410
60535.786853	9029369.000000	113927.229190	105000000.001800	100000000.000300	22737007.998680	28855374.099960
60535.786865	9030422.000000	113927.229612	105000000.001100	99999999.999900	22737007.999630	28855374.099780
60535.786877	9031478.000000	113927.229120	105000000.001000	100000000.001200	22737008.000770	28855374.099980
60535.786889	9032532.000000	113927.229476	105000000.000500	99999999.997500	22737008.001300	28855374.099490
60535.786902	9033586.000000	113927.229518	105000000.000800	100000000.000600	22737008.001300	28855374.099950
60535.786914	9034641.000000	113927.229512	105000000.000500	100000000.000100	22737008.001290	28855374.099750
60535.786926	9035699.000000	113927.229284	104999999.999200	99999999.999300	22737008.000750	28855374.100120
60535.786938	9036754.000000	113927.229428	105000000.001700	100000000.000200	22737007.999760	28855374.100140
60535.786950	9037808.000000	113927.229413	104999999.999500	99999999.997400	22737007.998690	28855374.100370
60535.786963	9038864.000000	113927.229508	105000000.001200	100000000.000000	22737007.998760	28855374.099860
60535.786975	9039918.000000	113927.229602	105000000.000800	100000000.001100	22737007.998860	28855374.100580
60535.786987	9040971.000000	113927.229178	105000000.000700	100000000.000900	22737007.999220	28855374.099840
60535.786999	9042026.000000	113927.229022	105000000.000300	100000000.001000	22737007.999800	28855374.100200
60535.787011	9043080.000000	113927.229709	105000000.001000	99999999.998500	22737008.000810	28855374.099780
60535.787024	9044134.000000	113927.229588	105000000.001000	99999999.999800	22737008.001220	28855374.099790
60535.787036	9045189.000000	113927.229155	104999999.999100	100000000.000400	22737008.001120	28855374.100130
60535.787048	9046245.000000	113927.229043	105000000.001600	99999999.999100	22737008.001500	28855374.099790
60535.787060	9047299.000000	113927.229450	104999999.999100	99999999.999900	22737008.000720	28855374.099280
60535.787072	9048355.000000	113927.229723	105000000.001300	99999999.999200	22737007.999770	28855374.100270
60535.787085	9049409.000000	113927.229051	104999999.998800	100000000.000600	22737007.998600	28855374.100000
60535.787097	9050464.000000	113927.229258	105000000.001000	100000000.000500	22737007.998860	28855374.099720
60535.787109	9051519.000000	113927.229498	104999999.999700	99999999.998800	22737007.998820	28855374.100120
60535.787121	9052573.000000	113927.229226	105000000.001800	100000000.000700	22737007.999070	28855374.100150
60535.787133	9053627.000000	113927.229456	104999999.999900	99999999.998700	22737008.000070	28855374.099620
60535.787146	9054682.000000	113927.229078	105000000.001700	99999999.999800	22737008.001020	28855374.099850
60535.787158	9055772.000000	113927.229250	105000000.000400	100000000.001500	22737008.001240	28855374.100140
60535.787170	9056825.000000	113927.229164	104999999.999400	99999999.999400	22737008.001040	28855374.100460
60535.787183	9057880.000000	113927.229415	105000000.001500	99999999.999500	22737008.001490	28855374.100100
60535.787195	9058936.000000	113927.229168	104999999.999500	99999999.999100	22737008.000810	28855374.099750
60535.787207	9059992.000000	113927.229531	104999999.999900	100000000.000400	22737007.999920	28855374.100110
60535.787219	9061048.000000	113927.229272	105000000.001500	100000000.000500	22737007.998640	28855374.099650
60535.787232	9062103.000000	113927.229181	105000000.000900	99999999.999500	22737007.998610	28855374.100340
60535.787244	9063156.000000	113927.229328	104999999.999100	100000000.000600	22737007.998470	28855374.100090
60535.787256	9064209.000000	113927.229489	105000000.000100	100000000.000100	22737007.998930	28855374.099840
60535.787268	9065264.000000	113927.229426	104999999.999600	99999999.999500	22737007.999720	28855374.100250
60535.787280	9066321.000000	113927.229178	105000000.001600	99999999.999700	22737008.000540	28855374.099890
60535.787293	9067376.000000	113927.229262	105000000.001000	99999999.998900	22737008.001000	28855374.100050
60535.787305	9068432.000000	113927.229230	105000000.001000	100000000.000200	22737008.001380	28855374.099450
60535.787317	9069486.000000	113927.229342	104999999.999200	99999999.999900	22737008.001250	28855374.100040
60535.787329	9070540.000000	113927.229503	104999999.999600	99999999.999400	22737008.000890	28855374.100370
60535.787341	9071596.000000	113927.229357	105000000.001800	100000000.000800	22737007.999780	28855374.099890
60535.787354	9072650.000000	113927.229306	105000000.000700	99999999.998300	22737007.998600	28855374.100640
60535.787366	9073704.000000	113927.229433	105000000.000700	99999999.999800	22737007.998750	28855374.099340
60535.787378	9074758.000000	113927.229451	105000000.000700	99999999.999500	22737007.998720	28855374.100100
60535.787390	9075818.000000	113927.229742	105000000.000000	100000000.000800	22737007.999230	28855374.099500
60535.787403	9076875.000000	113927.229029	105000000.000000	100000000.001200	22737007.999480	28855374.100080
60535.787415	9077929.000000	113927.229279	105000000.001300	99999999.998600	22737008.000410	28855374.100020
60535.787427	9078982.000000	113927.229527	105000000.000400	100000000.000500	22737008.001080	28855374.100250
60535.787439	9080036.000000	113927.229279	105000000.000800	100000000.000800	22737008.001230	28855374.100260
60535.787451	9081091.000000	113927.229416	105000000.000400	99999999.999100	22737008.001370	28855374.099800
60535.787464	9082149.000000	113927.229259	105000000.000400	99999999.999900	22737008.000910	28855374.099640
60535.787476	9083203.000000	113927.229362	104999999.999500	99999999.998200	22737007.999630	28855374.100120
60535.787488	9084257.000000	113927.229339	105000000.000000	99999999.999100	22737007.998670	28855374.099880
60535.787500	9085311.000000	113927.229479	105000000.001500	100000000.001500	22737007.998580	28855374.100510
60535.787512	9086366.000000	113927.229154	104999999.999700	99999999.999400	22737007.998530	28855374.100350
60535.787525	9087424.000000	113927.229654	105000000.000300	100000000.000400	22737007.998970	28855374.100050
60535.787537	9088479.000000	113927.229296	104999999.999900	99999999.999400	22737007.999700	28855374.099870
60535.787549	9089533.000000	113927.229357	105000000.000600	99999999.999900	22737008.000620	28855374.099400
60535.787561	9090587.000000	113927.229146	104999999.999900	100000000.001400	22737008.001130	28855374.099890
60535.787573	9091640.000000	113927.229441	105000000.000700	99999999.998300	22737008.001370	28855374.100280
60535.787586	9092695.000000	113927.229301	105000000.000300	100000000.000100	22737008.001430	28855374.099930
60535.787598	9093751.000000	113927.229221	105000000.000100	99999999.998500	22737008.000440	28855374.100090
60535.787610	9094805.000000	113927.229258	105000000.000100	100000000.000400	22737007.999600	28855374.099900
60535.787622	9095862.000000	113927.229438	105000000.001900	100000000.000700	22737007.998480	28855374.099610
60535.787634	9096915.000000	113927.229068	105000000.000900	99999999.999400	22737007.998610	28855374.099570
60535.787647	9097969.000000	113927.229443	104999999.999200	100000000.000700	22737007.998760	28855374.099870
60535.787659	9099023.000000	113927.229380	105000000.001200	100000000.000400	22737007.999270	28855374.099880
60535.787671	9100077.000000	113927.229302	104999999.999100	99999999.998800	22737008.000040	28855374.099670
60535.787683	9101133.000000	113927.229603	105000000.001500	100000000.001600	22737008.000640	28855374.100240
60535.787696	9102188.000000	113927.229205	105000000.000900	99999999.997800	22737008.001080	28855374.099640
60535.787708	9103242.000000	113927.229498	104999999.999700	100000000.000700	22737008.001530	28855374.100040
60535.787720	9104298.000000	113927.229372	105000000.001200	99999999.999700	22737008.001360	28855374.099890
60535.787732	9105354.000000	113927.229133	104999999.999400	100000000.000200	22737008.000530	28855374.100070
60535.787744	9106406.000000	113927.229498	105000000.001300	100000000.000000	22737007.999570	28855374.100400
60535.787757	9107461.000000	113927.229603	104999999.999700	99999999.997200	22737007.998640	28855374.100130
60535.787769	9108516.000000	113927.229246	105000000.000100	100000000.000100	22737007.998580	28855374.100030
60535.787781	9109568.000000	113927.229272	105000000.001300	100000000.001300	22737007.998740	28855374.100370
60535.787793	9110631.000000	113927.229354	105000000.001700	99999999.999700	22737007.999310	28855374.100020
60535.787805	9111685.000000	113927.229268	105000000.000500	99999999.999400	22737008.000130	28855374.100470
60535.787818	9112741.000000	113927.229313	105000000.000700	99999999.999600	22737008.000800	28855374.099800
60535.787830	9113796.000000	113927.229178	105000000.000800	99999999.998700	22737008.001440	28855374.100450
60535.787842	9114849.000000	113927.229355	104999999.999100	100000000.001200	22737008.001430	28855374.099890
60535.787854	9115903.000000	113927.229155	105000000.000000	99999999.999300	22737008.001280	28855374.099560
60535.787866	9116957.000000	113927.229352	105000000.001400	100000000.001400	22737008.000570	28855374.100690
60535.787879	9118014.000000	113927.229258	104999999.999500	99999999.997100	22737007.999280	28855374.100250
60535.787891	9119068.000000	113927.230000	105000000.000100	100000000.001000	22737007.998770	28855374.100060
60535.787903	9120124.000000	113927.228977	105000000.001000	100000000.000100	22737007.998620	28855374.099290
60535.787915	9121179.000000	113927.229154	105000000.001300	99999999.999700	22737007.998710	28855374.100110
60535.787928	9122234.000000	113927.229584	104999999.999400	100000000.000500	22737007.999240	28855374.100350
60535.787940	9123288.000000	113927.229246	104999999.999500	99999999.999600	22737007.999890	28855374.100060
60535.787952	9124342.000000	113927.229448	105000000.000300	100000000.000600	22737008.000960	28855374.099880
60535.787964	9125397.000000	113927.229403	105000000.001700	100000000.001200	22737008.001340	28855374.099600
60535.787976	9126452.000000	113927.229278	105000000.000700	99999999.999300	22737008.001270	28855374.099810
60535.787989	9127507.000000	113927.229195	104999999.999700	100000000.000300	22737008.001380	28855374.100240
60535.788001	9128562.000000	113927.229464	105000000.001200	99999999.999200	22737008.000470	28855374.100270
60535.788013	9129617.000000	113927.229268	105000000.000900	99999999.999300	22737007.999110	28855374.099930
60535.788025	9130680.000000	113927.229514	104999999.999400	100000000.000000	22737007.998690	28855374.100120
60535.788038	9131736.000000	113927.229101	104999999.999600	99999999.998900	22737007.998680	28855374.099950
60535.788050	9132790.000000	113927.229403	105000000.001700	100000000.000100	22737007.998710	28855374.099670
60535.788062	9133843.000000	113927.229202	105000000.000900	99999999.998200	22737007.999290	28855374.100450
60535.788074	9134898.000000	113927.229385	105000000.000300	99999999.999200	22737008.000280	28855374.099640
60535.788086	9135953.000000	113927.229404	105000000.001000	100000000.001300	22737008.000930	28855374.100160
60535.788098	9137005.000000	113927.229024	105000000.000400	99999999.998600	22737008.001330	28855374.100510
60535.788111	9138058.000000	113927.229377	104999999.999800	100000000.000400	22737008.001350	28855374.099650
60535.788123	9139112.000000	113927.229509	104999999.999700	100000000.000400	22737008.001490	28855374.099720
60535.788135	9140168.000000	113927.229570	105000000.000100	99999999.999300	22737008.000130	28855374.099740
60535.788149	9141388.000000	113927.228974	105000000.000400	100000000.000800	22737008.000740	28855374.100150
60535.788161	9142443.000000	113927.229306	105000000.000000	99999999.999500	22737007.999610	28855374.099890
60535.788174	9143496.000000	113927.229202	105000000.001400	99999999.999900	22737007.998550	28855374.100140
60535.788186	9144551.000000	113927.229586	105000000.000300	99999999.999700	22737007.998690	28855374.100110
60535.788198	9145608.000000	113927.229654	105000000.000400	100000000.000200	22737007.998840	28855374.100180
60535.788210	9146663.000000	113927.229436	105000000.000000	100000000.001000	22737007.999100	28855374.100120
60535.788222	9147717.000000	113927.229704	105000000.002000	99999999.998700	22737007.999990	28855374.099600
60535.788235	9148772.000000	113927.228649	104999999.999500	100000000.000000	22737008.000730	28855374.100130
60535.788247	9149827.000000	113927.229750	105000000.001300	100000000.000500	22737008.001120	28855374.100350
60535.788259	9150882.000000	113927.229674	104999999.999500	100000000.000200	22737008.001410	28855374.100400
60535.788271	9151936.000000	113927.229134	105000000.001300	100000000.000500	22737008.001380	28855374.100360
60535.788283	9152990.000000	113927.229145	104999999.999400	99999999.998800	22737008.000900	28855374.100110
60535.788296	9154044.000000	113927.229834	105000000.000200	100000000.000700	22737007.999520	28855374.100030
60535.788308	9155098.000000	113927.229099	105000000.000800	100000000.001200	22737007.998640	28855374.099590
60535.788320	9156154.000000	113927.229194	105000000.001200	99999999.999300	22737007.998710	28855374.099890
60535.788332	9157210.000000	113927.229526	105000000.000900	100000000.000700	22737007.998730	28855374.099850
60535.788345	9158265.000000	113927.229211	105000000.000800	99999999.999100	22737007.999140	28855374.100140
60535.788357	9159318.000000	113927.229639	104999999.999600	100000000.000200	22737008.000290	28855374.100680
60535.788369	9160372.000000	113927.229420	105000000.001400	100000000.001200	22737008.001020	28855374.099690
60535.788381	9161426.000000	113927.229055	105000000.000900	99999999.999600	22737008.001440	28855374.099760
60535.788393	9162480.000000	113927.229405	104999999.999300	99999999.999700	22737008.001140	28855374.100310
60535.788406	9163535.000000	113927.229348	104999999.999600	99999999.998500	22737008.001110	28855374.100020
60535.788418	9164591.000000	113927.229205	105000000.001700	99999999.999000	22737008.000360	28855374.100200
60535.788430	9165644.000000	113927.229278	104999999.999900	100000000.001200	22737007.999420	28855374.099550
60535.788442	9166699.000000	113927.229449	105000000.000800	99999999.998500	22737007.998570	28855374.100270
60535.788454	9167754.000000	113927.229208	105000000.000700	99999999.999700	22737007.998500	28855374.100510
60535.788467	9168809.000000	113927.229418	104999999.999500	99999999.999700	22737007.999110	28855374.100490
60535.788479	9169864.000000	113927.229701	104999999.999800	99999999.999600	22737007.999300	28855374.100160
60535.788491	9170921.000000	113927.229020	105000000.000000	100000000.000200	22737008.000320	28855374.100130
60535.788503	9171974.000000	113927.229216	105000000.000500	99999999.998600	22737008.001040	28855374.099780
60535.788515	9173028.000000	113927.229723	105000000.001500	100000000.000300	22737008.001240	28855374.100010
60535.788528	9174084.000000	113927.229022	104999999.999500	99999999.999000	22737008.001240	28855374.099580
60535.788540	9175138.000000	113927.229498	105000000.001400	99999999.999800	22737008.001140	28855374.099380
60535.788552	9176193.000000	113927.229467	104999999.999500	100000000.001300	22737008.000190	28855374.100180
60535.788564	9177248.000000	113927.229223	105000000.000100	99999999.998300	22737007.999150	28855374.099850
60535.788576	9178303.000000	113927.229642	105000000.000200	100000000.000900	22737007.998510	28855374.099640
60535.788589	9179358.000000	113927.228950	105000000.000600	100000000.000400	22737007.998580	28855374.100150
60535.788601	9180413.000000	113927.229363	105000000.001800	100000000.000100	22737007.999040	28855374.100020
60535.788613	9181466.000000	113927.229690	105000000.000400	100000000.000100	22737007.999430	28855374.099710
60535.788625	9182522.000000	113927.229194	104999999.999800	99999999.998200	22737008.000400	28855374.100070
60535.788638	9183576.000000	113927.229084	104999999.999500	99999999.999500	22737008.001010	28855374.099480
60535.788650	9184631.000000	113927.229544	105000000.001800	100000000.000300	22737008.001490	28855374.100170
60535.788662	9185685.000000	113927.229671	104999999.999600	99999999.999600	22737008.001390	28855374.100010
60535.788674	9186739.000000	113927.229054	105000000.001400	100000000.001100	22737008.001000	28855374.099850
60535.788686	9187794.000000	113927.229089	105000000.001300	99999999.999000	22737007.999880	28855374.099690
60535.788699	9188849.000000	113927.229565	105000000.000700	100000000.000300	22737007.998760	28855374.099820
60535.788711	9189905.000000	113927.229092	105000000.000200	100000000.001300	22737007.998780	28855374.100490
60535.788723	9190975.000000	113927.229074	105000000.000400	99999999.998800	22737007.998610	28855374.100180
60535.788735	9192031.000000	113927.229335	105000000.001100	100000000.000300	22737007.999040	28855374.099640
60535.788748	9193085.000000	113927.229810	105000000.001000	99999999.998800	22737007.999580	28855374.099580
60535.788760	9194140.000000	113927.229179	105000000.000000	99999999.999700	22737008.000630	28855374.100570
60535.788772	9195197.000000	113927.229208	105000000.001700	100000000.000300	22737008.001280	28855374.099920
60535.788784	9196251.000000	113927.229176	105000000.000700	100000000.000000	22737008.001400	28855374.100540
60535.788796	9197303.000000	113927.229493	104999999.999100	100000000.000700	22737008.001310	28855374.100000
60535.788809	9198359.000000	113927.229388	105000000.000100	99999999.999100	22737008.001040	28855374.099440
60535.788821	9199412.000000	113927.229269	105000000.000200	100000000.000000	22737007.999500	28855374.100240
60535.788833	9200466.000000	113927.229393	105000000.001400	100000000.000500	22737007.998470	28855374.099990
60535.788845	9201523.000000	113927.229524	104999999.999300	99999999.998600	22737007.998700	28855374.100130
60535.788857	9202578.000000	113927.229028	105000000.000500	100000000.000600	22737007.998730	28855374.100370
60535.788870	9203632.000000	113927.229304	105000000.001000	99999999.999700	22737007.999110	28855374.100360
60535.788882	9204687.000000	113927.229533	104999999.999300	100000000.000200	22737008.000150	28855374.100270
60535.788894	9205739.000000	113927.229492	105000000.000100	99999999.999900	22737008.000830	28855374.099860
60535.788906	9206793.000000	113927.229226	105000000.002100	99999999.998700	22737008.001160	28855374.100390
60535.788918	9207847.000000	113927.229660	104999999.999900	100000000.000100	22737008.001240	28855374.099970
60535.788931	9208901.000000	113927.229232	105000000.000000	100000000.000400	22737008.001290	28855374.099760
60535.788943	9209956.000000	113927.229199	105000000.001600	99999999.999000	22737008.000330	28855374.100160
60535.788955	9211012.000000	113927.229306	104999999.999800	100000000.000000	22737007.999060	28855374.099990
60535.788967	9212067.000000	113927.229421	105000000.000700	99999999.998000	22737007.998800	28855374.099980
60535.788979	9213121.000000	113927.229213	105000000.001100	99999999.999900	22737007.998440	28855374.099350
60535.788992	9214175.000000	113927.229340	104999999.999600	100000000.001000	22737007.998900	28855374.099940
60535.789004	9215230.000000	113927.229449	105000000.000500	100000000.000500	22737007.999390	28855374.099770
60535.789016	9216284.000000	113927.229397	105000000.001200	100000000.000400	22737008.000290	28855374.100260
60535.789028	9217339.000000	113927.229440	104999999.999800	99999999.997800	22737008.001230	28855374.099770
60535.789040	9218393.000000	113927.229453	105000000.000200	100000000.000300	22737008.001190	28855374.100130
60535.789053	9219448.000000	113927.229263	105000000.001100	100000000.000600	22737008.001480	28855374.100050
60535.789065	9220503.000000	113927.229438	104999999.999700	99999999.999800	22737008.001040	28855374.099850
60535.789077	9221557.000000	113927.229256	105000000.000200	100000000.000200	22737008.000060	28855374.099890
60535.789089	9222612.000000	113927.229398	105000000.000200	99999999.998200	22737007.998920	28855374.099490
60535.789102	9223667.000000	113927.229301	105000000.000000	100000000.000100	22737007.998760	28855374.099970
60535.789114	9224721.000000	113927.229356	105000000.001700	100000000.000400	22737007.998750	28855374.100050
60535.789126	9225774.000000	113927.229257	105000000.001100	99999999.998900	22737007.999080	28855374.100040
60535.789138	9226829.000000	113927.229384	104999999.999700	100000000.001200	22737007.999600	28855374.100050
60535.789150	9227885.000000	113927.229265	105000000.000000	99999999.998400	22737008.000700	28855374.100150
60535.789163	9228941.000000	113927.229353	105000000.001400	99999999.999900	22737008.000920	28855374.099580
60535.789175	9229996.000000	113927.229553	104999999.999300	100000000.000200	22737008.001300	28855374.100320
60535.789187	9231051.000000	113927.229113	105000000.001400	99999999.998700	22737008.001470	28855374.100040
60535.789199	9232105.000000	113927.229209	104999999.999900	100000000.000800	22737008.000810	28855374.099880
60535.789211	9233159.000000	113927.229542	105000000.001400	99999999.998900	22737007.999630	28855374.100310
60535.789224	9234214.000000	113927.229515	104999999.999300	100000000.001000	22737007.998560	28855374.100010
60535.789236	9235269.000000	113927.229440	105000000.000500	100000000.000800	22737007.998870	28855374.100070
60535.789248	9236324.000000	113927.229131	105000000.001600	99999999.998400	22737007.998790	28855374.099830
60535.789260	9237378.000000	113927.229140	104999999.999000	99999999.999400	22737007.999080	28855374.099770
60535.789272	9238432.000000	113927.229850	105000000.000200	99999999.999900	22737007.999880	28855374.100080
60535.789285	9239486.000000	113927.229283	105000000.001200	99999999.999900	22737008.000620	28855374.099420
60535.789297	9240541.000000	113927.229099	105000000.001200	100000000.001100	22737008.001260	28855374.100290
60535.789309	9241593.000000	113927.229421	105000000.000500	99999999.999100	22737008.001270	28855374.100100
60535.789321	9242648.000000	113927.229618	105000000.000200	99999999.999800	22737008.001360	28855374.100120
60535.789333	9243702.000000	113927.229265	105000000.000700	99999999.999900	22737008.000690	28855374.100470
60535.789346	9244756.000000	113927.229294	105000000.001000	99999999.999200	22737007.999280	28855374.099990
60535.789358	9245811.000000	113927.229047	105000000.001200	100000000.000800	22737007.998700	28855374.099830
60535.789370	9246867.000000	113927.229461	105000000.001100	99999999.998800	22737007.998480	28855374.099890
60535.789382	9247919.000000	113927.229460	105000000.000600	99999999.999400	22737007.998780	28855374.100030
60535.789394	9248975.000000	113927.229263	105000000.000600	100000000.000500	22737007.999350	28855374.100270
60535.789407	9250030.000000	113927.229190	105000000.000400	99999999.999600	22737008.000240	28855374.100210
60535.789419	9251119.000000	113927.229310	105000000.000200	100000000.000900	22737008.000910	28855374.100130
60535.789431	9252175.000000	113927.229645	104999999.999900	99999999.998600	22737008.001070	28855374.100480
60535.789444	9253231.000000	113927.229133	105000000.001400	99999999.999900	22737008.001310	28855374.099720
60535.789456	9254285.000000	113927.229266	105000000.000900	100000000.001500	22737008.001160	28855374.100210
60535.789468	9255339.000000	113927.229348	105000000.000900	100000000.000000	22737008.000480	28855374.100360
60535.789480	9256393.000000	113927.229180	104999999.999300	100000000.001400	22737007.999300	28855374.100290
60535.789492	9257447.000000	113927.229632	104999999.999900	99999999.998300	22737007.998740	28855374.100130
60535.789505	9258502.000000	113927.229341	105000000.000800	100000000.000300	22737007.998870	28855374.099650
60535.789517	9259558.000000	113927.229264	105000000.001000	100000000.000900	22737007.998700	28855374.100140
60535.789529	9260613.000000	113927.229371	105000000.000600	99999999.998100	22737007.999370	28855374.100070
60535.789541	9261666.000000	113927.229166	104999999.999800	100000000.000600	22737008.000210	28855374.099740
60535.789554	9262722.000000	113927.229504	105000000.001200	99999999.998100	22737008.000600	28855374.099970
60535.789566	9263777.000000	113927.229208	105000000.000700	100000000.000200	22737008.001140	28855374.100380
60535.789578	9264833.000000	113927.229427	105000000.000700	100000000.001400	22737008.001340	28855374.100220
60535.789590	9265888.000000	113927.229707	105000000.000600	99999999.999000	22737008.001580	28855374.099810
60535.789602	9266941.000000	113927.229099	105000000.000600	100000000.000600	22737008.000210	28855374.099690
60535.789615	9267994.000000	113927.229337	105000000.000800	99999999.999900	22737007.999160	28855374.100160
60535.789627	9269048.000000	113927.229155	104999999.999900	100000000.000400	22737007.998870	28855374.100350
60535.789639	9270102.000000	113927.229423	104999999.999300	99999999.999800	22737007.998650	28855374.100680
60535.789651	9271155.000000	113927.229415	104999999.999700	99999999.999000	22737007.998780	28855374.099910
60535.789663	9272211.000000	113927.229296	105000000.000300	100000000.000600	22737007.999250	28855374.100060
60535.789676	9273266.000000	113927.229469	105000000.001200	100000000.000100	22737008.000260	28855374.099350
60535.789688	9274319.000000	113927.229316	104999999.998600	100000000.000000	22737008.000980	28855374.099840
60535.789700	9275375.000000	113927.229188	105000000.000900	100000000.000100	22737008.001060	28855374.100290
60535.789712	9276430.000000	113927.229322	104999999.999700	99999999.998500	22737008.001310	28855374.099690
60535.789724	9277482.000000	113927.229548	105000000.001100	100000000.000500	22737008.001150	28855374.099600
60535.789737	9278538.000000	113927.229272	105000000.000800	100000000.000400	22737008.000020	28855374.100120
60535.789749	9279594.000000	113927.229279	104999999.999700	100000000.000000	22737007.999070	28855374.099870
60535.789761	9280647.000000	113927.229277	105000000.000100	100000000.000500	22737007.998850	28855374.099970
60535.789773	9281704.000000	113927.229346	105000000.001500	99999999.997700	22737007.998710	28855374.100210
60535.789785	9282759.000000	113927.229341	105000000.000600	100000000.000300	22737007.999000	28855374.099790
60535.789798	9283814.000000	113927.229624	105000000.000300	99999999.999700	22737007.999660	28855374.100110
60535.789810	9284871.000000	113927.229395	104999999.999000	99999999.999900	22737008.000430	28855374.100450
60535.789822	9285947.000000	113927.228829	105000000.000500	100000000.000800	22737008.001150	28855374.100060
60535.789835	9287003.000000	113927.229470	104999999.999900	99999999.998100	22737008.001130	28855374.100100
60535.789847	9288056.000000	113927.229476	105000000.001400	99999999.999600	22737008.001280	28855374.100210
60535.789859	9289112.000000	113927.229489	105000000.000500	100000000.001000	22737008.001050	28855374.099520
60535.789871	9290166.000000	113927.229285	104999999.999600	99999999.999000	22737007.999950	28855374.100060
60535.789883	9291219.000000	113927.229131	105000000.001300	99999999.999700	22737007.998860	28855374.100280
60535.789896	9292275.000000	113927.229830	104999999.999800	99999999.999000	22737007.998780	28855374.099800
60535.789908	9293330.000000	113927.229435	105000000.001300	99999999.999800	22737007.998630	28855374.099910
60535.789920	9294385.000000	113927.229179	105000000.000900	100000000.000600	22737007.998990	28855374.100060
60535.789932	9295441.000000	113927.229317	105000000.001000	99999999.999600	22737007.999530	28855374.100520
60535.789944	9296496.000000	113927.229152	104999999.998800	100000000.000900	22737008.000380	28855374.100350
60535.789957	9297550.000000	113927.229528	104999999.999900	99999999.998800	22737008.000960	28855374.100030
60535.789969	9298604.000000	113927.229496	105000000.000000	100000000.000200	22737008.001510	28855374.099710
60535.789981	9299676.000000	113927.229209	105000000.000300	100000000.000500	22737008.001410	28855374.099890
60535.789993	9300732.000000	113927.229291	105000000.000500	99999999.999600	22737008.001090	28855374.099380
60535.790006	9301785.000000	113927.229655	105000000.000300	99999999.998500	22737007.999900	28855374.100090
60535.790018	9302839.000000	113927.229227	105000000.001200	99999999.999500	22737007.999010	28855374.099990
60535.790030	9303894.000000	113927.229409	105000000.000200	100000000.000000	22737007.998640	28855374.099900
60535.790042	9304949.000000	113927.229293	105000000.001000	100000000.001900	22737007.998790	28855374.099890
60535.790055	9306003.000000	113927.229419	105000000.000500	99999999.999000	22737007.999190	28855374.100040
60535.790067	9307058.000000	113927.228849	104999999.999500	100000000.000600	22737007.999660	28855374.099720
60535.790079	9308112.000000	113927.229724	105000000.001200	99999999.999100	22737008.000550	28855374.100080
60535.790091	9309168.000000	113927.229543	104999999.999500	99999999.999900	22737008.001100	28855374.099900
60535.790103	9310224.000000	113927.229291	104999999.999800	100000000.001200	22737008.001400	28855374.100250
60535.790116	9311277.000000	113927.228856	105000000.000200	99999999.998500	22737008.001510	28855374.100110
60535.790128	9312333.000000	113927.229612	105000000.001400	100000000.001000	22737008.000810	28855374.100060
60535.790140	9313388.000000	113927.229434	104999999.999600	99999999.999700	22737007.999500	28855374.099820
60535.790152	9314443.000000	113927.229210	105000000.001200	100000000.000600	22737007.998470	28855374.100290
60535.790164	9315497.000000	113927.229199	105000000.000600	100000000.000400	22737007.998630	28855374.099720
60535.790177	9316553.000000	113927.229332	105000000.000700	99999999.997300	22737007.998740	28855374.099770
60535.790189	9317606.000000	113927.229548	104999999.999400	100000000.001100	22737007.999140	28855374.099780
60535.790201	9318662.000000	113927.229310	104999999.999800	100000000.000500	22737007.999960	28855374.100040
60535.790213	9319718.000000	113927.229162	105000000.000200	99999999.999500	22737008.000730	28855374.100260
60535.790225	9320772.000000	113927.229386	105000000.001600	100000000.000600	22737008.001080	28855374.099810
60535.790238	9321825.000000	113927.229685	104999999.999700	99999999.998400	22737008.001370	28855374.100100
60535.790250	9322881.000000	113927.229279	105000000.000000	100000000.000500	22737008.001340	28855374.099730
60535.790262	9323935.000000	113927.229135	105000000.000000	100000000.000100	22737008.000360	28855374.099900
