# Readme Information 
# Data taken on 240426, analyzed on 30-Apr-2024 by  SaveShifts_forTara_v3_240429.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frhy778 zers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2130), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0620), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0007), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0803), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.234323e+04 s, uptime fraction 9.346147e-01. 
 t_mjd	   f_shift[Hz]  	IS_GOOD
   6.0426809854920000e+04	   6.3000001198973812e+07	   1.0000000000000000e+00	
   6.0426809868370001e+04	   6.3000001199042417e+07	   1.0000000000000000e+00	
   6.0426809881840003e+04	   6.3000001199184559e+07	   1.0000000000000000e+00	
   6.0426809895290004e+04	   6.3000001199155308e+07	   1.0000000000000000e+00	
   6.0426809908750001e+04	   6.3000001199128449e+07	   1.0000000000000000e+00	
   6.0426809922220004e+04	   6.3000001199109420e+07	   1.0000000000000000e+00	
   6.0426809935669997e+04	   6.3000001199069530e+07	   1.0000000000000000e+00	
   6.0426809949130002e+04	   6.3000001198996738e+07	   1.0000000000000000e+00	
   6.0426809962599997e+04	   6.3000001198933206e+07	   1.0000000000000000e+00	
   6.0426809976049997e+04	   6.3000001198882475e+07	   1.0000000000000000e+00	
   6.0426809989499998e+04	   6.3000001198865525e+07	   1.0000000000000000e+00	
   6.0426810002949998e+04	   6.3000001198885545e+07	   1.0000000000000000e+00	
   6.0426810016429998e+04	   6.3000001198911697e+07	   1.0000000000000000e+00	
   6.0426810029879998e+04	   6.3000001198940493e+07	   1.0000000000000000e+00	
   6.0426810043340003e+04	   6.3000001198960178e+07	   1.0000000000000000e+00	
   6.0426810056809998e+04	   6.3000001198982552e+07	   1.0000000000000000e+00	
   6.0426810070270003e+04	   6.3000001199017063e+07	   1.0000000000000000e+00	
   6.0426810083730001e+04	   6.3000001199062176e+07	   1.0000000000000000e+00	
   6.0426810097200003e+04	   6.3000001199067175e+07	   1.0000000000000000e+00	
   6.0426810110660001e+04	   6.3000001199036650e+07	   1.0000000000000000e+00	
   6.0426810124110001e+04	   6.3000001199017987e+07	   1.0000000000000000e+00	
   6.0426810137560002e+04	   6.3000001199025780e+07	   1.0000000000000000e+00	
   6.0426810151029997e+04	   6.3000001199017942e+07	   1.0000000000000000e+00	
   6.0426810164490002e+04	   6.3000001198992103e+07	   1.0000000000000000e+00	
   6.0426810177949999e+04	   6.3000001198969245e+07	   1.0000000000000000e+00	
   6.0426810191409997e+04	   6.3000001198966406e+07	   1.0000000000000000e+00	
   6.0426810204870002e+04	   6.3000001198960990e+07	   1.0000000000000000e+00	
   6.0426810218320003e+04	   6.3000001198964544e+07	   1.0000000000000000e+00	
   6.0426810231789997e+04	   6.3000001198958941e+07	   1.0000000000000000e+00	
   6.0426810245250002e+04	   6.3000001198964015e+07	   1.0000000000000000e+00	
   6.0426810258710000e+04	   6.3000001198965676e+07	   1.0000000000000000e+00	
   6.0426810272169998e+04	   6.3000001198982909e+07	   1.0000000000000000e+00	
   6.0426810285630003e+04	   6.3000001199006453e+07	   1.0000000000000000e+00	
   6.0426810299069999e+04	   6.3000001199021772e+07	   1.0000000000000000e+00	
   6.0426810312549998e+04	   6.3000001199026033e+07	   1.0000000000000000e+00	
   6.0426810325999999e+04	   6.3000001199041538e+07	   1.0000000000000000e+00	
   6.0426810339459997e+04	   6.3000001199048184e+07	   1.0000000000000000e+00	
   6.0426810352940003e+04	   6.3000001199075907e+07	   1.0000000000000000e+00	
   6.0426810366379999e+04	   6.3000001199090295e+07	   1.0000000000000000e+00	
   6.0426810379839997e+04	   6.3000001199101187e+07	   1.0000000000000000e+00	
   6.0426810393309999e+04	   6.3000001199090295e+07	   1.0000000000000000e+00	
   6.0426810406769997e+04	   6.3000001199095592e+07	   1.0000000000000000e+00	
   6.0426810420230002e+04	   6.3000001199069552e+07	   1.0000000000000000e+00	
   6.0426810433690000e+04	   6.3000001199016921e+07	   1.0000000000000000e+00	
   6.0426810447140000e+04	   6.3000001199000984e+07	   1.0000000000000000e+00	
   6.0426810460599998e+04	   6.3000001199009858e+07	   1.0000000000000000e+00	
   6.0426810474060003e+04	   6.3000001199019313e+07	   1.0000000000000000e+00	
   6.0426810487520001e+04	   6.3000001199048705e+07	   1.0000000000000000e+00	
   6.0426810500979998e+04	   6.3000001199069969e+07	   1.0000000000000000e+00	
   6.0426810514429999e+04	   6.3000001199095376e+07	   1.0000000000000000e+00	
   6.0426810527900001e+04	   6.3000001199087434e+07	   1.0000000000000000e+00	
   6.0426810541370003e+04	   6.3000001199060895e+07	   1.0000000000000000e+00	
   6.0426810554830001e+04	   6.3000001199037291e+07	   1.0000000000000000e+00	
   6.0426810568289999e+04	   6.3000001199037127e+07	   1.0000000000000000e+00	
   6.0426810581739999e+04	   6.3000001199026525e+07	   1.0000000000000000e+00	
   6.0426810595199997e+04	   6.3000001199014381e+07	   1.0000000000000000e+00	
   6.0426810608640000e+04	   6.3000001199013412e+07	   1.0000000000000000e+00	
   6.0426810622110002e+04	   6.3000001199024305e+07	   1.0000000000000000e+00	
   6.0426810635579997e+04	   6.3000001199024290e+07	   1.0000000000000000e+00	
   6.0426810649040002e+04	   6.3000001199023478e+07	   1.0000000000000000e+00	
   6.0426810662500000e+04	   6.3000001199023269e+07	   1.0000000000000000e+00	
   6.0426810675950001e+04	   6.3000001199042208e+07	   1.0000000000000000e+00	
   6.0426810689420003e+04	   6.3000001199043483e+07	   1.0000000000000000e+00	
   6.0426810702889998e+04	   6.3000001199015915e+07	   1.0000000000000000e+00	
   6.0426810716339998e+04	   6.3000001199002482e+07	   1.0000000000000000e+00	
   6.0426810729789999e+04	   6.3000001198998772e+07	   1.0000000000000000e+00	
   6.0426810743260001e+04	   6.3000001198974520e+07	   1.0000000000000000e+00	
   6.0426810756719999e+04	   6.3000001198942371e+07	   1.0000000000000000e+00	
   6.0426810770180004e+04	   6.3000001198919654e+07	   1.0000000000000000e+00	
   6.0426810783629997e+04	   6.3000001198905177e+07	   1.0000000000000000e+00	
   6.0426810797079997e+04	   6.3000001198906928e+07	   1.0000000000000000e+00	
   6.0426810810559997e+04	   6.3000001198928855e+07	   1.0000000000000000e+00	
   6.0426810824020002e+04	   6.3000001198943377e+07	   1.0000000000000000e+00	
   6.0426810837489997e+04	   6.3000001198941968e+07	   1.0000000000000000e+00	
   6.0426810850939997e+04	   6.3000001198964328e+07	   1.0000000000000000e+00	
   6.0426810864400002e+04	   6.3000001198999383e+07	   1.0000000000000000e+00	
   6.0426810877860000e+04	   6.3000001199026585e+07	   1.0000000000000000e+00	
   6.0426810891310000e+04	   6.3000001199032582e+07	   1.0000000000000000e+00	
   6.0426810904780003e+04	   6.3000001199025460e+07	   1.0000000000000000e+00	
   6.0426810918219999e+04	   6.3000001199003838e+07	   1.0000000000000000e+00	
   6.0426810931699998e+04	   6.3000001198979370e+07	   1.0000000000000000e+00	
   6.0426810945149999e+04	   6.3000001198956840e+07	   1.0000000000000000e+00	
   6.0426810958599999e+04	   6.3000001198943675e+07	   1.0000000000000000e+00	
   6.0426810972059997e+04	   6.3000001198940597e+07	   1.0000000000000000e+00	
   6.0426810985520002e+04	   6.3000001198937126e+07	   1.0000000000000000e+00	
   6.0426810999000001e+04	   6.3000001198932059e+07	   1.0000000000000000e+00	
   6.0426811012450002e+04	   6.3000001198952608e+07	   1.0000000000000000e+00	
   6.0426811025919997e+04	   6.3000001198996507e+07	   1.0000000000000000e+00	
   6.0426811039380002e+04	   6.3000001199032180e+07	   1.0000000000000000e+00	
   6.0426811052830002e+04	   6.3000001199067801e+07	   1.0000000000000000e+00	
   6.0426811066290000e+04	   6.3000001199094899e+07	   1.0000000000000000e+00	
   6.0426811079749998e+04	   6.3000001199102469e+07	   1.0000000000000000e+00	
   6.0426811093210003e+04	   6.3000001199238002e+07	   1.0000000000000000e+00	
   6.0426811106670000e+04	   6.3000001199233398e+07	   1.0000000000000000e+00	
   6.0426811120120001e+04	   6.3000001199200206e+07	   1.0000000000000000e+00	
   6.0426811133590003e+04	   6.3000001199158482e+07	   1.0000000000000000e+00	
   6.0426811147040004e+04	   6.3000001199132994e+07	   1.0000000000000000e+00	
   6.0426811160509998e+04	   6.3000001199131399e+07	   1.0000000000000000e+00	
   6.0426811173970003e+04	   6.3000001199139394e+07	   1.0000000000000000e+00	
   6.0426811187430001e+04	   6.3000001199166074e+07	   1.0000000000000000e+00	
   6.0426811200889999e+04	   6.3000001199199848e+07	   1.0000000000000000e+00	
   6.0426811214349997e+04	   6.3000001199250191e+07	   1.0000000000000000e+00	
   6.0426811227799997e+04	   6.3000001199276738e+07	   1.0000000000000000e+00	
   6.0426811241260002e+04	   6.3000001199271441e+07	   1.0000000000000000e+00	
   6.0426811254720000e+04	   6.3000001199267425e+07	   1.0000000000000000e+00	
   6.0426811268179998e+04	   6.3000001199256770e+07	   1.0000000000000000e+00	
   6.0426811281640003e+04	   6.3000001199212685e+07	   1.0000000000000000e+00	
   6.0426811295120002e+04	   6.3000001199128322e+07	   1.0000000000000000e+00	
   6.0426811308570002e+04	   6.3000001199045822e+07	   1.0000000000000000e+00	
   6.0426811322020003e+04	   6.3000001198960021e+07	   1.0000000000000000e+00	
   6.0426811335489998e+04	   6.3000001198918141e+07	   1.0000000000000000e+00	
   6.0426811348950003e+04	   6.3000001198925048e+07	   1.0000000000000000e+00	
   6.0426811362410001e+04	   6.3000001198929809e+07	   1.0000000000000000e+00	
   6.0426811375869998e+04	   6.3000001198935434e+07	   1.0000000000000000e+00	
   6.0426811389319999e+04	   6.3000001198986940e+07	   1.0000000000000000e+00	
   6.0426811402779997e+04	   6.3000001199087366e+07	   1.0000000000000000e+00	
   6.0426811416240002e+04	   6.3000001199181750e+07	   1.0000000000000000e+00	
   6.0426811429699999e+04	   6.3000001199265838e+07	   1.0000000000000000e+00	
   6.0426811443159997e+04	   6.3000001199311517e+07	   1.0000000000000000e+00	
   6.0426811456620002e+04	   6.3000001199302368e+07	   1.0000000000000000e+00	
   6.0426811470080000e+04	   6.3000001199292734e+07	   1.0000000000000000e+00	
   6.0426811483539997e+04	   6.3000001199268848e+07	   1.0000000000000000e+00	
   6.0426811497000002e+04	   6.3000001199237041e+07	   1.0000000000000000e+00	
   6.0426811510469997e+04	   6.3000001199170485e+07	   1.0000000000000000e+00	
   6.0426811523930002e+04	   6.3000001199096397e+07	   1.0000000000000000e+00	
   6.0426811537380003e+04	   6.3000001199009515e+07	   1.0000000000000000e+00	
   6.0426811550830003e+04	   6.3000001198972479e+07	   1.0000000000000000e+00	
   6.0426811564290001e+04	   6.3000001198987328e+07	   1.0000000000000000e+00	
   6.0426811577749999e+04	   6.3000001198993966e+07	   1.0000000000000000e+00	
   6.0426811591220001e+04	   6.3000001198984414e+07	   1.0000000000000000e+00	
   6.0426811604679999e+04	   6.3000001199005052e+07	   1.0000000000000000e+00	
   6.0426811618139996e+04	   6.3000001199069217e+07	   1.0000000000000000e+00	
   6.0426811631600001e+04	   6.3000001199124180e+07	   1.0000000000000000e+00	
   6.0426811645059999e+04	   6.3000001199163049e+07	   1.0000000000000000e+00	
   6.0426811658519997e+04	   6.3000001199185163e+07	   1.0000000000000000e+00	
   6.0426811671980002e+04	   6.3000001199175522e+07	   1.0000000000000000e+00	
   6.0426811685440000e+04	   6.3000001199165106e+07	   1.0000000000000000e+00	
   6.0426811698890000e+04	   6.3000001199160524e+07	   1.0000000000000000e+00	
   6.0426811712360002e+04	   6.3000001199141704e+07	   1.0000000000000000e+00	
   6.0426811725799998e+04	   6.3000001199100137e+07	   1.0000000000000000e+00	
   6.0426811739270001e+04	   6.3000001199062519e+07	   1.0000000000000000e+00	
   6.0426811752729998e+04	   6.3000001199037023e+07	   1.0000000000000000e+00	
   6.0426811766179999e+04	   6.3000001199044518e+07	   1.0000000000000000e+00	
   6.0426811779650001e+04	   6.3000001199074462e+07	   1.0000000000000000e+00	
   6.0426811793109999e+04	   6.3000001199115299e+07	   1.0000000000000000e+00	
   6.0426811806580001e+04	   6.3000001199134625e+07	   1.0000000000000000e+00	
   6.0426811820019997e+04	   6.3000001199132271e+07	   1.0000000000000000e+00	
   6.0426811833510001e+04	   6.3000001199127592e+07	   1.0000000000000000e+00	
   6.0426811846949997e+04	   6.3000001199114822e+07	   1.0000000000000000e+00	
   6.0426811860399997e+04	   6.3000001199123025e+07	   1.0000000000000000e+00	
   6.0426811873870000e+04	   6.3000001199110441e+07	   1.0000000000000000e+00	
   6.0426811887340002e+04	   6.3000001199073054e+07	   1.0000000000000000e+00	
   6.0426811900790002e+04	   6.3000001199032351e+07	   1.0000000000000000e+00	
   6.0426811914259997e+04	   6.3000001199011356e+07	   1.0000000000000000e+00	
   6.0426811927709998e+04	   6.3000001199010864e+07	   1.0000000000000000e+00	
   6.0426811941170003e+04	   6.3000001199047931e+07	   1.0000000000000000e+00	
   6.0426811954639998e+04	   6.3000001199084476e+07	   1.0000000000000000e+00	
   6.0426811968089998e+04	   6.3000001199100636e+07	   1.0000000000000000e+00	
   6.0426811981560000e+04	   6.3000001199129835e+07	   1.0000000000000000e+00	
   6.0426811995019998e+04	   6.3000001199183665e+07	   1.0000000000000000e+00	
   6.0426812008480003e+04	   6.3000001199207813e+07	   1.0000000000000000e+00	
   6.0426812021930004e+04	   6.3000001199198224e+07	   1.0000000000000000e+00	
   6.0426812035379997e+04	   6.3000001199180081e+07	   1.0000000000000000e+00	
   6.0426812048849999e+04	   6.3000001199123338e+07	   1.0000000000000000e+00	
   6.0426812062309997e+04	   6.3000001199067146e+07	   1.0000000000000000e+00	
   6.0426812075770002e+04	   6.3000001199005418e+07	   1.0000000000000000e+00	
   6.0426812089220002e+04	   6.3000001198979937e+07	   1.0000000000000000e+00	
   6.0426812102689997e+04	   6.3000001198994622e+07	   1.0000000000000000e+00	
   6.0426812116150002e+04	   6.3000001198992483e+07	   1.0000000000000000e+00	
   6.0426812129619997e+04	   6.3000001198988482e+07	   1.0000000000000000e+00	
   6.0426812143069998e+04	   6.3000001198977664e+07	   1.0000000000000000e+00	
   6.0426812156530003e+04	   6.3000001198995285e+07	   1.0000000000000000e+00	
   6.0426812169980003e+04	   6.3000001199031413e+07	   1.0000000000000000e+00	
   6.0426812183449998e+04	   6.3000001199111909e+07	   1.0000000000000000e+00	
   6.0426812196899999e+04	   6.3000001199148290e+07	   1.0000000000000000e+00	
   6.0426812210370001e+04	   6.3000001199165203e+07	   1.0000000000000000e+00	
   6.0426812223809997e+04	   6.3000001199193440e+07	   1.0000000000000000e+00	
   6.0426812237290003e+04	   6.3000001199257500e+07	   1.0000000000000000e+00	
   6.0426812250739997e+04	   6.3000001199270375e+07	   1.0000000000000000e+00	
   6.0426812264209999e+04	   6.3000001199234895e+07	   1.0000000000000000e+00	
   6.0426812277669997e+04	   6.3000001199191295e+07	   1.0000000000000000e+00	
   6.0426812291119997e+04	   6.3000001199312203e+07	   1.0000000000000000e+00	
   6.0426812304580002e+04	   6.3000001199239895e+07	   1.0000000000000000e+00	
   6.0426812318049997e+04	   6.3000001199141100e+07	   1.0000000000000000e+00	
   6.0426812331510002e+04	   6.3000001199069604e+07	   1.0000000000000000e+00	
   6.0426812344960003e+04	   6.3000001199043460e+07	   1.0000000000000000e+00	
   6.0426812358420000e+04	   6.3000001199028976e+07	   1.0000000000000000e+00	
   6.0426812371870001e+04	   6.3000001199047334e+07	   1.0000000000000000e+00	
   6.0426812385340003e+04	   6.3000001199063897e+07	   1.0000000000000000e+00	
   6.0426812398800001e+04	   6.3000001199107200e+07	   1.0000000000000000e+00	
   6.0426812412270003e+04	   6.3000001199141689e+07	   1.0000000000000000e+00	
   6.0426812425720003e+04	   6.3000001199185200e+07	   1.0000000000000000e+00	
   6.0426812439180001e+04	   6.3000001199208744e+07	   1.0000000000000000e+00	
   6.0426812452650003e+04	   6.3000001199200086e+07	   1.0000000000000000e+00	
   6.0426812466099997e+04	   6.3000001199181236e+07	   1.0000000000000000e+00	
   6.0426812479549997e+04	   6.3000001199184150e+07	   1.0000000000000000e+00	
   6.0426812493019999e+04	   6.3000001199177548e+07	   1.0000000000000000e+00	
   6.0426812506479997e+04	   6.3000001199164622e+07	   1.0000000000000000e+00	
   6.0426812519929998e+04	   6.3000001199199878e+07	   1.0000000000000000e+00	
   6.0426812533400000e+04	   6.3000001199244760e+07	   1.0000000000000000e+00	
   6.0426812546870002e+04	   6.3000001199306354e+07	   1.0000000000000000e+00	
   6.0426812560320002e+04	   6.3000001199343473e+07	   1.0000000000000000e+00	
   6.0426812573780000e+04	   6.3000001199353293e+07	   1.0000000000000000e+00	
   6.0426812587239998e+04	   6.3000001199330330e+07	   1.0000000000000000e+00	
   6.0426812600700003e+04	   6.3000001199302688e+07	   1.0000000000000000e+00	
   6.0426812614160001e+04	   6.3000001199283279e+07	   1.0000000000000000e+00	
   6.0426812627619998e+04	   6.3000001199274644e+07	   1.0000000000000000e+00	
   6.0426812641069999e+04	   6.3000001199232750e+07	   1.0000000000000000e+00	
   6.0426812654529997e+04	   6.3000001199193127e+07	   1.0000000000000000e+00	
   6.0426812667999999e+04	   6.3000001199114941e+07	   1.0000000000000000e+00	
   6.0426812681459996e+04	   6.3000001199078329e+07	   1.0000000000000000e+00	
   6.0426812694909997e+04	   6.3000001199092962e+07	   1.0000000000000000e+00	
   6.0426812708370002e+04	   6.3000001199108668e+07	   1.0000000000000000e+00	
   6.0426812721839997e+04	   6.3000001199117593e+07	   1.0000000000000000e+00	
   6.0426812735300002e+04	   6.3000001199164160e+07	   1.0000000000000000e+00	
   6.0426812748750002e+04	   6.3000001199236810e+07	   1.0000000000000000e+00	
   6.0426812762219997e+04	   6.3000001199307583e+07	   1.0000000000000000e+00	
   6.0426812775680002e+04	   6.3000001199368671e+07	   1.0000000000000000e+00	
   6.0426812789140000e+04	   6.3000001199383341e+07	   1.0000000000000000e+00	
   6.0426812802590001e+04	   6.3000001199341498e+07	   1.0000000000000000e+00	
   6.0426812816040001e+04	   6.3000001199306376e+07	   1.0000000000000000e+00	
   6.0426812829520000e+04	   6.3000001199276567e+07	   1.0000000000000000e+00	
   6.0426812842970001e+04	   6.3000001199268952e+07	   1.0000000000000000e+00	
   6.0426812856450000e+04	   6.3000001199228473e+07	   1.0000000000000000e+00	
   6.0426812869900001e+04	   6.3000001199206315e+07	   1.0000000000000000e+00	
   6.0426812883350001e+04	   6.3000001199167192e+07	   1.0000000000000000e+00	
   6.0426812896809999e+04	   6.3000001199151538e+07	   1.0000000000000000e+00	
   6.0426812910269997e+04	   6.3000001199167244e+07	   1.0000000000000000e+00	
   6.0426812923730002e+04	   6.3000001199202061e+07	   1.0000000000000000e+00	
   6.0426812937210001e+04	   6.3000001199259631e+07	   1.0000000000000000e+00	
   6.0426812950630003e+04	   6.3000001199290149e+07	   1.0000000000000000e+00	
   6.0426812964099998e+04	   6.3000001199315630e+07	   1.0000000000000000e+00	
   6.0426812977570000e+04	   6.3000001199366935e+07	   1.0000000000000000e+00	
   6.0426812991029998e+04	   6.3000001199456662e+07	   1.0000000000000000e+00	
   6.0426813004490003e+04	   6.3000001199490830e+07	   1.0000000000000000e+00	
   6.0426813017950000e+04	   6.3000001199467316e+07	   1.0000000000000000e+00	
   6.0426813031409998e+04	   6.3000001199450150e+07	   1.0000000000000000e+00	
   6.0426813044870003e+04	   6.3000001199455932e+07	   1.0000000000000000e+00	
   6.0426813058330001e+04	   6.3000001199417464e+07	   1.0000000000000000e+00	
   6.0426813071789999e+04	   6.3000001199343726e+07	   1.0000000000000000e+00	
   6.0426813085250003e+04	   6.3000001199269526e+07	   1.0000000000000000e+00	
   6.0426813098710001e+04	   6.3000001199201256e+07	   1.0000000000000000e+00	
   6.0426813112160002e+04	   6.3000001199153274e+07	   1.0000000000000000e+00	
   6.0426813125619999e+04	   6.3000001199144177e+07	   1.0000000000000000e+00	
   6.0426813139090002e+04	   6.3000001199128620e+07	   1.0000000000000000e+00	
   6.0426813152549999e+04	   6.3000001199111484e+07	   1.0000000000000000e+00	
   6.0426813166000000e+04	   6.3000001199132137e+07	   1.0000000000000000e+00	
   6.0426813179470002e+04	   6.3000001199172236e+07	   1.0000000000000000e+00	
   6.0426813192930000e+04	   6.3000001199244574e+07	   1.0000000000000000e+00	
   6.0426813206380000e+04	   6.3000001199314378e+07	   1.0000000000000000e+00	
   6.0426813219850002e+04	   6.3000001199365132e+07	   1.0000000000000000e+00	
   6.0426813233310000e+04	   6.3000001199394375e+07	   1.0000000000000000e+00	
   6.0426813246769998e+04	   6.3000001199412413e+07	   1.0000000000000000e+00	
   6.0426813260219998e+04	   6.3000001199435309e+07	   1.0000000000000000e+00	
   6.0426813273690001e+04	   6.3000001199413657e+07	   1.0000000000000000e+00	
   6.0426813287140001e+04	   6.3000001199361682e+07	   1.0000000000000000e+00	
   6.0426813300599999e+04	   6.3000001199287929e+07	   1.0000000000000000e+00	
   6.0426813314059997e+04	   6.3000001199235700e+07	   1.0000000000000000e+00	
   6.0426813327529999e+04	   6.3000001199211195e+07	   1.0000000000000000e+00	
   6.0426813340979999e+04	   6.3000001199211583e+07	   1.0000000000000000e+00	
   6.0426813354439997e+04	   6.3000001199196637e+07	   1.0000000000000000e+00	
   6.0426813367900002e+04	   6.3000001199152745e+07	   1.0000000000000000e+00	
   6.0426813381350003e+04	   6.3000001199138485e+07	   1.0000000000000000e+00	
   6.0426813394819997e+04	   6.3000001199170537e+07	   1.0000000000000000e+00	
   6.0426813408290000e+04	   6.3000001199193679e+07	   1.0000000000000000e+00	
   6.0426813421730003e+04	   6.3000001199193135e+07	   1.0000000000000000e+00	
   6.0426813435199998e+04	   6.3000001199203484e+07	   1.0000000000000000e+00	
   6.0426813448660003e+04	   6.3000001199207291e+07	   1.0000000000000000e+00	
   6.0426813462120001e+04	   6.3000001199209064e+07	   1.0000000000000000e+00	
   6.0426813475579998e+04	   6.3000001199190542e+07	   1.0000000000000000e+00	
   6.0426813489040003e+04	   6.3000001199284509e+07	   1.0000000000000000e+00	
   6.0426813502500001e+04	   6.3000001199275389e+07	   1.0000000000000000e+00	
   6.0426813515959999e+04	   6.3000001199248210e+07	   1.0000000000000000e+00	
   6.0426813529419996e+04	   6.3000001199202083e+07	   1.0000000000000000e+00	
   6.0426813542889999e+04	   6.3000001199196324e+07	   1.0000000000000000e+00	
   6.0426813556339999e+04	   6.3000001199240394e+07	   1.0000000000000000e+00	
   6.0426813569799997e+04	   6.3000001199271955e+07	   1.0000000000000000e+00	
   6.0426813583249997e+04	   6.3000001199282728e+07	   1.0000000000000000e+00	
   6.0426813596710002e+04	   6.3000001199301720e+07	   1.0000000000000000e+00	
   6.0426813610170000e+04	   6.3000001199322872e+07	   1.0000000000000000e+00	
   6.0426813623620001e+04	   6.3000001199341305e+07	   1.0000000000000000e+00	
   6.0426813637090003e+04	   6.3000001199347049e+07	   1.0000000000000000e+00	
   6.0426813650550001e+04	   6.3000001199360088e+07	   1.0000000000000000e+00	
   6.0426813664020003e+04	   6.3000001199350081e+07	   1.0000000000000000e+00	
   6.0426813677480000e+04	   6.3000001199329458e+07	   1.0000000000000000e+00	
   6.0426813690939998e+04	   6.3000001199285559e+07	   1.0000000000000000e+00	
   6.0426813704389999e+04	   6.3000001199264474e+07	   1.0000000000000000e+00	
   6.0426813717869998e+04	   6.3000001199277222e+07	   1.0000000000000000e+00	
   6.0426813731310001e+04	   6.3000001199262857e+07	   1.0000000000000000e+00	
   6.0426813744769999e+04	   6.3000001199209429e+07	   1.0000000000000000e+00	
   6.0426813758229997e+04	   6.3000001199192651e+07	   1.0000000000000000e+00	
   6.0426813771690002e+04	   6.3000001199203074e+07	   1.0000000000000000e+00	
   6.0426813785159997e+04	   6.3000001199186265e+07	   1.0000000000000000e+00	
   6.0426813798609997e+04	   6.3000001199124597e+07	   1.0000000000000000e+00	
   6.0426813812059998e+04	   6.3000001199111670e+07	   1.0000000000000000e+00	
   6.0426813825539997e+04	   6.3000001199124813e+07	   1.0000000000000000e+00	
   6.0426813838989998e+04	   6.3000001199130945e+07	   1.0000000000000000e+00	
   6.0426813852450003e+04	   6.3000001199099936e+07	   1.0000000000000000e+00	
   6.0426813865910000e+04	   6.3000001199114308e+07	   1.0000000000000000e+00	
   6.0426813879380003e+04	   6.3000001199175090e+07	   1.0000000000000000e+00	
   6.0426813892819999e+04	   6.3000001199216448e+07	   1.0000000000000000e+00	
   6.0426813906290001e+04	   6.3000001199234746e+07	   1.0000000000000000e+00	
   6.0426813919749999e+04	   6.3000001199279696e+07	   1.0000000000000000e+00	
   6.0426813933229998e+04	   6.3000001199320897e+07	   1.0000000000000000e+00	
   6.0426813946659997e+04	   6.3000001199345037e+07	   1.0000000000000000e+00	
   6.0426813960129999e+04	   6.3000001199363954e+07	   1.0000000000000000e+00	
   6.0426813973580000e+04	   6.3000001199372210e+07	   1.0000000000000000e+00	
   6.0426813987050002e+04	   6.3000001199364081e+07	   1.0000000000000000e+00	
   6.0426814000519997e+04	   6.3000001199351050e+07	   1.0000000000000000e+00	
   6.0426814013969997e+04	   6.3000001199352667e+07	   1.0000000000000000e+00	
   6.0426814027430002e+04	   6.3000001199356467e+07	   1.0000000000000000e+00	
   6.0426814040869998e+04	   6.3000001199372686e+07	   1.0000000000000000e+00	
   6.0426814054349998e+04	   6.3000001199376963e+07	   1.0000000000000000e+00	
   6.0426814067799998e+04	   6.3000001199365988e+07	   1.0000000000000000e+00	
   6.0426814081260003e+04	   6.3000001199351043e+07	   1.0000000000000000e+00	
   6.0426814094729998e+04	   6.3000001199342333e+07	   1.0000000000000000e+00	
   6.0426814108190003e+04	   6.3000001199333407e+07	   1.0000000000000000e+00	
   6.0426814121650001e+04	   6.3000001199322134e+07	   1.0000000000000000e+00	
   6.0426814135089997e+04	   6.3000001199324705e+07	   1.0000000000000000e+00	
   6.0426814148539997e+04	   6.3000001199346855e+07	   1.0000000000000000e+00	
   6.0426814162030001e+04	   6.3000001199358076e+07	   1.0000000000000000e+00	
   6.0426814175500003e+04	   6.3000001199363917e+07	   1.0000000000000000e+00	
   6.0426814188939999e+04	   6.3000001199375138e+07	   1.0000000000000000e+00	
   6.0426814202390000e+04	   6.3000001199381597e+07	   1.0000000000000000e+00	
   6.0426814215849998e+04	   6.3000001199398816e+07	   1.0000000000000000e+00	
   6.0426814229320000e+04	   6.3000001199402668e+07	   1.0000000000000000e+00	
   6.0426814242779998e+04	   6.3000001199393332e+07	   1.0000000000000000e+00	
   6.0426814256240003e+04	   6.3000001199369073e+07	   1.0000000000000000e+00	
   6.0426814269700000e+04	   6.3000001199359365e+07	   1.0000000000000000e+00	
   6.0426814283150001e+04	   6.3000001199354365e+07	   1.0000000000000000e+00	
   6.0426814296620003e+04	   6.3000001199364603e+07	   1.0000000000000000e+00	
   6.0426814310089998e+04	   6.3000001199371651e+07	   1.0000000000000000e+00	
   6.0426814323530001e+04	   6.3000001199373685e+07	   1.0000000000000000e+00	
   6.0426814337000003e+04	   6.3000001199378543e+07	   1.0000000000000000e+00	
   6.0426814350460001e+04	   6.3000001199375317e+07	   1.0000000000000000e+00	
   6.0426814363919999e+04	   6.3000001199354552e+07	   1.0000000000000000e+00	
   6.0426814377379997e+04	   6.3000001199337937e+07	   1.0000000000000000e+00	
   6.0426814390829997e+04	   6.3000001199327454e+07	   1.0000000000000000e+00	
   6.0426814404299999e+04	   6.3000001199312560e+07	   1.0000000000000000e+00	
   6.0426814417770001e+04	   6.3000001199305169e+07	   1.0000000000000000e+00	
   6.0426814431200000e+04	   6.3000001199277870e+07	   1.0000000000000000e+00	
