#Frequency shifts file for ErYb measurement of Al+ frequency
#  Data recorded on 04-26-2024, analyzed on 04-26-2024.
#
#  All shifts are in Hz as referenced to the Al+ resonance near 267.4 nm.
#
#  To calculate the clock frequency use: f_atom = (M/N)*f_comb + f_shift.
#    - Here, M = 4, N = 1, f_comb is the frequency measured at the comb and f_shift is given in the data columns.
#    - Frequencies are not corrected for maser offsets.
#    - Data taken using maser ST008 to reference all synthesizers.
#
#  Static shifts are compiled in static_shifts_MgAl.m for reference.
#
#  First 120 seconds and last 60 seconds of lock times removed.
#
#  Gravitational redshift of the atoms with respect to geodetic marker 1H116 included.
#
#  Total lock duration: 17040.856 s
#
#  2nd-order Zeeman shifts calculated based on real-time B-field calibration.
#  - Delta_ZS2 = -0.7365+/-0.00025 Hz
#
t_mjd	f_shift[Hz]	IS_GOOD
60426.7414991	204500000.589426	1
60426.7415557	204500000.589412	1
60426.7416215	204500000.589424	1
60426.7416766	204500000.589459	1
60426.7417391	204500000.589493	1
60426.7417964	204500000.589498	1
60426.7418517	204500000.589501	1
60426.7419116	204500000.589505	1
60426.7419645	204500000.589579	1
60426.7420224	204500000.589599	1
60426.7420826	204500000.589609	1
60426.7421391	204500000.589584	1
60426.7421908	204500000.589523	1
60426.7422530	204500000.589485	1
60426.7423237	204500000.589470	1
60426.7423869	204500000.589483	1
60426.7424518	204500000.589432	1
60426.7425113	204500000.589495	1
60426.7425709	204500000.589506	1
60426.7426238	204500000.589478	1
60426.7426795	204500000.589501	1
60426.7427416	204500000.589438	1
60426.7428054	204500000.589458	1
60426.7428642	204500000.589446	1
60426.7429212	204500000.589445	1
60426.7429866	204500000.589455	1
60426.7430450	204500000.589408	1
60426.7431009	204500000.589438	1
60426.7431559	204500000.589435	1
60426.7432129	204500000.589450	1
60426.7432725	204500000.589471	1
60426.7433316	204500000.589437	1
60426.7434158	204500000.589414	1
60426.7434765	204500000.589455	1
60426.7435352	204500000.589458	1
60426.7435968	204500000.589453	1
60426.7436508	204500000.589476	1
60426.7437060	204500000.589470	1
60426.7437702	204500000.589465	1
60426.7438413	204500000.589435	1
60426.7438984	204500000.589438	1
60426.7439559	204500000.589465	1
60426.7440238	204500000.589474	1
60426.7440866	204500000.589511	1
60426.7441451	204500000.589472	1
60426.7442006	204500000.589445	1
60426.7442554	204500000.589450	1
60426.7443118	204500000.589450	1
60426.7443806	204500000.589481	1
60426.7444422	204500000.589458	1
60426.7445009	204500000.589474	1
60426.7445560	204500000.589460	1
60426.7446125	204500000.589437	1
60426.7446674	204500000.589480	1
60426.7447196	204500000.589495	1
60426.7447787	204500000.589520	1
60426.7448368	204500000.589483	1
60426.7448930	204500000.589517	1
60426.7449463	204500000.589500	1
60426.7450077	204500000.589505	1
60426.7450651	204500000.589465	1
60426.7451205	204500000.589496	1
60426.7451756	204500000.589475	1
60426.7452280	204500000.589436	1
60426.7452846	204500000.589457	1
60426.7453396	204500000.589401	1
60426.7453940	204500000.589370	1
60426.7454498	204500000.589428	1
60426.7455058	204500000.589400	1
60426.7455599	204500000.589422	1
60426.7456169	204500000.589451	1
60426.7456743	204500000.589491	1
60426.7457292	204500000.589494	1
60426.7457961	204500000.589476	1
60426.7458594	204500000.589476	1
60426.7459400	204500000.589521	1
60426.7459967	204500000.589494	1
60426.7460519	204500000.589469	1
60426.7461044	204500000.589484	1
60426.7461643	204500000.589515	1
60426.7462216	204500000.589501	1
60426.7462745	204500000.589455	1
60426.7463365	204500000.589421	1
60426.7463929	204500000.589416	1
60426.7464496	204500000.589392	1
60426.7465058	204500000.589396	1
60426.7465631	204500000.589334	1
60426.7466186	204500000.589349	1
60426.7466745	204500000.589382	1
60426.7467327	204500000.589417	1
60426.7467896	204500000.589404	1
60426.7468473	204500000.589406	1
60426.7469093	204500000.589390	1
60426.7469765	204500000.589382	1
60426.7470344	204500000.589386	1
60426.7470902	204500000.589439	1
60426.7471455	204500000.589424	1
60426.7472040	204500000.589401	1
60426.7472591	204500000.589434	1
60426.7473235	204500000.589429	1
60426.7473844	204500000.589447	1
60426.7474432	204500000.589523	1
60426.7475035	204500000.589491	1
60426.7475596	204500000.589444	1
60426.7476194	204500000.589379	1
60426.7476728	204500000.589345	1
60426.7477301	204500000.589353	1
60426.7477962	204500000.589420	1
60426.7478546	204500000.589429	1
60426.7479081	204500000.589512	1
60426.7479637	204500000.589467	1
60426.7480274	204500000.589464	1
60426.7480887	204500000.589483	1
60426.7481455	204500000.589507	1
60426.7481999	204500000.589487	1
60426.7482585	204500000.589545	1
60426.7483165	204500000.589534	1
60426.7483697	204500000.589472	1
60426.7484266	204500000.589423	1
60426.7484969	204500000.589422	1
60426.7485551	204500000.589460	1
60426.7486101	204500000.589502	1
60426.7486707	204500000.589520	1
60426.7487338	204500000.589508	1
60426.7487942	204500000.589497	1
60426.7488553	204500000.589481	1
60426.7489166	204500000.589515	1
60426.7489745	204500000.589526	1
60426.7490416	204500000.589489	1
60426.7490992	204500000.589496	1
60426.7491515	204500000.589454	1
60426.7492131	204500000.589432	1
60426.7492713	204500000.589424	1
60426.7493238	204500000.589424	1
60426.7493796	204500000.589418	1
60426.7494334	204500000.589481	1
60426.7494920	204500000.589489	1
60426.7495478	204500000.589516	1
60426.7496030	204500000.589521	1
60426.7496608	204500000.589504	1
60426.7497155	204500000.589483	1
60426.7497766	204500000.589463	1
60426.7498339	204500000.589509	1
60426.7498895	204500000.589522	1
60426.7499412	204500000.589469	1
60426.7499942	204500000.589408	1
60426.7500517	204500000.589395	1
60426.7501071	204500000.589396	1
60426.7501689	204500000.589394	1
60426.7502260	204500000.589323	1
60426.7502827	204500000.589349	1
60426.7503409	204500000.589362	1
60426.7503980	204500000.589378	1
60426.7504555	204500000.589371	1
60426.7505115	204500000.589346	1
60426.7505653	204500000.589353	1
60426.7506194	204500000.589323	1
60426.7506759	204500000.589400	1
60426.7507378	204500000.589418	1
60426.7507945	204500000.589409	1
60426.7508495	204500000.589429	1
60426.7509046	204500000.589421	1
60426.7509645	204500000.589456	1
60426.7510295	204500000.589430	1
60426.7510897	204500000.589417	1
60426.7511424	204500000.589462	1
60426.7511955	204500000.589431	1
60426.7512527	204500000.589434	1
60426.7513070	204500000.589425	1
60426.7513626	204500000.589401	1
60426.7514152	204500000.589420	1
60426.7514758	204500000.589368	1
60426.7515307	204500000.589400	1
60426.7515864	204500000.589410	1
60426.7516417	204500000.589430	1
60426.7516981	204500000.589441	1
60426.7517614	204500000.589415	1
60426.7518170	204500000.589411	1
60426.7518722	204500000.589413	1
60426.7519324	204500000.589367	1
60426.7519866	204500000.589371	1
60426.7520408	204500000.589369	1
60426.7520979	204500000.589346	1
60426.7521638	204500000.589328	1
60426.7522299	204500000.589387	1
60426.7522892	204500000.589358	1
60426.7523556	204500000.589339	1
60426.7524203	204500000.589355	1
60426.7524798	204500000.589388	1
60426.7525493	204500000.589407	1
60426.7526069	204500000.589467	1
60426.7526639	204500000.589460	1
60426.7527176	204500000.589421	1
60426.7527698	204500000.589391	1
60426.7528310	204500000.589400	1
60426.7528876	204500000.589425	1
60426.7529495	204500000.589419	1
60426.7530232	204500000.589410	1
60426.7530829	204500000.589407	1
60426.7531404	204500000.589470	1
60426.7531973	204500000.589455	1
60426.7532544	204500000.589404	1
60426.7533084	204500000.589420	1
60426.7533603	204500000.589420	1
60426.7534230	204500000.589489	1
60426.7534871	204500000.589553	1
60426.7535422	204500000.589533	1
60426.7536034	204500000.589501	1
60426.7536594	204500000.589555	1
60426.7537170	204500000.589550	1
60426.7537721	204500000.589507	1
60426.7538257	204500000.589459	1
60426.7538798	204500000.589436	1
60426.7539361	204500000.589430	1
60426.7539908	204500000.589431	1
60426.7540504	204500000.589449	1
60426.7541120	204500000.589435	1
60426.7541720	204500000.589423	1
60426.7542256	204500000.589408	1
60426.7542795	204500000.589361	1
60426.7543333	204500000.589322	1
60426.7543968	204500000.589345	1
60426.7544519	204500000.589355	1
60426.7545151	204500000.589376	1
60426.7545678	204500000.589362	1
60426.7546224	204500000.589354	1
60426.7546821	204500000.589301	1
60426.7547444	204500000.589316	1
60426.7548042	204500000.589325	1
60426.7548603	204500000.589375	1
60426.7549214	204500000.589424	1
60426.7549799	204500000.589432	1
60426.7550408	204500000.589434	1
60426.7550957	204500000.589472	1
60426.7551530	204500000.589462	1
60426.7552100	204500000.589490	1
60426.7552724	204500000.589422	1
60426.7553244	204500000.589433	1
60426.7553777	204500000.589418	1
60426.7554313	204500000.589350	1
60426.7554881	204500000.589357	1
60426.7555461	204500000.589335	1
60426.7556104	204500000.589314	1
60426.7556696	204500000.589346	1
60426.7557290	204500000.589406	1
60426.7557917	204500000.589367	1
60426.7558587	204500000.589312	1
60426.7559230	204500000.589274	1
60426.7559867	204500000.589272	1
60426.7560403	204500000.589321	1
60426.7561021	204500000.589370	1
60426.7561575	204500000.589342	1
60426.7562148	204500000.589336	1
60426.7562686	204500000.589291	1
60426.7563283	204500000.589290	1
60426.7563819	204500000.589319	1
60426.7564363	204500000.589372	1
60426.7564914	204500000.589330	1
60426.7565469	204500000.589360	1
60426.7566038	204500000.589348	1
60426.7566596	204500000.589386	1
60426.7567135	204500000.589393	1
60426.7567668	204500000.589400	1
60426.7568202	204500000.589408	1
60426.7568764	204500000.589415	1
60426.7569367	204500000.589432	1
60426.7569953	204500000.589442	1
60426.7570518	204500000.589396	1
60426.7571150	204500000.589347	1
60426.7571798	204500000.589365	1
60426.7572344	204500000.589346	1
60426.7572884	204500000.589392	1
60426.7573533	204500000.589401	1
60426.7574103	204500000.589400	1
60426.7574654	204500000.589454	1
60426.7575230	204500000.589464	1
60426.7575792	204500000.589393	1
60426.7576333	204500000.589378	1
60426.7576981	204500000.589386	1
60426.7577642	204500000.589355	1
60426.7578191	204500000.589378	1
60426.7578770	204500000.589470	1
60426.7579384	204500000.589475	1
60426.7579920	204500000.589464	1
60426.7580503	204500000.589474	1
60426.7581036	204500000.589468	1
60426.7581636	204500000.589459	1
60426.7582364	204500000.589439	1
60426.7582958	204500000.589429	1
60426.7583504	204500000.589444	1
60426.7584056	204500000.589482	1
60426.7584600	204500000.589478	1
60426.7585208	204500000.589506	1
60426.7585819	204500000.589513	1
60426.7586361	204500000.589506	1
60426.7586947	204500000.589536	1
60426.7587548	204500000.589514	1
60426.7588140	204500000.589484	1
60426.7588815	204500000.589456	1
60426.7589383	204500000.589508	1
60426.7589989	204500000.589448	1
60426.7591164	204500000.589413	1
60426.7591823	204500000.589350	1
60426.7592394	204500000.589382	1
60426.7593016	204500000.589393	1
60426.7593614	204500000.589381	1
60426.7594208	204500000.589360	1
60426.7594802	204500000.589356	1
60426.7595362	204500000.589395	1
60426.7595944	204500000.589429	1
60426.7596557	204500000.589433	1
60426.7597103	204500000.589415	1
60426.7597670	204500000.589392	1
60426.7598207	204500000.589387	1
60426.7598773	204500000.589409	1
60426.7599372	204500000.589402	1
60426.7599909	204500000.589454	1
60426.7600446	204500000.589454	1
60426.7600984	204500000.589461	1
60426.7601564	204500000.589442	1
60426.7602141	204500000.589418	1
60426.7602716	204500000.589431	1
60426.7603270	204500000.589418	1
60426.7603890	204500000.589399	1
60426.7604451	204500000.589423	1
60426.7605005	204500000.589438	1
60426.7605568	204500000.589472	1
60426.7606110	204500000.589450	1
60426.7606749	204500000.589459	1
60426.7607324	204500000.589403	1
60426.7607859	204500000.589365	1
60426.7608519	204500000.589322	1
60426.7609178	204500000.589350	1
60426.7609748	204500000.589366	1
60426.7610409	204500000.589276	1
60426.7611047	204500000.589315	1
60426.7611641	204500000.589316	1
60426.7612178	204500000.589300	1
60426.7612767	204500000.589332	1
60426.7613672	204500000.589336	1
60426.7614232	204500000.589416	1
60426.7614830	204500000.589425	1
60426.7615454	204500000.589397	1
60426.7616026	204500000.589323	1
60426.7616560	204500000.589327	1
60426.7617110	204500000.589319	1
60426.7617681	204500000.589258	1
60426.7618255	204500000.589260	1
60426.7618843	204500000.589303	1
60426.7619439	204500000.589281	1
60426.7620034	204500000.589311	1
60426.7620589	204500000.589295	1
60426.7621187	204500000.589345	1
60426.7621742	204500000.589355	1
60426.7622309	204500000.589340	1
60426.7623075	204500000.589366	1
60426.7623762	204500000.589378	1
60426.7624322	204500000.589416	1
60426.7624864	204500000.589433	1
60426.7625408	204500000.589436	1
60426.7626019	204500000.589395	1
60426.7626703	204500000.589437	1
60426.7627415	204500000.589455	1
60426.7628082	204500000.589391	1
60426.7628766	204500000.589333	1
60426.7629313	204500000.589291	1
60426.7629898	204500000.589276	1
60426.7630489	204500000.589336	1
60426.7631080	204500000.589415	1
60426.7631627	204500000.589386	1
60426.7632195	204500000.589354	1
60426.7632769	204500000.589359	1
60426.7633332	204500000.589416	1
60426.7634047	204500000.589447	1
60426.7634700	204500000.589431	1
60426.7635348	204500000.589364	1
60426.7636370	204500000.589393	1
60426.7637021	204500000.589402	1
60426.7637645	204500000.589405	1
60426.7638214	204500000.589419	1
60426.7638820	204500000.589461	1
60426.7639402	204500000.589401	1
60426.7639949	204500000.589393	1
60426.7640480	204500000.589401	1
60426.7641016	204500000.589393	1
60426.7641600	204500000.589402	1
60426.7642158	204500000.589380	1
60426.7642701	204500000.589365	1
60426.7643244	204500000.589427	1
60426.7643805	204500000.589421	1
60426.7644362	204500000.589366	1
60426.7644948	204500000.589354	1
60426.7645488	204500000.589403	1
60426.7646022	204500000.589471	1
60426.7646609	204500000.589486	1
60426.7647227	204500000.589472	1
60426.7647760	204500000.589433	1
60426.7648291	204500000.589463	1
60426.7648843	204500000.589499	1
60426.7650109	204500000.589508	1
60426.7650631	204500000.589484	1
60426.7651211	204500000.589505	1
60426.7652115	204500000.589511	1
60426.7652659	204500000.589474	1
60426.7653264	204500000.589468	1
60426.7653855	204500000.589524	1
60426.7654388	204500000.589473	1
60426.7655095	204500000.589462	1
60426.7655797	204500000.589433	1
60426.7656372	204500000.589392	1
60426.7656964	204500000.589386	1
60426.7657526	204500000.589441	1
60426.7658093	204500000.589497	1
60426.7658640	204500000.589491	1
60426.7659256	204500000.589483	1
60426.7659809	204500000.589410	1
60426.7660352	204500000.589425	1
60426.7660899	204500000.589372	1
60426.7661447	204500000.589375	1
60426.7662012	204500000.589444	1
60426.7662637	204500000.589501	1
60426.7663284	204500000.589524	1
60426.7663886	204500000.589476	1
60426.7664480	204500000.589467	1
60426.7665054	204500000.589480	1
60426.7665606	204500000.589373	1
60426.7666138	204500000.589418	1
60426.7666674	204500000.589453	1
60426.7667234	204500000.589436	1
60426.7667860	204500000.589440	1
60426.7668532	204500000.589394	1
60426.7669077	204500000.589391	1
60426.7669800	204500000.589455	1
60426.7670519	204500000.589451	1
60426.7671085	204500000.589444	1
60426.7672132	204500000.589444	1
60426.7672709	204500000.589420	1
60426.7673631	204500000.589397	1
60426.7674212	204500000.589438	1
60426.7675138	204500000.589405	1
60426.7675704	204500000.589431	1
60426.7676742	204500000.589432	0
60426.7677267	204500000.589413	0
60426.7677834	204500000.589421	0
60426.7678520	204500000.589441	0
60426.7679261	204500000.589419	0
60426.7679910	204500000.589419	0
60426.7680958	204500000.589402	0
60426.7681516	204500000.589387	0
60426.7682171	204500000.589360	0
60426.7682960	204500000.589371	0
60426.7683630	204500000.589416	0
60426.7755339	204500000.589308	0
60426.7755990	204500000.589339	0
60426.7756668	204500000.589305	0
60426.7757261	204500000.589294	0
60426.7757809	204500000.589324	0
60426.7758420	204500000.589315	0
60426.7758947	204500000.589315	0
60426.7759482	204500000.589345	0
60426.7760012	204500000.589406	0
60426.7760646	204500000.589364	0
60426.7761209	204500000.589385	0
60426.7761843	204500000.589359	0
60426.7762465	204500000.589309	0
60426.7763055	204500000.589314	0
60426.7763753	204500000.589318	0
60426.7764353	204500000.589364	0
60426.7764885	204500000.589379	0
60426.7765570	204500000.589419	0
60426.7766102	204500000.589419	0
60426.7766632	204500000.589419	0
60426.7767196	204500000.589426	0
60426.7767750	204500000.589428	0
60426.7768366	204500000.589447	0
60426.7768943	204500000.589457	0
60426.7769508	204500000.589452	1
60426.7770123	204500000.589447	1
60426.7771024	204500000.589447	1
60426.7771658	204500000.589447	1
60426.7772205	204500000.589431	1
60426.7772767	204500000.589431	1
60426.7773441	204500000.589431	1
60426.7774008	204500000.589465	1
60426.7774743	204500000.589411	1
60426.7775331	204500000.589357	1
60426.7775941	204500000.589358	1
60426.7776548	204500000.589426	1
60426.7777095	204500000.589484	1
60426.7777639	204500000.589446	1
60426.7778194	204500000.589446	1
60426.7778767	204500000.589480	1
60426.7779318	204500000.589502	1
60426.7779871	204500000.589456	1
60426.7780417	204500000.589410	1
60426.7780960	204500000.589403	1
60426.7781559	204500000.589426	1
60426.7782156	204500000.589417	1
60426.7782699	204500000.589389	1
60426.7783308	204500000.589389	1
60426.7783932	204500000.589366	1
60426.7784556	204500000.589380	1
60426.7785595	204500000.589359	1
60426.7786144	204500000.589324	1
60426.7786791	204500000.589375	1
60426.7787511	204500000.589417	1
60426.7788070	204500000.589470	1
60426.7788661	204500000.589469	1
60426.7789226	204500000.589490	1
60426.7789796	204500000.589442	1
60426.7790382	204500000.589464	1
60426.7791148	204500000.589468	1
60426.7791720	204500000.589454	1
60426.7792344	204500000.589425	1
60426.7792950	204500000.589474	1
60426.7793563	204500000.589468	1
60426.7794157	204500000.589468	1
60426.7794750	204500000.589446	1
60426.7795330	204500000.589475	1
60426.7795931	204500000.589482	1
60426.7796539	204500000.589487	1
60426.7797181	204500000.589460	1
60426.7797785	204500000.589490	1
60426.7798392	204500000.589418	1
60426.7798968	204500000.589455	1
60426.7799512	204500000.589440	1
60426.7800165	204500000.589420	1
60426.7800734	204500000.589344	1
60426.7801282	204500000.589329	1
60426.7801878	204500000.589379	1
60426.7802405	204500000.589428	1
60426.7803013	204500000.589380	1
60426.7803666	204500000.589399	1
60426.7804215	204500000.589362	1
60426.7804747	204500000.589344	1
60426.7805360	204500000.589316	1
60426.7806067	204500000.589314	1
60426.7806687	204500000.589289	1
60426.7807282	204500000.589337	1
60426.7807859	204500000.589344	1
60426.7808510	204500000.589329	1
60426.7809162	204500000.589323	1
60426.7809769	204500000.589343	1
60426.7810405	204500000.589353	1
60426.7810968	204500000.589380	1
60426.7811524	204500000.589405	1
60426.7812106	204500000.589456	1
60426.7812694	204500000.589517	1
60426.7813234	204500000.589532	1
60426.7813808	204500000.589491	1
60426.7814455	204500000.589503	1
60426.7815054	204500000.589506	1
60426.7815588	204500000.589505	1
60426.7816147	204500000.589528	1
60426.7816694	204500000.589475	1
60426.7817384	204500000.589477	1
60426.7818002	204500000.589416	1
60426.7818551	204500000.589406	1
60426.7819153	204500000.589432	1
60426.7819766	204500000.589459	1
60426.7820418	204500000.589477	1
60426.7821003	204500000.589488	1
60426.7821543	204500000.589480	1
60426.7822101	204500000.589495	1
60426.7822641	204500000.589510	1
60426.7823241	204500000.589478	1
60426.7823827	204500000.589487	1
60426.7824465	204500000.589483	1
60426.7825142	204500000.589483	1
60426.7825758	204500000.589464	1
60426.7826345	204500000.589432	1
60426.7826940	204500000.589357	1
60426.7827555	204500000.589380	1
60426.7828132	204500000.589332	1
60426.7828719	204500000.589294	1
60426.7829297	204500000.589299	1
60426.7829847	204500000.589345	1
60426.7830415	204500000.589433	1
60426.7830984	204500000.589445	1
60426.7831565	204500000.589480	1
60426.7832160	204500000.589500	1
60426.7832727	204500000.589500	1
60426.7833329	204500000.589477	1
60426.7833936	204500000.589448	1
60426.7834523	204500000.589448	1
60426.7835092	204500000.589441	1
60426.7835711	204500000.589431	1
60426.7836288	204500000.589421	1
60426.7836864	204500000.589410	1
60426.7837504	204500000.589445	1
60426.7838063	204500000.589402	1
60426.7838639	204500000.589333	1
60426.7839201	204500000.589380	1
60426.7839811	204500000.589409	1
60426.7840373	204500000.589479	1
60426.7840952	204500000.589436	1
60426.7841587	204500000.589436	1
60426.7842174	204500000.589446	1
60426.7842724	204500000.589459	1
60426.7843300	204500000.589474	1
60426.7843903	204500000.589397	1
60426.7844481	204500000.589360	1
60426.7845031	204500000.589345	1
60426.7845605	204500000.589345	1
60426.7846241	204500000.589380	1
60426.7846805	204500000.589367	1
60426.7847388	204500000.589342	1
60426.7848027	204500000.589313	1
60426.7848591	204500000.589343	1
60426.7849374	204500000.589371	1
60426.7850061	204500000.589392	1
60426.7850621	204500000.589400	1
60426.7851210	204500000.589362	1
60426.7851807	204500000.589331	1
60426.7852384	204500000.589328	1
60426.7852912	204500000.589369	1
60426.7853473	204500000.589415	1
60426.7854023	204500000.589392	1
60426.7854623	204500000.589401	1
60426.7855186	204500000.589432	1
60426.7855762	204500000.589455	1
60426.7856328	204500000.589437	1
60426.7856908	204500000.589394	1
60426.7857488	204500000.589411	1
60426.7858165	204500000.589404	1
60426.7858814	204500000.589411	1
60426.7859435	204500000.589419	1
60426.7860046	204500000.589461	1
60426.7860648	204500000.589522	1
60426.7861226	204500000.589532	1
60426.7861823	204500000.589546	1
60426.7862374	204500000.589490	1
60426.7863040	204500000.589429	1
60426.7863628	204500000.589405	1
60426.7864182	204500000.589432	1
60426.7864750	204500000.589431	1
60426.7865414	204500000.589379	1
60426.7865989	204500000.589390	1
60426.7866617	204500000.589363	1
60426.7867241	204500000.589411	1
60426.7867774	204500000.589411	1
60426.7868496	204500000.589445	1
60426.7869060	204500000.589441	1
60426.7869609	204500000.589472	1
60426.7870176	204500000.589430	1
60426.7870843	204500000.589468	1
60426.7871445	204500000.589468	1
60426.7872080	204500000.589440	1
60426.7872667	204500000.589449	1
60426.7873238	204500000.589472	1
60426.7873909	204500000.589497	1
60426.7874744	204500000.589467	1
60426.7875480	204500000.589506	1
60426.7876066	204500000.589481	1
60426.7876633	204500000.589504	1
60426.7877269	204500000.589496	1
60426.7877864	204500000.589540	1
60426.7878569	204500000.589497	1
60426.7879117	204500000.589421	1
60426.7879711	204500000.589430	1
60426.7880306	204500000.589431	1
60426.7880924	204500000.589375	1
60426.7881504	204500000.589393	1
60426.7882137	204500000.589412	1
60426.7882762	204500000.589403	1
60426.7883357	204500000.589392	1
60426.7884009	204500000.589383	1
60426.7884600	204500000.589425	1
60426.7885190	204500000.589445	1
60426.7885743	204500000.589414	1
60426.7886415	204500000.589359	1
60426.7887022	204500000.589346	1
60426.7887597	204500000.589402	1
60426.7888210	204500000.589406	1
60426.7888761	204500000.589410	1
60426.7889330	204500000.589384	1
60426.7889926	204500000.589372	1
60426.7890541	204500000.589319	1
60426.7891161	204500000.589333	1
60426.7891745	204500000.589344	1
60426.7892319	204500000.589379	1
60426.7892905	204500000.589380	1
60426.7893494	204500000.589316	1
60426.7894048	204500000.589316	1
60426.7894593	204500000.589331	1
60426.7895197	204500000.589339	1
60426.7895790	204500000.589329	1
60426.7896526	204500000.589344	1
60426.7897266	204500000.589334	1
60426.7897848	204500000.589329	1
60426.7898410	204500000.589339	1
60426.7898975	204500000.589327	1
60426.7899533	204500000.589319	1
60426.7900099	204500000.589333	1
60426.7900675	204500000.589286	1
60426.7901278	204500000.589275	1
60426.7901859	204500000.589271	1
60426.7902504	204500000.589259	1
60426.7903130	204500000.589327	1
60426.7903700	204500000.589342	1
60426.7904266	204500000.589388	1
60426.7904978	204500000.589398	1
60426.7905640	204500000.589387	1
60426.7906249	204500000.589397	1
60426.7906818	204500000.589325	1
60426.7907400	204500000.589315	1
60426.7907980	204500000.589381	1
60426.7908671	204500000.589401	1
60426.7909376	204500000.589374	1
60426.7909946	204500000.589343	1
60426.7910562	204500000.589284	1
60426.7911150	204500000.589281	1
60426.7911712	204500000.589265	1
60426.7912259	204500000.589288	1
60426.7912828	204500000.589369	1
60426.7913387	204500000.589381	1
60426.7913921	204500000.589384	1
60426.7914464	204500000.589380	1
60426.7915007	204500000.589361	1
60426.7915551	204500000.589356	1
60426.7916093	204500000.589371	1
60426.7916711	204500000.589374	1
60426.7917261	204500000.589380	1
60426.7917805	204500000.589403	1
60426.7918424	204500000.589388	1
60426.7919033	204500000.589376	1
60426.7919579	204500000.589373	1
60426.7920195	204500000.589331	1
60426.7920801	204500000.589344	1
60426.7921390	204500000.589363	1
60426.7922063	204500000.589344	1
60426.7922612	204500000.589375	1
60426.7923161	204500000.589413	1
60426.7923726	204500000.589421	1
60426.7924271	204500000.589410	1
60426.7924841	204500000.589361	1
60426.7925434	204500000.589429	1
60426.7926003	204500000.589440	1
60426.7926564	204500000.589434	1
60426.7927170	204500000.589435	1
60426.7927799	204500000.589467	1
60426.7928418	204500000.589461	1
60426.7928986	204500000.589432	1
60426.7929554	204500000.589456	1
60426.7930111	204500000.589445	1
60426.7930804	204500000.589486	1
60426.7931352	204500000.589526	1
60426.7932017	204500000.589534	1
60426.7932651	204500000.589484	1
60426.7933192	204500000.589445	1
60426.7933796	204500000.589483	1
60426.7934415	204500000.589511	1
60426.7934960	204500000.589465	1
60426.7935551	204500000.589475	1
60426.7936162	204500000.589441	1
60426.7936744	204500000.589476	1
60426.7937318	204500000.589533	1
60426.7938026	204500000.589519	1
60426.7938629	204500000.589509	1
60426.7939192	204500000.589470	1
60426.7939789	204500000.589472	1
60426.7940342	204500000.589462	1
60426.7940873	204500000.589440	1
60426.7941443	204500000.589478	1
60426.7941980	204500000.589470	1
60426.7942657	204500000.589417	1
60426.7943317	204500000.589328	1
60426.7943998	204500000.589297	1
60426.7944552	204500000.589274	1
60426.7945121	204500000.589259	1
60426.7945707	204500000.589268	1
60426.7946273	204500000.589319	1
60426.7946841	204500000.589342	1
60426.7947409	204500000.589393	1
60426.7947954	204500000.589405	1
60426.7948519	204500000.589361	1
60426.7949066	204500000.589400	1
60426.7949636	204500000.589413	1
60426.7950220	204500000.589363	1
60426.7950798	204500000.589344	1
60426.7951425	204500000.589382	1
60426.7952121	204500000.589386	1
60426.7952741	204500000.589387	1
60426.7953330	204500000.589385	1
60426.7953972	204500000.589373	1
60426.7954576	204500000.589358	1
60426.7955182	204500000.589344	1
60426.7955755	204500000.589341	1
60426.7956304	204500000.589255	1
60426.7956917	204500000.589242	1
60426.7957531	204500000.589261	1
60426.7958059	204500000.589318	1
60426.7958655	204500000.589371	1
60426.7959270	204500000.589344	1
60426.7959806	204500000.589329	1
60426.7960358	204500000.589273	1
60426.7961046	204500000.589292	1
60426.7961608	204500000.589229	1
60426.7962145	204500000.589221	1
60426.7962686	204500000.589304	1
60426.7963301	204500000.589363	1
60426.7963872	204500000.589350	1
60426.7964523	204500000.589398	1
60426.7965110	204500000.589440	1
60426.7965652	204500000.589473	1
60426.7966257	204500000.589483	1
60426.7966862	204500000.589478	1
60426.7967411	204500000.589461	1
60426.7968008	204500000.589517	1
60426.7968609	204500000.589493	1
60426.7969164	204500000.589496	1
60426.7969766	204500000.589539	1
60426.7970362	204500000.589548	1
60426.7970978	204500000.589556	1
60426.7971616	204500000.589535	1
60426.7972194	204500000.589507	1
60426.7972762	204500000.589523	1
60426.7973314	204500000.589440	1
60426.7973943	204500000.589416	1
60426.7974512	204500000.589387	1
60426.7975067	204500000.589318	1
60426.7975626	204500000.589313	1
60426.7976153	204500000.589321	1
60426.7976719	204500000.589377	1
60426.7977263	204500000.589409	1
60426.7977801	204500000.589470	1
60426.7978347	204500000.589470	1
60426.7979259	204500000.589550	1
60426.7979833	204500000.589546	1
60426.7980377	204500000.589508	1
60426.7980920	204500000.589439	1
60426.7981503	204500000.589409	1
60426.7982086	204500000.589422	1
60426.7982718	204500000.589417	1
60426.7983303	204500000.589400	1
60426.7983889	204500000.589407	1
60426.7984440	204500000.589415	1
60426.7985012	204500000.589455	1
60426.7985608	204500000.589474	1
60426.7986213	204500000.589471	1
60426.7986861	204500000.589458	1
60426.7987409	204500000.589500	1
60426.7988010	204500000.589461	1
60426.7988613	204500000.589446	1
60426.7989153	204500000.589400	1
60426.7989734	204500000.589405	1
60426.7990319	204500000.589380	1
60426.7990928	204500000.589373	1
