#Frequency shifts file for ErYb measurement of Al+ frequency
#  Data recorded on 04-26-2024, analyzed on 04-26-2024.
#
#  All shifts are in Hz as referenced to the Al+ resonance near 267.4 nm.
#
#  To calculate the clock frequency use: f_atom = (M/N)*f_comb + f_shift.
#    - Here, M = 4, N = 1, f_comb is the frequency measured at the comb and f_shift is given in the data columns.
#    - Frequencies are not corrected for maser offsets.
#    - Data taken using maser ST008 to reference all synthesizers.
#
#  Static shifts are compiled in static_shifts_MgAl.m for reference.
#
#  First 120 seconds and last 60 seconds of lock times removed.
#
#  Gravitational redshift of the atoms with respect to geodetic marker 1H116 included.
#
#  Total lock duration: 17040.856 s
#
#  2nd-order Zeeman shifts calculated based on real-time B-field calibration.
#  - Delta_ZS2 = -0.7365+/-0.00025 Hz
#
t_mjd	f_shift[Hz]	IS_GOOD
60426.8524782	204500000.589363	1
60426.8525384	204500000.589373	1
60426.8525964	204500000.589382	1
60426.8526525	204500000.589373	1
60426.8527134	204500000.589394	1
60426.8527823	204500000.589443	1
60426.8528448	204500000.589476	1
60426.8529014	204500000.589517	1
60426.8529567	204500000.589491	1
60426.8530149	204500000.589498	1
60426.8530857	204500000.589512	1
60426.8531468	204500000.589461	1
60426.8532009	204500000.589423	1
60426.8532577	204500000.589423	1
60426.8533162	204500000.589379	1
60426.8533783	204500000.589304	1
60426.8534402	204500000.589296	1
60426.8535029	204500000.589321	1
60426.8535674	204500000.589328	1
60426.8536269	204500000.589287	1
60426.8536942	204500000.589335	1
60426.8537635	204500000.589348	1
60426.8538270	204500000.589320	1
60426.8538907	204500000.589255	1
60426.8539490	204500000.589236	1
60426.8540080	204500000.589261	1
60426.8540678	204500000.589292	1
60426.8541305	204500000.589251	1
60426.8541838	204500000.589253	1
60426.8542399	204500000.589283	1
60426.8542965	204500000.589294	1
60426.8543579	204500000.589266	1
60426.8544203	204500000.589250	1
60426.8544748	204500000.589281	1
60426.8545313	204500000.589299	1
60426.8545871	204500000.589265	1
60426.8546437	204500000.589243	1
60426.8546986	204500000.589250	1
60426.8547569	204500000.589283	1
60426.8548210	204500000.589331	1
60426.8548797	204500000.589280	1
60426.8549424	204500000.589222	1
60426.8549991	204500000.589256	1
60426.8550556	204500000.589312	1
60426.8551115	204500000.589332	1
60426.8551676	204500000.589268	1
60426.8552257	204500000.589249	1
60426.8552879	204500000.589269	1
60426.8553494	204500000.589315	1
60426.8554090	204500000.589280	1
60426.8554669	204500000.589302	1
60426.8555206	204500000.589263	1
60426.8555803	204500000.589260	1
60426.8556404	204500000.589277	1
60426.8556977	204500000.589267	1
60426.8557551	204500000.589247	1
60426.8558140	204500000.589258	1
60426.8558715	204500000.589239	1
60426.8559339	204500000.589281	1
60426.8559918	204500000.589301	1
60426.8560470	204500000.589317	1
60426.8561080	204500000.589295	1
60426.8561632	204500000.589319	1
60426.8562272	204500000.589305	1
60426.8562912	204500000.589274	1
60426.8563480	204500000.589280	1
60426.8564197	204500000.589260	1
60426.8564882	204500000.589291	1
60426.8565538	204500000.589333	1
60426.8566088	204500000.589350	1
60426.8566684	204500000.589321	1
60426.8567309	204500000.589316	1
60426.8567861	204500000.589349	1
60426.8568403	204500000.589394	1
60426.8569068	204500000.589350	1
60426.8569705	204500000.589379	1
60426.8570273	204500000.589379	1
60426.8570875	204500000.589396	1
60426.8571419	204500000.589429	1
60426.8572005	204500000.589440	1
60426.8572564	204500000.589381	1
60426.8573184	204500000.589327	1
60426.8573731	204500000.589314	1
60426.8574283	204500000.589344	1
60426.8574825	204500000.589329	1
60426.8575414	204500000.589347	1
60426.8576026	204500000.589342	1
60426.8576558	204500000.589351	1
60426.8577124	204500000.589340	1
60426.8577680	204500000.589389	1
60426.8578235	204500000.589366	1
60426.8578843	204500000.589341	1
60426.8579448	204500000.589336	1
60426.8580008	204500000.589303	1
60426.8580538	204500000.589296	1
60426.8581093	204500000.589311	1
60426.8581656	204500000.589291	1
60426.8582244	204500000.589301	1
60426.8582785	204500000.589325	1
60426.8583377	204500000.589275	1
60426.8583918	204500000.589244	1
60426.8584486	204500000.589246	1
60426.8585124	204500000.589198	1
60426.8585708	204500000.589239	1
60426.8586268	204500000.589217	1
60426.8586837	204500000.589258	1
60426.8587383	204500000.589224	1
60426.8587926	204500000.589284	1
60426.8588461	204500000.589292	1
60426.8589033	204500000.589331	1
60426.8589644	204500000.589373	1
60426.8590222	204500000.589341	1
60426.8590855	204500000.589409	1
60426.8591396	204500000.589413	1
60426.8591983	204500000.589390	1
60426.8592642	204500000.589364	1
60426.8593310	204500000.589383	1
60426.8593892	204500000.589401	1
60426.8594584	204500000.589406	1
60426.8595531	204500000.589380	1
60426.8596110	204500000.589385	1
60426.8596702	204500000.589363	1
60426.8597314	204500000.589349	1
60426.8597892	204500000.589382	1
60426.8598450	204500000.589412	1
60426.8599066	204500000.589431	1
60426.8599732	204500000.589470	1
60426.8600270	204500000.589427	1
60426.8600946	204500000.589445	1
60426.8601604	204500000.589427	1
60426.8602179	204500000.589370	1
60426.8602727	204500000.589302	1
60426.8603408	204500000.589303	1
60426.8603962	204500000.589395	1
60426.8604530	204500000.589414	1
60426.8605233	204500000.589366	1
60426.8605855	204500000.589379	1
60426.8606538	204500000.589367	1
60426.8607130	204500000.589350	1
60426.8607704	204500000.589312	1
60426.8608330	204500000.589318	1
60426.8608882	204500000.589335	1
60426.8609430	204500000.589312	1
60426.8609976	204500000.589338	1
60426.8610566	204500000.589346	1
60426.8611217	204500000.589347	1
60426.8611789	204500000.589326	1
60426.8612327	204500000.589334	1
60426.8612918	204500000.589330	1
60426.8613488	204500000.589293	1
60426.8614094	204500000.589299	1
60426.8614699	204500000.589262	1
60426.8615320	204500000.589267	1
60426.8615863	204500000.589269	1
60426.8616409	204500000.589278	1
60426.8616950	204500000.589332	1
60426.8617513	204500000.589357	1
60426.8618081	204500000.589374	1
60426.8618689	204500000.589325	1
60426.8619299	204500000.589281	1
60426.8619872	204500000.589257	1
60426.8620484	204500000.589298	1
60426.8621032	204500000.589300	1
60426.8621594	204500000.589277	1
60426.8622265	204500000.589327	1
60426.8622815	204500000.589341	1
60426.8623392	204500000.589373	1
60426.8624052	204500000.589363	1
60426.8624688	204500000.589315	1
60426.8625287	204500000.589297	1
60426.8626090	204500000.589315	1
60426.8626735	204500000.589314	1
60426.8627329	204500000.589320	1
60426.8627921	204500000.589295	1
60426.8628495	204500000.589326	1
60426.8629058	204500000.589325	1
60426.8629631	204500000.589333	1
60426.8630240	204500000.589297	1
60426.8630796	204500000.589272	1
60426.8631341	204500000.589305	1
60426.8631880	204500000.589344	1
60426.8632442	204500000.589304	1
60426.8633136	204500000.589255	1
60426.8633719	204500000.589284	1
60426.8634349	204500000.589222	1
60426.8635005	204500000.589226	1
60426.8635580	204500000.589201	1
60426.8636116	204500000.589178	1
60426.8636667	204500000.589178	1
60426.8637298	204500000.589213	1
60426.8637854	204500000.589219	1
60426.8638447	204500000.589216	1
60426.8639050	204500000.589226	1
60426.8639698	204500000.589255	1
60426.8640281	204500000.589262	1
60426.8640932	204500000.589285	1
60426.8641524	204500000.589282	1
60426.8642080	204500000.589280	1
60426.8642664	204500000.589306	1
60426.8643238	204500000.589287	1
60426.8643808	204500000.589333	1
60426.8644432	204500000.589337	1
60426.8644975	204500000.589364	1
60426.8645512	204500000.589349	1
60426.8646132	204500000.589363	1
60426.8646714	204500000.589373	1
60426.8647309	204500000.589400	1
60426.8647886	204500000.589373	1
60426.8648443	204500000.589365	1
60426.8649103	204500000.589387	1
60426.8649709	204500000.589352	1
60426.8650272	204500000.589356	1
60426.8650870	204500000.589325	1
60426.8651506	204500000.589372	1
60426.8652082	204500000.589324	1
60426.8652681	204500000.589313	1
60426.8653217	204500000.589306	1
60426.8653791	204500000.589355	1
60426.8654376	204500000.589349	1
60426.8655007	204500000.589407	1
60426.8655571	204500000.589435	1
60426.8656212	204500000.589402	1
60426.8656775	204500000.589394	1
60426.8657432	204500000.589362	1
60426.8658055	204500000.589323	1
60426.8658665	204500000.589358	1
60426.8659284	204500000.589347	1
60426.8659831	204500000.589301	1
60426.8660360	204500000.589240	1
60426.8660979	204500000.589296	1
60426.8661629	204500000.589291	1
60426.8662205	204500000.589336	1
60426.8662873	204500000.589321	1
60426.8663601	204500000.589313	1
60426.8664277	204500000.589365	1
60426.8664909	204500000.589364	1
60426.8665487	204500000.589354	1
60426.8666090	204500000.589354	1
60426.8666662	204500000.589339	1
60426.8667373	204500000.589271	1
60426.8668091	204500000.589295	1
60426.8668647	204500000.589309	1
60426.8669202	204500000.589335	1
60426.8669763	204500000.589357	1
60426.8670344	204500000.589287	1
60426.8670915	204500000.589317	1
60426.8671451	204500000.589332	1
60426.8672079	204500000.589323	1
60426.8672674	204500000.589252	1
60426.8673398	204500000.589220	1
60426.8673994	204500000.589203	1
60426.8674636	204500000.589193	1
60426.8675182	204500000.589204	1
60426.8675773	204500000.589263	1
60426.8676424	204500000.589250	1
60426.8677090	204500000.589282	1
60426.8677677	204500000.589279	1
60426.8678259	204500000.589265	1
60426.8678812	204500000.589232	1
60426.8679409	204500000.589242	1
60426.8679992	204500000.589337	1
60426.8680543	204500000.589330	1
60426.8681124	204500000.589325	1
60426.8681725	204500000.589375	1
60426.8682400	204500000.589329	1
60426.8683035	204500000.589373	1
60426.8683661	204500000.589405	1
60426.8684306	204500000.589405	1
60426.8684885	204500000.589457	1
60426.8685452	204500000.589442	1
60426.8686023	204500000.589428	1
60426.8686591	204500000.589436	1
60426.8687175	204500000.589461	1
60426.8687742	204500000.589436	1
60426.8688300	204500000.589431	1
60426.8688927	204500000.589393	1
60426.8689581	204500000.589432	1
60426.8690165	204500000.589460	1
60426.8690753	204500000.589444	1
60426.8691346	204500000.589414	1
60426.8691963	204500000.589387	1
60426.8692586	204500000.589348	1
60426.8693165	204500000.589353	1
60426.8693785	204500000.589411	1
60426.8694452	204500000.589405	1
60426.8695075	204500000.589387	1
60426.8695619	204500000.589380	1
60426.8696171	204500000.589374	1
60426.8696718	204500000.589327	1
60426.8697277	204500000.589272	1
60426.8698048	204500000.589265	1
60426.8698649	204500000.589275	1
60426.8699228	204500000.589329	1
60426.8699840	204500000.589354	1
60426.8700390	204500000.589303	1
60426.8700932	204500000.589257	1
60426.8701645	204500000.589226	1
60426.8702244	204500000.589203	1
60426.8702812	204500000.589241	1
60426.8703354	204500000.589261	1
60426.8703885	204500000.589276	1
60426.8704476	204500000.589263	1
60426.8705068	204500000.589285	1
60426.8705693	204500000.589255	1
60426.8706284	204500000.589254	1
60426.8706883	204500000.589243	1
60426.8707477	204500000.589271	1
60426.8708144	204500000.589235	1
60426.8708770	204500000.589274	1
60426.8709319	204500000.589267	1
60426.8709889	204500000.589272	1
60426.8710495	204500000.589325	1
60426.8711084	204500000.589343	1
60426.8711682	204500000.589357	1
60426.8712256	204500000.589391	1
60426.8712861	204500000.589384	1
60426.8713460	204500000.589375	1
60426.8714004	204500000.589346	1
60426.8714546	204500000.589399	1
60426.8715085	204500000.589399	1
60426.8715652	204500000.589421	1
60426.8716194	204500000.589419	1
60426.8716730	204500000.589434	1
60426.8717314	204500000.589407	1
60426.8717895	204500000.589457	1
60426.8718484	204500000.589493	1
60426.8719023	204500000.589545	1
60426.8719587	204500000.589569	1
60426.8720129	204500000.589601	1
60426.8720700	204500000.589619	1
60426.8721239	204500000.589629	1
60426.8721799	204500000.589606	1
60426.8722416	204500000.589523	1
60426.8723067	204500000.589466	1
60426.8723634	204500000.589447	1
60426.8724176	204500000.589371	1
60426.8724738	204500000.589409	1
60426.8725329	204500000.589336	1
60426.8725930	204500000.589305	1
60426.8726535	204500000.589319	1
60426.8727111	204500000.589324	1
60426.8727673	204500000.589379	1
60426.8728192	204500000.589395	1
60426.8728727	204500000.589365	1
60426.8729301	204500000.589376	1
60426.8729901	204500000.589383	1
60426.8730484	204500000.589360	1
60426.8731114	204500000.589395	1
60426.8731682	204500000.589362	1
60426.8732236	204500000.589306	1
60426.8732836	204500000.589283	1
60426.8733392	204500000.589282	1
60426.8733960	204500000.589315	1
60426.8734530	204500000.589338	1
60426.8735087	204500000.589372	1
60426.8735641	204500000.589413	1
60426.8736308	204500000.589430	1
60426.8737116	204500000.589428	1
60426.8737702	204500000.589427	1
60426.8738256	204500000.589335	1
60426.8738805	204500000.589244	1
60426.8739477	204500000.589283	1
60426.8740120	204500000.589252	1
60426.8740760	204500000.589270	1
60426.8741354	204500000.589339	1
60426.8741965	204500000.589308	1
60426.8742537	204500000.589326	1
60426.8743149	204500000.589361	1
60426.8743708	204500000.589367	1
60426.8744293	204500000.589341	1
60426.8744875	204500000.589406	1
60426.8745480	204500000.589355	1
60426.8746034	204500000.589324	1
60426.8746573	204500000.589324	1
60426.8747211	204500000.589325	1
60426.8747792	204500000.589396	1
60426.8748350	204500000.589381	1
60426.8748952	204500000.589399	1
60426.8749571	204500000.589350	1
60426.8750105	204500000.589336	1
60426.8750686	204500000.589351	1
60426.8751288	204500000.589345	1
60426.8751866	204500000.589342	1
60426.8752485	204500000.589342	1
60426.8753024	204500000.589336	1
60426.8753617	204500000.589330	1
60426.8754345	204500000.589323	1
60426.8754881	204500000.589330	1
60426.8755413	204500000.589368	1
60426.8755962	204500000.589459	1
60426.8756514	204500000.589474	1
60426.8757088	204500000.589491	1
60426.8757652	204500000.589535	1
60426.8758186	204500000.589581	1
60426.8758718	204500000.589535	1
60426.8759306	204500000.589510	1
60426.8759879	204500000.589479	1
60426.8760537	204500000.589470	1
60426.8761209	204500000.589463	1
60426.8761739	204500000.589423	1
60426.8762316	204500000.589415	1
60426.8762921	204500000.589463	1
60426.8763501	204500000.589531	1
60426.8764124	204500000.589541	1
60426.8764682	204500000.589501	1
60426.8765278	204500000.589520	1
60426.8765816	204500000.589553	1
60426.8766366	204500000.589507	1
60426.8766943	204500000.589489	1
60426.8767488	204500000.589451	1
60426.8768058	204500000.589466	1
60426.8768632	204500000.589499	1
60426.8769242	204500000.589490	1
60426.8769783	204500000.589468	1
60426.8770419	204500000.589444	1
60426.8771034	204500000.589426	1
60426.8771633	204500000.589372	1
60426.8772228	204500000.589389	1
60426.8772852	204500000.589375	1
60426.8773499	204500000.589328	1
60426.8774075	204500000.589336	1
60426.8774645	204500000.589288	1
60426.8775231	204500000.589256	1
60426.8775825	204500000.589301	1
60426.8776464	204500000.589266	1
60426.8777041	204500000.589216	1
60426.8777610	204500000.589245	1
60426.8778200	204500000.589287	1
60426.8778780	204500000.589300	1
60426.8779365	204500000.589297	1
60426.8779944	204500000.589321	1
60426.8780486	204500000.589348	1
60426.8781042	204500000.589333	1
60426.8781642	204500000.589367	1
60426.8782227	204500000.589328	1
60426.8782797	204500000.589330	1
60426.8783367	204500000.589264	1
60426.8783987	204500000.589234	1
60426.8784546	204500000.589256	1
60426.8785126	204500000.589294	1
60426.8785692	204500000.589279	1
60426.8786298	204500000.589258	1
60426.8786834	204500000.589244	1
60426.8787485	204500000.589229	1
60426.8788072	204500000.589244	1
60426.8788639	204500000.589239	1
60426.8789243	204500000.589276	1
60426.8789804	204500000.589320	1
60426.8790398	204500000.589382	1
60426.8791108	204500000.589401	1
60426.8791737	204500000.589412	1
60426.8792400	204500000.589408	1
60426.8792993	204500000.589411	1
60426.8793545	204500000.589408	1
60426.8794082	204500000.589433	1
60426.8794697	204500000.589464	1
60426.8795321	204500000.589473	1
60426.8795909	204500000.589435	1
60426.8796472	204500000.589449	1
60426.8797080	204500000.589420	1
60426.8797640	204500000.589429	1
60426.8798181	204500000.589429	1
60426.8798746	204500000.589420	1
60426.8799293	204500000.589371	1
60426.8799902	204500000.589341	1
60426.8800456	204500000.589336	1
60426.8801068	204500000.589325	1
60426.8801685	204500000.589332	1
60426.8802282	204500000.589335	1
60426.8802837	204500000.589334	1
60426.8803414	204500000.589308	1
60426.8803962	204500000.589322	1
60426.8804569	204500000.589326	1
60426.8805168	204500000.589385	1
60426.8805733	204500000.589344	1
60426.8806287	204500000.589303	1
60426.8806851	204500000.589291	1
60426.8807409	204500000.589269	1
60426.8808023	204500000.589330	1
60426.8808613	204500000.589348	1
60426.8809224	204500000.589382	1
60426.8809801	204500000.589439	1
60426.8810364	204500000.589467	1
60426.8810926	204500000.589416	1
60426.8811669	204500000.589405	1
60426.8812378	204500000.589430	1
60426.8812955	204500000.589451	1
60426.8813537	204500000.589459	1
60426.8814122	204500000.589437	1
60426.8814659	204500000.589401	1
60426.8815214	204500000.589416	1
60426.8815803	204500000.589425	1
60426.8816355	204500000.589462	1
60426.8816913	204500000.589463	1
60426.8817486	204500000.589432	1
60426.8818065	204500000.589402	1
60426.8818685	204500000.589455	1
60426.8819360	204500000.589411	1
60426.8819953	204500000.589403	1
60426.8820551	204500000.589445	1
60426.8821112	204500000.589421	1
60426.8821665	204500000.589390	1
60426.8822270	204500000.589354	1
60426.8822930	204500000.589373	1
60426.8823475	204500000.589360	1
60426.8824059	204500000.589341	1
60426.8824751	204500000.589311	1
60426.8825301	204500000.589278	1
60426.8825860	204500000.589283	1
60426.8826441	204500000.589270	1
60426.8826974	204500000.589326	1
60426.8827667	204500000.589337	1
60426.8828232	204500000.589379	1
60426.8828834	204500000.589387	1
60426.8829419	204500000.589381	1
60426.8829988	204500000.589328	1
60426.8830526	204500000.589275	1
60426.8831186	204500000.589302	1
60426.8831786	204500000.589357	1
60426.8832337	204500000.589342	1
60426.8832879	204500000.589357	1
60426.8833419	204500000.589343	1
60426.8833950	204500000.589366	1
60426.8834498	204500000.589351	1
60426.8835086	204500000.589370	1
60426.8835703	204500000.589355	1
60426.8836269	204500000.589368	1
60426.8836819	204500000.589353	1
60426.8837373	204500000.589376	1
60426.8837933	204500000.589402	1
60426.8838477	204500000.589442	1
60426.8839087	204500000.589432	1
60426.8839690	204500000.589437	1
60426.8840313	204500000.589429	1
60426.8840945	204500000.589399	1
60426.8841485	204500000.589415	1
60426.8842112	204500000.589370	1
60426.8842657	204500000.589321	1
60426.8843285	204500000.589293	1
60426.8844015	204500000.589351	1
60426.8844585	204500000.589358	1
60426.8845381	204500000.589385	1
60426.8846009	204500000.589365	1
60426.8846571	204500000.589373	1
60426.8847232	204500000.589366	1
60426.8847812	204500000.589378	1
60426.8848342	204500000.589338	1
60426.8848885	204500000.589353	1
60426.8849512	204500000.589349	1
60426.8850144	204500000.589395	1
60426.8850809	204500000.589369	1
60426.8851395	204500000.589364	1
60426.8851962	204500000.589347	1
60426.8852566	204500000.589309	1
60426.8853114	204500000.589283	1
60426.8853655	204500000.589268	1
60426.8854255	204500000.589268	1
60426.8854964	204500000.589291	1
60426.8855560	204500000.589315	1
60426.8856189	204500000.589321	1
60426.8856836	204500000.589343	1
60426.8857396	204500000.589335	1
60426.8857967	204500000.589259	1
60426.8858513	204500000.589236	1
60426.8859067	204500000.589267	1
60426.8859658	204500000.589295	1
60426.8860261	204500000.589255	1
60426.8860822	204500000.589284	1
60426.8861484	204500000.589298	1
60426.8862114	204500000.589282	1
60426.8862688	204500000.589272	1
60426.8863311	204500000.589315	1
60426.8863872	204500000.589292	1
60426.8864467	204500000.589238	1
60426.8865098	204500000.589293	1
60426.8865723	204500000.589299	1
60426.8866344	204500000.589279	1
60426.8867011	204500000.589242	1
60426.8867628	204500000.589216	1
60426.8868273	204500000.589172	1
60426.8868985	204500000.589217	1
60426.8869556	204500000.589263	1
60426.8870105	204500000.589286	1
60426.8870691	204500000.589237	1
60426.8871387	204500000.589268	1
60426.8872048	204500000.589308	1
60426.8872588	204500000.589335	1
60426.8873132	204500000.589305	1
60426.8873726	204500000.589309	1
60426.8874286	204500000.589305	1
60426.8874855	204500000.589350	1
60426.8875463	204500000.589321	1
60426.8876017	204500000.589297	1
60426.8876576	204500000.589243	1
60426.8877199	204500000.589207	1
60426.8877888	204500000.589233	1
60426.8878486	204500000.589234	1
60426.8879040	204500000.589277	1
60426.8879673	204500000.589215	1
60426.8880257	204500000.589205	1
60426.8880804	204500000.589215	1
60426.8881374	204500000.589233	1
60426.8881950	204500000.589228	1
60426.8882526	204500000.589180	1
60426.8883089	204500000.589157	1
60426.8883722	204500000.589158	1
60426.8884265	204500000.589202	1
60426.8884883	204500000.589254	1
60426.8885439	204500000.589253	1
60426.8885999	204500000.589253	1
60426.8886595	204500000.589313	1
60426.8887188	204500000.589315	1
60426.8887774	204500000.589328	1
60426.8888437	204500000.589362	1
60426.8889078	204500000.589375	1
60426.8889619	204500000.589399	1
60426.8890160	204500000.589331	1
60426.8890756	204500000.589309	1
60426.8891339	204500000.589303	1
60426.8891927	204500000.589272	1
60426.8892530	204500000.589318	1
60426.8893074	204500000.589386	1
60426.8893599	204500000.589416	1
60426.8894215	204500000.589445	1
60426.8894786	204500000.589461	1
60426.8895354	204500000.589424	1
60426.8895922	204500000.589406	1
60426.8896438	204500000.589394	1
60426.8897098	204500000.589418	1
60426.8897682	204500000.589389	1
60426.8898262	204500000.589432	1
60426.8898904	204500000.589395	1
60426.8899537	204500000.589394	1
60426.8900285	204500000.589434	1
60426.8900858	204500000.589407	1
60426.8901444	204500000.589452	1
60426.8902016	204500000.589434	1
60426.8902614	204500000.589455	1
60426.8903211	204500000.589432	1
60426.8903773	204500000.589396	1
60426.8904340	204500000.589403	1
60426.8904935	204500000.589422	1
60426.8905497	204500000.589390	1
60426.8906088	204500000.589417	1
60426.8906725	204500000.589406	1
60426.8907371	204500000.589409	1
60426.8907986	204500000.589381	1
60426.8908544	204500000.589408	1
60426.8909206	204500000.589412	1
60426.8909951	204500000.589404	1
60426.8910545	204500000.589372	1
60426.8911141	204500000.589389	1
60426.8911803	204500000.589403	1
60426.8912349	204500000.589404	1
60426.8913053	204500000.589399	1
60426.8913727	204500000.589398	1
60426.8914305	204500000.589432	1
60426.8914865	204500000.589478	1
60426.8915443	204500000.589464	1
60426.8916097	204500000.589439	1
60426.8916654	204500000.589465	1
60426.8917213	204500000.589449	1
60426.8917804	204500000.589370	1
60426.8918399	204500000.589372	1
60426.8919014	204500000.589386	1
60426.8919616	204500000.589384	1
60426.8920220	204500000.589369	1
60426.8920788	204500000.589341	1
60426.8921428	204500000.589393	1
60426.8921980	204500000.589349	1
60426.8922579	204500000.589323	1
60426.8923163	204500000.589283	1
60426.8923735	204500000.589264	1
60426.8924389	204500000.589217	1
60426.8924968	204500000.589221	1
60426.8925494	204500000.589240	1
60426.8926069	204500000.589279	1
60426.8926846	204500000.589272	1
60426.8927398	204500000.589283	1
60426.8927994	204500000.589260	1
60426.8928616	204500000.589268	1
60426.8929160	204500000.589227	1
60426.8929707	204500000.589296	1
60426.8930254	204500000.589326	1
60426.8930849	204500000.589396	1
60426.8931397	204500000.589359	1
60426.8931961	204500000.589330	1
60426.8932505	204500000.589361	1
60426.8933085	204500000.589386	1
60426.8933683	204500000.589406	1
60426.8934222	204500000.589376	1
60426.8934842	204500000.589365	1
60426.8935454	204500000.589346	1
60426.8936011	204500000.589352	1
60426.8936599	204500000.589354	1
60426.8937157	204500000.589371	1
60426.8937863	204500000.589315	1
60426.8938552	204500000.589326	1
60426.8939109	204500000.589274	1
60426.8939702	204500000.589314	1
60426.8940313	204500000.589317	1
60426.8940866	204500000.589333	1
60426.8941406	204500000.589326	1
60426.8942038	204500000.589306	1
60426.8942596	204500000.589263	1
60426.8943200	204500000.589267	1
60426.8943792	204500000.589317	1
60426.8944354	204500000.589334	1
60426.8944948	204500000.589354	1
60426.8945521	204500000.589351	1
60426.8946195	204500000.589346	1
60426.8946781	204500000.589349	1
60426.8947371	204500000.589365	1
60426.8947921	204500000.589361	1
60426.8948544	204500000.589346	1
60426.8949082	204500000.589415	1
60426.8949637	204500000.589424	1
60426.8950190	204500000.589399	1
60426.8950741	204500000.589396	1
60426.8951299	204500000.589465	1
60426.8951947	204500000.589480	1
60426.8952529	204500000.589510	1
60426.8953125	204500000.589519	1
60426.8953741	204500000.589529	1
60426.8954282	204500000.589481	1
60426.8954823	204500000.589435	1
60426.8955408	204500000.589399	1
60426.8955981	204500000.589389	1
60426.8956576	204500000.589416	1
60426.8957145	204500000.589372	1
60426.8957694	204500000.589383	1
60426.8958306	204500000.589355	1
60426.8958902	204500000.589377	1
60426.8959532	204500000.589372	1
60426.8960096	204500000.589342	1
60426.8960685	204500000.589342	1
60426.8961259	204500000.589372	1
60426.8961845	204500000.589384	1
60426.8962429	204500000.589395	1
60426.8962994	204500000.589445	1
60426.8963570	204500000.589393	1
60426.8964171	204500000.589350	1
60426.8964695	204500000.589309	1
60426.8965264	204500000.589296	1
60426.8965794	204500000.589269	1
60426.8966383	204500000.589299	1
60426.8966980	204500000.589366	1
60426.8967551	204500000.589366	1
60426.8968137	204500000.589342	1
60426.8968810	204500000.589326	1
60426.8969406	204500000.589371	1
60426.8969980	204500000.589356	1
60426.8970646	204500000.589375	1
60426.8971237	204500000.589338	1
60426.8971828	204500000.589351	1
60426.8972376	204500000.589299	1
60426.8972959	204500000.589285	1
60426.8973528	204500000.589226	1
60426.8974107	204500000.589248	1
60426.8974651	204500000.589271	1
60426.8975330	204500000.589236	1
60426.8976044	204500000.589233	1
60426.8976596	204500000.589266	1
60426.8977209	204500000.589244	1
60426.8977854	204500000.589291	1
60426.8978478	204500000.589333	1
60426.8979124	204500000.589343	1
60426.8979685	204500000.589337	1
60426.8980243	204500000.589276	1
60426.8980919	204500000.589282	1
60426.8981598	204500000.589308	1
60426.8982188	204500000.589323	1
60426.8982774	204500000.589308	1
60426.8983317	204500000.589309	1
60426.8983845	204500000.589377	1
60426.8984448	204500000.589352	1
60426.8985077	204500000.589352	1
60426.8985650	204500000.589326	1
60426.8986190	204500000.589334	1
60426.8986760	204500000.589317	1
60426.8987433	204500000.589268	1
60426.8988038	204500000.589201	1
60426.8988598	204500000.589163	1
60426.8989264	204500000.589109	1
60426.8989843	204500000.589145	1
60426.8990478	204500000.589175	1
60426.8991030	204500000.589227	1
60426.8991710	204500000.589180	1
60426.8992273	204500000.589215	1
60426.8992829	204500000.589192	1
60426.8993400	204500000.589174	1
60426.8993943	204500000.589166	1
60426.8994503	204500000.589164	1
60426.8995092	204500000.589179	1
60426.8995703	204500000.589180	1
60426.8996316	204500000.589187	1
60426.8997009	204500000.589176	1
60426.8997672	204500000.589211	1
60426.8998292	204500000.589164	1
60426.8998853	204500000.589136	1
60426.8999453	204500000.589177	1
60426.8999997	204500000.589188	1
60426.9000544	204500000.589188	1
60426.9001175	204500000.589217	1
60426.9001782	204500000.589265	1
60426.9002394	204500000.589223	1
60426.9003013	204500000.589238	1
60426.9003642	204500000.589241	1
60426.9004195	204500000.589217	1
60426.9004793	204500000.589239	1
60426.9005322	204500000.589291	1
60426.9005881	204500000.589250	1
60426.9006490	204500000.589262	1
60426.9007055	204500000.589277	1
60426.9007607	204500000.589314	1
60426.9008195	204500000.589318	1
60426.9008767	204500000.589346	1
60426.9009303	204500000.589319	1
60426.9009849	204500000.589335	1
60426.9010404	204500000.589327	1
60426.9010951	204500000.589302	1
60426.9011540	204500000.589310	1
60426.9012138	204500000.589285	1
60426.9012778	204500000.589311	1
60426.9013331	204500000.589291	1
60426.9013870	204500000.589276	1
60426.9014460	204500000.589285	1
60426.9015063	204500000.589331	1
60426.9015691	204500000.589340	1
60426.9016291	204500000.589346	1
60426.9017101	204500000.589345	1
60426.9017677	204500000.589287	1
60426.9018266	204500000.589299	1
60426.9018896	204500000.589330	1
60426.9019499	204500000.589301	1
60426.9020140	204500000.589284	1
60426.9020760	204500000.589311	1
60426.9021343	204500000.589323	1
60426.9021926	204500000.589275	1
60426.9022577	204500000.589314	1
60426.9023168	204500000.589275	1
60426.9023817	204500000.589322	1
60426.9024412	204500000.589314	1
60426.9025002	204500000.589362	1
60426.9025546	204500000.589343	1
60426.9026202	204500000.589308	1
60426.9026847	204500000.589302	1
60426.9027636	204500000.589373	1
